Local time in Huai'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 17:00,11.3,766.6,767.8,,53,Wind blowing from the north-west,2,,5,90  or more  but not 100%, ,,,0.4,12.7,,,,,,11.0,2.1,No precipitation,6,,,,
03.03.2020 14:00,12.1,766.6,767.9,-1.8,50,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,12.7,,,2500 or more  or no clouds.,,,10.0,2.0,No precipitation,12,,,,
03.03.2020 11:00,10.2,768.4,769.7,,63,Wind blowing from the west-southwest,3,,5,70 – 80%., ,,,0.4,10.3,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,10.0,3.5,No precipitation,6,,,,
03.03.2020 08:00,3.9,768.1,769.3,0.5,90,Wind blowing from the east,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.4,,,,,,7.0,2.4,No precipitation,12,,,,
03.03.2020 05:00,1.0,767.6,768.9,,91,Wind blowing from the east-northeast,1,,6,no clouds, ,,,-2.3,9.4,,,,,,8.0,-0.3,No precipitation,6,,,,
03.03.2020 02:00,2.0,768.4,769.7,-0.3,84,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.4,,,,,,11.0,-0.4,No precipitation,12,,,,
02.03.2020 23:00,5.0,768.7,769.9,,70,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%, ,,,,9.4,,,,,,15.0,0.0,No precipitation,6,,,,
02.03.2020 20:00,6.4,769.1,770.4,0.9,64,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.4,,,2500 or more  or no clouds.,,,14.0,0.1,No precipitation,12,,,,
02.03.2020 17:00,8.2,768.2,769.5,,57,Wind blowing from the east,3,,7,100%., ,,,-2.3,9.4,,,2500 or more  or no clouds.,,,13.0,0.2,No precipitation,6,,,,
02.03.2020 14:00,8.7,769.5,770.8,,51,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.4,,,2500 or more  or no clouds.,,,14.0,-1.1,No precipitation,12,,,,
02.03.2020 11:00,8.4,771.0,772.3,,57,Wind blowing from the east-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.8,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,10.0,0.4,No precipitation,6,,,,
02.03.2020 08:00,-0.5,771.0,772.3,1.0,99,Wind blowing from the north-northeast,0,,,no clouds,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.8,,,,,,0.1,-0.6,No precipitation,12,,,,
02.03.2020 05:00,-1.8,770.0,771.3,,99,Calm  no wind,0,,,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-1.8,8.8,,,,,,0.1,-1.9,No precipitation,6,,,,
02.03.2020 02:00,-0.2,770.2,771.4,0.3,98,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,8.8,,,2500 or more  or no clouds.,,,0.1,-0.5,No precipitation,12,,,,
01.03.2020 23:00,2.1,769.9,771.2,,96,Calm  no wind,0,,,10%  or less  but not 0,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,2.1,8.8,,,,,,0.1,1.5,No precipitation,6,,,,
01.03.2020 20:00,7.1,768.9,770.2,2.0,85,Wind blowing from the north-northeast,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.8,,,1000-1500,,,4.1,4.8,No precipitation,12,,,,
01.03.2020 17:00,7.8,766.9,768.1,,79,Calm  no wind,0,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,9.4,,,1500-2000,,,4.7,4.4,No precipitation,6,,,,
01.03.2020 14:00,8.4,766.1,767.4,-0.6,74,Wind blowing from the north-northwest,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,9.7,,,600-1000,,,5.0,4.0,No precipitation,12,,,,
01.03.2020 11:00,7.7,766.7,768.0,,77,Wind blowing from the north,5,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,9.7,,,600-1000,,,4.2,3.9,No precipitation,6,,,,
01.03.2020 08:00,6.5,765.9,767.2,1.6,92,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,9.7,,,2500 or more  or no clouds.,,,4.2,5.3,No precipitation,12,,,,
01.03.2020 05:00,6.3,764.3,765.6,,93,Wind blowing from the north,3,,5,100%.,Mist. ,,,5.3,9.7,,,1000-1500,,,5.0,5.3,No precipitation,6,,,,
01.03.2020 02:00,6.5,764.3,765.6,0.3,94,Wind blowing from the north,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.7,,,1000-1500,,,3.4,5.6,No precipitation,12,,,,
29.02.2020 23:00,7.1,764.0,765.3,,90,Wind blowing from the north-northeast,3,,5,100%.,Mist. ,,,5.3,9.7,,,600-1000,,,7.0,5.6,No precipitation,6,,,,
29.02.2020 20:00,8.3,763.1,764.4,1.0,86,Wind blowing from the north-east,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.7,,,2500 or more  or no clouds.,,,11.0,6.1,No precipitation,12,,,,
29.02.2020 17:00,9.4,762.1,763.4,,76,Calm  no wind,0,,,100%., ,,,5.3,9.7,,,1000-1500,,,14.0,5.4,No precipitation,6,,,,
29.02.2020 14:00,9.6,762.2,763.5,-1.8,75,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.7,,,1000-1500,,,14.0,5.4,2.0,12,,,,
29.02.2020 11:00,7.7,764.0,765.3,,82,Wind blowing from the north-east,2,,7,100%., ,,,5.3,7.8,,,1000-1500,,,15.0,4.8,0.1,6,,,,
29.02.2020 08:00,5.7,763.4,764.7,0.7,96,Wind blowing from the north-east,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.3,,,200-300,,,4.2,5.1,2.0,12,,,,
29.02.2020 05:00,5.4,762.7,764.0,,96,Wind blowing from the north-northeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,5.4,7.3,,,300-600,,,4.3,4.8,1.0,6,,,,
29.02.2020 02:00,5.8,762.8,764.1,-1.0,96,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.3,,,200-300,,,4.4,5.2,No precipitation,12,,,,
28.02.2020 23:00,6.3,763.8,765.1,,93,Wind blowing from the north-east,1,,5,100%., ,,,5.3,7.3,,,200-300,,,9.0,5.3,No precipitation,6,,,,
28.02.2020 20:00,6.4,763.6,764.8,,94,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.3,,,200-300,,,7.0,5.5,0.4,12,,,,
28.02.2020 17:00,6.9,763.0,764.3,,91,Wind blowing from the north,3,,7,100%., ,,,5.3,9.3,,,200-300,,,9.0,5.5,No precipitation,6,,,,
28.02.2020 14:00,7.2,763.0,764.2,-1.2,91,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.5,,,200-300,,,10.0,5.8,17.0,12,,,,
28.02.2020 11:00,6.8,764.2,765.4,,93,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,200-300,,,16.0,5.7,7.0,6,,,,
28.02.2020 08:00,5.6,763.8,765.1,0.2,97,Wind blowing from the north-east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,,9.8,,,200-300,,,5.0,5.2,19.0,12,,,,
28.02.2020 05:00,5.4,763.6,764.8,,97,Wind blowing from the north-east,4,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,,,-0.4,9.8,,,200-300,,,4.2,5.0,12.0,6,,,,
28.02.2020 02:00,5.9,764.4,765.7,-2.8,92,Wind blowing from the east-northeast,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.8,,,300-600,,,10.0,4.7,3.0,12,,,,
27.02.2020 23:00,6.2,767.2,768.4,,86,Wind blowing from the east-northeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,,,,9.8,,,1500-2000,,,10.0,4.0,0.1,6,,,,
27.02.2020 20:00,7.3,767.8,769.1,-0.4,77,Wind blowing from the east,6,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.8,,,1000-1500,,,10.0,3.4,Trace of precipitation,12,,,,
27.02.2020 17:00,9.3,768.2,769.5,,54,Wind blowing from the east,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.8,,,2500 or more  or no clouds.,,,16.0,0.5,No precipitation,6,,,,
27.02.2020 14:00,9.3,769.6,770.8,-2.6,55,Wind blowing from the east,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,12.5,,,2500 or more  or no clouds.,,,19.0,0.7,No precipitation,12,,,,
27.02.2020 11:00,8.5,772.2,773.5,,55,Wind blowing from the east-northeast,5,,8,60%., ,,,-0.4,12.5,,,2500 or more  or no clouds.,,,24.0,0.0,No precipitation,6,,,,
27.02.2020 08:00,2.0,772.6,773.8,0.9,83,Wind blowing from the north-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,,,,2500 or more  or no clouds.,,,14.0,-0.6,No precipitation,12,,,,
27.02.2020 05:00,0.2,771.7,773.0,,87,Wind blowing from the north-northeast,2,,8,no clouds, ,,,0.2,12.5,,,,,,12.0,-1.7,No precipitation,6,,,,
27.02.2020 02:00,1.3,772.2,773.5,-0.5,87,Wind blowing from the north-east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,12.5,,,,,,8.0,-0.6,No precipitation,12,,,,
26.02.2020 23:00,2.9,772.7,774.0,,76,Wind blowing from the north-northeast,2,,11,no clouds, ,,,2.9,12.5,,,,,,10.0,-0.9,No precipitation,6,,,,
26.02.2020 20:00,4.9,772.0,773.3,1.7,64,Wind blowing from the north-east,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,12.5,,,,,,8.0,-1.5,No precipitation,12,,,,
26.02.2020 17:00,9.6,770.3,771.6,,52,Wind blowing from the north-northeast,5,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,12.5,,,,,,5.0,0.2,No precipitation,6,,,,
26.02.2020 14:00,12.1,769.4,770.7,-1.2,45,Wind blowing from the north-east,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,12.5,,,,,,12.0,0.5,No precipitation,12,,,,
26.02.2020 11:00,9.8,770.6,771.9,,57,Wind blowing from the north-northeast,6,,10,70 – 80%., ,,,4.4,12.9,,,2500 or more  or no clouds.,,,10.0,1.7,No precipitation,6,,,,
26.02.2020 08:00,7.6,769.4,770.7,1.4,90,Wind blowing from the north-northeast,4,,7,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,12.9,,,600-1000,,,2.8,6.1,No precipitation,12,,,,
26.02.2020 05:00,7.7,768.0,769.3,,95,Wind blowing from the north-east,2,,9,100%.,Mist. ,,,4.4,12.9,,,300-600,,,2.5,7.0,No precipitation,6,,,,
26.02.2020 02:00,7.0,767.4,768.7,0.3,96,Wind blowing from the north-east,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.2,,,300-600,,,3.7,6.4,No precipitation,12,,,,
25.02.2020 23:00,5.8,767.1,768.4,,97,Wind blowing from the north,1,,9,10%  or less  but not 0,Fog or ice fog. ,,,5.5,13.2,,,,,,4.0,5.4,No precipitation,6,,,,
25.02.2020 20:00,8.9,765.8,767.1,1.7,87,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,14.0,,,600-1000,,,9.0,6.9,No precipitation,12,,,,
25.02.2020 17:00,10.6,764.1,765.4,,88,Wind blowing from the north-northeast,4,,8,100%., ,,,9.4,15.9,,,600-1000,,,8.0,8.7,No precipitation,6,,,,
25.02.2020 14:00,11.7,762.6,763.9,,84,Wind blowing from the north,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,600-1000,,,5.0,9.1,0.9,12,,,,
25.02.2020 11:00,12.1,762.4,763.6,,83,Wind blowing from the north,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,600-1000,,,4.2,9.3,No precipitation,6,,,,
25.02.2020 08:00,9.7,760.9,762.2,1.8,94,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,17.0,,,100-200,,,2.5,8.8,1.0,12,,,,
25.02.2020 05:00,10.7,759.1,760.3,,96,Wind blowing from the north-northwest,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,,,10.0,17.0,,,100-200,,,1.4,10.1,1.0,6,,,,
25.02.2020 02:00,11.5,758.8,760.0,-0.7,93,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,17.0,,,1500-2000,,,2.1,10.4,0.1,12,,,,
24.02.2020 23:00,12.2,759.5,760.8,,86,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,,,8.7,17.0,,,2000-2500,,,2.4,9.9,No precipitation,6,,,,
24.02.2020 20:00,13.9,759.8,761.1,,79,Wind blowing from the north-east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,17.0,,,2500 or more  or no clouds.,,,3.0,10.3,No precipitation,12,,,,
24.02.2020 17:00,15.9,759.2,760.5,,69,Wind blowing from the east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,17.0,,,2500 or more  or no clouds.,,,5.0,10.2,No precipitation,6,,,,
24.02.2020 14:00,16.0,759.8,761.1,-2.4,66,Wind blowing from the south-east,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,16.1,,,2500 or more  or no clouds.,,,5.0,9.7,No precipitation,12,,,,
24.02.2020 11:00,13.2,762.2,763.5,,68,Wind blowing from the south-east,3,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,15.8,,,2500 or more  or no clouds.,,,6.0,7.4,No precipitation,6,,,,
24.02.2020 08:00,10.4,763.0,764.2,0.0,73,Wind blowing from the south-east,3,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.8,,,2500 or more  or no clouds.,,,7.0,5.8,No precipitation,12,,,,
24.02.2020 05:00,10.4,763.0,764.3,,69,Wind blowing from the south-east,3,,9,100%.,Haze. ,,,3.9,15.8,,,1500-2000,,,6.0,4.8,No precipitation,6,,,,
24.02.2020 02:00,9.8,764.4,765.7,-0.8,65,Wind blowing from the south-southeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,15.8,,,2500 or more  or no clouds.,,,7.0,3.5,No precipitation,12,,,,
23.02.2020 23:00,11.1,765.2,766.5,,59,Wind blowing from the south-southeast,5,,10,20–30%., ,,,3.9,15.8,,,,,,8.0,3.2,No precipitation,6,,,,
23.02.2020 20:00,13.1,765.7,766.9,-0.2,47,Wind blowing from the south-southeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,15.8,,,,,,7.0,2.1,No precipitation,12,,,,
23.02.2020 17:00,14.6,765.9,767.2,,43,Wind blowing from the south-southeast,5,,10,no clouds, ,,,3.7,15.8,,,,,,9.0,2.2,No precipitation,6,,,,
23.02.2020 14:00,15.2,767.5,768.7,,43,Wind blowing from the south-southeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,15.3,,,,,,10.0,2.7,No precipitation,12,,,,
