Local time in Tonghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 08:00,-10.0,758.0,769.0,0.5,88,Wind blowing from the west-southwest,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-5.2,,,2500 or more  or no clouds.,,,4.1,-11.6,0.1,12,,,,
01.03.2020 05:00,-13.0,757.5,768.4,,88,Wind blowing from the north-northwest,1,,4,,Mist. ,,,-15.0,-5.2,,,,,,6.0,-14.6,No precipitation,6,,,,
01.03.2020 02:00,-13.4,757.6,768.4,0.2,87,Wind blowing from the south,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-5.2,,,2500 or more  or no clouds.,,,6.0,-15.1,No precipitation,12,,,,
29.02.2020 23:00,-10.3,757.4,768.3,,88,Wind blowing from the east-northeast,1,,,, ,,,-13.0,-4.9,,,,,,9.0,-12.0,No precipitation,6,,,,
29.02.2020 20:00,-13.0,757.0,767.9,0.8,84,Wind blowing from the north,1,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-4.7,,,2500 or more  or no clouds.,,,6.0,-15.1,No precipitation,12,,,,
29.02.2020 17:00,-5.8,756.2,766.9,,71,Wind blowing from the east,2,,10,100%., ,,,-8.6,-2.5,,,2500 or more  or no clouds.,,,13.0,-10.2,No precipitation,6,,,,
29.02.2020 14:00,-5.7,755.6,766.3,,73,Wind blowing from the east-southeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-1.0,,,2500 or more  or no clouds.,,,21.0,-9.9,0.1,12,,,,
29.02.2020 11:00,-7.7,755.5,766.2,,72,Wind blowing from the east,6,,10,100%., ,,,-8.6,-1.0,,,2500 or more  or no clouds.,,,27.0,-11.9,No precipitation,6,,,,
29.02.2020 08:00,-8.3,754.8,765.5,1.3,80,Wind blowing from the east,7,,10,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.0,,,2500 or more  or no clouds.,,,15.0,-11.1,1.0,12,,,,
29.02.2020 05:00,-6.8,753.5,764.2,,83,Wind blowing from the east,4,,11,,Snow not falling as shower(s). ,,,,-1.0,,,,,,30.0,-9.2,0.9,6,,,,
29.02.2020 02:00,-5.3,752.6,763.2,0.6,86,Wind blowing from the east-northeast,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.0,,,2500 or more  or no clouds.,,,7.0,-7.3,1.0,12,,,,
28.02.2020 23:00,-4.9,752.0,762.6,,87,Wind blowing from the east-northeast,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.0,,,,,,9.0,-6.7,0.3,6,,,,
28.02.2020 20:00,-4.9,752.1,762.8,,86,Wind blowing from the east-northeast,6,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-1.0,,,2500 or more  or no clouds.,,,6.0,-6.9,Trace of precipitation,12,,,,
28.02.2020 17:00,-2.5,752.1,762.8,,59,Wind blowing from the east-northeast,5,,11,100%., ,,,-15.5,-1.0,,,2500 or more  or no clouds.,,,17.0,-9.6,No precipitation,6,,,,
28.02.2020 14:00,-1.1,752.5,763.3,-1.7,52,Wind blowing from the east-northeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-1.1,,,2500 or more  or no clouds.,,,20.0,-9.7,No precipitation,12,,,,
28.02.2020 11:00,-2.4,754.2,765.0,,49,Wind blowing from the east-northeast,5,,8,70 – 80%., ,,,-15.5,-2.0,,,2500 or more  or no clouds.,,,28.0,-11.7,No precipitation,6,,,,
28.02.2020 08:00,-11.4,755.8,766.7,,76,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.0,,,2500 or more  or no clouds.,,,11.0,-14.8,No precipitation,12,,,,
28.02.2020 02:00,-14.6,758.2,769.0,-1.2,84,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-2.0,,,2500 or more  or no clouds.,,,10.0,-16.8,No precipitation,12,,,,
27.02.2020 23:00,-13.8,759.4,770.4,,81,Wind blowing from the south-southeast,1,,,,Haze. ,,,-15.8,-2.0,,,,,,7.0,-16.4,No precipitation,6,,,,
27.02.2020 20:00,-8.9,759.9,770.8,-0.1,74,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-2.0,,,,,,10.0,-12.7,No precipitation,12,,,,
27.02.2020 17:00,-5.1,760.0,771.0,,69,Wind blowing from the west-southwest,4,,10,no clouds, ,,,-15.8,-2.0,,,,,,14.0,-9.9,No precipitation,6,,,,
27.02.2020 14:00,-2.1,760.9,771.7,,54,Wind blowing from the west-southwest,7,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-2.0,,,,,,20.0,-10.2,No precipitation,12,,,,
27.02.2020 11:00,-6.6,762.7,773.5,,71,Wind blowing from the south-west,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-3.5,,,,,,6.0,-11.0,No precipitation,6,,,,
27.02.2020 08:00,-12.8,763.6,774.6,0.4,85,Wind blowing from the south-west,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-3.5,,,,,,4.4,-14.8,No precipitation,12,,,,
27.02.2020 05:00,-14.5,763.2,774.1,,86,Wind blowing from the south-west,4,,10,,Mist. ,,,-19.4,-3.5,,,,,,5.0,-16.3,No precipitation,6,,,,
27.02.2020 02:00,-12.3,762.8,773.7,0.1,82,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.5,,,2500 or more  or no clouds.,,,7.0,-14.7,No precipitation,12,,,,
26.02.2020 23:00,-10.2,762.7,773.7,,76,Wind blowing from the west,5,,,, ,,,-19.4,-3.5,,,,,,8.0,-13.6,No precipitation,6,,,,
26.02.2020 20:00,-9.0,762.4,773.5,0.8,72,Wind blowing from the west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.5,,,,,,8.0,-13.1,No precipitation,12,,,,
26.02.2020 17:00,-5.8,761.6,772.6,,68,Wind blowing from the west,6,,10,no clouds, ,,,-19.4,-3.5,,,,,,11.0,-10.9,No precipitation,6,,,,
26.02.2020 14:00,-4.5,761.5,772.5,-1.3,64,Wind blowing from the west-southwest,7,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.8,,,,,,9.0,-10.3,No precipitation,12,,,,
26.02.2020 11:00,-8.8,762.8,773.8,,76,Wind blowing from the south-west,4,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.8,,,,,,5.0,-12.3,No precipitation,6,,,,
26.02.2020 08:00,-16.3,763.1,774.2,0.8,85,Wind blowing from the south-west,3,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.8,,,,,,3.7,-18.2,No precipitation,12,,,,
26.02.2020 05:00,-17.1,762.3,773.3,,87,Wind blowing from the south-west,2,,7,,Mist. ,,,-20.1,-3.8,,,,,,4.3,-18.7,No precipitation,6,,,,
26.02.2020 02:00,-16.6,761.8,772.7,0.5,83,Wind blowing from the west-southwest,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-3.8,,,2500 or more  or no clouds.,,,6.0,-18.8,No precipitation,12,,,,
25.02.2020 23:00,-11.9,761.3,772.3,,76,Wind blowing from the west,4,,,, ,,,-20.1,-3.8,,,,,,9.0,-15.3,No precipitation,6,,,,
25.02.2020 20:00,-10.8,761.0,772.1,0.4,78,Wind blowing from the north-west,2,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-3.8,,,2500 or more  or no clouds.,,,5.0,-13.9,No precipitation,12,,,,
25.02.2020 17:00,-6.5,760.6,771.6,,71,Wind blowing from the west-southwest,2,,6,20–30%., ,,,-20.1,-3.8,,,2500 or more  or no clouds.,,,19.0,-10.9,No precipitation,6,,,,
25.02.2020 14:00,-4.5,760.9,771.8,,67,Wind blowing from the west-southwest,4,,6,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-4.3,,,2500 or more  or no clouds.,,,15.0,-9.7,No precipitation,12,,,,
25.02.2020 11:00,-10.0,762.1,773.2,,89,Wind blowing from the west-southwest,4,,5,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-5.2,,,2500 or more  or no clouds.,,,4.4,-11.5,No precipitation,6,,,,
25.02.2020 08:00,-17.6,762.5,773.7,0.6,88,Wind blowing from the south-west,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-5.2,,,2500 or more  or no clouds.,,,0.4,-19.1,No precipitation,12,,,,
25.02.2020 05:00,-16.7,761.9,772.9,,87,Wind blowing from the south-southwest,2,,6,,Mist. ,,,-17.0,-5.2,,,,,,6.0,-18.4,No precipitation,6,,,,
25.02.2020 02:00,-15.6,761.2,772.1,0.6,85,Wind blowing from the south-west,1,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-5.2,,,2500 or more  or no clouds.,,,6.0,-17.5,No precipitation,12,,,,
24.02.2020 23:00,-12.6,760.6,771.5,,84,Wind blowing from the west-northwest,2,,,, ,,,-13.8,-4.3,,,,,,9.0,-14.7,No precipitation,6,,,,
24.02.2020 20:00,-11.2,759.8,770.8,,78,Wind blowing from the west,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-3.5,,,2500 or more  or no clouds.,,,9.0,-14.3,No precipitation,12,,,,
24.02.2020 17:00,-7.1,758.5,769.4,,73,Wind blowing from the west,5,,,, ,,,-10.4,-3.5,,,,,,16.0,-11.1,No precipitation,6,,,,
24.02.2020 14:00,-5.8,757.4,768.1,0.6,70,Wind blowing from the west,9,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-2.4,,,2500 or more  or no clouds.,,,11.0,-10.4,No precipitation,12,,,,
24.02.2020 11:00,-8.3,756.8,767.5,,82,Wind blowing from the west,8,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-2.4,,,2500 or more  or no clouds.,,,7.0,-10.8,No precipitation,6,,,,
24.02.2020 08:00,-9.7,755.2,765.9,3.0,84,Wind blowing from the west,9,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.4,,,2500 or more  or no clouds.,,,9.0,-12.0,No precipitation,12,,,,
24.02.2020 05:00,-10.1,752.2,762.9,,84,Wind blowing from the west,7,,11,, ,,,-17.8,-2.4,,,,,,11.0,-12.3,No precipitation,6,,,,
24.02.2020 02:00,-5.9,750.2,760.8,1.4,80,Wind blowing from the west,7,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.4,,,2500 or more  or no clouds.,,,12.0,-8.9,No precipitation,12,,,,
23.02.2020 23:00,-4.1,748.8,759.4,,86,Wind blowing from the north,1,,,, ,,,,-2.4,,,,,,14.0,-6.1,No precipitation,6,,,,
23.02.2020 20:00,-4.4,749.7,760.5,-1.0,85,Wind blowing from the east-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-2.4,,,,,,8.0,-6.5,No precipitation,12,,,,
23.02.2020 17:00,-3.8,750.7,761.5,,66,Wind blowing from the north-east,1,,7,no clouds, ,,,-17.8,-2.4,,,,,,10.0,-9.2,No precipitation,6,,,,
23.02.2020 14:00,-2.9,752.4,763.2,,61,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-2.9,,,,,,17.0,-9.4,No precipitation,12,,,,
23.02.2020 11:00,-7.3,754.8,765.7,,71,Wind blowing from the west,1,,11,no clouds, ,,,-17.8,-6.7,,,,,,11.0,-11.7,No precipitation,6,,,,
23.02.2020 08:00,-17.2,756.3,767.3,0.2,75,Wind blowing from the north-northeast,1,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.7,,,,,,3.6,-20.6,No precipitation,12,,,,
23.02.2020 05:00,-15.9,756.1,767.0,,75,Wind blowing from the south,3,,14,, ,,,-16.0,-6.7,,,,,,19.0,-19.3,No precipitation,6,,,,
23.02.2020 02:00,-15.3,755.5,766.4,0.3,77,Wind blowing from the south-west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-6.7,,,2500 or more  or no clouds.,,,18.0,-18.4,No precipitation,12,,,,
22.02.2020 23:00,-12.4,755.2,766.1,,71,Wind blowing from the west,8,,,, ,,,-12.5,-6.7,,,,,,24.0,-16.6,No precipitation,6,,,,
22.02.2020 20:00,-10.4,754.1,765.0,,75,Wind blowing from the west,8,,14,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-6.7,,,1500-2000,,,17.0,-14.0,0.8,12,,,,
22.02.2020 17:00,-6.8,752.2,763.0,,85,Wind blowing from the west-southwest,8,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-6.7,,,2500 or more  or no clouds.,,,13.0,-8.9,0.6,6,,,,
22.02.2020 14:00,-6.8,751.7,762.4,-0.7,76,Wind blowing from the south-west,2,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-6.7,,,2500 or more  or no clouds.,,,10.0,-10.3,0.8,12,,,,
22.02.2020 11:00,-7.9,752.4,763.1,,76,Wind blowing from the east-southeast,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-5.0,,,2500 or more  or no clouds.,,,12.0,-11.4,0.2,6,,,,
22.02.2020 08:00,-9.9,752.7,763.4,0.1,80,Wind blowing from the east,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-5.0,,,2500 or more  or no clouds.,,,13.0,-12.7,0.2,12,,,,
22.02.2020 05:00,-9.6,752.6,763.3,,82,Wind blowing from the east,5,,10,, ,,,-11.7,-5.0,,,,,,30.0,-12.2,No precipitation,6,,,,
22.02.2020 02:00,-9.0,753.4,764.1,-1.2,81,Wind blowing from the east,4,,12,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-5.0,,,2500 or more  or no clouds.,,,17.0,-11.7,1.0,12,,,,
21.02.2020 23:00,-7.3,754.6,765.3,,83,Wind blowing from the east-northeast,5,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-5.0,,,,,,5.0,-9.8,0.6,6,,,,
21.02.2020 20:00,-7.2,756.1,766.8,-0.9,86,Wind blowing from the east-northeast,5,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.0,,,2500 or more  or no clouds.,,,4.0,-9.1,0.8,12,,,,
21.02.2020 17:00,-7.1,757.0,767.8,,83,Wind blowing from the east-northeast,7,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.1,-5.0,,,2500 or more  or no clouds.,,,4.8,-9.5,0.4,6,,,,
21.02.2020 14:00,-6.9,758.2,769.0,-1.9,82,Wind blowing from the east-northeast,7,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.5,,,2500 or more  or no clouds.,,,2.4,-9.5,Trace of precipitation,12,,,,
21.02.2020 11:00,-5.6,760.1,771.0,,46,Wind blowing from the east-northeast,5,,11,100%., ,,,-14.1,-2.5,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,6,,,,
21.02.2020 08:00,-6.9,761.2,772.1,-0.8,43,Wind blowing from the east-northeast,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-2.5,,,2500 or more  or no clouds.,,,21.0,-17.4,No precipitation,12,,,,
