Local time in Beihai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 02:00,22.4,760.3,761.5,-0.5,88,Wind blowing from the east-southeast,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.0,,,2500 or more  or no clouds.,,,8.0,20.3,No precipitation,12,,,,
02.03.2020 23:00,22.5,760.8,762.0,,86,Wind blowing from the east,5,,9,, ,,,21.3,27.0,,,,,,9.0,20.0,No precipitation,6,,,,
02.03.2020 20:00,23.3,759.6,760.8,1.1,81,Wind blowing from the east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,27.0,,,600-1000,,,9.0,19.9,No precipitation,12,,,,
02.03.2020 17:00,25.1,758.5,759.7,,74,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,21.3,27.0,,,600-1000,,,20.0,20.1,No precipitation,6,,,,
02.03.2020 14:00,26.7,759.4,760.6,-1.8,65,Wind blowing from the south-east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,27.0,,,600-1000,,,21.0,19.6,No precipitation,12,,,,
02.03.2020 11:00,24.4,761.2,762.4,,79,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%, ,,,21.3,25.9,,,600-1000,,,16.0,20.5,No precipitation,6,,,,
02.03.2020 08:00,22.2,760.5,761.7,1.5,92,Wind blowing from the east-southeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,25.9,,,600-1000,,,8.0,20.8,No precipitation,12,,,,
02.03.2020 05:00,21.7,759.0,760.2,,96,Wind blowing from the east,2,,3,,Mist. ,,,21.3,25.9,,,,,,4.7,21.0,No precipitation,6,,,,
02.03.2020 02:00,22.1,759.4,760.6,-0.3,92,Wind blowing from the east-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,25.9,,,2500 or more  or no clouds.,,,10.0,20.7,No precipitation,12,,,,
01.03.2020 23:00,21.6,759.7,760.9,,93,Wind blowing from the south-east,0,,4,,Mist. ,,,21.6,25.9,,,,,,6.0,20.4,No precipitation,6,,,,
01.03.2020 20:00,23.5,758.6,759.8,0.7,84,Wind blowing from the south-east,0,,4,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,25.9,,,600-1000,,,6.0,20.6,No precipitation,12,,,,
01.03.2020 17:00,25.6,757.9,759.1,,74,Wind blowing from the south-east,1,,4,100%., ,,,21.6,25.9,,,600-1000,,,13.0,20.6,No precipitation,6,,,,
01.03.2020 14:00,25.8,759.1,760.3,-1.8,74,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,26.4,,,600-1000,,,12.0,20.8,No precipitation,12,,,,
01.03.2020 11:00,23.9,760.9,762.1,,81,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%, ,,,21.6,26.4,,,600-1000,,,10.0,20.4,No precipitation,6,,,,
01.03.2020 08:00,22.0,759.7,760.9,1.2,93,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,26.4,,,600-1000,,,6.0,20.8,No precipitation,12,,,,
01.03.2020 05:00,22.0,758.5,759.7,,95,Wind blowing from the south-east,2,,5,,Mist. ,,,21.3,26.4,,,,,,6.0,21.2,No precipitation,6,,,,
01.03.2020 02:00,22.0,759.0,760.2,-0.1,94,Wind blowing from the east-southeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.4,,,2500 or more  or no clouds.,,,5.0,21.0,No precipitation,12,,,,
29.02.2020 23:00,22.5,759.1,760.3,,90,Wind blowing from the south-southeast,3,,9,,Mist. ,,,21.3,26.4,,,,,,6.0,20.8,No precipitation,6,,,,
29.02.2020 20:00,23.8,758.2,759.4,0.5,79,Wind blowing from the south-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.4,,,,,,11.0,19.9,No precipitation,12,,,,
29.02.2020 17:00,25.6,757.7,758.9,,70,Wind blowing from the south-southeast,2,,9,no clouds, ,,,21.3,26.4,,,,,,13.0,19.7,No precipitation,6,,,,
29.02.2020 14:00,25.5,759.0,760.2,-1.9,70,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.3,,,600-1000,,,14.0,19.6,No precipitation,12,,,,
29.02.2020 11:00,23.1,760.9,762.1,,79,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,21.3,,,,600-1000,,,10.0,19.3,No precipitation,6,,,,
29.02.2020 08:00,21.5,759.9,761.1,0.5,90,Wind blowing from the east,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,600-1000,,,5.0,19.8,No precipitation,12,,,,
29.02.2020 05:00,21.5,759.4,760.6,,90,Wind blowing from the east-southeast,2,,7,, ,,,20.4,26.3,,,,,,8.0,19.8,No precipitation,6,,,,
29.02.2020 02:00,21.3,760.4,761.6,-0.5,90,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.3,,,2500 or more  or no clouds.,,,8.0,19.6,No precipitation,12,,,,
28.02.2020 23:00,21.6,760.9,762.1,,88,Wind blowing from the east-southeast,4,,9,, ,,,20.4,26.3,,,,,,7.0,19.5,No precipitation,6,,,,
28.02.2020 20:00,23.2,760.2,761.4,0.4,79,Wind blowing from the south-east,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.3,,,600-1000,,,13.0,19.4,No precipitation,12,,,,
28.02.2020 17:00,25.8,759.8,761.0,,61,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%, ,,,20.4,26.3,,,600-1000,,,18.0,17.7,No precipitation,6,,,,
28.02.2020 14:00,25.1,761.0,762.2,-1.5,66,Wind blowing from the east-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.4,,,600-1000,,,12.0,18.3,No precipitation,12,,,,
28.02.2020 11:00,23.4,762.5,763.7,,75,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%, ,,,20.4,26.4,,,600-1000,,,11.0,18.7,No precipitation,6,,,,
28.02.2020 08:00,20.8,762.1,763.3,1.3,88,Wind blowing from the east-southeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,26.4,,,600-1000,,,9.0,18.7,No precipitation,12,,,,
28.02.2020 05:00,20.8,760.8,762.0,,90,Wind blowing from the east-southeast,3,,8,, ,,,20.5,26.4,,,,,,8.0,19.1,No precipitation,6,,,,
28.02.2020 02:00,21.1,761.6,762.8,-0.8,90,Wind blowing from the east-southeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.4,,,2500 or more  or no clouds.,,,9.0,19.4,No precipitation,12,,,,
27.02.2020 23:00,21.7,762.4,763.6,,88,Wind blowing from the east-southeast,4,,8,,Mist. ,,,20.0,26.4,,,,,,6.0,19.6,No precipitation,6,,,,
27.02.2020 20:00,23.7,761.8,763.0,0.9,73,Wind blowing from the east-southeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.4,,,600-1000,,,20.0,18.6,No precipitation,12,,,,
27.02.2020 17:00,26.0,760.9,762.1,,60,Wind blowing from the east-southeast,4,,7,40%., ,,,20.0,26.4,,,600-1000,,,17.0,17.6,No precipitation,6,,,,
27.02.2020 14:00,24.3,762.5,763.7,-1.4,69,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.1,,,1500-2000,,,6.0,18.3,No precipitation,12,,,,
27.02.2020 11:00,22.6,763.9,765.1,,78,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,20.0,,,,600-1000,,,10.0,18.6,No precipitation,6,,,,
27.02.2020 08:00,21.0,762.9,764.2,1.4,86,Wind blowing from the east,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,600-1000,,,3.5,18.6,No precipitation,12,,,,
27.02.2020 05:00,20.5,761.5,762.7,,93,Wind blowing from the east,2,,7,,Mist. ,,,20.0,26.1,,,,,,1.6,19.3,No precipitation,6,,,,
27.02.2020 02:00,20.9,761.8,763.0,-0.6,96,Wind blowing from the south-east,3,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.1,,,2500 or more  or no clouds.,,,4.5,20.2,No precipitation,12,,,,
26.02.2020 23:00,21.7,762.4,763.6,,88,Wind blowing from the west,1,,5,, ,,,20.5,26.1,,,,,,13.0,19.6,No precipitation,6,,,,
26.02.2020 20:00,22.6,761.5,762.7,0.5,80,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,26.1,,,600-1000,,,13.0,19.0,No precipitation,12,,,,
26.02.2020 17:00,25.5,761.0,762.2,,66,Wind blowing from the west-southwest,2,,6,20–30%., ,,,20.1,26.1,,,600-1000,,,21.0,18.7,No precipitation,6,,,,
26.02.2020 14:00,25.5,762.4,763.6,-1.5,66,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,25.7,,,600-1000,,,23.0,18.7,No precipitation,12,,,,
26.02.2020 11:00,24.1,763.9,765.2,,72,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,20.1,25.3,,,600-1000,,,18.0,18.7,No precipitation,6,,,,
26.02.2020 08:00,21.1,763.0,764.2,1.5,90,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,,,,600-1000,,,11.0,19.4,No precipitation,12,,,,
26.02.2020 05:00,20.9,761.5,762.7,,91,Wind blowing from the east,2,,6,,Mist. ,,,20.1,,,,,,,7.0,19.4,No precipitation,6,,,,
26.02.2020 02:00,21.0,761.5,762.7,-0.3,93,Wind blowing from the south-east,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,25.3,,,2500 or more  or no clouds.,,,7.0,19.8,No precipitation,12,,,,
25.02.2020 23:00,20.5,761.8,763.0,,90,Wind blowing from the south-east,1,,,, ,,,19.9,25.3,,,,,,10.0,18.8,No precipitation,6,,,,
25.02.2020 20:00,22.2,761.0,762.2,,79,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.3,,,,,,14.0,18.4,Trace of precipitation,12,,,,
25.02.2020 14:00,24.5,761.6,762.8,-1.8,69,Wind blowing from the south,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.2,,,600-1000,,,20.0,18.4,Trace of precipitation,12,,,,
25.02.2020 11:00,23.4,763.4,764.7,,75,Wind blowing from the south-east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.2,,,600-1000,,,11.0,18.7,No precipitation,6,,,,
25.02.2020 08:00,20.5,762.6,763.9,1.4,93,Wind blowing from the east-southeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,300-600,,,5.0,19.3,Trace of precipitation,12,,,,
25.02.2020 05:00,20.4,761.2,762.4,,91,Wind blowing from the south-east,2,,,, ,,,18.8,25.2,,,,,,7.0,18.9,No precipitation,6,,,,
25.02.2020 02:00,20.2,761.8,763.0,-0.7,92,Wind blowing from the south-east,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.2,,,2500 or more  or no clouds.,,,6.0,18.9,No precipitation,12,,,,
24.02.2020 23:00,20.8,762.5,763.8,,89,Wind blowing from the east-southeast,3,,7,,Mist. ,,,18.7,25.2,,,,,,6.0,18.9,No precipitation,6,,,,
24.02.2020 20:00,21.7,761.9,763.2,0.5,72,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.2,,,,,,14.0,16.4,No precipitation,12,,,,
24.02.2020 17:00,24.3,761.4,762.6,,62,Wind blowing from the south,2,,7,no clouds, ,,,18.7,25.2,,,,,,17.0,16.6,No precipitation,6,,,,
24.02.2020 14:00,24.1,763.0,764.3,-2.1,67,Wind blowing from the south-east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.1,,,600-1000,,,13.0,17.6,No precipitation,12,,,,
24.02.2020 11:00,21.4,765.1,766.4,,81,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.1,,,600-1000,,,7.0,18.0,No precipitation,6,,,,
24.02.2020 08:00,19.3,764.3,765.6,0.6,91,Wind blowing from the east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.1,,,600-1000,,,6.0,17.8,No precipitation,12,,,,
24.02.2020 05:00,18.8,763.7,765.0,,92,Wind blowing from the east,1,,7,,Mist. ,,,15.8,25.1,,,,,,7.0,17.5,No precipitation,6,,,,
24.02.2020 02:00,19.3,764.6,765.9,-0.6,83,Wind blowing from the south-east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.1,,,2500 or more  or no clouds.,,,6.0,16.3,No precipitation,12,,,,
23.02.2020 23:00,20.0,765.2,766.5,,84,Wind blowing from the east-southeast,2,,9,, ,,,15.8,25.1,,,,,,7.0,17.2,No precipitation,6,,,,
23.02.2020 20:00,21.5,764.9,766.2,0.2,77,Wind blowing from the south-east,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,25.1,,,600-1000,,,11.0,17.3,No precipitation,12,,,,
23.02.2020 17:00,24.1,764.7,766.0,,59,Wind blowing from the south-east,3,,10,10%  or less  but not 0, ,,,15.8,25.1,,,600-1000,,,15.0,15.6,No precipitation,6,,,,
23.02.2020 14:00,24.3,766.3,767.5,-2.4,58,Wind blowing from the south-east,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.8,,,600-1000,,,14.0,15.5,No precipitation,12,,,,
23.02.2020 11:00,21.5,768.7,770.0,,72,Wind blowing from the east,4,,10,no clouds, ,,,15.8,24.8,,,,,,8.0,16.2,No precipitation,6,,,,
23.02.2020 08:00,16.8,767.6,768.9,1.2,96,Wind blowing from the east-northeast,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,24.8,,,,,,2.1,16.2,No precipitation,12,,,,
23.02.2020 05:00,15.8,766.4,767.7,,98,Wind blowing from the east,1,,3,,Mist. ,,,15.8,24.8,,,,,,2.2,15.5,No precipitation,6,,,,
23.02.2020 02:00,16.5,766.7,768.0,-0.9,95,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.8,,,2500 or more  or no clouds.,,,3.4,15.7,No precipitation,12,,,,
22.02.2020 23:00,17.8,767.6,768.9,,93,Calm  no wind,0,,,,Mist. ,,,16.0,24.8,,,,,,4.1,16.7,No precipitation,6,,,,
22.02.2020 20:00,20.9,766.9,768.1,0.6,74,Wind blowing from the west-southwest,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.8,,,,,,6.0,16.1,No precipitation,12,,,,
22.02.2020 17:00,24.6,766.3,767.5,,57,Wind blowing from the west,1,,5,no clouds, ,,,16.0,24.6,,,,,,8.0,15.5,No precipitation,6,,,,
22.02.2020 14:00,23.2,768.1,769.3,-2.0,63,Wind blowing from the south-southwest,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.4,,,,,,7.0,15.8,No precipitation,12,,,,
22.02.2020 11:00,20.3,770.1,771.4,,73,Wind blowing from the north-northwest,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.4,,,,,,5.0,15.3,No precipitation,6,,,,
