Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 17:00,8.2,761.5,767.6,,74,Wind blowing from the east,2,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.2,,,2500 or more  or no clouds.,,,7.0,3.7,No precipitation,6,,,,
03.03.2020 14:00,11.8,760.8,766.9,-2.0,45,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.2,,,,,,8.0,0.0,No precipitation,12,,,,
03.03.2020 11:00,8.1,762.8,769.0,,57,Wind blowing from the west,5,,8,no clouds, ,,,1.4,8.3,,,,,,12.0,0.1,No precipitation,6,,,,
03.03.2020 08:00,2.9,763.0,769.3,0.4,74,Wind blowing from the west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.6,,,,,,7.0,-1.3,No precipitation,12,,,,
03.03.2020 05:00,1.7,762.6,768.8,,82,Wind blowing from the west-northwest,2,,5,,Mist. ,,,0.6,7.6,,,,,,5.0,-1.0,No precipitation,6,,,,
03.03.2020 02:00,3.6,763.3,769.4,-0.7,76,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.6,,,2500 or more  or no clouds.,,,10.0,-0.2,No precipitation,12,,,,
02.03.2020 23:00,3.6,764.0,770.2,,72,Wind blowing from the south-southwest,1,,7,, ,,,0.6,7.6,,,,,,11.0,-1.0,No precipitation,6,,,,
02.03.2020 20:00,3.8,764.3,770.5,0.5,70,Wind blowing from the south,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.6,,,2500 or more  or no clouds.,,,11.0,-1.2,No precipitation,12,,,,
02.03.2020 17:00,4.9,763.8,770.0,,66,Wind blowing from the south-southeast,3,,7,40%., ,,,0.6,7.6,,,2500 or more  or no clouds.,,,10.0,-0.9,No precipitation,6,,,,
02.03.2020 14:00,5.5,764.8,771.1,-1.4,67,Wind blowing from the south-southeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.6,,,2500 or more  or no clouds.,,,8.0,-0.3,No precipitation,12,,,,
02.03.2020 11:00,7.0,766.2,772.4,,54,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,7.0,-1.7,,,,,,
02.03.2020 08:00,2.8,766.2,772.4,,79,Wind blowing from the west,1,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.7,,,,,,4.2,-0.5,No precipitation,12,,,,
02.03.2020 05:00,0.7,765.6,771.8,,87,Wind blowing from the west-southwest,2,,9,,Mist. ,,,0.6,7.7,,,,,,3.3,-1.2,No precipitation,6,,,,
02.03.2020 02:00,2.7,765.0,771.1,0.1,74,Wind blowing from the north,2,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.7,,,2500 or more  or no clouds.,,,5.0,-1.6,No precipitation,12,,,,
01.03.2020 23:00,1.8,764.9,771.1,,91,Wind blowing from the north-east,2,,10,,Mist. ,,,1.8,7.7,,,,,,2.6,0.5,No precipitation,6,,,,
01.03.2020 20:00,4.7,764.0,770.2,1.9,80,Wind blowing from the north-northeast,3,,10,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.7,,,2500 or more  or no clouds.,,,3.5,1.5,Trace of precipitation,12,,,,
01.03.2020 17:00,7.1,762.1,768.2,,69,Wind blowing from the north,4,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.7,,,600-1000,,,5.0,1.8,No precipitation,6,,,,
01.03.2020 14:00,7.4,760.9,767.1,-0.7,66,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.7,,,600-1000,,,10.0,1.5,Trace of precipitation,12,,,,
01.03.2020 11:00,5.5,761.6,767.8,,90,Wind blowing from the north-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,6.9,,,600-1000,,,2.7,4.0,No precipitation,6,,,,
01.03.2020 08:00,5.7,760.9,767.1,1.1,84,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.9,,,600-1000,,,3.0,3.2,No precipitation,12,,,,
01.03.2020 05:00,5.6,759.8,766.0,,83,Wind blowing from the north,3,,6,,Mist. ,,,4.0,6.9,,,,,,3.2,2.9,No precipitation,6,,,,
01.03.2020 02:00,5.2,759.9,766.0,0.2,92,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.9,,,2500 or more  or no clouds.,,,4.7,4.0,No precipitation,12,,,,
29.02.2020 23:00,5.0,759.7,765.9,,92,Calm  no wind,0,,,,Mist. ,,,4.0,6.9,,,,,,6.0,3.8,No precipitation,6,,,,
29.02.2020 20:00,5.5,759.2,765.4,1.3,88,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.9,,,600-1000,,,10.0,3.7,No precipitation,12,,,,
29.02.2020 17:00,5.9,757.9,764.1,,83,Wind blowing from the south-southeast,3,,4,100%., ,,,4.0,6.9,,,600-1000,,,21.0,3.2,No precipitation,6,,,,
29.02.2020 14:00,6.1,758.2,764.4,-1.0,81,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,6.4,,,600-1000,,,10.0,3.1,No precipitation,12,,,,
29.02.2020 11:00,5.8,759.2,765.4,,82,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,6.0,,,600-1000,,,5.0,3.0,No precipitation,6,,,,
29.02.2020 08:00,4.5,759.0,765.1,,85,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,4.7,2.2,No precipitation,12,,,,
29.02.2020 05:00,4.4,758.0,764.2,,88,Wind blowing from the north-northeast,2,,3,, ,,,,5.4,,,,,,7.0,2.6,No precipitation,6,,,,
29.02.2020 02:00,4.6,758.6,764.8,-0.4,89,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.4,,,2500 or more  or no clouds.,,,5.0,2.9,No precipitation,12,,,,
28.02.2020 23:00,4.5,759.0,765.1,,93,Wind blowing from the east-northeast,0,,5,, ,,,0.2,5.4,,,,,,11.0,3.5,No precipitation,6,,,,
28.02.2020 20:00,4.7,759.2,765.4,1.0,91,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.4,,,600-1000,,,17.0,3.4,1.0,12,,,,
28.02.2020 17:00,5.1,758.2,764.3,,86,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%, ,,,0.2,5.4,,,600-1000,,,10.0,3.0,No precipitation,6,,,,
28.02.2020 14:00,4.7,758.5,764.6,-1.8,89,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,5.5,,,600-1000,,,22.0,3.0,9.0,12,,,,
28.02.2020 11:00,2.9,760.3,766.5,,97,Wind blowing from the north-east,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,0.2,6.5,,,600-1000,,,7.0,2.5,6.0,6,,,,
28.02.2020 08:00,1.4,760.8,767.0,,98,Wind blowing from the east,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.2,6.5,,,600-1000,,,5.0,1.1,9.0,12,,,,
28.02.2020 05:00,0.3,760.6,766.8,,96,Wind blowing from the north-east,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.2,6.5,,,,,,1.1,-0.3,4.0,6,,,,
28.02.2020 02:00,1.8,762.1,768.2,-1.5,88,Wind blowing from the north-northeast,5,,8,,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.5,,,2500 or more  or no clouds.,,,8.0,0.0,1.0,12,,,,
27.02.2020 23:00,4.3,763.6,769.8,,76,Wind blowing from the east-northeast,3,,7,, ,,,0.1,6.5,,,,,,16.0,0.4,No precipitation,6,,,,
27.02.2020 20:00,4.3,764.8,771.0,-0.3,72,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.5,,,600-1000,,,16.0,-0.3,No precipitation,12,,,,
27.02.2020 17:00,4.1,765.1,771.3,,70,Wind blowing from the east-southeast,3,,10,90  or more  but not 100%, ,,,0.1,7.7,,,1000-1500,,,16.0,-0.9,No precipitation,6,,,,
27.02.2020 14:00,5.3,765.9,772.1,-2.3,59,Wind blowing from the east,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,9.9,,,1000-1500,,,18.0,-2.1,No precipitation,12,,,,
27.02.2020 11:00,6.3,768.2,774.4,,35,Wind blowing from the east,3,,11,70 – 80%., ,,,0.1,9.9,,,600-1000,,,26.0,-8.0,No precipitation,6,,,,
27.02.2020 08:00,1.7,768.4,774.6,0.9,49,Wind blowing from the north-northeast,8,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,26.0,-7.9,No precipitation,12,,,,
27.02.2020 05:00,0.2,767.5,773.8,,57,Wind blowing from the north-northeast,4,,11,, ,,,0.1,9.9,,,,,,26.0,-7.5,No precipitation,6,,,,
27.02.2020 02:00,0.7,767.6,773.8,-1.2,53,Wind blowing from the north-northeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.9,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
26.02.2020 23:00,1.2,768.8,775.0,,56,Wind blowing from the north,3,,12,, ,,,1.2,9.9,,,,,,25.0,-6.6,No precipitation,6,,,,
26.02.2020 20:00,3.4,768.1,774.3,1.8,53,Wind blowing from the north,2,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,9.9,,,,,,25.0,-5.5,No precipitation,12,,,,
26.02.2020 17:00,7.7,766.3,772.5,,53,Wind blowing from the north,5,,17,no clouds, ,,,3.3,9.9,,,,,,19.0,-1.5,No precipitation,6,,,,
26.02.2020 14:00,9.5,765.6,771.7,-0.7,44,Wind blowing from the north,6,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,9.9,,,,,,16.0,-2.4,No precipitation,12,,,,
26.02.2020 11:00,7.4,766.3,772.4,,43,Wind blowing from the north-northeast,7,,17,no clouds, ,,,3.3,9.9,,,,,,17.0,-4.4,No precipitation,6,,,,
26.02.2020 08:00,4.1,765.9,772.0,2.3,58,Wind blowing from the north-northeast,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,9.9,,,2500 or more  or no clouds.,,,18.0,-3.4,No precipitation,12,,,,
26.02.2020 05:00,3.9,763.6,769.8,,78,Wind blowing from the north-northeast,5,,11,,Mist. ,,,3.8,9.9,,,,,,6.0,0.4,No precipitation,6,,,,
26.02.2020 02:00,5.2,762.9,769.0,0.5,87,Wind blowing from the north-northwest,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,9.9,,,2500 or more  or no clouds.,,,3.1,3.2,No precipitation,12,,,,
25.02.2020 23:00,6.3,762.4,768.5,,89,Wind blowing from the north,6,,10,,Mist. ,,,6.3,9.9,,,,,,2.4,4.6,No precipitation,6,,,,
25.02.2020 20:00,7.1,761.4,767.5,1.8,92,Wind blowing from the north,5,,12,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,9.9,,,600-1000,,,2.2,5.9,No precipitation,12,,,,
25.02.2020 17:00,8.6,759.6,765.7,,88,Wind blowing from the north-northwest,4,,12,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.9,,,600-1000,,,4.6,6.7,No precipitation,6,,,,
25.02.2020 14:00,9.4,758.2,764.3,0.3,87,Wind blowing from the north,4,,12,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,9.9,,,600-1000,,,6.0,7.3,0.5,12,,,,
25.02.2020 11:00,9.4,757.9,763.9,,90,Wind blowing from the north-northeast,4,,12,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.9,,,600-1000,,,5.0,7.8,No precipitation,6,,,,
25.02.2020 08:00,8.5,756.3,762.4,1.6,96,Wind blowing from the north-northeast,4,,11,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,6.1,8.5,,,600-1000,,,3.3,7.9,2.0,12,,,,
25.02.2020 05:00,8.4,754.7,760.7,,95,Wind blowing from the north,3,,8,,Rain (not freezing) not falling as shower(s). ,,,,8.4,,,,,,5.0,7.6,2.0,6,,,,
25.02.2020 02:00,8.1,754.6,760.6,-0.8,99,Wind blowing from the north,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.1,,,2500 or more  or no clouds.,,,2.3,8.0,2.0,12,,,,
24.02.2020 23:00,7.6,755.4,761.5,,99,Wind blowing from the east-northeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,7.6,,,,,,0.5,7.5,0.1,6,,,,
24.02.2020 20:00,7.2,756.1,762.2,0.4,98,Wind blowing from the east-northeast,4,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.4,,,600-1000,,,0.8,6.9,1.0,12,,,,
24.02.2020 17:00,7.2,755.7,761.8,,97,Wind blowing from the east-northeast,4,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,7.4,,,600-1000,,,2.1,6.8,0.6,6,,,,
24.02.2020 14:00,7.3,756.5,762.6,-2.1,96,Wind blowing from the east-northeast,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,9.6,,,600-1000,,,3.7,6.7,0.8,12,,,,
24.02.2020 11:00,6.9,758.6,764.7,,93,Wind blowing from the east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,9.6,,,600-1000,,,6.0,5.8,0.5,6,,,,
24.02.2020 08:00,6.1,759.4,765.5,0.3,91,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,9.6,,,600-1000,,,5.0,4.7,No precipitation,12,,,,
24.02.2020 05:00,4.9,759.1,765.2,,89,Wind blowing from the east-northeast,2,,6,, ,,,3.2,9.6,,,,,,7.0,3.2,No precipitation,6,,,,
24.02.2020 02:00,6.0,760.3,766.3,-0.7,82,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.6,,,2500 or more  or no clouds.,,,9.0,3.2,No precipitation,12,,,,
23.02.2020 23:00,7.0,761.0,767.1,,82,Wind blowing from the south-southwest,1,,8,, ,,,2.7,9.6,,,,,,8.0,4.1,No precipitation,6,,,,
23.02.2020 20:00,6.5,761.2,767.4,-0.2,87,Wind blowing from the south,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.6,,,,,,8.0,4.5,No precipitation,12,,,,
23.02.2020 17:00,7.2,761.4,767.5,,82,Wind blowing from the south,3,,,no clouds, ,,,2.7,9.6,,,,,,10.0,4.3,No precipitation,6,,,,
23.02.2020 14:00,8.9,762.8,769.0,-3.0,63,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,11.2,,,,,,10.0,2.2,No precipitation,12,,,,
23.02.2020 11:00,7.4,765.8,772.0,,61,Wind blowing from the south,4,,,no clouds, ,,,2.7,11.2,,,,,,13.0,0.4,No precipitation,6,,,,
