Local time in Longzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 11:00,-0.7,477.6,762.1,,46,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-9.8,9.1,,,,,,30.0,-10.9,No precipitation,6,,,,
01.03.2020 08:00,-9.7,476.8,765.9,0.4,86,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,9.1,,,,,,30.0,-11.6,No precipitation,12,,,,
01.03.2020 05:00,-7.2,476.4,760.1,,81,Wind blowing from the north,1,,,, ,,,-13.7,9.1,,,,,,30.0,-9.9,No precipitation,6,,,,
01.03.2020 02:00,-2.8,476.8,758.6,,68,Wind blowing from the south-west,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.1,,,2500 or more  or no clouds.,,,30.0,-7.9,No precipitation,12,,,,
29.02.2020 20:00,1.1,475.6,766.5,1.5,52,Wind blowing from the west,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,9.1,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
29.02.2020 17:00,6.4,474.1,759.1,,19,Wind blowing from the north,4,,11,, ,,,-13.7,9.1,,,,,,30.0,-15.6,No precipitation,6,,,,
29.02.2020 14:00,5.6,476.4,761.3,-2.0,18,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,6.4,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
29.02.2020 11:00,-3.8,478.4,766.9,,24,Wind blowing from the west,2,,3,, ,,,-13.7,,,,,,,30.0,-21.4,No precipitation,6,,,,
29.02.2020 08:00,-13.6,477.6,768.9,0.1,54,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,6.4,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
29.02.2020 05:00,-11.2,477.5,764.8,,49,Wind blowing from the north-northwest,1,,,, ,,,-11.2,6.4,,,,,,30.0,-19.8,No precipitation,6,,,,
29.02.2020 02:00,-8.3,477.9,765.6,,33,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,6.4,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
28.02.2020 20:00,2.2,476.6,763.6,0.4,13,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,6.4,,,,,,30.0,-23.4,No precipitation,12,,,,
28.02.2020 17:00,5.8,476.2,758.9,,9,Wind blowing from the west-northwest,6,,11,no clouds, ,,,-8.8,6.4,,,,,,30.0,-24.7,No precipitation,6,,,,
28.02.2020 14:00,2.7,478.2,763.2,-1.1,13,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.6,,,2500 or more  or no clouds.,,,30.0,-23.0,No precipitation,12,,,,
28.02.2020 11:00,-1.5,479.3,766.0,,21,Wind blowing from the west,2,,7,10%  or less  but not 0, ,,,-8.8,4.6,,,1000-1500,,,30.0,-21.0,No precipitation,6,,,,
28.02.2020 08:00,-7.8,478.2,767.8,1.0,45,Wind blowing from the south-southeast,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,4.6,,,600-1000,,,30.0,-17.9,No precipitation,12,,,,
28.02.2020 05:00,-5.0,477.2,762.1,,43,Wind blowing from the west,3,,16,, ,,,-6.4,4.6,,,,,,30.0,-15.9,No precipitation,6,,,,
28.02.2020 02:00,-3.6,477.3,761.7,,78,Wind blowing from the east,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.6,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
27.02.2020 20:00,-0.3,475.5,761.8,1.4,54,Wind blowing from the west,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.6,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
27.02.2020 17:00,3.1,474.1,757.8,,36,Wind blowing from the west,5,,,90  or more  but not 100%, ,,,-6.5,4.6,,,,,,30.0,-10.5,No precipitation,6,,,,
27.02.2020 14:00,2.8,475.3,759.0,-1.2,29,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.0,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
27.02.2020 11:00,-1.4,476.5,762.2,,45,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%, ,,,-6.5,5.0,,,,,,30.0,-11.8,No precipitation,6,,,,
27.02.2020 08:00,-5.2,475.5,761.2,0.6,74,Wind blowing from the south-east,1,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.0,,,600-1000,,,30.0,-9.1,No precipitation,12,,,,
27.02.2020 05:00,-5.8,474.9,758.9,,75,Wind blowing from the north-east,1,,,, ,,,-6.5,5.0,,,,,,30.0,-9.5,No precipitation,6,,,,
27.02.2020 02:00,-4.4,475.5,759.3,,61,Wind blowing from the north-west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.0,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
26.02.2020 20:00,0.4,474.0,758.4,0.7,46,Wind blowing from the south,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.0,,,2500 or more  or no clouds.,,,30.0,-10.1,Trace of precipitation,12,,,,
26.02.2020 17:00,3.3,473.3,754.9,,31,Wind blowing from the south-southwest,2,,7,, ,,,-4.6,7.2,,,,,,30.0,-12.2,No precipitation,6,,,,
26.02.2020 14:00,2.7,474.6,756.7,-1.5,38,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,8.2,,,2500 or more  or no clouds.,,,30.0,-10.5,0.2,12,,,,
26.02.2020 11:00,-0.9,476.1,759.7,,68,Wind blowing from the west-southwest,2,,6,, ,,,-4.6,,,,,,,30.0,-6.2,0.2,6,,,,
26.02.2020 08:00,-4.5,475.2,759.1,-0.3,90,Wind blowing from the west-northwest,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.2,,,2500 or more  or no clouds.,,,28.0,-5.9,0.2,12,,,,
26.02.2020 05:00,-3.5,475.5,756.3,,85,Wind blowing from the west,1,,14,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.7,8.2,,,,,,10.0,-5.7,No precipitation,6,,,,
26.02.2020 02:00,-2.4,476.5,758.7,,73,Wind blowing from the east-northeast,3,,14,,Intermittent fall of snowflakes  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.2,,,2500 or more  or no clouds.,,,12.0,-6.6,No precipitation,12,,,,
25.02.2020 20:00,2.5,474.8,762.6,1.1,24,Wind blowing from the south-southwest,4,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.2,,,1000-1500,,,30.0,-16.0,No precipitation,12,,,,
25.02.2020 17:00,6.8,473.7,757.3,,13,Wind blowing from the south-southwest,7,,11,, ,,,-11.7,8.2,,,,,,30.0,-19.7,No precipitation,6,,,,
25.02.2020 14:00,4.3,475.5,759.0,-2.3,25,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,7.3,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
25.02.2020 11:00,-2.6,477.8,765.1,,48,Wind blowing from the east,1,,6,, ,,,-11.7,7.3,,,,,,30.0,-12.1,No precipitation,6,,,,
25.02.2020 08:00,-11.1,476.9,766.7,0.3,74,Wind blowing from the west-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,7.3,,,,,,30.0,-14.8,No precipitation,12,,,,
25.02.2020 05:00,-9.7,476.6,762.7,,77,Wind blowing from the west-northwest,1,,,, ,,,-11.1,7.3,,,,,,30.0,-13.1,No precipitation,6,,,,
25.02.2020 02:00,-5.3,476.8,760.3,,58,Wind blowing from the east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,7.3,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
24.02.2020 20:00,1.4,474.6,762.8,0.6,24,Wind blowing from the south,3,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,7.3,,,1000-1500,,,30.0,-17.0,No precipitation,12,,,,
24.02.2020 17:00,5.5,474.0,757.9,,15,Wind blowing from the south-southwest,7,,13,, ,,,-11.1,7.3,,,,,,30.0,-19.1,No precipitation,6,,,,
24.02.2020 14:00,5.4,475.9,758.1,-1.8,22,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,7.8,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
24.02.2020 11:00,-2.3,477.7,763.3,,53,Wind blowing from the south,1,,6,90  or more  but not 100%, ,,,-11.1,7.8,,,,,,30.0,-10.6,No precipitation,6,,,,
24.02.2020 08:00,-10.7,477.0,766.2,0.3,80,Wind blowing from the north-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,7.8,,,,,,30.0,-13.5,No precipitation,12,,,,
24.02.2020 05:00,-8.7,476.7,761.4,,75,Wind blowing from the north-northwest,1,,,, ,,,-9.9,7.8,,,,,,30.0,-12.3,No precipitation,6,,,,
24.02.2020 02:00,-4.1,477.3,759.3,,67,Wind blowing from the east-southeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,7.8,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
23.02.2020 20:00,2.1,476.4,764.0,0.6,26,Wind blowing from the west-southwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,7.8,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
23.02.2020 17:00,6.9,475.8,756.6,,14,Wind blowing from the south-southwest,5,,13,, ,,,-9.9,8.0,,,,,,30.0,-18.8,No precipitation,6,,,,
23.02.2020 14:00,7.0,477.3,756.8,-2.2,11,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,9.6,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
23.02.2020 11:00,-0.5,479.5,763.0,,37,Wind blowing from the west-northwest,1,,10,, ,,,-9.9,9.6,,,,,,30.0,-13.7,No precipitation,6,,,,
23.02.2020 08:00,-9.0,478.6,766.6,0.2,67,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.6,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
23.02.2020 05:00,-3.5,478.4,760.2,,57,Wind blowing from the east-southeast,3,,15,, ,,,-9.0,9.6,,,,,,30.0,-10.8,No precipitation,6,,,,
23.02.2020 02:00,0.1,478.8,758.1,,33,Wind blowing from the south-east,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.6,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
22.02.2020 20:00,3.7,477.4,764.4,0.1,24,Wind blowing from the south-west,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.6,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
22.02.2020 17:00,7.8,477.3,760.9,,21,Wind blowing from the west-southwest,6,,14,20–30%., ,,,-9.0,10.5,,,1000-1500,,,30.0,-13.2,No precipitation,6,,,,
22.02.2020 14:00,8.6,478.3,759.6,-2.0,23,Wind blowing from the south-southwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,11.2,,,1000-1500,,,30.0,-11.4,No precipitation,12,,,,
22.02.2020 11:00,-2.5,480.3,767.2,,60,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%, ,,,-9.0,,,,,,,30.0,-9.2,No precipitation,6,,,,
22.02.2020 08:00,-8.5,479.8,767.5,0.1,76,Wind blowing from the west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,11.2,,,1000-1500,,,30.0,-12.0,No precipitation,12,,,,
22.02.2020 05:00,-7.5,479.7,763.3,,72,Wind blowing from the north-northwest,1,,,, ,,,-9.9,11.2,,,,,,30.0,-11.7,No precipitation,6,,,,
22.02.2020 02:00,-3.5,480.3,764.3,,56,Wind blowing from the west-southwest,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,11.2,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
21.02.2020 20:00,4.9,477.9,765.0,1.0,17,Wind blowing from the west,2,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,11.2,,,,,,30.0,-18.1,No precipitation,12,,,,
21.02.2020 17:00,10.2,476.9,758.5,,10,Wind blowing from the south-west,6,,15,20–30%., ,,,-9.9,11.2,,,1000-1500,,,30.0,-20.1,No precipitation,6,,,,
21.02.2020 14:00,6.1,478.8,762.1,-2.1,21,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,11.1,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
21.02.2020 11:00,-0.4,480.9,767.0,,57,Wind blowing from the north-northwest,1,,8,90  or more  but not 100%, ,,,-9.9,,,,,,,30.0,-7.9,No precipitation,6,,,,
21.02.2020 08:00,-9.6,479.4,767.3,,86,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,11.1,,,,,,30.0,-11.6,No precipitation,12,,,,
21.02.2020 05:00,-7.0,478.2,760.5,,83,Wind blowing from the north-northwest,1,,,, ,,,-10.3,11.1,,,,,,30.0,-9.5,No precipitation,6,,,,
21.02.2020 02:00,-3.7,478.2,760.5,,68,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.1,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
20.02.2020 20:00,5.3,475.5,761.1,2.1,24,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,11.1,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
