Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 17:00,10.2,688.3,761.5,,43,Wind blowing from the north-east,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,10.3,,,2500 or more  or no clouds.,,,9.0,-1.8,No precipitation,6,,,,
29.02.2020 14:00,7.6,688.3,761.7,-1.2,55,Wind blowing from the south-southeast,2,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,7.9,,,2500 or more  or no clouds.,,,7.0,-0.9,No precipitation,12,,,,
29.02.2020 11:00,3.5,689.5,763.9,,71,Wind blowing from the south-southeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,,,,2500 or more  or no clouds.,,,5.0,-1.3,No precipitation,6,,,,
29.02.2020 08:00,1.5,688.9,762.7,0.6,70,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,7.9,,,2500 or more  or no clouds.,,,6.0,-3.4,No precipitation,12,,,,
29.02.2020 05:00,1.1,688.3,761.8,,70,Wind blowing from the north-northeast,1,,3,,Mist. ,,,-0.4,7.9,,,,,,7.0,-3.8,No precipitation,6,,,,
29.02.2020 02:00,1.2,689.2,763.0,,73,Wind blowing from the north,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,7.9,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,12,,,,
28.02.2020 20:00,4.7,689.2,763.4,,69,Wind blowing from the south,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,7.9,,,,,,7.0,-0.5,No precipitation,12,,,,
28.02.2020 17:00,7.5,688.9,762.5,,51,Wind blowing from the south,2,,5,20–30%., ,,,-0.4,7.9,,,2500 or more  or no clouds.,,,16.0,-2.0,No precipitation,6,,,,
28.02.2020 14:00,6.0,690.2,764.2,-1.9,54,Wind blowing from the south,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,6.3,,,2500 or more  or no clouds.,,,14.0,-2.8,No precipitation,12,,,,
28.02.2020 11:00,2.5,692.1,766.7,,70,Wind blowing from the south,2,,2,100%., ,,,-0.4,2.5,,,2500 or more  or no clouds.,,,8.0,-2.4,No precipitation,6,,,,
28.02.2020 08:00,-0.1,691.9,766.9,0.1,78,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,1.4,,,2500 or more  or no clouds.,,,6.0,-3.6,No precipitation,12,,,,
28.02.2020 05:00,0.1,691.8,766.6,,81,Wind blowing from the north,1,,2,,Mist. ,,,0.0,1.4,,,,,,6.0,-2.8,No precipitation,6,,,,
28.02.2020 02:00,0.8,692.9,767.9,,78,Wind blowing from the north-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,2.1,,,2500 or more  or no clouds.,,,7.0,-2.6,No precipitation,12,,,,
27.02.2020 20:00,1.0,694.6,769.9,-0.7,77,Wind blowing from the east,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,2500 or more  or no clouds.,,,6.0,-2.6,Trace of precipitation,12,,,,
27.02.2020 17:00,1.3,695.3,770.5,,74,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,2500 or more  or no clouds.,,,9.0,-2.8,No precipitation,6,,,,
27.02.2020 14:00,0.4,696.4,771.7,-1.4,84,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.0,,,,2500 or more  or no clouds.,,,4.5,-2.1,Trace of precipitation,12,,,,
27.02.2020 11:00,0.5,697.8,773.0,,75,Wind blowing from the north-east,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.0,,,,2500 or more  or no clouds.,,,9.0,-3.4,No precipitation,6,,,,
27.02.2020 08:00,0.1,697.9,773.2,0.0,78,Wind blowing from the north-east,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,,,,2500 or more  or no clouds.,,,9.0,-3.4,Trace of precipitation,12,,,,
27.02.2020 05:00,0.3,697.9,772.6,,73,Wind blowing from the north-northwest,2,,9,, ,,,-3.1,10.3,,,,,,9.0,-4.0,No precipitation,6,,,,
27.02.2020 02:00,2.0,698.6,772.8,,59,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.3,,,2500 or more  or no clouds.,,,14.0,-5.2,No precipitation,12,,,,
26.02.2020 20:00,3.6,697.9,773.5,1.8,55,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.3,,,2500 or more  or no clouds.,,,17.0,-4.8,No precipitation,12,,,,
26.02.2020 17:00,7.6,696.1,770.8,,40,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,-3.1,13.0,,,2500 or more  or no clouds.,,,19.0,-5.1,No precipitation,6,,,,
26.02.2020 14:00,9.6,696.4,770.4,-1.5,37,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,13.4,,,2500 or more  or no clouds.,,,11.0,-4.4,No precipitation,12,,,,
26.02.2020 11:00,5.3,697.9,772.4,,48,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%, ,,,-3.1,13.4,,,2500 or more  or no clouds.,,,8.0,-4.8,No precipitation,6,,,,
26.02.2020 08:00,-2.9,697.3,772.6,1.5,62,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,13.4,,,1000-1500,,,10.0,-9.2,No precipitation,12,,,,
26.02.2020 05:00,-1.8,695.8,769.6,,61,Wind blowing from the west-northwest,1,,5,,Haze. ,,,-2.0,13.4,,,,,,7.0,-8.5,No precipitation,6,,,,
26.02.2020 02:00,1.5,694.8,768.4,,54,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,13.4,,,2500 or more  or no clouds.,,,9.0,-6.8,No precipitation,12,,,,
25.02.2020 20:00,6.0,692.8,767.2,,37,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,13.4,,,2500 or more  or no clouds.,,,8.0,-7.6,No precipitation,12,,,,
25.02.2020 14:00,10.8,691.8,765.4,,39,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,10.8,,,2500 or more  or no clouds.,,,12.0,-2.6,No precipitation,12,,,,
25.02.2020 11:00,4.8,693.6,768.0,,53,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.6,,,,,,7.0,-4.0,No precipitation,6,,,,
25.02.2020 08:00,-0.4,692.8,767.2,1.2,57,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.6,,,1000-1500,,,10.0,-7.9,No precipitation,12,,,,
25.02.2020 05:00,-1.9,691.6,765.7,,58,Wind blowing from the north-northeast,2,,5,, ,,,-1.9,9.6,,,,,,12.0,-9.1,No precipitation,6,,,,
25.02.2020 02:00,-0.4,691.4,765.4,,53,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,9.6,,,2500 or more  or no clouds.,,,11.0,-9.0,No precipitation,12,,,,
24.02.2020 20:00,5.8,690.0,764.1,,31,Wind blowing from the south,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,9.6,,,1000-1500,,,13.0,-10.0,No precipitation,12,,,,
24.02.2020 17:00,8.7,688.6,762.2,,28,Wind blowing from the south,2,,5,100%., ,,,-1.3,13.2,,,2500 or more  or no clouds.,,,18.0,-8.8,No precipitation,6,,,,
24.02.2020 14:00,8.1,688.6,762.0,-0.9,21,Wind blowing from the south,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,13.5,,,2500 or more  or no clouds.,,,19.0,-12.9,No precipitation,12,,,,
24.02.2020 11:00,2.8,689.5,763.8,,31,Wind blowing from the south-southeast,1,,3,100%., ,,,-1.3,,,,2500 or more  or no clouds.,,,7.0,-12.7,No precipitation,6,,,,
24.02.2020 08:00,-0.3,689.8,763.9,0.1,37,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,13.5,,,1000-1500,,,9.0,-13.2,No precipitation,12,,,,
24.02.2020 05:00,-0.6,689.7,762.7,,37,Wind blowing from the north,1,,3,, ,,,-6.4,13.5,,,,,,13.0,-13.5,No precipitation,6,,,,
24.02.2020 02:00,0.9,690.6,763.9,,33,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,13.5,,,2500 or more  or no clouds.,,,12.0,-13.6,No precipitation,12,,,,
23.02.2020 20:00,5.4,690.4,765.2,0.9,22,Wind blowing from the north-west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,13.5,,,2500 or more  or no clouds.,,,8.0,-14.6,No precipitation,12,,,,
23.02.2020 17:00,13.2,689.5,763.0,,11,Wind blowing from the west,1,,5,20–30%., ,,,-6.4,13.5,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,6,,,,
23.02.2020 14:00,10.3,690.7,764.7,-2.9,13,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.3,,,2500 or more  or no clouds.,,,29.0,-16.9,No precipitation,12,,,,
23.02.2020 11:00,4.0,693.6,768.4,,16,Wind blowing from the east-southeast,1,,4,no clouds, ,,,-6.4,7.1,,,,,,25.0,-19.6,No precipitation,6,,,,
23.02.2020 08:00,-4.8,694.3,770.1,0.0,29,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.1,,,,,,19.0,-20.1,No precipitation,12,,,,
23.02.2020 05:00,-4.4,694.3,769.3,,27,Wind blowing from the north-northwest,2,,4,, ,,,-5.4,7.1,,,,,,20.0,-20.6,No precipitation,6,,,,
23.02.2020 02:00,-4.0,695.8,771.1,,29,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.1,,,2500 or more  or no clouds.,,,22.0,-19.4,No precipitation,12,,,,
22.02.2020 20:00,1.3,697.1,773.2,,17,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.1,,,,,,18.0,-21.1,No precipitation,12,,,,
22.02.2020 17:00,6.7,697.0,772.2,,8,Wind blowing from the south,2,,6,no clouds, ,,,-5.4,7.1,,,,,,30.0,-25.3,No precipitation,6,,,,
22.02.2020 14:00,4.9,698.5,773.8,-2.4,10,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.2,,,,,,30.0,-24.2,No precipitation,12,,,,
22.02.2020 11:00,1.5,700.9,776.7,,14,Wind blowing from the west-southwest,1,,11,no clouds, ,,,-5.4,5.0,,,,,,30.0,-23.1,No precipitation,6,,,,
22.02.2020 08:00,-4.5,701.1,777.7,0.8,29,Wind blowing from the west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,5.0,,,,,,30.0,-19.9,No precipitation,12,,,,
22.02.2020 05:00,-3.8,700.3,776.2,,28,Wind blowing from the north,3,,11,, ,,,-3.8,5.0,,,,,,30.0,-19.7,No precipitation,6,,,,
22.02.2020 02:00,-1.7,700.6,776.2,,22,Wind blowing from the north-northwest,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,5.0,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
21.02.2020 20:00,0.7,699.0,775.0,1.1,29,Wind blowing from the north-northwest,2,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,5.0,,,1000-1500,,,30.0,-15.3,No precipitation,12,,,,
21.02.2020 17:00,3.8,697.9,773.3,,21,Wind blowing from the north-west,4,,14,60%., ,,,-3.1,5.3,,,1000-1500,,,30.0,-16.5,No precipitation,6,,,,
21.02.2020 14:00,4.5,696.8,771.5,-0.8,17,Wind blowing from the north-west,8,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,5.6,,,1000-1500,,,30.0,-18.5,No precipitation,12,,,,
21.02.2020 11:00,4.2,697.6,772.3,,22,Wind blowing from the east-northeast,2,,8,40%., ,,,-3.1,5.6,,,1000-1500,,,30.0,-15.6,No precipitation,6,,,,
21.02.2020 08:00,-2.3,697.9,773.5,0.6,28,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,,,,22.0,-18.3,No precipitation,12,,,,
21.02.2020 05:00,-1.9,697.3,772.4,,26,Wind blowing from the east-southeast,1,,8,, ,,,-4.2,5.6,,,,,,24.0,-18.9,No precipitation,6,,,,
21.02.2020 02:00,1.8,698.2,773.1,,16,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.6,,,2500 or more  or no clouds.,,,26.0,-21.4,No precipitation,12,,,,
20.02.2020 20:00,3.4,697.6,773.5,,26,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
20.02.2020 17:00,5.3,696.7,772.0,,27,Wind blowing from the east-southeast,1,,4,100%., ,,,-4.2,9.3,,,2500 or more  or no clouds.,,,18.0,-12.2,No precipitation,6,,,,
20.02.2020 14:00,4.5,696.5,771.6,-2.1,30,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.2,,,2500 or more  or no clouds.,,,19.0,-11.6,No precipitation,12,,,,
