Local time in Huadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 11:00,-3.5,742.5,768.1,,66,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.6,,,,,,6.0,-9.1,No precipitation,6,,,,
01.03.2020 08:00,-12.3,743.2,769.0,,94,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.6,,,2500 or more  or no clouds.,,,5.0,-13.1,No precipitation,12,,,,
01.03.2020 05:00,-14.9,743.3,769.0,,94,Wind blowing from the east-northeast,0,,,, ,,,-14.9,0.6,,,,,,8.0,-15.7,No precipitation,6,,,,
01.03.2020 02:00,-13.6,743.2,768.9,,96,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.6,,,2500 or more  or no clouds.,,,7.0,-14.1,No precipitation,12,,,,
29.02.2020 20:00,-6.5,742.4,767.9,1.0,83,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.6,,,,,,10.0,-8.9,No precipitation,12,,,,
29.02.2020 17:00,-1.1,741.4,766.6,,47,Wind blowing from the west,2,,8,90  or more  but not 100%, ,,,-10.1,0.6,,,,,,17.0,-11.0,No precipitation,6,,,,
29.02.2020 14:00,0.0,741.1,766.0,-0.4,41,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.2,,,2500 or more  or no clouds.,,,22.0,-11.7,No precipitation,12,,,,
29.02.2020 11:00,-1.7,741.5,766.6,,48,Wind blowing from the west,4,,7,90  or more  but not 100%, ,,,-10.1,1.2,,,,,,19.0,-11.3,No precipitation,6,,,,
29.02.2020 08:00,-4.6,741.1,766.3,,81,Wind blowing from the west-southwest,3,,6,no clouds,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.2,,,,,,5.0,-7.4,No precipitation,12,,,,
29.02.2020 05:00,-6.6,740.2,765.5,,97,Wind blowing from the north-northeast,1,,7,,Mist. ,,,-13.9,1.2,,,,,,7.0,-7.0,No precipitation,6,,,,
29.02.2020 02:00,-2.2,739.9,764.9,,90,Wind blowing from the west-southwest,3,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.2,,,2500 or more  or no clouds.,,,6.0,-3.6,1.0,12,,,,
28.02.2020 20:00,-1.8,739.7,765.0,0.8,92,Wind blowing from the west-southwest,3,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.2,,,1000-1500,,,7.0,-2.9,3.0,12,,,,
28.02.2020 17:00,-1.4,738.9,764.5,,97,Wind blowing from the west-southwest,3,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.2,,,1000-1500,,,2.4,-1.8,0.3,6,,,,
28.02.2020 14:00,-0.7,738.3,763.8,-2.3,83,Wind blowing from the north,1,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.3,,,1000-1500,,,13.0,-3.2,2.0,12,,,,
28.02.2020 11:00,-5.1,740.6,766.3,,94,Wind blowing from the east,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.3,,,1000-1500,,,1.1,-5.9,2.0,6,,,,
28.02.2020 08:00,-7.4,741.0,766.6,,78,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.3,,,2500 or more  or no clouds.,,,14.0,-10.6,No precipitation,12,,,,
28.02.2020 05:00,-14.0,742.0,767.6,,92,Wind blowing from the south-east,1,,2,, ,,,-18.2,1.3,,,,,,26.0,-15.0,No precipitation,6,,,,
28.02.2020 02:00,-14.0,743.5,769.2,,92,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,1.3,,,2500 or more  or no clouds.,,,22.0,-15.0,No precipitation,12,,,,
27.02.2020 20:00,-8.5,746.2,772.3,-0.9,85,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,1.3,,,,,,8.0,-10.6,No precipitation,12,,,,
27.02.2020 17:00,-0.5,747.1,773.0,,38,Wind blowing from the west,2,,4,no clouds, ,,,-18.2,1.3,,,,,,12.0,-13.1,No precipitation,6,,,,
27.02.2020 14:00,0.4,748.0,773.8,-2.3,35,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,1.3,,,,,,21.0,-13.3,No precipitation,12,,,,
27.02.2020 11:00,-3.6,750.3,776.2,,51,Wind blowing from the south-east,1,,2,no clouds, ,,,-18.2,1.4,,,,,,8.0,-12.3,No precipitation,6,,,,
27.02.2020 08:00,-13.5,751.4,777.6,0.4,91,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,1.4,,,,,,9.0,-14.7,No precipitation,12,,,,
27.02.2020 05:00,-17.4,751.0,777.1,,93,Calm  no wind,0,,,,Mist. ,,,-17.6,1.4,,,,,,4.8,-18.3,No precipitation,6,,,,
27.02.2020 02:00,-15.4,750.7,776.6,,94,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.4,,,2500 or more  or no clouds.,,,17.0,-16.2,No precipitation,12,,,,
26.02.2020 20:00,-5.9,749.5,775.5,0.8,60,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,1.4,,,,,,30.0,-12.6,No precipitation,12,,,,
26.02.2020 17:00,-1.3,748.7,774.5,,37,Wind blowing from the north-northwest,2,,7,no clouds, ,,,-13.5,1.4,,,,,,11.0,-14.1,No precipitation,6,,,,
26.02.2020 14:00,1.4,747.7,773.2,-0.6,33,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,1.4,,,,,,19.0,-13.1,No precipitation,12,,,,
26.02.2020 11:00,-2.3,748.3,773.8,,53,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,10.0,-10.8,,,,,,
26.02.2020 08:00,-9.5,748.3,774.1,1.6,81,Wind blowing from the east-northeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,1.1,,,,,,5.0,-12.2,No precipitation,12,,,,
26.02.2020 05:00,-11.8,746.7,772.4,,93,Wind blowing from the west-southwest,1,,5,, ,,,-11.8,1.1,,,,,,28.0,-12.7,No precipitation,6,,,,
26.02.2020 02:00,-7.7,745.9,771.3,,77,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.1,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
25.02.2020 20:00,-2.2,744.7,770.2,0.9,58,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.1,,,,,,14.0,-9.4,No precipitation,12,,,,
25.02.2020 17:00,-0.7,743.8,769.3,,49,Wind blowing from the north-east,1,,7,90  or more  but not 100%, ,,,-11.6,1.1,,,,,,9.0,-10.1,No precipitation,6,,,,
25.02.2020 14:00,0.8,743.9,769.3,,39,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,3.2,,,2500 or more  or no clouds.,,,27.0,-11.6,No precipitation,12,,,,
25.02.2020 11:00,-2.1,745.3,770.9,,53,Wind blowing from the north-east,4,,6,90  or more  but not 100%, ,,,-11.6,3.2,,,,,,20.0,-10.6,No precipitation,6,,,,
25.02.2020 08:00,-7.6,746.1,771.8,,71,Wind blowing from the east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,,,,2500 or more  or no clouds.,,,15.0,-12.0,No precipitation,12,,,,
25.02.2020 05:00,-10.6,745.5,771.0,,85,Wind blowing from the east,2,,3,, ,,,-10.6,3.2,,,,,,30.0,-12.6,No precipitation,6,,,,
25.02.2020 02:00,-8.5,745.7,771.1,,84,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,3.2,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
24.02.2020 20:00,-5.4,745.3,770.7,1.1,73,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.2,,,,,,15.0,-9.5,No precipitation,12,,,,
24.02.2020 17:00,0.5,744.2,769.4,,46,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%, ,,,-5.7,3.2,,,,,,7.0,-9.8,No precipitation,6,,,,
24.02.2020 14:00,2.7,743.8,768.7,-0.5,38,Wind blowing from the west-southwest,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.1,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
24.02.2020 11:00,0.9,744.3,769.3,,48,Wind blowing from the south-west,2,,9,20–30%., ,,,-5.7,3.1,,,2500 or more  or no clouds.,,,15.0,-8.9,No precipitation,6,,,,
24.02.2020 08:00,-3.1,743.5,768.5,2.1,77,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,3.1,,,2500 or more  or no clouds.,,,8.0,-6.6,No precipitation,12,,,,
24.02.2020 05:00,-4.3,741.4,766.3,,81,Wind blowing from the east-northeast,1,,9,, ,,,,3.1,,,,,,18.0,-7.1,No precipitation,6,,,,
24.02.2020 02:00,-0.3,739.9,764.7,,63,Wind blowing from the west-southwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,2500 or more  or no clouds.,,,23.0,-6.5,No precipitation,12,,,,
23.02.2020 20:00,1.7,738.4,763.9,0.5,54,Wind blowing from the west-southwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.1,,,1000-1500,,,20.0,-6.6,No precipitation,12,,,,
23.02.2020 17:00,2.7,737.9,763.3,,42,Wind blowing from the west-southwest,4,,9,90  or more  but not 100%, ,,,-18.7,3.1,,,,,,17.0,-9.2,No precipitation,6,,,,
23.02.2020 14:00,1.0,739.3,764.5,-3.5,47,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,1.1,,,2500 or more  or no clouds.,,,11.0,-9.1,Trace of precipitation,12,,,,
23.02.2020 11:00,-4.6,742.8,768.3,,63,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-3.1,,,,,,7.0,-10.6,No precipitation,6,,,,
23.02.2020 08:00,-13.9,744.2,770.2,0.3,93,Wind blowing from the north-west,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-3.1,,,2500 or more  or no clouds.,,,8.0,-14.8,Trace of precipitation,12,,,,
23.02.2020 05:00,-15.7,743.9,769.9,,96,Wind blowing from the west-southwest,1,,7,, ,,,-16.4,-2.1,,,,,,13.0,-16.2,No precipitation,6,,,,
23.02.2020 02:00,-9.7,744.3,770.0,,94,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-0.2,,,2500 or more  or no clouds.,,,21.0,-10.5,0.4,12,,,,
22.02.2020 20:00,-5.8,743.9,769.3,1.3,88,Wind blowing from the west,3,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,,,,1000-1500,,,10.0,-7.5,0.4,12,,,,
22.02.2020 17:00,-5.4,742.6,767.8,,85,Wind blowing from the west-southwest,4,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,1.4,,,1000-1500,,,9.0,-7.5,0.1,6,,,,
22.02.2020 14:00,-5.0,741.1,766.2,0.6,77,Wind blowing from the west-southwest,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,2.6,,,1000-1500,,,6.0,-8.4,Trace of precipitation,12,,,,
22.02.2020 11:00,-3.6,740.5,765.5,,69,Wind blowing from the west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,2.6,,,,,,14.0,-8.5,No precipitation,6,,,,
22.02.2020 08:00,-3.8,740.0,765.1,1.0,86,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.6,,,1000-1500,,,4.0,-5.8,0.4,12,,,,
22.02.2020 05:00,-2.1,739.0,763.9,,88,Calm  no wind,0,,,,Mist. ,,,-6.5,2.6,,,,,,6.0,-3.8,0.1,6,,,,
22.02.2020 02:00,-0.3,739.1,763.9,,100,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.6,,,2500 or more  or no clouds.,,,3.7,-0.3,4.0,12,,,,
21.02.2020 20:00,0.3,740.2,765.3,-0.5,100,Wind blowing from the south-west,2,,3,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-11.0,2.6,,,1000-1500,,,1.9,0.3,11.0,12,,,,
21.02.2020 17:00,1.4,740.7,765.8,,100,Wind blowing from the west-northwest,1,,3,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-11.0,2.6,,,1000-1500,,,1.3,1.4,4.0,6,,,,
21.02.2020 14:00,1.7,742.2,767.5,-2.5,99,Wind blowing from the east-southeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-11.0,1.7,,,2500 or more  or no clouds.,,,2.6,1.6,9.0,12,,,,
21.02.2020 11:00,-2.1,744.7,770.2,,95,Wind blowing from the east-northeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.0,1.0,,,2500 or more  or no clouds.,,,1.8,-2.8,7.0,6,,,,
21.02.2020 08:00,-5.4,746.6,772.4,,97,Wind blowing from the south-east,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,1.0,,,1000-1500,,,1.8,-5.8,2.0,12,,,,
21.02.2020 05:00,-6.5,747.0,772.5,,76,Calm  no wind,0,,,, ,,,-21.0,1.0,,,,,,21.0,-10.0,No precipitation,6,,,,
21.02.2020 02:00,-8.9,747.9,773.5,,84,Wind blowing from the east-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.0,,,2500 or more  or no clouds.,,,15.0,-11.1,No precipitation,12,,,,
