Local time in Zhangjiakou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 20:00,-3.5,700.8,773.3,-0.4,29,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,2.2,,,,,,30.0,-19.0,No precipitation,12,,,,
04.03.2020 17:00,2.1,701.2,772.9,,19,Wind blowing from the west,1,,8,no clouds, ,,,-10.6,2.2,,,,,,30.0,-19.1,No precipitation,6,,,,
04.03.2020 14:00,0.5,702.7,774.6,-2.1,25,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,0.5,,,,,,30.0,-17.3,No precipitation,12,,,,
04.03.2020 11:00,-3.4,704.8,777.4,,37,Wind blowing from the west,4,,11,no clouds, ,,,-10.6,0.1,,,,,,30.0,-16.0,No precipitation,6,,,,
04.03.2020 08:00,-9.5,705.1,778.3,,55,Wind blowing from the north-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,0.1,,,,,,30.0,-16.9,No precipitation,12,,,,
04.03.2020 05:00,-9.2,704.0,776.5,,54,Wind blowing from the north-west,4,,11,, ,,,-9.3,0.1,,,,,,30.0,-17.0,No precipitation,6,,,,
04.03.2020 02:00,-7.8,703.6,775.8,-0.1,48,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,0.1,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
03.03.2020 23:00,-6.7,703.7,775.9,,41,Wind blowing from the north-northwest,3,,12,, ,,,-6.8,0.1,,,,,,30.0,-17.8,No precipitation,6,,,,
03.03.2020 20:00,-5.0,702.9,775.3,1.6,35,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.8,,,,,,30.0,-18.1,No precipitation,12,,,,
03.03.2020 17:00,-1.6,701.3,772.9,,24,Wind blowing from the north-northwest,6,,12,no clouds, ,,,-6.0,4.5,,,,,,30.0,-19.5,No precipitation,6,,,,
03.03.2020 14:00,-0.3,701.1,772.2,-1.0,22,Wind blowing from the north-northwest,6,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,7.9,,,1500-2000,,,30.0,-19.4,No precipitation,12,,,,
03.03.2020 11:00,-2.0,702.1,773.3,,35,Wind blowing from the north-northwest,7,,12,40%., ,,,-6.0,7.9,,,1500-2000,,,30.0,-15.4,No precipitation,6,,,,
03.03.2020 08:00,-5.9,700.7,771.9,1.6,49,Wind blowing from the north-northwest,6,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,7.9,,,1500-2000,,,30.0,-15.1,No precipitation,12,,,,
03.03.2020 05:00,-4.7,699.1,769.6,,46,Wind blowing from the north-west,4,,14,, ,,,-9.0,7.9,,,,,,30.0,-14.6,No precipitation,6,,,,
03.03.2020 02:00,-2.3,698.5,768.4,0.6,40,Wind blowing from the west-northwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.9,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
02.03.2020 23:00,-0.8,697.9,767.9,,37,Wind blowing from the west,3,,14,, ,,,-9.0,7.9,,,,,,30.0,-13.7,No precipitation,6,,,,
02.03.2020 20:00,2.9,696.9,767.8,4.1,31,Wind blowing from the north-west,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.9,,,1500-2000,,,30.0,-12.6,Trace of precipitation,12,,,,
02.03.2020 17:00,4.5,692.8,763.2,,41,Wind blowing from the east-southeast,7,,13,100%., ,,,-9.0,7.9,,,1500-2000,,,9.0,-7.6,No precipitation,6,,,,
02.03.2020 14:00,7.0,693.0,762.9,-4.0,27,Wind blowing from the south-east,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.1,,,2500 or more  or no clouds.,,,16.0,-10.7,No precipitation,12,,,,
02.03.2020 11:00,3.9,697.0,767.4,,25,Wind blowing from the south-east,4,,8,no clouds, ,,,-9.0,4.1,,,,,,30.0,-14.3,No precipitation,6,,,,
02.03.2020 08:00,-6.8,699.1,770.5,-0.4,56,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,4.1,,,,,,30.0,-14.1,No precipitation,12,,,,
02.03.2020 05:00,-8.0,699.5,770.7,,58,Wind blowing from the north-northwest,1,,9,, ,,,-8.3,4.1,,,,,,30.0,-14.8,No precipitation,6,,,,
02.03.2020 02:00,-6.4,700.5,771.6,-0.4,50,Wind blowing from the north,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.1,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
01.03.2020 23:00,-3.7,700.9,772.0,,42,Wind blowing from the north,1,,17,, ,,,-3.7,4.1,,,,,,18.0,-15.0,No precipitation,6,,,,
01.03.2020 20:00,0.8,700.5,771.3,0.9,28,Wind blowing from the north,3,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.1,,,1500-2000,,,30.0,-15.6,No precipitation,12,,,,
01.03.2020 17:00,3.8,699.6,769.9,,25,Wind blowing from the north-northwest,4,,17,20–30%., ,,,-2.8,4.1,,,1500-2000,,,30.0,-14.4,No precipitation,6,,,,
01.03.2020 14:00,3.4,699.8,769.9,-1.1,24,Wind blowing from the north-northwest,7,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.7,,,1500-2000,,,30.0,-15.3,No precipitation,12,,,,
01.03.2020 11:00,1.2,700.9,771.7,,31,Wind blowing from the north-northwest,8,,14,20–30%., ,,,-2.8,4.7,,,1500-2000,,,30.0,-14.1,No precipitation,6,,,,
01.03.2020 08:00,-1.7,700.3,771.4,1.1,46,Wind blowing from the west-northwest,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.7,,,1500-2000,,,30.0,-11.8,No precipitation,12,,,,
01.03.2020 05:00,-1.1,699.2,769.4,,49,Wind blowing from the north-west,5,,12,, ,,,-2.3,4.7,,,,,,30.0,-10.7,No precipitation,6,,,,
01.03.2020 02:00,1.2,698.8,768.8,1.2,48,Wind blowing from the north-west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,4.7,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,12,,,,
29.02.2020 23:00,-1.0,697.6,768.0,,82,Wind blowing from the north,1,,7,,Mist. ,,,-2.3,4.7,,,,,,4.1,-3.8,No precipitation,6,,,,
29.02.2020 20:00,-0.5,695.8,766.3,2.3,78,Wind blowing from the east,1,,7,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.6,,,2500 or more  or no clouds.,,,4.7,-3.9,No precipitation,12,,,,
29.02.2020 17:00,3.9,693.5,763.2,,62,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,10.9,,,2500 or more  or no clouds.,,,5.0,-2.7,No precipitation,6,,,,
29.02.2020 14:00,3.2,693.4,762.7,-0.8,66,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,4.2,-2.7,No precipitation,12,,,,
29.02.2020 11:00,0.8,694.2,763.8,,74,Wind blowing from the south-east,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,3.3,-3.3,No precipitation,6,,,,
29.02.2020 08:00,-0.9,693.2,762.4,0.7,80,Wind blowing from the south-east,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,11.4,,,2500 or more  or no clouds.,,,3.4,-3.9,No precipitation,12,,,,
29.02.2020 05:00,-1.2,692.5,761.2,,75,Wind blowing from the south-east,1,,,,Mist. ,,,-5.3,11.4,,,,,,5.0,-5.1,No precipitation,6,,,,
29.02.2020 02:00,1.3,692.8,761.4,0.3,63,Wind blowing from the south-east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,11.4,,,2500 or more  or no clouds.,,,7.0,-5.0,No precipitation,12,,,,
28.02.2020 23:00,2.8,692.5,761.8,,60,Wind blowing from the south-east,1,,6,, ,,,-5.3,11.4,,,,,,7.0,-4.2,No precipitation,6,,,,
28.02.2020 20:00,6.5,692.0,761.5,0.5,53,Wind blowing from the east-southeast,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,11.4,,,,,,6.0,-2.6,No precipitation,12,,,,
28.02.2020 17:00,10.9,691.5,760.5,,39,Wind blowing from the south-east,3,,5,50%., ,,,-5.3,11.4,,,2500 or more  or no clouds.,,,8.0,-2.5,No precipitation,6,,,,
28.02.2020 14:00,8.9,692.8,762.1,-2.1,45,Wind blowing from the south-southeast,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,8.9,,,1500-2000,,,6.0,-2.4,No precipitation,12,,,,
28.02.2020 11:00,2.0,694.9,765.1,,58,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.5,,,1500-2000,,,5.0,-5.4,No precipitation,6,,,,
28.02.2020 08:00,-4.1,695.4,766.0,0.1,84,Wind blowing from the north,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.5,,,2500 or more  or no clouds.,,,4.3,-6.4,No precipitation,12,,,,
28.02.2020 05:00,-4.6,695.3,765.7,,82,Wind blowing from the north-east,1,,8,,Mist. ,,,-4.9,5.5,,,,,,6.0,-7.2,No precipitation,6,,,,
28.02.2020 02:00,-4.1,696.4,766.6,-1.1,80,Wind blowing from the north,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.5,,,2500 or more  or no clouds.,,,3.5,-7.0,No precipitation,12,,,,
27.02.2020 23:00,-2.0,697.5,767.8,,74,Wind blowing from the east-southeast,1,,9,,Mist. ,,,-2.0,5.5,,,,,,5.0,-6.0,No precipitation,6,,,,
27.02.2020 20:00,1.3,697.5,767.8,-0.6,62,Wind blowing from the south-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,5.5,,,2500 or more  or no clouds.,,,9.0,-5.2,No precipitation,12,,,,
27.02.2020 17:00,3.2,698.1,768.1,,54,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%, ,,,-0.4,7.2,,,2500 or more  or no clouds.,,,10.0,-5.2,No precipitation,6,,,,
27.02.2020 14:00,4.6,698.6,768.4,-2.6,48,Wind blowing from the south-southeast,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,8.2,,,2500 or more  or no clouds.,,,9.0,-5.5,No precipitation,12,,,,
27.02.2020 11:00,2.5,701.2,771.3,,53,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%, ,,,-0.4,,,,1500-2000,,,9.0,-6.1,No precipitation,6,,,,
27.02.2020 08:00,-0.1,702.0,772.3,0.3,61,Wind blowing from the south-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,8.2,,,1500-2000,,,9.0,-6.7,No precipitation,12,,,,
27.02.2020 05:00,0.1,701.7,771.5,,57,Wind blowing from the east-southeast,3,,8,, ,,,-2.4,8.2,,,,,,12.0,-7.4,No precipitation,6,,,,
27.02.2020 02:00,0.8,702.5,772.4,-0.4,53,Wind blowing from the east-southeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,8.2,,,2500 or more  or no clouds.,,,14.0,-7.7,No precipitation,12,,,,
26.02.2020 23:00,2.3,702.9,773.1,,48,Wind blowing from the east-southeast,4,,7,, ,,,-2.4,8.2,,,,,,13.0,-7.6,No precipitation,6,,,,
26.02.2020 20:00,3.9,702.7,773.4,1.0,43,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,8.2,,,1500-2000,,,14.0,-7.8,No precipitation,12,,,,
26.02.2020 17:00,7.2,701.7,771.7,,31,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,-2.4,9.9,,,1500-2000,,,30.0,-8.8,No precipitation,6,,,,
26.02.2020 14:00,6.9,702.5,772.5,-1.4,31,Wind blowing from the west-southwest,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.4,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
26.02.2020 11:00,3.3,703.9,774.1,,43,Wind blowing from the west-northwest,3,,9,20–30%., ,,,-2.4,10.4,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,6,,,,
26.02.2020 08:00,-1.6,703.9,774.3,1.8,62,Wind blowing from the north-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.4,,,,,,21.0,-8.1,No precipitation,12,,,,
26.02.2020 05:00,-1.3,702.1,771.8,,62,Wind blowing from the north-northwest,3,,9,, ,,,-1.7,10.4,,,,,,20.0,-7.8,No precipitation,6,,,,
26.02.2020 02:00,0.2,701.3,770.9,0.9,57,Wind blowing from the north,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.4,,,2500 or more  or no clouds.,,,24.0,-7.5,No precipitation,12,,,,
25.02.2020 23:00,3.0,700.4,770.0,,49,Wind blowing from the west-northwest,1,,6,, ,,,-0.4,10.4,,,,,,13.0,-6.7,No precipitation,6,,,,
25.02.2020 20:00,6.4,698.1,767.8,,37,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.4,,,,,,30.0,-7.2,No precipitation,12,,,,
25.02.2020 14:00,8.9,696.5,765.3,-1.1,42,Wind blowing from the south-southwest,1,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.7,,,2500 or more  or no clouds.,,,6.0,-3.3,No precipitation,12,,,,
25.02.2020 11:00,5.1,697.6,767.0,,55,Wind blowing from the south-east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,9.7,,,1500-2000,,,7.0,-3.2,No precipitation,6,,,,
25.02.2020 08:00,-0.3,697.1,767.1,1.2,73,Wind blowing from the north-northeast,0,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,1500-2000,,,6.0,-4.7,No precipitation,12,,,,
25.02.2020 05:00,2.3,695.9,764.9,,55,Wind blowing from the south-east,2,,9,, ,,,-4.1,9.7,,,,,,13.0,-6.0,No precipitation,6,,,,
25.02.2020 02:00,2.6,695.6,764.3,0.4,56,Wind blowing from the east-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.7,,,2500 or more  or no clouds.,,,10.0,-5.5,No precipitation,12,,,,
24.02.2020 23:00,2.7,695.2,764.4,,64,Wind blowing from the east-southeast,3,,10,,Haze. ,,,-4.1,9.7,,,,,,6.0,-3.6,No precipitation,6,,,,
24.02.2020 20:00,3.3,694.3,764.2,1.5,67,Wind blowing from the south-east,3,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.7,,,2500 or more  or no clouds.,,,5.0,-2.4,No precipitation,12,,,,
