Local time in Jarud,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 14:00,-0.7,746.1,771.7,-0.8,34,Wind blowing from the north-west,4,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.4,,,1000-1500,,,30.0,-14.6,No precipitation,12,,,,
04.03.2020 11:00,-2.7,746.9,772.5,,40,Wind blowing from the west-northwest,5,,,10%  or less  but not 0, ,,,-9.3,-2.6,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
04.03.2020 08:00,-6.6,747.3,773.1,0.8,53,Wind blowing from the north-west,3,,10,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-2.6,,,2500 or more  or no clouds.,,,24.0,-14.8,Trace of precipitation,12,,,,
04.03.2020 05:00,-8.4,746.5,772.3,,56,Wind blowing from the west-northwest,2,,8,, ,,,-9.3,-2.6,,,,,,30.0,-15.6,No precipitation,6,,,,
04.03.2020 02:00,-7.8,746.2,772.0,0.4,59,Wind blowing from the north-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,-2.6,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
03.03.2020 23:00,-5.3,745.8,771.4,,83,Wind blowing from the north-northwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-5.4,-2.3,,,,,,3.1,-7.7,No precipitation,6,,,,
03.03.2020 20:00,-4.7,746.0,771.6,,76,Wind blowing from the north,2,,11,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,-1.0,,,1000-1500,,,8.0,-8.4,0.5,12,,,,
03.03.2020 17:00,-3.8,745.0,770.5,,76,Wind blowing from the north,3,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,1000-1500,,,4.2,-7.4,0.5,6,,,,
03.03.2020 14:00,-3.0,744.1,769.6,-0.2,73,Wind blowing from the north-northeast,4,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,1000-1500,,,4.3,-7.2,0.5,12,,,,
03.03.2020 11:00,-3.3,744.3,769.7,,71,Wind blowing from the north-east,4,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,1000-1500,,,6.0,-7.8,No precipitation,6,,,,
03.03.2020 08:00,-3.9,743.9,769.3,,61,Wind blowing from the east-northeast,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,1.8,,,2500 or more  or no clouds.,,,7.0,-10.5,Trace of precipitation,12,,,,
03.03.2020 05:00,-3.9,743.0,768.3,,55,Wind blowing from the east,3,,6,, ,,,-10.1,1.8,,,,,,27.0,-11.6,No precipitation,6,,,,
03.03.2020 02:00,-3.4,743.4,768.6,-0.8,53,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.8,,,2500 or more  or no clouds.,,,24.0,-11.6,No precipitation,12,,,,
02.03.2020 23:00,-2.3,744.2,769.5,,47,Wind blowing from the east-southeast,2,,,, ,,,,1.8,,,,,,20.0,-12.3,No precipitation,6,,,,
02.03.2020 20:00,-1.0,743.6,769.1,0.5,30,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.8,,,2500 or more  or no clouds.,,,19.0,-16.4,No precipitation,12,,,,
02.03.2020 17:00,0.6,743.1,768.6,,27,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-10.1,1.8,,,2500 or more  or no clouds.,,,23.0,-16.3,No precipitation,6,,,,
02.03.2020 14:00,0.8,743.5,768.9,,29,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.5,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
02.03.2020 11:00,-1.1,745.3,770.8,,36,Calm  no wind,0,,,20–30%., ,,,-10.1,0.6,,,2500 or more  or no clouds.,,,17.0,-14.3,No precipitation,6,,,,
02.03.2020 08:00,-6.8,745.9,771.6,0.9,48,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.6,,,,,,9.0,-16.2,No precipitation,12,,,,
02.03.2020 05:00,-8.7,745.0,770.7,,57,Wind blowing from the north,1,,7,, ,,,-10.0,0.6,,,,,,14.0,-15.7,No precipitation,6,,,,
02.03.2020 02:00,-7.3,745.0,770.5,0.2,49,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,0.6,,,2500 or more  or no clouds.,,,27.0,-16.2,No precipitation,12,,,,
01.03.2020 23:00,-6.4,744.8,770.4,,47,Wind blowing from the west-northwest,2,,,, ,,,-6.4,0.6,,,,,,23.0,-15.9,No precipitation,6,,,,
01.03.2020 20:00,-4.4,743.8,769.4,1.3,42,Wind blowing from the west-northwest,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,0.6,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
01.03.2020 17:00,-1.5,742.5,767.8,,34,Wind blowing from the north-west,3,,9,70 – 80%., ,,,-6.0,0.6,,,2500 or more  or no clouds.,,,28.0,-15.3,No precipitation,6,,,,
01.03.2020 14:00,0.0,741.7,766.9,-1.4,28,Wind blowing from the north,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,1.5,,,1000-1500,,,30.0,-16.3,No precipitation,12,,,,
01.03.2020 11:00,-2.4,743.1,768.5,,41,Wind blowing from the west,3,,7,90  or more  but not 100%, ,,,-6.0,1.5,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,6,,,,
01.03.2020 08:00,-5.3,743.9,769.4,,57,Wind blowing from the north-northwest,2,,7,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,2500 or more  or no clouds.,,,11.0,-12.5,Trace of precipitation,12,,,,
01.03.2020 05:00,-5.1,743.4,768.7,,50,Wind blowing from the north-northwest,3,,5,, ,,,-7.2,1.5,,,,,,30.0,-13.9,No precipitation,6,,,,
01.03.2020 02:00,-4.8,743.7,769.0,0.7,47,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.5,,,2500 or more  or no clouds.,,,22.0,-14.4,No precipitation,12,,,,
29.02.2020 23:00,-4.9,743.0,768.4,,49,Wind blowing from the north,1,,,, ,,,-7.2,1.5,,,,,,15.0,-14.0,No precipitation,6,,,,
29.02.2020 20:00,-3.4,742.9,768.4,0.9,46,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.5,,,,,,9.0,-13.4,No precipitation,12,,,,
29.02.2020 17:00,-0.2,742.0,767.3,,38,Wind blowing from the east,2,,6,no clouds, ,,,-7.2,1.5,,,,,,23.0,-13.1,No precipitation,6,,,,
29.02.2020 14:00,0.9,741.7,766.9,,34,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.3,,,,,,29.0,-13.2,No precipitation,12,,,,
29.02.2020 11:00,-1.1,742.8,768.1,,38,Wind blowing from the north-east,2,,6,no clouds, ,,,-7.2,3.4,,,,,,28.0,-13.9,No precipitation,6,,,,
29.02.2020 08:00,-5.5,742.4,767.8,0.9,52,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.4,,,,,,24.0,-14.0,No precipitation,12,,,,
29.02.2020 05:00,-6.1,741.5,766.8,,54,Wind blowing from the north-west,2,,9,, ,,,-6.1,3.4,,,,,,30.0,-14.1,No precipitation,6,,,,
29.02.2020 02:00,-3.7,741.1,766.1,0.6,45,Wind blowing from the north,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,3.4,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
28.02.2020 23:00,-3.3,740.5,765.5,,42,Wind blowing from the west-northwest,2,,,, ,,,-4.6,3.4,,,,,,30.0,-14.4,No precipitation,6,,,,
28.02.2020 20:00,-2.2,740.2,765.4,,40,Wind blowing from the west-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,3.4,,,,,,30.0,-14.0,No precipitation,12,,,,
28.02.2020 17:00,0.2,739.0,764.2,,30,Wind blowing from the west,5,,12,20–30%., ,,,-4.6,3.8,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,6,,,,
28.02.2020 14:00,3.0,737.9,762.7,-0.2,25,Wind blowing from the west-northwest,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,4.8,,,1000-1500,,,30.0,-15.1,No precipitation,12,,,,
28.02.2020 11:00,2.1,738.1,763.0,,30,Wind blowing from the west-northwest,4,,10,no clouds, ,,,-4.6,4.8,,,,,,30.0,-13.7,No precipitation,6,,,,
28.02.2020 08:00,-2.0,737.5,762.4,,46,Wind blowing from the west,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,18.0,-12.3,No precipitation,12,,,,
28.02.2020 05:00,-3.6,736.6,761.4,,47,Wind blowing from the west,2,,5,, ,,,-10.7,4.8,,,,,,18.0,-13.3,No precipitation,6,,,,
28.02.2020 02:00,-1.9,737.5,762.2,-1.6,39,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.8,,,2500 or more  or no clouds.,,,16.0,-14.3,No precipitation,12,,,,
27.02.2020 23:00,-1.1,739.1,764.2,,34,Wind blowing from the east,2,,,, ,,,-10.7,4.8,,,,,,14.0,-15.0,No precipitation,6,,,,
27.02.2020 20:00,-0.2,740.9,766.3,-1.3,40,Wind blowing from the south-southeast,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.8,,,2500 or more  or no clouds.,,,19.0,-12.2,No precipitation,12,,,,
27.02.2020 17:00,3.9,742.2,767.5,,33,Wind blowing from the south-southeast,3,,,40%., ,,,-10.7,4.8,,,2500 or more  or no clouds.,,,17.0,-10.9,No precipitation,6,,,,
27.02.2020 14:00,4.4,744.3,769.6,-3.2,29,Wind blowing from the south,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.8,,,2500 or more  or no clouds.,,,28.0,-12.1,No precipitation,12,,,,
27.02.2020 11:00,-0.2,747.5,773.0,,31,Wind blowing from the south-west,2,,5,20–30%., ,,,-10.7,4.8,,,2500 or more  or no clouds.,,,27.0,-15.3,No precipitation,6,,,,
27.02.2020 08:00,-9.2,749.4,775.2,0.0,48,Wind blowing from the north-west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,4.8,,,2500 or more  or no clouds.,,,11.0,-18.2,No precipitation,12,,,,
27.02.2020 05:00,-9.2,749.4,775.0,,49,Wind blowing from the north-west,1,,7,, ,,,-10.6,4.8,,,,,,30.0,-18.0,No precipitation,6,,,,
27.02.2020 02:00,-8.2,750.3,775.8,,50,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,4.8,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
26.02.2020 23:00,-5.2,750.4,775.9,,44,Wind blowing from the west-northwest,2,,,, ,,,-10.6,4.8,,,,,,30.0,-15.6,No precipitation,6,,,,
26.02.2020 20:00,-1.9,750.2,776.0,0.7,39,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,4.8,,,,,,26.0,-14.3,No precipitation,12,,,,
26.02.2020 17:00,3.5,749.5,775.1,,24,Wind blowing from the west-northwest,2,,,no clouds, ,,,,,,,,,,25.0,-15.2,,,,,,
26.02.2020 14:00,4.3,749.5,775.0,-1.2,21,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,4.3,,,,,,30.0,-16.1,No precipitation,12,,,,
26.02.2020 11:00,1.7,750.7,776.2,,35,Wind blowing from the north-west,2,,5,10%  or less  but not 0, ,,,-10.6,1.7,,,2500 or more  or no clouds.,,,28.0,-12.1,No precipitation,6,,,,
26.02.2020 08:00,-7.5,750.9,776.7,,58,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.5,,,,,,10.0,-14.5,No precipitation,12,,,,
26.02.2020 05:00,-8.7,750.0,775.7,,56,Wind blowing from the north-west,2,,5,, ,,,-8.7,1.5,,,,,,20.0,-15.9,No precipitation,6,,,,
26.02.2020 02:00,-7.0,749.7,775.3,0.7,52,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.5,,,2500 or more  or no clouds.,,,26.0,-15.2,No precipitation,12,,,,
25.02.2020 23:00,-5.3,749.0,774.6,,48,Wind blowing from the north-west,1,,,, ,,,-5.4,1.5,,,,,,15.0,-14.6,No precipitation,6,,,,
25.02.2020 20:00,-2.1,748.3,773.8,,38,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,1.5,,,2500 or more  or no clouds.,,,20.0,-14.5,No precipitation,12,,,,
25.02.2020 14:00,0.5,747.1,772.3,,32,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.5,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
25.02.2020 11:00,-0.6,748.0,773.4,,35,Wind blowing from the east-northeast,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,21.0,-14.2,,,,,,
25.02.2020 08:00,-3.5,748.0,773.5,1.5,47,Wind blowing from the east-northeast,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.6,,,2500 or more  or no clouds.,,,20.0,-13.2,No precipitation,12,,,,
25.02.2020 05:00,-3.0,746.5,771.6,,42,Wind blowing from the north-east,2,,5,, ,,,-4.3,5.6,,,,,,30.0,-14.1,No precipitation,6,,,,
25.02.2020 02:00,-2.0,745.9,771.0,0.1,35,Wind blowing from the north-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,5.6,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
24.02.2020 23:00,-1.4,745.8,770.9,,31,Wind blowing from the north-northwest,1,,,, ,,,-4.3,5.6,,,,,,22.0,-16.3,No precipitation,6,,,,
24.02.2020 20:00,0.6,745.0,770.2,1.3,27,Wind blowing from the west-northwest,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,5.6,,,2500 or more  or no clouds.,,,8.0,-16.3,No precipitation,12,,,,
24.02.2020 17:00,4.8,743.7,768.7,,23,Wind blowing from the north,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-14.6,,,,,,
24.02.2020 14:00,5.5,743.7,768.7,-0.9,23,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,8.3,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
