Local time in Ruili,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 08:00,11.7,696.3,761.5,1.1,88,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,26.3,,,300-600,,,9.0,9.8,No precipitation,12,,,,
29.02.2020 05:00,12.4,695.2,759.8,,90,Wind blowing from the south-east,1,,6,,Mist. ,,,12.0,26.3,,,,,,8.0,10.8,No precipitation,6,,,,
29.02.2020 02:00,13.6,696.0,760.6,,87,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,26.3,,,2500 or more  or no clouds.,,,10.0,11.5,No precipitation,12,,,,
28.02.2020 20:00,21.0,694.7,759.8,1.2,55,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,26.3,,,1000-1500,,,18.0,11.6,No precipitation,12,,,,
28.02.2020 17:00,24.4,693.5,757.9,,42,Wind blowing from the east-southeast,1,,,70 – 80%., ,,,12.0,26.3,,,1000-1500,,,21.0,10.7,No precipitation,6,,,,
28.02.2020 14:00,24.9,695.2,759.6,-2.3,42,Wind blowing from the north-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,26.3,,,1000-1500,,,16.0,11.1,No precipitation,12,,,,
28.02.2020 11:00,17.7,697.5,762.7,,69,Wind blowing from the south-east,1,,3,20–30%., ,,,12.0,26.3,,,1000-1500,,,8.0,11.9,No precipitation,6,,,,
28.02.2020 08:00,12.1,696.4,761.8,0.6,91,Wind blowing from the west-northwest,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.3,,,1000-1500,,,9.0,10.7,No precipitation,12,,,,
28.02.2020 05:00,13.3,695.8,760.3,,88,Wind blowing from the west-northwest,1,,9,, ,,,13.3,26.3,,,,,,8.0,11.4,No precipitation,6,,,,
28.02.2020 02:00,15.0,696.3,760.8,,83,Wind blowing from the west,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,26.3,,,2500 or more  or no clouds.,,,11.0,12.1,No precipitation,12,,,,
27.02.2020 20:00,20.3,694.6,759.4,1.0,63,Wind blowing from the west-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,26.3,,,1000-1500,,,8.0,13.0,No precipitation,12,,,,
27.02.2020 17:00,25.4,693.6,757.7,,42,Wind blowing from the south-west,2,,5,90  or more  but not 100%, ,,,14.7,26.9,,,1000-1500,,,18.0,11.6,No precipitation,6,,,,
27.02.2020 14:00,24.0,695.8,760.0,-2.1,46,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,28.6,,,1000-1500,,,15.0,11.7,No precipitation,12,,,,
27.02.2020 11:00,19.1,697.9,762.7,,67,Wind blowing from the north-northeast,1,,3,70 – 80%., ,,,14.7,,,,1000-1500,,,11.0,12.8,No precipitation,6,,,,
27.02.2020 08:00,15.0,696.7,761.5,1.2,86,Wind blowing from the south,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,28.6,,,1000-1500,,,12.0,12.7,No precipitation,12,,,,
27.02.2020 05:00,15.3,695.5,759.6,,87,Wind blowing from the south-southwest,1,,5,, ,,,12.9,28.6,,,,,,8.0,13.2,No precipitation,6,,,,
27.02.2020 02:00,17.5,695.4,759.4,,78,Wind blowing from the east,1,,,, ,,,12.9,28.6,,,,,,10.0,13.6,No precipitation,6,,,,
26.02.2020 20:00,22.3,694.4,759.2,0.7,59,Wind blowing from the north,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,28.6,,,1000-1500,,,8.0,13.9,No precipitation,12,,,,
26.02.2020 17:00,26.9,693.7,757.8,,34,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,12.9,28.6,,,1000-1500,,,16.0,9.7,No precipitation,6,,,,
26.02.2020 14:00,25.4,696.2,760.6,-2.2,42,Wind blowing from the south-southwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,26.1,,,1000-1500,,,12.0,11.6,No precipitation,12,,,,
26.02.2020 11:00,17.6,698.4,763.6,,73,Wind blowing from the south-southwest,1,,2,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,600-1000,,,6.0,12.7,No precipitation,6,,,,
26.02.2020 08:00,13.0,697.3,762.4,1.1,87,Wind blowing from the south-east,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,26.1,,,1000-1500,,,8.0,10.9,No precipitation,12,,,,
26.02.2020 05:00,14.3,696.2,760.6,,86,Wind blowing from the east,1,,3,, ,,,12.4,26.1,,,,,,8.0,12.0,No precipitation,6,,,,
26.02.2020 02:00,15.2,696.7,761.5,,83,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,26.1,,,2500 or more  or no clouds.,,,11.0,12.3,No precipitation,12,,,,
25.02.2020 20:00,21.1,695.1,760.1,0.5,70,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,26.1,,,1000-1500,,,5.0,15.4,No precipitation,12,,,,
25.02.2020 17:00,25.7,694.6,759.0,,42,Wind blowing from the west-northwest,1,,4,70 – 80%., ,,,12.4,26.1,,,1000-1500,,,15.0,11.8,No precipitation,6,,,,
25.02.2020 14:00,22.2,696.8,761.7,-2.0,58,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,23.8,,,1000-1500,,,7.0,13.6,No precipitation,12,,,,
25.02.2020 11:00,15.4,698.8,764.4,,84,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,600-1000,,,5.0,12.7,No precipitation,6,,,,
25.02.2020 08:00,12.7,697.6,762.9,1.0,93,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,23.8,,,300-600,,,4.7,11.6,No precipitation,12,,,,
25.02.2020 05:00,13.4,696.6,761.5,,92,Wind blowing from the south-east,1,,4,,Mist. ,,,12.3,23.8,,,,,,6.0,12.1,No precipitation,6,,,,
25.02.2020 02:00,14.1,697.1,762.3,,92,Wind blowing from the south-east,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,23.8,,,2500 or more  or no clouds.,,,3.6,12.8,No precipitation,12,,,,
24.02.2020 20:00,20.2,695.5,760.6,0.0,62,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,23.8,,,,,,13.0,12.7,3.0,12,,,,
24.02.2020 17:00,23.1,695.5,760.2,,53,Wind blowing from the east,1,,7,60%., ,,,12.3,26.4,,,1000-1500,,,11.0,13.0,0.5,6,,,,
24.02.2020 14:00,20.3,698.4,763.6,-1.5,59,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.4,,,1000-1500,,,11.0,12.0,6.0,12,,,,
24.02.2020 11:00,14.4,699.9,765.7,,91,Wind blowing from the north-west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,600-1000,,,3.0,13.0,5.0,6,,,,
24.02.2020 08:00,13.4,698.5,763.7,1.5,88,Wind blowing from the east,1,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.4,,,600-1000,,,4.4,11.5,3.0,12,,,,
24.02.2020 05:00,13.8,697.0,761.5,,86,Wind blowing from the south-east,1,,5,,Mist. ,,,13.1,26.4,,,,,,6.0,11.5,No precipitation,6,,,,
24.02.2020 02:00,14.5,698.1,763.0,,85,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,26.4,,,2500 or more  or no clouds.,,,7.0,12.0,No precipitation,12,,,,
23.02.2020 20:00,21.7,696.7,761.6,0.4,43,Wind blowing from the south-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,26.4,,,1000-1500,,,12.0,8.6,No precipitation,12,,,,
23.02.2020 17:00,25.9,696.3,760.7,,42,Wind blowing from the south-west,1,,3,, ,,,13.2,27.2,,,,,,10.0,12.0,No precipitation,6,,,,
23.02.2020 14:00,23.3,698.8,763.6,-1.9,48,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,27.2,,,1000-1500,,,8.0,11.7,No precipitation,12,,,,
23.02.2020 11:00,16.9,700.7,766.3,,70,Wind blowing from the east-southeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,,,,6.0,11.4,No precipitation,6,,,,
23.02.2020 08:00,13.7,699.4,764.7,0.6,85,Wind blowing from the south-southwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,27.2,,,600-1000,,,6.0,11.2,No precipitation,12,,,,
23.02.2020 05:00,13.9,698.8,763.3,,85,Wind blowing from the south-west,1,,3,,Mist. ,,,9.9,27.2,,,,,,6.0,11.4,No precipitation,6,,,,
23.02.2020 02:00,14.8,699.7,764.8,,80,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,27.2,,,2500 or more  or no clouds.,,,10.0,11.4,No precipitation,12,,,,
22.02.2020 20:00,20.7,698.5,764.2,0.5,66,Wind blowing from the north,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,27.2,,,1000-1500,,,8.0,14.1,No precipitation,12,,,,
22.02.2020 17:00,27.1,698.0,762.7,,34,Wind blowing from the west-southwest,1,,3,70 – 80%., ,,,9.9,28.3,,,1000-1500,,,16.0,9.9,No precipitation,6,,,,
22.02.2020 14:00,23.0,700.4,765.7,-2.1,41,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,28.4,,,,,,12.0,9.1,No precipitation,12,,,,
22.02.2020 11:00,15.2,702.5,768.6,,65,Wind blowing from the south-southwest,1,,2,20–30%., ,,,9.9,,,,1000-1500,,,7.0,8.7,No precipitation,6,,,,
22.02.2020 08:00,10.1,701.4,767.2,0.7,89,Wind blowing from the north,0,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,28.4,,,1500-2000,,,15.0,8.4,No precipitation,12,,,,
22.02.2020 05:00,11.5,700.7,765.6,,84,Wind blowing from the south-southwest,1,,4,, ,,,9.6,28.4,,,,,,8.0,8.9,No precipitation,6,,,,
22.02.2020 02:00,12.9,701.1,766.3,,80,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,28.4,,,2500 or more  or no clouds.,,,9.0,9.5,No precipitation,12,,,,
21.02.2020 20:00,21.6,698.8,764.4,0.6,47,Wind blowing from the north,0,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,28.4,,,2500 or more  or no clouds.,,,16.0,9.8,No precipitation,12,,,,
21.02.2020 17:00,28.3,698.2,762.8,,24,Wind blowing from the west-southwest,2,,4,60%., ,,,9.6,28.4,,,2500 or more  or no clouds.,,,19.0,5.8,No precipitation,6,,,,
21.02.2020 14:00,24.1,700.6,765.7,-2.1,35,Wind blowing from the south-southwest,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.7,,,2500 or more  or no clouds.,,,17.0,7.7,No precipitation,12,,,,
21.02.2020 11:00,15.7,702.7,768.7,,62,Wind blowing from the south-west,1,,3,no clouds, ,,,9.6,,,,,,,7.0,8.4,No precipitation,6,,,,
21.02.2020 08:00,9.9,700.6,766.4,,90,Wind blowing from the south-southwest,1,,2,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.7,,,600-1000,,,7.0,8.3,No precipitation,12,,,,
21.02.2020 05:00,11.2,699.1,763.9,,84,Wind blowing from the south-southwest,0,,4,, ,,,10.1,27.7,,,,,,9.0,8.6,No precipitation,6,,,,
21.02.2020 02:00,13.0,699.6,764.7,,78,Wind blowing from the west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,27.7,,,2500 or more  or no clouds.,,,12.0,9.3,No precipitation,12,,,,
20.02.2020 20:00,21.7,697.0,762.5,0.9,36,Wind blowing from the south,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,27.7,,,1000-1500,,,13.0,6.0,No precipitation,12,,,,
20.02.2020 17:00,27.6,696.1,760.6,,25,Wind blowing from the south-west,1,,4,20–30%., ,,,10.1,27.8,,,1000-1500,,,20.0,5.8,No precipitation,6,,,,
20.02.2020 14:00,24.0,698.4,763.3,-2.1,38,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,28.0,,,1000-1500,,,13.0,8.8,No precipitation,12,,,,
20.02.2020 11:00,16.3,700.5,766.2,,61,Wind blowing from the south-east,0,,2,20–30%., ,,,10.1,,,,1000-1500,,,8.0,8.8,No precipitation,6,,,,
20.02.2020 08:00,10.1,698.8,764.5,1.1,86,Wind blowing from the south-southwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,28.0,,,1000-1500,,,8.0,7.9,No precipitation,12,,,,
20.02.2020 05:00,11.5,697.7,762.4,,83,Calm  no wind,0,,,, ,,,11.5,28.0,,,,,,11.0,8.7,No precipitation,6,,,,
20.02.2020 02:00,13.9,697.9,762.6,,79,Wind blowing from the west-southwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,28.0,,,2500 or more  or no clouds.,,,11.0,10.3,No precipitation,12,,,,
19.02.2020 20:00,20.9,695.7,760.9,0.5,49,Wind blowing from the west-southwest,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,28.0,,,,,,13.0,9.8,No precipitation,12,,,,
