Local time in Da Qaidam,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,-6.2,518.4,765.1,-0.3,54,Wind blowing from the east,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.1,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
01.03.2020 23:00,-3.9,518.7,765.9,,40,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,-15.5,,,,,,
01.03.2020 20:00,-2.3,517.7,764.7,0.4,32,Wind blowing from the west-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,3.1,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
01.03.2020 17:00,1.6,517.3,762.4,,20,Wind blowing from the west-southwest,3,,10,90  or more  but not 100%, ,,,-4.7,5.9,,,,,,30.0,-19.0,No precipitation,6,,,,
01.03.2020 14:00,1.4,517.9,763.2,-0.7,22,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.9,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
01.03.2020 11:00,-1.6,518.6,765.0,,43,Wind blowing from the north-northeast,0,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-12.8,,,,,,
01.03.2020 08:00,-3.6,517.8,763.4,0.1,56,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.9,,,1000-1500,,,30.0,-11.1,No precipitation,12,,,,
01.03.2020 05:00,-4.3,517.7,760.8,,61,Wind blowing from the south-west,1,,10,, ,,,-5.1,5.9,,,,,,30.0,-10.7,No precipitation,6,,,,
01.03.2020 02:00,-3.9,518.7,762.4,-0.3,56,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.9,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
29.02.2020 23:00,-2.4,519.0,763.9,,41,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,30.0,-13.9,,,,,,
29.02.2020 20:00,0.3,517.9,763.3,0.2,40,Wind blowing from the west-northwest,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.9,,,1000-1500,,,30.0,-11.7,No precipitation,12,,,,
29.02.2020 17:00,5.7,517.7,759.7,,18,Wind blowing from the west-northwest,5,,9,60%., ,,,-5.1,8.8,,,600-1000,,,30.0,-16.8,No precipitation,6,,,,
29.02.2020 14:00,5.0,518.1,760.1,,23,Wind blowing from the west-northwest,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.8,,,600-1000,,,30.0,-14.4,No precipitation,12,,,,
29.02.2020 11:00,1.4,518.3,761.4,,22,Wind blowing from the west-northwest,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,19.0,-18.0,,,,,,
29.02.2020 08:00,-2.9,517.5,760.8,0.6,37,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,8.8,,,2500 or more  or no clouds.,,,10.0,-15.6,No precipitation,12,,,,
29.02.2020 05:00,-2.2,516.9,757.1,,24,Wind blowing from the east,1,,,, ,,,-13.0,8.8,,,,,,10.0,-20.1,No precipitation,6,,,,
29.02.2020 02:00,-1.0,517.2,757.5,-0.1,34,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.8,,,2500 or more  or no clouds.,,,10.0,-14.9,No precipitation,12,,,,
28.02.2020 23:00,0.6,517.3,761.9,,15,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,13.0,-23.1,,,,,,
28.02.2020 20:00,3.8,516.3,763.9,,9,Wind blowing from the north-west,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,8.8,,,2500 or more  or no clouds.,,,26.0,-26.2,No precipitation,12,,,,
28.02.2020 17:00,8.5,516.1,760.6,,4,Wind blowing from the west-southwest,2,,7,20–30%., ,,,-13.0,8.7,,,2500 or more  or no clouds.,,,30.0,-31.4,No precipitation,6,,,,
28.02.2020 14:00,7.6,517.2,760.6,-1.6,7,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,7.6,,,2500 or more  or no clouds.,,,30.0,-26.1,No precipitation,12,,,,
28.02.2020 11:00,-2.4,518.8,766.7,,21,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-13.0,2.3,,,,,,28.0,-21.8,No precipitation,6,,,,
28.02.2020 08:00,-12.3,518.8,770.8,,55,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,2.3,,,,,,30.0,-19.5,No precipitation,12,,,,
28.02.2020 02:00,-7.3,519.9,768.2,-0.6,37,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,2.3,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
27.02.2020 23:00,-4.2,520.5,769.0,,24,Wind blowing from the north-east,1,,9,, ,,,-7.9,2.3,,,,,,30.0,-21.8,No precipitation,6,,,,
27.02.2020 20:00,-1.7,520.7,771.0,0.1,28,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,2.3,,,,,,30.0,-17.8,No precipitation,12,,,,
27.02.2020 17:00,2.0,520.6,768.6,,15,Wind blowing from the west-southwest,3,,9,no clouds, ,,,-7.9,4.9,,,,,,30.0,-22.0,No precipitation,6,,,,
27.02.2020 14:00,1.0,521.5,768.8,,22,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,5.7,,,,,,30.0,-18.3,No precipitation,12,,,,
27.02.2020 11:00,-1.8,521.7,769.6,,29,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,30.0,-17.5,,,,,,
27.02.2020 08:00,-7.6,520.5,769.0,0.6,41,Wind blowing from the south-east,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.7,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
27.02.2020 05:00,-7.1,519.9,765.9,,41,Wind blowing from the south-southeast,2,,,, ,,,-7.1,5.7,,,,,,30.0,-18.1,No precipitation,6,,,,
27.02.2020 02:00,-4.1,519.9,764.7,-0.1,37,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.7,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
26.02.2020 23:00,-2.2,520.0,765.4,,40,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,30.0,-14.0,,,,,,
26.02.2020 20:00,1.4,519.0,764.3,0.4,25,Wind blowing from the north-west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.7,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
26.02.2020 17:00,4.9,518.6,761.4,,17,Wind blowing from the west,4,,10,90  or more  but not 100%, ,,,-3.9,7.4,,,,,,30.0,-18.1,No precipitation,6,,,,
26.02.2020 14:00,4.4,519.3,763.2,-0.3,20,Wind blowing from the west-southwest,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.4,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
26.02.2020 11:00,1.5,519.6,763.9,,39,Wind blowing from the west-southwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-11.0,,,,,,
26.02.2020 08:00,-2.9,518.4,762.7,1.2,37,Wind blowing from the west,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,7.4,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
26.02.2020 05:00,-2.0,517.2,758.4,,43,Wind blowing from the west,1,,7,, ,,,-12.8,7.4,,,,,,30.0,-12.9,No precipitation,6,,,,
26.02.2020 02:00,-3.1,517.4,760.8,0.7,49,Wind blowing from the south,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,7.4,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
25.02.2020 23:00,-0.6,516.7,763.0,,23,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-19.2,,,,,,
25.02.2020 20:00,2.7,516.0,763.3,,14,Wind blowing from the north-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,7.4,,,1000-1500,,,19.0,-22.2,No precipitation,12,,,,
25.02.2020 14:00,3.7,517.3,764.1,,17,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,5.8,,,,,,30.0,-19.1,No precipitation,12,,,,
25.02.2020 11:00,-4.8,518.6,767.8,,33,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,30.0,-18.6,,,,,,
25.02.2020 08:00,-10.8,517.8,767.1,0.1,50,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.8,,,,,,30.0,-19.4,No precipitation,12,,,,
25.02.2020 05:00,-11.4,517.7,764.9,,67,Wind blowing from the west-southwest,1,,5,, ,,,-11.4,5.8,,,,,,30.0,-16.3,No precipitation,6,,,,
25.02.2020 02:00,-9.6,518.1,765.7,0.3,59,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,5.8,,,2500 or more  or no clouds.,,,28.0,-16.1,No precipitation,12,,,,
24.02.2020 23:00,-4.5,517.8,764.8,,25,Wind blowing from the north-east,0,,,, ,,,,,,,,,,30.0,-21.6,,,,,,
24.02.2020 20:00,0.8,517.8,766.3,,14,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,5.8,,,,,,30.0,-23.7,No precipitation,12,,,,
24.02.2020 17:00,5.1,517.8,762.9,,10,Wind blowing from the north-west,2,,4,, ,,,-11.2,7.6,,,,,,30.0,-24.1,No precipitation,6,,,,
24.02.2020 14:00,3.0,519.3,764.7,-0.6,12,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,7.8,,,,,,30.0,-23.7,No precipitation,12,,,,
24.02.2020 11:00,-1.2,519.9,766.3,,29,Calm  no wind,0,,,no clouds, ,,,,,,,,,,30.0,-17.0,,,,,,
24.02.2020 08:00,-9.4,519.3,768.2,0.2,51,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,7.8,,,,,,30.0,-17.7,No precipitation,12,,,,
24.02.2020 05:00,-7.2,519.1,763.8,,40,Wind blowing from the south-east,1,,5,, ,,,-13.4,7.8,,,,,,30.0,-18.5,No precipitation,6,,,,
24.02.2020 02:00,-4.6,519.1,763.8,0.3,36,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,7.8,,,2500 or more  or no clouds.,,,25.0,-17.4,No precipitation,12,,,,
23.02.2020 23:00,-1.5,518.8,766.3,,29,Wind blowing from the south,2,,,, ,,,,,,,,,,30.0,-17.2,,,,,,
23.02.2020 20:00,1.3,517.8,768.2,0.9,19,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,7.8,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
23.02.2020 17:00,7.0,516.9,762.5,,7,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,-13.4,7.8,,,,,,30.0,-26.6,No precipitation,6,,,,
23.02.2020 14:00,4.4,518.0,765.2,,19,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,6.5,,,,,,30.0,-17.2,No precipitation,12,,,,
23.02.2020 11:00,-4.4,519.2,767.9,,34,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,30.0,-17.9,,,,,,
23.02.2020 08:00,-13.3,518.8,769.3,-0.2,67,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,6.5,,,,,,30.0,-18.1,No precipitation,12,,,,
23.02.2020 05:00,-10.9,519.0,765.9,,62,Wind blowing from the north-northwest,1,,5,, ,,,-13.6,6.5,,,,,,30.0,-16.9,No precipitation,6,,,,
23.02.2020 02:00,-10.5,520.6,770.5,-0.4,61,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,6.5,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
22.02.2020 23:00,-3.4,521.0,772.9,,34,Wind blowing from the north-northeast,2,,4,, ,,,-13.6,6.5,,,,,,30.0,-17.0,No precipitation,6,,,,
22.02.2020 20:00,1.9,521.1,772.6,,22,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,6.5,,,,,,30.0,-17.6,No precipitation,12,,,,
22.02.2020 17:00,6.4,521.3,769.6,,9,Wind blowing from the west,2,,4,no clouds, ,,,-13.6,6.5,,,,,,30.0,-24.2,No precipitation,6,,,,
22.02.2020 14:00,1.7,522.7,772.8,-1.0,16,Wind blowing from the west,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.9,,,,,,30.0,-21.5,No precipitation,12,,,,
22.02.2020 11:00,-8.6,523.7,778.0,,49,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,24.0,-17.6,,,,,,
22.02.2020 08:00,-13.0,523.1,777.4,0.3,63,Wind blowing from the south-southeast,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.9,,,,,,23.0,-18.6,No precipitation,12,,,,
22.02.2020 05:00,-11.7,522.8,774.2,,55,Wind blowing from the north-east,2,,4,, ,,,-17.6,2.9,,,,,,29.0,-18.9,No precipitation,6,,,,
22.02.2020 02:00,-8.9,523.5,775.1,0.0,47,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.9,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
21.02.2020 23:00,-5.3,523.5,777.8,,35,Wind blowing from the east,2,,,, ,,,,,,,,,,24.0,-18.4,,,,,,
21.02.2020 20:00,-1.4,522.7,777.7,-0.1,27,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.9,,,,,,21.0,-18.0,No precipitation,12,,,,
21.02.2020 17:00,2.2,522.8,776.3,,17,Wind blowing from the west-southwest,1,,7,no clouds, ,,,-17.6,2.3,,,,,,30.0,-20.4,No precipitation,6,,,,
21.02.2020 14:00,-0.5,524.0,777.4,-1.0,22,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-0.4,,,,,,22.0,-19.6,No precipitation,12,,,,
21.02.2020 11:00,-8.8,525.0,783.5,,45,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,25.0,-18.8,,,,,,
