Local time in Chenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 11:00,9.7,733.1,766.5,,99,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,9.2,12.2,,,300-600,,,0.5,9.6,0.4,6,,,,
02.03.2020 08:00,9.3,733.0,766.3,,99,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.2,,,300-600,,,0.7,9.2,0.8,12,,,,
02.03.2020 05:00,9.5,732.7,766.0,,99,Wind blowing from the north-northwest,4,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.1,12.2,,,,,,0.6,9.4,0.5,6,,,,
02.03.2020 02:00,10.2,733.2,766.5,-0.2,99,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,9.1,12.2,,,2500 or more  or no clouds.,,,0.6,10.0,0.1,12,,,,
01.03.2020 23:00,10.4,733.4,766.8,,99,Wind blowing from the north-northwest,3,,7,,Rain (not freezing) not falling as shower(s). ,,,,12.2,,,,,,2.1,10.2,Trace of precipitation,6,,,,
01.03.2020 20:00,10.6,732.7,766.0,1.0,99,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.2,,,600-1000,,,16.0,10.4,0.4,12,,,,
01.03.2020 17:00,11.0,731.7,764.9,,99,Wind blowing from the north,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,300-600,,,30.0,10.8,No precipitation,6,,,,
01.03.2020 14:00,11.1,732.0,765.2,-0.9,99,Wind blowing from the north,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,2500 or more  or no clouds.,,,30.0,10.9,6.0,12,,,,
01.03.2020 11:00,10.6,732.9,766.1,,99,Wind blowing from the north-northwest,3,,13,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,,,,1.3,10.4,0.4,6,,,,
01.03.2020 08:00,9.3,732.1,765.4,,99,Wind blowing from the north,4,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,9.1,,,,300-600,,,0.6,9.2,6.0,12,,,,
01.03.2020 02:00,11.1,729.4,761.8,-0.4,99,Wind blowing from the north-northwest,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,23.3,,,2500 or more  or no clouds.,,,21.0,10.9,0.5,12,,,,
29.02.2020 23:00,11.7,729.8,762.6,,99,Wind blowing from the south-west,1,,9,, ,,,10.3,23.3,,,,,,27.0,11.5,0.2,6,,,,
29.02.2020 20:00,12.0,728.7,761.7,1.8,99,Wind blowing from the north,5,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,23.3,,,2500 or more  or no clouds.,,,30.0,11.8,0.2,12,,,,
29.02.2020 17:00,19.0,726.9,759.4,,67,Wind blowing from the north,5,,,60%., ,,,,,,,1000-1500,,,30.0,12.7,,,,,,
29.02.2020 14:00,23.2,727.4,759.7,,57,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,25.7,,,2500 or more  or no clouds.,,,30.0,14.2,No precipitation,12,,,,
29.02.2020 11:00,16.0,729.4,762.1,,76,Calm  no wind,0,,,, ,,,10.3,25.7,,,,,,30.0,11.8,No precipitation,6,,,,
29.02.2020 08:00,10.8,729.4,762.2,,99,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,25.7,,,2500 or more  or no clouds.,,,0.9,10.6,No precipitation,12,,,,
29.02.2020 05:00,10.3,729.4,761.8,,99,Wind blowing from the north,3,,10,,Mist. ,,,10.3,25.7,,,,,,1.8,10.1,No precipitation,6,,,,
29.02.2020 02:00,12.1,729.5,761.8,-0.9,99,Wind blowing from the north,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,25.7,,,2500 or more  or no clouds.,,,30.0,11.9,No precipitation,12,,,,
28.02.2020 23:00,14.6,730.4,762.7,,88,Wind blowing from the north-northeast,1,,14,, ,,,12.2,25.7,,,,,,30.0,12.6,No precipitation,6,,,,
28.02.2020 20:00,16.6,729.6,762.3,1.1,79,Wind blowing from the north,5,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,25.7,,,1500-2000,,,30.0,12.9,No precipitation,12,,,,
28.02.2020 17:00,24.4,728.5,760.6,,44,Wind blowing from the south-southeast,8,,,100%., ,,,,,,,1500-2000,,,30.0,11.4,,,,,,
28.02.2020 14:00,25.0,729.3,761.5,-2.5,45,Wind blowing from the south-southeast,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,25.5,,,2500 or more  or no clouds.,,,30.0,12.3,No precipitation,12,,,,
28.02.2020 11:00,22.9,731.8,764.1,,64,Wind blowing from the south-southeast,4,,,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,22.9,,,2500 or more  or no clouds.,,,30.0,15.7,No precipitation,6,,,,
28.02.2020 08:00,13.0,731.8,764.6,,99,Wind blowing from the east-northeast,1,,5,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,300-600,,,0.5,12.8,No precipitation,12,,,,
28.02.2020 05:00,12.5,730.0,762.7,,99,Wind blowing from the north-northwest,3,,6,,Mist. ,,,12.5,19.1,,,,,,1.9,12.3,No precipitation,6,,,,
28.02.2020 02:00,13.3,730.1,762.7,-2.0,99,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,19.1,,,2500 or more  or no clouds.,,,29.0,13.1,No precipitation,12,,,,
27.02.2020 23:00,14.1,732.1,764.9,,95,Wind blowing from the north-northeast,1,,7,, ,,,12.6,19.1,,,,,,24.0,13.3,No precipitation,6,,,,
27.02.2020 20:00,15.0,731.8,764.6,,91,Wind blowing from the north-northwest,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,19.5,,,2500 or more  or no clouds.,,,30.0,13.5,No precipitation,12,,,,
27.02.2020 17:00,17.4,730.9,763.6,,77,Wind blowing from the north,4,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,13.3,,,,,,
27.02.2020 14:00,18.0,731.8,764.4,-2.6,74,Wind blowing from the north-northwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.8,,,1500-2000,,,30.0,13.3,No precipitation,12,,,,
27.02.2020 11:00,14.0,734.4,767.1,,95,Wind blowing from the north,2,,7,100%., ,,,12.6,25.9,,,1500-2000,,,30.0,13.2,No precipitation,6,,,,
27.02.2020 08:00,12.7,733.9,766.6,1.2,99,Wind blowing from the north-northwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,1500-2000,,,12.0,12.5,No precipitation,12,,,,
27.02.2020 05:00,13.5,732.7,765.1,,95,Wind blowing from the north,4,,,, ,,,,,,,,,,30.0,12.7,,,,,,
27.02.2020 02:00,15.9,732.8,765.0,-0.1,88,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,25.9,,,2500 or more  or no clouds.,,,30.0,13.9,No precipitation,12,,,,
26.02.2020 23:00,18.4,732.9,765.1,,80,Wind blowing from the north,3,,7,, ,,,17.7,25.9,,,,,,30.0,14.9,No precipitation,6,,,,
26.02.2020 20:00,19.5,731.8,764.0,0.8,77,Wind blowing from the north,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.9,,,2500 or more  or no clouds.,,,30.0,15.4,No precipitation,12,,,,
26.02.2020 17:00,23.1,731.0,763.0,,63,Wind blowing from the north,4,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,15.7,,,,,,
26.02.2020 14:00,24.9,731.5,763.4,-1.7,54,Wind blowing from the north-northwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,25.9,,,2500 or more  or no clouds.,,,30.0,15.0,No precipitation,12,,,,
26.02.2020 11:00,22.9,733.2,765.3,,60,Wind blowing from the south-east,2,,4,20–30%., ,,,17.7,23.0,,,2500 or more  or no clouds.,,,30.0,14.7,No precipitation,6,,,,
26.02.2020 08:00,18.5,732.6,764.8,1.3,74,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.6,,,2500 or more  or no clouds.,,,30.0,13.8,No precipitation,12,,,,
26.02.2020 05:00,18.6,731.3,763.4,,72,Wind blowing from the south,2,,10,, ,,,18.0,22.6,,,,,,30.0,13.5,No precipitation,6,,,,
26.02.2020 02:00,19.5,731.2,763.2,0.0,68,Wind blowing from the south-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.6,,,2500 or more  or no clouds.,,,30.0,13.4,No precipitation,12,,,,
25.02.2020 23:00,20.0,731.2,763.3,,65,Wind blowing from the north,1,,12,, ,,,17.3,22.6,,,,,,30.0,13.2,No precipitation,6,,,,
25.02.2020 20:00,20.5,730.6,762.7,0.9,64,Wind blowing from the south-southeast,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.6,,,2500 or more  or no clouds.,,,30.0,13.5,No precipitation,12,,,,
25.02.2020 17:00,22.1,729.7,761.8,,57,Wind blowing from the south-southeast,8,,,90  or more  but not 100%, ,,,,,,,,,,30.0,13.2,,,,,,
25.02.2020 14:00,22.3,730.6,762.7,,59,Wind blowing from the south-east,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,25.7,,,2500 or more  or no clouds.,,,30.0,13.9,No precipitation,12,,,,
25.02.2020 11:00,21.4,732.1,764.2,,63,Wind blowing from the south-southeast,8,,11,90  or more  but not 100%, ,,,17.3,25.7,,,,,,30.0,14.1,No precipitation,6,,,,
25.02.2020 08:00,19.2,731.2,763.3,1.3,71,Wind blowing from the south,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,25.7,,,2500 or more  or no clouds.,,,30.0,13.8,No precipitation,12,,,,
25.02.2020 05:00,18.3,729.9,761.8,,73,Wind blowing from the south,6,,,, ,,,,,,,,,,30.0,13.4,,,,,,
25.02.2020 02:00,18.3,730.4,762.4,,71,Wind blowing from the south-southeast,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,25.7,,,2500 or more  or no clouds.,,,30.0,13.0,No precipitation,12,,,,
24.02.2020 23:00,19.6,730.1,762.1,,63,Wind blowing from the south-southeast,9,,17,, ,,,15.4,25.7,,,,,,30.0,12.4,No precipitation,6,,,,
24.02.2020 20:00,21.2,729.4,761.5,0.3,55,Wind blowing from the south-southeast,8,,17,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,25.7,,,2500 or more  or no clouds.,,,30.0,11.8,No precipitation,12,,,,
24.02.2020 17:00,24.2,729.1,761.2,,43,Wind blowing from the south,10,,,, ,,,,,,,,,,30.0,10.8,,,,,,
24.02.2020 14:00,24.6,730.7,762.8,-1.6,41,Wind blowing from the south,9,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,24.6,,,2500 or more  or no clouds.,,,30.0,10.5,No precipitation,12,,,,
24.02.2020 11:00,22.6,732.3,764.5,,54,Wind blowing from the south,11,,16,70 – 80%., ,,,13.7,23.2,,,1500-2000,,,30.0,12.8,No precipitation,6,,,,
24.02.2020 08:00,16.9,732.3,764.7,0.8,74,Wind blowing from the south-southeast,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,23.2,,,1500-2000,,,30.0,12.2,No precipitation,12,,,,
24.02.2020 05:00,16.2,731.5,763.8,,76,Wind blowing from the south-southeast,8,,,, ,,,,,,,,,,30.0,12.0,,,,,,
24.02.2020 02:00,16.3,732.3,764.5,-1.2,76,Wind blowing from the south-southeast,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.2,,,2500 or more  or no clouds.,,,30.0,12.1,No precipitation,12,,,,
23.02.2020 23:00,18.0,733.5,766.2,,67,Wind blowing from the south-southeast,7,,14,, ,,,9.9,23.2,,,,,,30.0,11.8,No precipitation,6,,,,
23.02.2020 20:00,19.7,733.4,766.2,0.0,60,Wind blowing from the south-southeast,8,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.2,,,2500 or more  or no clouds.,,,30.0,11.7,No precipitation,12,,,,
23.02.2020 17:00,22.2,733.4,766.0,,52,Wind blowing from the south-southeast,8,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,11.9,,,,,,
23.02.2020 14:00,22.6,734.6,767.2,-2.9,52,Wind blowing from the south-southeast,8,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,23.0,,,1500-2000,,,30.0,12.3,No precipitation,12,,,,
23.02.2020 11:00,13.8,737.5,770.8,,80,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,9.9,15.2,,,,,,30.0,10.4,No precipitation,6,,,,
23.02.2020 08:00,10.8,737.4,770.8,0.0,95,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,2500 or more  or no clouds.,,,30.0,10.0,No precipitation,12,,,,
23.02.2020 05:00,10.9,737.4,770.7,,91,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,9.5,,,,,,
23.02.2020 02:00,11.4,738.2,771.5,-0.9,88,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,15.2,,,2500 or more  or no clouds.,,,30.0,9.5,No precipitation,12,,,,
22.02.2020 23:00,11.9,739.1,772.6,,85,Wind blowing from the north-northwest,2,,6,, ,,,8.9,15.2,,,,,,30.0,9.5,No precipitation,6,,,,
22.02.2020 20:00,12.4,738.3,771.8,,81,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,15.2,,,2500 or more  or no clouds.,,,30.0,9.2,No precipitation,12,,,,
22.02.2020 17:00,13.4,738.0,771.4,,75,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,30.0,9.1,,,,,,
22.02.2020 14:00,13.6,738.8,772.3,,72,Wind blowing from the north-northwest,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.7,,,2500 or more  or no clouds.,,,30.0,8.7,No precipitation,12,,,,
22.02.2020 11:00,11.8,740.8,774.4,,80,Wind blowing from the north-northwest,2,,,100%., ,,,,,,,1000-1500,,,30.0,8.5,,,,,,
22.02.2020 08:00,9.1,740.8,774.6,1.0,99,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,1000-1500,,,30.0,9.0,No precipitation,12,,,,
22.02.2020 05:00,8.9,739.8,773.4,,98,Wind blowing from the north-west,3,,,, ,,,,,,,,,,30.0,8.6,,,,,,
22.02.2020 02:00,9.3,740.7,774.2,-0.7,94,Wind blowing from the north-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,16.7,,,2500 or more  or no clouds.,,,30.0,8.4,No precipitation,12,,,,
