Local time in Yangjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 05:00,19.8,754.4,762.4,,91,Wind blowing from the east,3,,8,, ,,,19.8,25.2,,,,,,29.0,18.2,No precipitation,6,,,,
03.03.2020 02:00,20.2,755.2,763.2,-0.2,90,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,25.2,,,2500 or more  or no clouds.,,,20.0,18.5,No precipitation,12,,,,
02.03.2020 23:00,20.6,755.4,763.4,,90,Wind blowing from the east,4,,10,, ,,,20.6,25.2,,,,,,22.0,18.9,No precipitation,6,,,,
02.03.2020 20:00,21.3,754.9,762.9,1.4,89,Wind blowing from the east,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,25.2,,,300-600,,,19.0,19.4,No precipitation,12,,,,
02.03.2020 17:00,23.0,753.5,761.5,,80,Wind blowing from the east-southeast,3,,12,100%., ,,,20.7,25.8,,,300-600,,,27.0,19.3,No precipitation,6,,,,
02.03.2020 14:00,24.4,753.9,761.8,,74,Wind blowing from the south-east,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,26.7,,,300-600,,,25.0,19.4,No precipitation,12,,,,
02.03.2020 11:00,23.4,755.6,763.6,,74,Wind blowing from the east-southeast,4,,12,, ,,,20.7,26.7,,,,,,22.0,18.5,No precipitation,6,,,,
02.03.2020 08:00,20.9,754.8,762.8,1.7,82,Wind blowing from the north-east,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,,,,600-1000,,,20.0,17.7,No precipitation,12,,,,
02.03.2020 05:00,21.3,753.1,761.1,,96,Wind blowing from the east-northeast,2,,5,, ,,,21.0,26.7,,,,,,16.0,20.6,No precipitation,6,,,,
02.03.2020 02:00,21.5,753.4,761.3,-0.3,97,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.7,,,2500 or more  or no clouds.,,,12.0,21.0,No precipitation,12,,,,
01.03.2020 23:00,21.7,753.7,761.7,,97,Wind blowing from the south-east,2,,6,, ,,,21.0,26.7,,,,,,15.0,21.2,No precipitation,6,,,,
01.03.2020 20:00,22.0,752.5,760.5,0.9,95,Wind blowing from the south-southeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.7,,,300-600,,,28.0,21.1,No precipitation,12,,,,
01.03.2020 17:00,25.9,751.6,759.5,,70,Wind blowing from the south-southwest,3,,6,no clouds, ,,,20.9,26.7,,,,,,30.0,20.0,No precipitation,6,,,,
01.03.2020 14:00,26.3,752.4,760.3,-1.9,76,Wind blowing from the south-southwest,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.7,,,300-600,,,23.0,21.7,No precipitation,12,,,,
01.03.2020 11:00,24.4,754.3,762.2,,81,Wind blowing from the south-southwest,2,,4,, ,,,20.9,26.7,,,,,,11.0,20.9,No precipitation,6,,,,
01.03.2020 08:00,21.2,753.5,761.5,1.3,96,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,6.0,20.5,No precipitation,12,,,,
01.03.2020 05:00,21.1,752.2,760.1,,96,Wind blowing from the south,1,,7,, ,,,19.1,26.7,,,,,,12.0,20.4,No precipitation,6,,,,
01.03.2020 02:00,21.1,752.6,760.6,-0.5,96,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.7,,,2500 or more  or no clouds.,,,11.0,20.4,No precipitation,12,,,,
29.02.2020 23:00,21.0,753.1,761.0,,96,Wind blowing from the south,2,,7,, ,,,19.1,26.7,,,,,,9.0,20.3,No precipitation,6,,,,
29.02.2020 20:00,21.4,752.2,760.3,0.6,95,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.7,,,,,,13.0,20.5,No precipitation,12,,,,
29.02.2020 17:00,25.0,751.6,759.6,,72,Wind blowing from the south-southeast,3,,6,no clouds, ,,,19.1,26.7,,,,,,30.0,19.6,No precipitation,6,,,,
29.02.2020 14:00,25.6,752.5,760.4,-2.1,67,Wind blowing from the south,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.1,,,300-600,,,30.0,19.0,No precipitation,12,,,,
29.02.2020 11:00,23.0,754.6,762.6,,77,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,19.1,25.9,,,300-600,,,30.0,18.7,No precipitation,6,,,,
29.02.2020 08:00,19.6,754.2,762.2,0.8,96,Wind blowing from the north-northeast,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,300-600,,,7.0,18.9,No precipitation,12,,,,
29.02.2020 05:00,19.6,753.4,761.4,,96,Wind blowing from the east,1,,7,,Mist. ,,,18.6,25.9,,,,,,6.0,18.9,No precipitation,6,,,,
29.02.2020 02:00,19.5,754.2,762.2,-0.6,96,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.9,,,2500 or more  or no clouds.,,,11.0,18.8,No precipitation,12,,,,
28.02.2020 23:00,20.6,754.8,762.8,,94,Wind blowing from the east-northeast,1,,7,, ,,,18.4,25.9,,,,,,18.0,19.6,No precipitation,6,,,,
28.02.2020 20:00,21.0,754.3,762.3,,93,Wind blowing from the south-southeast,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.9,,,2500 or more  or no clouds.,,,24.0,19.8,No precipitation,12,,,,
28.02.2020 17:00,23.9,754.0,762.0,,73,Wind blowing from the south,3,,7,90  or more  but not 100%, ,,,18.4,25.9,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,30.0,18.7,No precipitation,6,,,,
28.02.2020 14:00,24.8,755.0,763.0,-1.7,68,Wind blowing from the south-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.8,,,300-600,,,29.0,18.4,No precipitation,12,,,,
28.02.2020 11:00,22.7,756.7,764.8,,76,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%, ,,,18.4,25.8,,,300-600,,,22.0,18.2,No precipitation,6,,,,
28.02.2020 08:00,19.1,756.0,764.1,0.8,92,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,1000-1500,,,19.0,17.7,No precipitation,12,,,,
28.02.2020 05:00,18.6,755.2,763.2,,92,Wind blowing from the east,2,,7,, ,,,18.4,25.8,,,,,,25.0,17.2,No precipitation,6,,,,
28.02.2020 02:00,18.9,756.0,764.0,-1.2,89,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,25.8,,,2500 or more  or no clouds.,,,30.0,17.0,No precipitation,12,,,,
27.02.2020 23:00,19.2,757.2,765.2,,92,Wind blowing from the east,3,,9,, ,,,19.2,25.8,,,,,,28.0,17.8,No precipitation,6,,,,
27.02.2020 20:00,21.1,756.0,764.0,1.0,89,Wind blowing from the south-southeast,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.8,,,2500 or more  or no clouds.,,,30.0,19.2,No precipitation,12,,,,
27.02.2020 17:00,23.7,755.0,763.0,,75,Wind blowing from the south-southeast,4,,9,70 – 80%., ,,,19.4,25.8,,,300-600,,,30.0,19.0,No precipitation,6,,,,
27.02.2020 14:00,24.8,756.0,763.9,-1.8,71,Wind blowing from the south-southeast,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,28.0,,,300-600,,,30.0,19.1,No precipitation,12,,,,
27.02.2020 11:00,23.2,757.8,765.8,,82,Wind blowing from the south,1,,4,90  or more  but not 100%, ,,,19.4,28.0,,,300-600,,,29.0,19.9,No precipitation,6,,,,
27.02.2020 08:00,19.5,756.7,764.7,1.8,98,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,1000-1500,,,1.5,19.1,No precipitation,12,,,,
27.02.2020 05:00,19.8,754.9,762.9,,97,Wind blowing from the north-northeast,2,,7,,Mist. ,,,19.2,28.0,,,,,,6.0,19.3,No precipitation,6,,,,
27.02.2020 02:00,21.0,755.5,763.5,-0.8,96,Wind blowing from the north,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,28.0,,,2500 or more  or no clouds.,,,5.0,20.3,No precipitation,12,,,,
26.02.2020 23:00,21.1,756.3,764.2,,96,Wind blowing from the south,2,,8,, ,,,19.2,28.0,,,,,,10.0,20.4,No precipitation,6,,,,
26.02.2020 20:00,21.6,755.5,763.5,0.9,95,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,28.0,,,,,,16.0,20.7,No precipitation,12,,,,
26.02.2020 17:00,24.5,754.6,762.7,,78,Wind blowing from the south,3,,8,no clouds, ,,,19.2,28.0,,,,,,30.0,20.4,No precipitation,6,,,,
26.02.2020 14:00,27.2,755.2,763.1,-2.1,65,Wind blowing from the south,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,27.5,,,300-600,,,30.0,20.0,No precipitation,12,,,,
26.02.2020 11:00,25.0,757.3,765.4,,72,Wind blowing from the north-northeast,2,,4,10%  or less  but not 0, ,,,19.2,27.0,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,30.0,19.6,No precipitation,6,,,,
26.02.2020 08:00,19.9,756.8,764.8,1.7,98,Wind blowing from the north-northwest,1,,4,20–30%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,300-600,,,6.0,19.5,Trace of precipitation,12,,,,
26.02.2020 05:00,19.6,755.1,763.1,,98,Wind blowing from the north-northwest,2,,7,,Mist. ,,,19.4,27.0,,,,,,2.7,19.2,No precipitation,6,,,,
26.02.2020 02:00,19.9,755.1,763.0,-0.6,97,Wind blowing from the north-west,2,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,27.0,,,2500 or more  or no clouds.,,,6.0,19.4,No precipitation,12,,,,
25.02.2020 23:00,20.4,755.7,763.7,,96,Wind blowing from the south-southwest,1,,8,, ,,,19.1,27.0,,,,,,11.0,19.7,No precipitation,6,,,,
25.02.2020 20:00,21.0,754.9,762.9,0.9,95,Wind blowing from the south,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,27.0,,,,,,13.0,20.1,Trace of precipitation,12,,,,
25.02.2020 17:00,24.3,754.0,762.1,,76,Wind blowing from the south,3,,8,10%  or less  but not 0, ,,,19.1,27.0,,Sky obscured by fog and/or other meteorological phenomena.,300-600,,,30.0,19.8,No precipitation,6,,,,
25.02.2020 14:00,26.0,754.9,762.8,,63,Wind blowing from the south,2,,6,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.4,,,2500 or more  or no clouds.,,,30.0,18.4,Trace of precipitation,12,,,,
25.02.2020 11:00,23.1,756.9,764.9,,79,Wind blowing from the north-east,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.2,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,15.0,19.2,No precipitation,6,,,,
25.02.2020 08:00,19.6,756.4,764.5,1.5,95,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,1000-1500,,,9.0,18.7,Trace of precipitation,12,,,,
25.02.2020 05:00,19.5,754.9,762.9,,94,Wind blowing from the east-northeast,2,,7,, ,,,17.4,25.2,,,,,,13.0,18.5,No precipitation,6,,,,
25.02.2020 02:00,19.4,755.5,763.6,-1.0,95,Wind blowing from the north-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.2,,,2500 or more  or no clouds.,,,14.0,18.5,No precipitation,12,,,,
24.02.2020 23:00,19.5,756.5,764.5,,95,Wind blowing from the north-northeast,2,,9,, ,,,16.7,25.2,,,,,,12.0,18.6,No precipitation,6,,,,
24.02.2020 20:00,20.9,756.1,764.2,,88,Wind blowing from the south-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.2,,,1000-1500,,,21.0,18.8,No precipitation,12,,,,
24.02.2020 17:00,23.0,755.5,763.5,,76,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%, ,,,16.7,25.2,,,2500 or more  or no clouds.,,,24.0,18.5,No precipitation,6,,,,
24.02.2020 14:00,23.9,756.7,764.7,-2.1,67,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.2,,,600-1000,,,23.0,17.4,No precipitation,12,,,,
24.02.2020 11:00,21.7,758.8,766.9,,70,Wind blowing from the south-southeast,1,,5,, ,,,16.7,25.2,,,,,,22.0,15.9,No precipitation,6,,,,
24.02.2020 08:00,18.2,758.2,766.3,0.8,84,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,1000-1500,,,19.0,15.4,No precipitation,12,,,,
24.02.2020 05:00,17.4,757.4,765.5,,82,Wind blowing from the north,2,,7,, ,,,16.7,25.2,,,,,,24.0,14.3,No precipitation,6,,,,
24.02.2020 02:00,17.7,758.3,766.4,-0.8,78,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.2,,,2500 or more  or no clouds.,,,25.0,13.8,No precipitation,12,,,,
23.02.2020 23:00,18.3,759.1,767.2,,75,Wind blowing from the east-northeast,2,,7,, ,,,16.7,25.2,,,,,,29.0,13.8,No precipitation,6,,,,
23.02.2020 20:00,19.7,758.6,766.7,0.4,70,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,25.2,,,,,,30.0,14.0,No precipitation,12,,,,
23.02.2020 17:00,21.9,758.2,766.3,,62,Wind blowing from the south,3,,7,20–30%., ,,,16.7,25.2,,,300-600,,,30.0,14.3,No precipitation,6,,,,
23.02.2020 14:00,24.1,759.7,767.8,,60,Wind blowing from the south,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,26.6,,,300-600,,,30.0,15.8,No precipitation,12,,,,
23.02.2020 11:00,21.9,762.1,770.2,,68,Wind blowing from the east,2,,7,20–30%., ,,,16.7,26.6,,,300-600,,,21.0,15.7,No precipitation,6,,,,
23.02.2020 08:00,17.2,761.5,769.7,1.2,91,Wind blowing from the east-northeast,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,26.6,,,,,,10.0,15.7,No precipitation,12,,,,
23.02.2020 05:00,17.3,760.3,768.4,,89,Wind blowing from the east-northeast,2,,5,, ,,,15.5,26.6,,,,,,13.0,15.4,No precipitation,6,,,,
23.02.2020 02:00,17.9,760.5,768.5,-0.7,81,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,26.6,,,2500 or more  or no clouds.,,,12.0,14.6,No precipitation,12,,,,
22.02.2020 23:00,19.4,761.2,769.3,,85,Wind blowing from the south-southeast,2,,9,, ,,,15.5,26.6,,,,,,9.0,16.8,No precipitation,6,,,,
22.02.2020 20:00,21.7,760.3,768.5,,57,Wind blowing from the south-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,26.6,,,,,,29.0,12.8,No precipitation,12,,,,
