Local time in Jixi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 08:00,-10.3,743.5,770.1,1.0,88,Wind blowing from the south,2,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-2.4,,,600-1000,,,5.0,-11.9,Trace of precipitation,12,,,,
02.03.2020 05:00,-11.2,742.5,769.0,,89,Wind blowing from the south,2,,4,,Mist. ,,,-13.9,-2.4,,,,,,6.0,-12.7,No precipitation,6,,,,
02.03.2020 02:00,-10.7,742.0,768.5,0.0,88,Wind blowing from the north-west,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.4,,,2500 or more  or no clouds.,,,8.0,-12.3,No precipitation,12,,,,
01.03.2020 23:00,-9.0,742.0,768.4,,85,Wind blowing from the west,1,,,, ,,,-13.9,-2.4,,,,,,7.0,-11.1,No precipitation,6,,,,
01.03.2020 20:00,-7.5,742.0,768.7,0.6,84,Wind blowing from the east-northeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.4,,,2500 or more  or no clouds.,,,10.0,-9.7,Trace of precipitation,12,,,,
01.03.2020 17:00,-5.5,741.4,768.1,,70,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,-13.9,-2.4,,,600-1000,,,18.0,-10.1,No precipitation,6,,,,
01.03.2020 14:00,-3.7,741.1,767.6,-1.0,63,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-1.1,,,600-1000,,,18.0,-9.9,Trace of precipitation,12,,,,
01.03.2020 11:00,-4.4,742.1,768.6,,70,Wind blowing from the south-east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.7,,,2500 or more  or no clouds.,,,11.0,-9.2,No precipitation,6,,,,
01.03.2020 08:00,-10.9,742.7,769.4,0.8,88,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.7,,,2500 or more  or no clouds.,,,6.0,-12.5,No precipitation,12,,,,
01.03.2020 05:00,-13.0,741.9,768.5,,88,Wind blowing from the north-west,1,,6,, ,,,-13.2,-0.7,,,,,,9.0,-14.6,No precipitation,6,,,,
01.03.2020 02:00,-12.6,741.8,768.2,0.4,89,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-0.7,,,2500 or more  or no clouds.,,,10.0,-14.0,No precipitation,12,,,,
29.02.2020 23:00,-10.0,741.4,767.7,,86,Wind blowing from the west,2,,,, ,,,-10.1,-0.7,,,,,,16.0,-11.9,No precipitation,6,,,,
29.02.2020 20:00,-7.7,740.8,767.1,1.1,78,Wind blowing from the west,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-0.7,,,2500 or more  or no clouds.,,,14.0,-10.9,No precipitation,12,,,,
29.02.2020 17:00,-5.1,739.7,766.0,,68,Wind blowing from the north-northwest,3,,8,60%., ,,,-7.0,-0.7,,,2500 or more  or no clouds.,,,20.0,-10.1,No precipitation,6,,,,
29.02.2020 14:00,-1.4,738.6,764.5,,59,Wind blowing from the north-northwest,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,-0.7,,,2500 or more  or no clouds.,,,14.0,-8.4,1.0,12,,,,
29.02.2020 11:00,-2.2,738.6,764.6,,65,Wind blowing from the west-northwest,3,,5,60%., ,,,-7.0,-1.0,,,2500 or more  or no clouds.,,,14.0,-7.9,0.4,6,,,,
29.02.2020 08:00,-5.9,738.3,764.5,0.8,88,Wind blowing from the south-southwest,2,,9,60%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,7.0,-7.6,4.0,12,,,,
29.02.2020 05:00,-6.8,737.5,763.6,,91,Wind blowing from the south-west,2,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-10.7,-1.0,,,,,,5.0,-8.0,3.0,6,,,,
29.02.2020 02:00,-6.1,736.8,762.7,-0.2,91,Wind blowing from the east,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.0,,,2500 or more  or no clouds.,,,5.0,-7.3,3.0,12,,,,
28.02.2020 23:00,-6.5,737.0,763.0,,90,Wind blowing from the east,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-10.7,-1.0,,,,,,3.1,-7.9,1.0,6,,,,
28.02.2020 20:00,-5.7,737.8,764.0,,66,Wind blowing from the east,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.0,,,2500 or more  or no clouds.,,,12.0,-11.2,Trace of precipitation,12,,,,
28.02.2020 17:00,-4.1,738.1,764.4,,59,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,-10.7,-1.0,,,2500 or more  or no clouds.,,,25.0,-11.1,No precipitation,6,,,,
28.02.2020 14:00,-2.4,738.9,765.0,-1.4,47,Wind blowing from the east-northeast,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.5,,,2500 or more  or no clouds.,,,23.0,-12.4,No precipitation,12,,,,
28.02.2020 11:00,-1.0,740.3,766.3,,40,Wind blowing from the north-northwest,1,,6,40%., ,,,-10.7,0.5,,,2500 or more  or no clouds.,,,21.0,-12.9,No precipitation,6,,,,
28.02.2020 08:00,-8.6,741.5,767.8,,59,Wind blowing from the north-northwest,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.5,,,2500 or more  or no clouds.,,,12.0,-15.2,No precipitation,12,,,,
28.02.2020 02:00,-7.7,742.9,769.0,-0.6,56,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,0.5,,,2500 or more  or no clouds.,,,27.0,-15.0,No precipitation,12,,,,
27.02.2020 23:00,-6.2,743.5,769.6,,51,Wind blowing from the west,4,,,, ,,,-9.2,0.5,,,,,,18.0,-14.7,No precipitation,6,,,,
27.02.2020 20:00,-3.6,743.9,770.2,0.2,39,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,0.5,,,,,,29.0,-15.6,No precipitation,12,,,,
27.02.2020 17:00,-1.1,743.7,769.9,,33,Wind blowing from the west,4,,12,no clouds, ,,,-9.2,0.5,,,,,,30.0,-15.3,No precipitation,6,,,,
27.02.2020 14:00,0.1,743.8,770.0,,31,Wind blowing from the west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,0.5,,,,,,30.0,-15.0,No precipitation,12,,,,
27.02.2020 11:00,-1.9,745.3,771.6,,41,Wind blowing from the south-west,7,,9,no clouds, ,,,-9.2,-1.3,,,,,,29.0,-13.4,No precipitation,6,,,,
27.02.2020 08:00,-7.1,746.0,772.6,0.3,55,Wind blowing from the west-southwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,,,,,,,22.0,-14.8,No precipitation,12,,,,
27.02.2020 05:00,-8.7,745.7,772.1,,60,Wind blowing from the west-southwest,5,,7,, ,,,-14.8,-1.3,,,,,,26.0,-15.1,No precipitation,6,,,,
27.02.2020 02:00,-8.1,745.3,771.7,0.0,58,Wind blowing from the west-southwest,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-1.3,,,2500 or more  or no clouds.,,,25.0,-14.9,No precipitation,12,,,,
26.02.2020 23:00,-7.7,745.3,771.7,,58,Wind blowing from the west,3,,,, ,,,-14.8,-1.3,,,,,,18.0,-14.7,No precipitation,6,,,,
26.02.2020 20:00,-6.3,745.2,772.0,0.1,53,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-1.3,,,,,,17.0,-14.5,No precipitation,12,,,,
26.02.2020 17:00,-2.9,745.1,771.8,,40,Wind blowing from the west,3,,12,no clouds, ,,,-14.8,-1.3,,,,,,27.0,-14.6,No precipitation,6,,,,
26.02.2020 14:00,-1.6,744.7,771.1,-0.6,32,Wind blowing from the north-west,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-0.9,,,,,,30.0,-16.1,No precipitation,12,,,,
26.02.2020 11:00,-3.2,745.3,771.7,,40,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-14.8,-0.9,,,,,,25.0,-14.9,No precipitation,6,,,,
26.02.2020 08:00,-12.4,745.9,772.6,0.6,75,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-0.9,,,,,,10.0,-15.9,No precipitation,12,,,,
26.02.2020 05:00,-13.8,745.3,772.0,,84,Wind blowing from the west,3,,7,, ,,,-13.9,-0.9,,,,,,16.0,-15.9,No precipitation,6,,,,
26.02.2020 02:00,-11.8,744.8,771.3,0.0,83,Wind blowing from the west-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-0.9,,,2500 or more  or no clouds.,,,15.0,-14.2,No precipitation,12,,,,
25.02.2020 23:00,-10.1,744.8,771.4,,71,Wind blowing from the west-northwest,3,,,, ,,,-12.4,-0.9,,,,,,18.0,-14.4,No precipitation,6,,,,
25.02.2020 20:00,-5.6,744.9,771.4,,50,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-0.9,,,,,,29.0,-14.6,No precipitation,12,,,,
25.02.2020 14:00,-1.3,744.2,770.5,,44,Wind blowing from the north-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-0.8,,,,,,27.0,-12.0,No precipitation,12,,,,
25.02.2020 11:00,-3.9,745.1,771.5,,55,Wind blowing from the west-northwest,3,,8,no clouds, ,,,-12.4,-0.8,,,,,,22.0,-11.6,No precipitation,6,,,,
25.02.2020 08:00,-9.4,745.7,772.3,0.7,75,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-0.8,,,,,,12.0,-13.0,No precipitation,12,,,,
25.02.2020 05:00,-10.8,745.0,771.4,,81,Wind blowing from the west,1,,8,, ,,,-11.4,-0.8,,,,,,20.0,-13.4,No precipitation,6,,,,
25.02.2020 02:00,-9.2,744.4,770.7,0.8,75,Wind blowing from the south,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-0.8,,,2500 or more  or no clouds.,,,25.0,-12.8,No precipitation,12,,,,
24.02.2020 23:00,-6.9,743.6,769.9,,65,Wind blowing from the south-west,2,,,, ,,,-6.9,-0.8,,,,,,26.0,-12.4,No precipitation,6,,,,
24.02.2020 20:00,-5.3,742.8,768.9,,59,Wind blowing from the west,6,,19,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.8,,,1000-1500,,,25.0,-12.1,No precipitation,12,,,,
24.02.2020 17:00,-2.8,741.0,767.1,,48,Wind blowing from the west,5,,19,70 – 80%., ,,,-6.3,-0.8,,,1000-1500,,,29.0,-12.3,No precipitation,6,,,,
24.02.2020 14:00,-1.5,739.4,765.4,1.3,48,Wind blowing from the west-northwest,6,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.9,,,600-1000,,,19.0,-11.1,No precipitation,12,,,,
24.02.2020 11:00,-2.1,738.1,763.9,,47,Wind blowing from the west,8,,19,40%., ,,,-6.3,-0.9,,,600-1000,,,19.0,-11.9,No precipitation,6,,,,
24.02.2020 08:00,-2.4,735.8,761.6,1.0,50,Wind blowing from the west,8,,16,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.9,,,1000-1500,,,25.0,-11.4,Trace of precipitation,12,,,,
24.02.2020 05:00,-5.0,734.8,760.7,,76,Wind blowing from the west,2,,5,, ,,,,-0.9,,,,,,17.0,-8.6,No precipitation,6,,,,
24.02.2020 02:00,-4.9,734.2,760.0,-0.6,67,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.9,,,2500 or more  or no clouds.,,,17.0,-10.1,No precipitation,12,,,,
23.02.2020 23:00,-4.1,734.8,760.8,,63,Wind blowing from the east-northeast,3,,,, ,,,,-0.9,,,,,,10.0,-10.1,No precipitation,6,,,,
23.02.2020 20:00,-3.1,736.4,762.6,-0.4,52,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.9,,,1000-1500,,,10.0,-11.6,No precipitation,12,,,,
23.02.2020 17:00,-2.6,736.8,763.0,,50,Wind blowing from the south,1,,14,70 – 80%., ,,,-10.8,-0.9,,,1000-1500,,,22.0,-11.8,No precipitation,6,,,,
23.02.2020 14:00,-1.4,737.5,763.6,,42,Wind blowing from the west-southwest,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-1.3,,,1000-1500,,,26.0,-12.9,No precipitation,12,,,,
23.02.2020 11:00,-4.9,738.8,765.0,,49,Wind blowing from the south-west,7,,14,no clouds, ,,,-10.8,-4.0,,,,,,25.0,-14.2,No precipitation,6,,,,
23.02.2020 08:00,-9.3,739.1,765.5,1.6,51,Wind blowing from the west-southwest,7,,14,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.0,,,,,,20.0,-17.6,No precipitation,12,,,,
23.02.2020 05:00,-10.7,737.5,763.9,,57,Wind blowing from the west-southwest,8,,14,, ,,,-10.8,-4.0,,,,,,25.0,-17.6,No precipitation,6,,,,
23.02.2020 02:00,-9.4,736.9,763.1,0.8,59,Wind blowing from the west-southwest,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-4.0,,,2500 or more  or no clouds.,,,25.0,-16.1,0.1,12,,,,
22.02.2020 23:00,-6.3,736.1,762.2,,69,Wind blowing from the west,7,,,,Snow not falling as shower(s). ,,,-7.6,-4.0,,,,,,19.0,-11.2,0.1,6,,,,
22.02.2020 20:00,-5.9,735.4,761.6,,69,Wind blowing from the west,7,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-4.0,,,1000-1500,,,15.0,-10.7,0.3,12,,,,
22.02.2020 17:00,-5.9,734.5,760.6,,70,Wind blowing from the west-northwest,4,,10,90  or more  but not 100%, ,,,-7.6,-4.0,,,1000-1500,,,18.0,-10.5,No precipitation,6,,,,
22.02.2020 14:00,-4.3,733.6,759.5,-0.7,63,Wind blowing from the west-northwest,7,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-4.0,,,1000-1500,,,21.0,-10.3,4.0,12,,,,
22.02.2020 11:00,-5.7,734.3,760.4,,69,Wind blowing from the west-northwest,5,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.6,-5.4,,,1000-1500,,,17.0,-10.5,2.0,6,,,,
22.02.2020 08:00,-7.4,735.6,761.8,0.2,87,Wind blowing from the west-northwest,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,,,,,2500 or more  or no clouds.,,,5.0,-9.2,7.0,12,,,,
22.02.2020 05:00,-6.8,735.4,761.6,,92,Wind blowing from the west,2,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,,,,,,,,2.7,-7.9,4.0,6,,,,
22.02.2020 02:00,-6.7,736.8,763.0,-2.2,90,Wind blowing from the east,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.4,,,2500 or more  or no clouds.,,,1.8,-8.1,6.0,12,,,,
