Local time in Shangzhi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 08:00,-8.3,751.9,770.5,1.0,89,Wind blowing from the south-west,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-1.5,,,2500 or more  or no clouds.,,,1.7,-9.8,0.1,12,,,,
02.03.2020 05:00,-8.9,750.9,769.4,,90,Wind blowing from the south-west,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.9,-1.5,,,,,,2.2,-10.2,0.1,6,,,,
02.03.2020 02:00,-6.7,750.2,768.6,,88,Wind blowing from the west,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-1.5,,,2500 or more  or no clouds.,,,2.5,-8.4,No precipitation,12,,,,
01.03.2020 20:00,-4.8,749.6,768.1,0.7,76,Wind blowing from the south-southwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-1.5,,,2500 or more  or no clouds.,,,6.0,-8.4,0.3,12,,,,
01.03.2020 17:00,-3.3,748.9,767.3,,64,Wind blowing from the south-southwest,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-1.5,,,,,,4.2,-9.3,0.1,6,,,,
01.03.2020 14:00,-1.6,748.6,766.9,-0.9,59,Wind blowing from the south,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-1.6,,,2500 or more  or no clouds.,,,19.0,-8.6,0.3,12,,,,
01.03.2020 11:00,-3.2,749.5,767.8,,72,Wind blowing from the south-southwest,1,,2,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-2.9,,,,,,8.0,-7.5,0.2,6,,,,
01.03.2020 08:00,-5.7,750.0,768.4,0.3,90,Wind blowing from the south-east,0,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-3.5,,,1000-1500,,,2.0,-7.1,0.1,12,,,,
01.03.2020 05:00,-7.2,749.7,768.2,,90,Wind blowing from the east-southeast,1,,2,,Mist. ,,,-7.2,-3.5,,,,,,4.7,-8.6,0.1,6,,,,
01.03.2020 02:00,-6.1,749.8,768.3,,92,Wind blowing from the south-west,1,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-3.1,,,2500 or more  or no clouds.,,,4.2,-7.2,0.1,12,,,,
29.02.2020 20:00,-4.9,749.2,767.6,0.6,90,Wind blowing from the south-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-1.5,,,2500 or more  or no clouds.,,,2.5,-6.3,0.3,12,,,,
29.02.2020 17:00,-4.3,748.6,766.9,,81,Wind blowing from the south-west,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-1.5,,,,,,2.3,-7.1,0.1,6,,,,
29.02.2020 14:00,-3.6,748.0,766.3,0.3,75,Wind blowing from the west-southwest,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-1.5,,,2500 or more  or no clouds.,,,4.2,-7.4,0.3,12,,,,
29.02.2020 11:00,-4.1,747.7,766.0,,73,Wind blowing from the west-southwest,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-1.5,,,,,,6.0,-8.2,0.2,6,,,,
29.02.2020 08:00,-5.2,747.0,765.4,1.1,85,Wind blowing from the west-southwest,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.5,,,2500 or more  or no clouds.,,,2.5,-7.3,0.2,12,,,,
29.02.2020 05:00,-5.0,745.9,764.2,,90,Wind blowing from the west-southwest,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.5,,,,,,3.4,-6.4,No precipitation,6,,,,
29.02.2020 02:00,-3.1,745.0,763.3,,87,Wind blowing from the west-southwest,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.5,,,2500 or more  or no clouds.,,,4.5,-5.0,6.0,12,,,,
28.02.2020 20:00,-3.8,744.1,762.5,,93,Wind blowing from the north,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.5,,,2500 or more  or no clouds.,,,2.0,-4.8,6.0,12,,,,
28.02.2020 17:00,-4.5,744.1,762.7,,92,Wind blowing from the north-northwest,2,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.6,-2.5,,,1000-1500,,,0.7,-5.6,3.0,6,,,,
28.02.2020 14:00,-3.9,744.7,763.3,-2.1,82,Wind blowing from the north,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.1,,,2500 or more  or no clouds.,,,4.3,-6.5,0.7,12,,,,
28.02.2020 11:00,-4.7,746.8,765.5,,58,Wind blowing from the east-southeast,1,,4,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.1,,,,,,6.0,-11.7,No precipitation,6,,,,
28.02.2020 08:00,-10.2,747.7,766.4,-0.9,80,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.1,,,2500 or more  or no clouds.,,,7.0,-13.1,No precipitation,12,,,,
28.02.2020 05:00,-14.3,748.6,767.2,,83,Wind blowing from the south,0,,3,,Snow not falling as shower(s). ,,,-15.0,-0.1,,,,,,5.0,-16.6,No precipitation,6,,,,
28.02.2020 02:00,-13.7,750.4,769.0,,84,Wind blowing from the south-west,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.1,,,2500 or more  or no clouds.,,,3.6,-15.8,No precipitation,12,,,,
27.02.2020 20:00,-9.3,752.8,771.7,-0.6,79,Wind blowing from the south-east,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.1,,,,,,4.6,-12.3,No precipitation,12,,,,
27.02.2020 17:00,-2.5,753.4,772.1,,55,Wind blowing from the south-west,3,,8,no clouds, ,,,-15.0,-0.1,,,,,,8.0,-10.3,No precipitation,6,,,,
27.02.2020 14:00,-0.4,754.0,772.7,-1.8,51,Wind blowing from the west-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-0.4,,,2500 or more  or no clouds.,,,19.0,-9.5,No precipitation,12,,,,
27.02.2020 11:00,-4.2,755.8,774.7,,61,Wind blowing from the south-west,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-1.3,,,,,,9.0,-10.6,No precipitation,6,,,,
27.02.2020 08:00,-11.6,756.7,775.7,0.3,84,Wind blowing from the south-west,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-1.3,,,2500 or more  or no clouds.,,,3.3,-13.8,No precipitation,12,,,,
27.02.2020 05:00,-14.2,756.4,775.3,,87,Wind blowing from the south-southwest,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.6,-1.3,,,,,,5.0,-15.9,No precipitation,6,,,,
27.02.2020 02:00,-13.3,756.4,775.2,,86,Wind blowing from the south-west,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.3,,,2500 or more  or no clouds.,,,5.0,-15.1,No precipitation,12,,,,
26.02.2020 20:00,-8.8,756.0,775.1,0.5,79,Wind blowing from the west-southwest,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.3,,,2500 or more  or no clouds.,,,2.6,-11.9,No precipitation,12,,,,
26.02.2020 17:00,-4.7,755.5,774.7,,62,Wind blowing from the west-southwest,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.3,,,,,,3.7,-10.9,No precipitation,6,,,,
26.02.2020 14:00,-2.0,755.0,773.9,-0.6,51,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.8,,,2500 or more  or no clouds.,,,18.0,-11.0,No precipitation,12,,,,
26.02.2020 11:00,-5.7,755.6,774.6,,60,Wind blowing from the south-west,3,,5,no clouds, ,,,-20.6,-2.0,,,,,,12.0,-12.4,No precipitation,6,,,,
26.02.2020 08:00,-15.8,755.7,774.9,1.0,80,Wind blowing from the south-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-2.0,,,2500 or more  or no clouds.,,,1.7,-18.5,No precipitation,12,,,,
26.02.2020 05:00,-19.7,754.7,773.8,,84,Wind blowing from the south-southeast,1,,3,, ,,,-21.2,-2.0,,,,,,7.0,-21.8,No precipitation,6,,,,
26.02.2020 02:00,-17.9,754.2,773.1,,84,Wind blowing from the west-southwest,1,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-2.0,,,2500 or more  or no clouds.,,,8.0,-19.9,No precipitation,12,,,,
25.02.2020 20:00,-10.5,753.8,773.0,0.5,78,Wind blowing from the south,1,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-2.0,,,2500 or more  or no clouds.,,,4.7,-13.6,No precipitation,12,,,,
25.02.2020 17:00,-3.9,753.3,772.3,,55,Wind blowing from the east,1,,,, ,,,-21.2,-2.0,,,,,,14.0,-11.6,No precipitation,6,,,,
25.02.2020 14:00,-2.3,753.4,772.3,,55,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-2.2,,,2500 or more  or no clouds.,,,26.0,-10.3,No precipitation,12,,,,
25.02.2020 11:00,-5.2,754.6,773.5,,64,Wind blowing from the south-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-2.8,,,,,,7.0,-11.1,No precipitation,6,,,,
25.02.2020 08:00,-17.9,755.2,774.4,0.9,82,Wind blowing from the east-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-2.8,,,,,,3.9,-20.2,No precipitation,12,,,,
25.02.2020 05:00,-19.2,754.3,773.3,,83,Wind blowing from the south,0,,4,,Mist. ,,,-19.3,-2.8,,,,,,7.0,-21.4,No precipitation,6,,,,
25.02.2020 02:00,-17.2,753.8,772.7,,84,Wind blowing from the south-west,1,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-2.8,,,2500 or more  or no clouds.,,,5.0,-19.3,No precipitation,12,,,,
24.02.2020 20:00,-9.9,752.6,771.4,,80,Wind blowing from the west-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-1.4,,,,,,5.0,-12.7,No precipitation,12,,,,
24.02.2020 17:00,-4.8,751.5,770.1,,62,Wind blowing from the south-west,2,,9,no clouds, ,,,-10.1,-0.1,,,,,,4.4,-11.0,No precipitation,6,,,,
24.02.2020 14:00,-3.0,750.6,768.9,0.5,58,Wind blowing from the west-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.8,,,,,,13.0,-10.3,No precipitation,12,,,,
24.02.2020 11:00,-4.8,750.1,768.4,,65,Wind blowing from the west-southwest,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.8,,,,,,9.0,-10.4,No precipitation,6,,,,
24.02.2020 08:00,-8.5,748.6,767.1,2.6,79,Wind blowing from the west-southwest,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.8,,,2500 or more  or no clouds.,,,5.0,-11.5,No precipitation,12,,,,
24.02.2020 05:00,-8.1,746.0,764.3,,85,Wind blowing from the south-west,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-16.8,0.8,,,,,,10.0,-10.2,No precipitation,6,,,,
24.02.2020 02:00,-2.9,743.7,761.8,,73,Wind blowing from the west,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.8,,,2500 or more  or no clouds.,,,17.0,-7.1,No precipitation,12,,,,
23.02.2020 20:00,-1.4,742.3,760.7,-0.9,63,Wind blowing from the south-west,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,0.8,,,1000-1500,,,8.0,-7.7,No precipitation,12,,,,
23.02.2020 17:00,-1.0,743.2,761.8,,68,Wind blowing from the south-southeast,2,,9,90  or more  but not 100%, ,,,-16.8,0.8,,,,,,22.0,-6.2,No precipitation,6,,,,
23.02.2020 14:00,0.4,744.7,763.1,-3.0,46,Wind blowing from the south-west,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,0.4,,,1000-1500,,,20.0,-10.1,No precipitation,12,,,,
23.02.2020 11:00,-4.4,747.7,766.3,,63,Wind blowing from the west-southwest,3,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.0,,,,,,11.0,-10.4,No precipitation,6,,,,
23.02.2020 08:00,-13.9,748.9,767.8,-0.1,88,Wind blowing from the south-southwest,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.0,,,2500 or more  or no clouds.,,,2.0,-15.5,No precipitation,12,,,,
23.02.2020 05:00,-15.7,749.0,767.8,,87,Wind blowing from the south,1,,6,, ,,,-16.2,-4.0,,,,,,9.0,-17.4,No precipitation,6,,,,
23.02.2020 02:00,-14.9,749.2,768.0,,83,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-4.0,,,2500 or more  or no clouds.,,,11.0,-17.1,0.2,12,,,,
22.02.2020 20:00,-9.3,748.0,766.7,,77,Wind blowing from the west-southwest,2,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-4.0,,,2500 or more  or no clouds.,,,12.0,-12.6,2.0,12,,,,
