Local time in Weichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 14:00,-2.6,687.8,769.6,-0.1,35,Wind blowing from the north-northwest,5,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-1.6,,,600-1000,,,30.0,-16.0,No precipitation,12,,,,
01.03.2020 11:00,-3.6,687.9,769.6,,47,Wind blowing from the west,5,,11,60%., ,,,-10.2,-1.6,,,600-1000,,,30.0,-13.3,No precipitation,6,,,,
01.03.2020 08:00,-8.7,687.8,770.2,0.9,73,Wind blowing from the north-northeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-1.6,,,2500 or more  or no clouds.,,,30.0,-12.7,0.5,12,,,,
01.03.2020 05:00,-6.5,686.9,768.8,,69,Wind blowing from the north,1,,6,, ,,,-6.5,-1.6,,,,,,30.0,-11.4,0.2,6,,,,
01.03.2020 02:00,-4.8,686.3,767.9,,95,Wind blowing from the north-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-1.6,,,2500 or more  or no clouds.,,,1.1,-5.5,0.7,12,,,,
29.02.2020 20:00,-2.4,684.8,765.9,0.9,78,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.6,,,2500 or more  or no clouds.,,,8.0,-5.7,0.3,12,,,,
29.02.2020 17:00,-2.0,683.9,764.9,,76,Wind blowing from the south,1,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2500 or more  or no clouds.,,,6.0,-5.7,0.3,6,,,,
29.02.2020 14:00,-1.9,683.8,764.8,-0.3,76,Wind blowing from the south-east,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-4.1,,,,2500 or more  or no clouds.,,,2.5,-5.7,0.1,12,,,,
29.02.2020 11:00,-2.0,684.1,765.3,,61,Wind blowing from the east,1,,3,100%., ,,,-4.1,,,,2500 or more  or no clouds.,,,18.0,-8.7,No precipitation,6,,,,
29.02.2020 08:00,-2.5,683.8,764.8,,61,Wind blowing from the north-east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,2500 or more  or no clouds.,,,18.0,-9.0,No precipitation,12,,,,
29.02.2020 05:00,-2.8,682.9,762.7,,58,Wind blowing from the east,1,,6,, ,,,-4.1,6.8,,,,,,30.0,-10.1,No precipitation,6,,,,
29.02.2020 02:00,-3.0,683.7,763.4,,54,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.8,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
28.02.2020 20:00,-2.2,684.1,765.2,0.9,46,Wind blowing from the west-northwest,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.8,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
28.02.2020 17:00,5.0,683.2,763.2,,23,Wind blowing from the west,3,,9,no clouds, ,,,-3.8,6.8,,,,,,30.0,-14.4,No precipitation,6,,,,
28.02.2020 14:00,6.4,682.8,762.4,-1.2,21,Wind blowing from the west,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.8,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
28.02.2020 11:00,-0.7,684.0,764.8,,65,Wind blowing from the west-southwest,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,1.5,,,2500 or more  or no clouds.,,,5.0,-6.5,No precipitation,6,,,,
28.02.2020 08:00,-3.6,684.1,765.2,,78,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,-7.0,No precipitation,12,,,,
28.02.2020 05:00,-3.6,683.8,764.7,,74,Wind blowing from the south,1,,7,,Mist. ,,,,1.5,,,,,,6.0,-7.6,No precipitation,6,,,,
28.02.2020 02:00,-3.1,685.4,766.2,,74,Wind blowing from the south,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.5,,,2500 or more  or no clouds.,,,7.0,-7.2,No precipitation,12,,,,
27.02.2020 20:00,-2.3,687.6,770.1,-0.7,64,Wind blowing from the south,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,1.5,,,2500 or more  or no clouds.,,,10.0,-8.2,No precipitation,12,,,,
27.02.2020 17:00,-0.5,688.3,770.6,,57,Wind blowing from the south-east,3,,8,100%., ,,,-10.6,3.1,,,2500 or more  or no clouds.,,,12.0,-8.0,No precipitation,6,,,,
27.02.2020 14:00,1.0,688.9,770.8,-2.7,53,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.8,,,2500 or more  or no clouds.,,,9.0,-7.5,No precipitation,12,,,,
27.02.2020 11:00,-3.4,691.6,774.3,,65,Wind blowing from the south-west,1,,4,90  or more  but not 100%, ,,,-10.6,3.8,,,600-1000,,,8.0,-9.2,No precipitation,6,,,,
27.02.2020 08:00,-9.3,692.9,776.4,0.1,80,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,3.8,,,600-1000,,,10.0,-12.1,No precipitation,12,,,,
27.02.2020 05:00,-9.8,692.8,775.2,,80,Wind blowing from the north-northeast,1,,4,, ,,,-9.8,3.8,,,,,,14.0,-12.6,No precipitation,6,,,,
27.02.2020 02:00,-8.0,693.7,776.0,,72,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,3.8,,,2500 or more  or no clouds.,,,15.0,-12.2,No precipitation,12,,,,
26.02.2020 20:00,-4.1,693.6,776.5,1.1,60,Wind blowing from the east-northeast,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,3.8,,,,,,24.0,-10.7,No precipitation,12,,,,
26.02.2020 17:00,3.1,692.5,774.0,,32,Wind blowing from the south-west,1,,5,no clouds, ,,,-5.8,3.8,,,,,,30.0,-12.0,No precipitation,6,,,,
26.02.2020 14:00,2.5,692.8,774.3,-1.0,34,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.5,,,,,,24.0,-11.8,No precipitation,12,,,,
26.02.2020 11:00,-0.3,693.8,775.8,,44,Wind blowing from the east-southeast,1,,4,50%., ,,,-5.8,0.9,,,600-1000,,,23.0,-11.1,No precipitation,6,,,,
26.02.2020 08:00,-5.6,693.6,776.3,1.4,71,Wind blowing from the east-northeast,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,0.9,,,2500 or more  or no clouds.,,,27.0,-10.0,No precipitation,12,,,,
26.02.2020 05:00,-5.1,692.2,774.4,,69,Wind blowing from the north,1,,6,, ,,,-5.1,0.9,,,,,,16.0,-9.9,No precipitation,6,,,,
26.02.2020 02:00,-4.2,691.7,773.5,,62,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,0.9,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
25.02.2020 20:00,-2.9,689.8,771.6,1.6,57,Wind blowing from the west-northwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,0.9,,,2500 or more  or no clouds.,,,28.0,-10.4,No precipitation,12,,,,
25.02.2020 17:00,-1.2,688.2,769.3,,45,Wind blowing from the north-east,3,,7,90  or more  but not 100%, ,,,-2.4,2.3,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,6,,,,
25.02.2020 14:00,0.4,687.4,768.1,-0.9,40,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,,,,600-1000,,,27.0,-11.9,No precipitation,12,,,,
25.02.2020 11:00,-1.6,688.3,769.3,,44,Wind blowing from the north-northeast,3,,5,100%., ,,,-2.4,,,,600-1000,,,30.0,-12.5,No precipitation,6,,,,
25.02.2020 08:00,-2.1,688.0,769.0,1.1,49,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,,,,600-1000,,,30.0,-11.6,No precipitation,12,,,,
25.02.2020 05:00,-1.6,686.9,767.4,,46,Wind blowing from the north-northwest,1,,5,, ,,,-8.0,6.4,,,,,,30.0,-11.7,No precipitation,6,,,,
25.02.2020 02:00,-0.8,687.0,766.8,,43,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,6.4,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
24.02.2020 20:00,0.8,686.5,768.0,1.1,51,Wind blowing from the north,0,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,6.4,,,600-1000,,,30.0,-8.4,No precipitation,12,,,,
24.02.2020 17:00,2.3,685.4,766.5,,47,Wind blowing from the east-northeast,2,,8,100%., ,,,-8.0,8.2,,,600-1000,,,29.0,-7.9,No precipitation,6,,,,
24.02.2020 14:00,5.8,685.0,765.2,-1.5,36,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.7,,,600-1000,,,30.0,-8.1,No precipitation,12,,,,
24.02.2020 11:00,3.3,686.5,767.0,,40,Wind blowing from the east-northeast,2,,6,60%., ,,,-8.0,8.7,,,2500 or more  or no clouds.,,,13.0,-9.0,No precipitation,6,,,,
24.02.2020 08:00,-7.2,687.4,769.0,0.9,78,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,8.7,,,2500 or more  or no clouds.,,,13.0,-10.4,No precipitation,12,,,,
24.02.2020 05:00,-6.4,686.5,766.7,,74,Wind blowing from the north,2,,6,, ,,,,8.7,,,,,,24.0,-10.3,No precipitation,6,,,,
24.02.2020 02:00,-4.6,686.3,766.6,,68,Wind blowing from the north,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.7,,,2500 or more  or no clouds.,,,20.0,-9.6,No precipitation,12,,,,
23.02.2020 20:00,0.8,684.8,767.5,1.9,49,Wind blowing from the north-northeast,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.7,,,,,,22.0,-8.7,No precipitation,12,,,,
23.02.2020 17:00,8.2,682.9,764.2,,25,Wind blowing from the west,2,,12,20–30%., ,,,-16.5,8.7,,,2500 or more  or no clouds.,,,26.0,-10.7,No precipitation,6,,,,
23.02.2020 14:00,6.1,682.5,763.8,-2.0,27,Wind blowing from the south-southwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,6.3,,,2500 or more  or no clouds.,,,24.0,-11.5,No precipitation,12,,,,
23.02.2020 11:00,-1.9,684.5,767.0,,37,Wind blowing from the west-southwest,1,,5,20–30%., ,,,-16.5,-1.3,,,2500 or more  or no clouds.,,,19.0,-14.7,No precipitation,6,,,,
23.02.2020 08:00,-15.2,686.5,770.9,-1.0,78,Wind blowing from the north-northeast,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.3,,,2500 or more  or no clouds.,,,15.0,-18.2,No precipitation,12,,,,
23.02.2020 05:00,-15.7,687.5,771.0,,79,Wind blowing from the north,3,,6,, ,,,-16.5,-1.3,,,,,,30.0,-18.5,No precipitation,6,,,,
23.02.2020 02:00,-14.1,689.3,772.7,,75,Wind blowing from the north-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-1.3,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
22.02.2020 20:00,-9.0,690.9,774.7,0.0,55,Wind blowing from the east-northeast,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.3,,,,,,30.0,-16.4,No precipitation,12,,,,
22.02.2020 17:00,-1.9,690.9,773.7,,28,Wind blowing from the west,3,,12,no clouds, ,,,-9.5,-1.3,,,,,,30.0,-18.0,No precipitation,6,,,,
22.02.2020 14:00,-1.9,690.8,773.5,-0.5,28,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-0.2,,,,,,30.0,-18.0,No precipitation,12,,,,
22.02.2020 11:00,-4.4,691.3,774.4,,38,Wind blowing from the west,5,,11,no clouds, ,,,-9.5,0.4,,,,,,30.0,-16.6,No precipitation,6,,,,
22.02.2020 08:00,-8.5,690.7,774.1,0.9,55,Wind blowing from the west-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,,,,,,,30.0,-16.1,No precipitation,12,,,,
22.02.2020 05:00,-8.9,689.8,772.6,,56,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-16.1,,,,,,
22.02.2020 02:00,-8.6,689.8,772.2,,55,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,0.4,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
21.02.2020 20:00,-6.0,689.0,772.4,1.1,51,Wind blowing from the west,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,0.4,,,,,,30.0,-14.7,No precipitation,12,,,,
21.02.2020 17:00,-2.4,687.9,770.3,,37,Wind blowing from the west,5,,15,20–30%., ,,,-10.0,0.4,,,600-1000,,,30.0,-15.4,No precipitation,6,,,,
21.02.2020 14:00,-0.3,687.4,769.0,-0.9,30,Wind blowing from the west,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.1,,,600-1000,,,30.0,-15.8,No precipitation,12,,,,
21.02.2020 11:00,-1.0,688.3,769.9,,33,Wind blowing from the west,5,,9,70 – 80%., ,,,-10.0,1.1,,,2500 or more  or no clouds.,,,20.0,-15.2,No precipitation,6,,,,
21.02.2020 08:00,-9.8,688.9,771.9,0.0,87,Wind blowing from the north-east,1,,,70 – 80%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,1.1,,,2500 or more  or no clouds.,,,5.0,-11.6,0.1,12,,,,
21.02.2020 05:00,-8.6,688.9,771.1,,86,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-13.3,1.1,,,,,,5.0,-10.5,No precipitation,6,,,,
21.02.2020 02:00,-6.4,689.8,771.8,,92,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.1,,,2500 or more  or no clouds.,,,1.6,-7.5,,,,,,
20.02.2020 20:00,-4.0,690.1,773.8,0.4,79,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.1,,,2500 or more  or no clouds.,,,4.3,-7.1,No precipitation,12,,,,
