Local time in Lhasa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 14:00,3.8,488.1,755.9,-1.2,38,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,2500 or more  or no clouds.,,,30.0,-9.2,Trace of precipitation,12,,,,
03.03.2020 11:00,1.2,489.3,757.8,,59,Wind blowing from the south-southwest,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,10.8,,,1000-1500,,,30.0,-6.1,Trace of precipitation,6,,,,
03.03.2020 08:00,-0.9,488.6,756.9,,71,Wind blowing from the west-southwest,1,,8,70 – 80%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,10.8,,,2500 or more  or no clouds.,,,27.0,-5.5,Trace of precipitation,12,,,,
03.03.2020 05:00,1.3,487.7,752.1,,54,Wind blowing from the west-southwest,1,,10,, ,,,-2.1,10.8,,,,,,30.0,-7.2,No precipitation,6,,,,
03.03.2020 02:00,2.3,487.8,752.7,0.6,37,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,10.8,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
02.03.2020 23:00,4.8,487.2,751.7,,25,Wind blowing from the east,3,,11,, ,,,-2.1,10.8,,,,,,30.0,-13.6,No precipitation,6,,,,
02.03.2020 20:00,6.5,485.6,752.5,0.7,18,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,10.8,,,1000-1500,,,30.0,-16.1,No precipitation,12,,,,
02.03.2020 17:00,10.2,484.9,748.7,,11,Wind blowing from the north-west,2,,11,90  or more  but not 100%, ,,,-2.1,11.8,,,,,,30.0,-19.0,No precipitation,6,,,,
02.03.2020 14:00,8.5,486.6,,-1.5,16,Wind blowing from the south-west,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,11.8,,,1000-1500,,,30.0,-15.9,No precipitation,12,,,,
02.03.2020 11:00,6.1,488.1,752.2,,27,Wind blowing from the west,1,,5,40%., ,,,-2.1,11.8,,,1000-1500,,,23.0,-11.5,No precipitation,6,,,,
02.03.2020 08:00,-1.4,487.2,754.3,0.5,52,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,11.8,,,1000-1500,,,30.0,-10.2,No precipitation,12,,,,
02.03.2020 05:00,-0.3,486.7,751.3,,39,Calm  no wind,0,,,, ,,,-1.9,11.8,,,,,,30.0,-12.6,No precipitation,6,,,,
01.03.2020 23:00,6.1,486.8,752.0,,21,Wind blowing from the east,3,,7,, ,,,-1.9,11.8,,,,,,30.0,-14.6,No precipitation,6,,,,
01.03.2020 20:00,7.7,486.0,752.4,-0.8,15,Wind blowing from the east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.8,,,1000-1500,,,30.0,-17.3,No precipitation,12,,,,
01.03.2020 17:00,10.9,486.8,751.1,,12,Wind blowing from the west,2,,7,50%., ,,,-1.9,11.2,,,1000-1500,,,30.0,-17.1,No precipitation,6,,,,
01.03.2020 14:00,8.5,489.2,754.2,-1.6,18,Wind blowing from the south-southwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,10.4,,,1000-1500,,,30.0,-14.5,0.1,12,,,,
01.03.2020 11:00,3.1,490.8,759.4,,50,Wind blowing from the east,2,,6,, ,,,-1.9,10.4,,,,,,30.0,-6.3,0.1,6,,,,
01.03.2020 08:00,-1.2,490.1,759.2,,77,Wind blowing from the north,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,10.4,,,600-1000,,,1.9,-4.7,No precipitation,12,,,,
01.03.2020 05:00,-0.1,488.9,755.4,,31,Wind blowing from the east,1,,,, ,,,-5.6,10.4,,,,,,30.0,-15.2,No precipitation,6,,,,
01.03.2020 02:00,3.4,489.1,755.9,0.7,37,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,10.4,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
29.02.2020 23:00,3.9,488.4,758.0,,16,Wind blowing from the east,1,,,, ,,,-5.6,10.4,,,,,,26.0,-19.7,No precipitation,6,,,,
29.02.2020 20:00,6.8,487.2,757.0,-0.3,10,Wind blowing from the north,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,10.4,,,1000-1500,,,30.0,-22.7,No precipitation,12,,,,
29.02.2020 17:00,9.0,487.5,755.2,,9,Wind blowing from the east-northeast,2,,6,60%., ,,,-5.6,9.9,,,1000-1500,,,30.0,-22.2,No precipitation,6,,,,
29.02.2020 14:00,5.3,490.6,761.3,,12,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,6.9,,,,,,30.0,-21.8,No precipitation,12,,,,
29.02.2020 11:00,-0.9,492.4,766.2,,22,Wind blowing from the east,2,,6,no clouds, ,,,-5.6,6.9,,,,,,30.0,-20.0,No precipitation,6,,,,
29.02.2020 08:00,-5.1,491.4,765.1,,30,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.9,,,,,,30.0,-20.0,No precipitation,12,,,,
29.02.2020 05:00,-3.4,491.1,762.1,,27,Wind blowing from the east,3,,,, ,,,-6.1,6.9,,,,,,30.0,-19.7,No precipitation,6,,,,
29.02.2020 02:00,-1.9,491.4,763.7,0.0,23,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.9,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
28.02.2020 23:00,0.8,491.4,764.6,,17,Wind blowing from the east,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-6.1,6.9,,,,,,30.0,-21.5,No precipitation,6,,,,
28.02.2020 20:00,4.2,490.5,763.9,-0.6,8,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.9,,,,,,30.0,-27.2,No precipitation,12,,,,
28.02.2020 17:00,6.7,491.1,763.3,,8,Wind blowing from the west,2,,6,no clouds, ,,,-6.1,6.7,,,,,,30.0,-25.3,No precipitation,6,,,,
28.02.2020 14:00,3.4,493.2,766.8,-1.5,12,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,7.1,,,,,,30.0,-23.4,No precipitation,12,,,,
28.02.2020 11:00,-1.0,494.7,770.5,,27,Wind blowing from the east,2,,,no clouds, ,,,-6.1,7.1,,,,,,30.0,-17.6,No precipitation,6,,,,
28.02.2020 08:00,-5.5,493.4,769.4,,37,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,7.1,,,,,,30.0,-17.9,No precipitation,12,,,,
28.02.2020 05:00,-5.5,492.4,766.5,,38,Wind blowing from the east,1,,9,, ,,,-5.5,7.1,,,,,,30.0,-17.6,No precipitation,6,,,,
28.02.2020 02:00,-2.4,492.6,765.0,0.2,29,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.1,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
27.02.2020 23:00,-0.4,492.4,766.7,,17,Wind blowing from the north-northeast,1,,9,, ,,,-2.4,7.1,,,,,,30.0,-22.5,No precipitation,6,,,,
27.02.2020 20:00,2.6,490.8,763.1,1.2,15,Wind blowing from the north-west,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.1,,,1000-1500,,,30.0,-21.5,0.2,12,,,,
27.02.2020 17:00,4.9,489.6,759.5,,14,Wind blowing from the west-northwest,3,,8,70 – 80%., ,,,-2.4,7.1,,,1000-1500,,,30.0,-20.4,0.2,6,,,,
27.02.2020 14:00,4.7,490.4,760.9,-0.4,39,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-2.4,6.1,,,1000-1500,,,30.0,-8.1,0.2,12,,,,
27.02.2020 11:00,-0.6,490.8,764.3,,59,Wind blowing from the west-southwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,,,,Less than  50,,,30.0,-7.8,Trace of precipitation,6,,,,
27.02.2020 08:00,-1.9,489.1,760.3,0.6,65,Wind blowing from the south-southwest,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.1,,,1000-1500,,,30.0,-7.6,Trace of precipitation,12,,,,
27.02.2020 05:00,-1.3,488.5,758.5,,69,Wind blowing from the west-southwest,1,,9,, ,,,-3.0,6.1,,,,,,30.0,-6.4,No precipitation,6,,,,
27.02.2020 02:00,-1.3,488.6,758.2,0.1,70,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,6.1,,,2500 or more  or no clouds.,,,30.0,-6.1,No precipitation,12,,,,
26.02.2020 23:00,-0.7,488.5,760.2,,70,Wind blowing from the south-southwest,3,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-3.0,6.1,,,,,,9.0,-5.5,No precipitation,6,,,,
26.02.2020 20:00,3.0,486.5,756.5,-0.1,47,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,6.1,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
26.02.2020 17:00,4.0,486.6,755.2,,41,Wind blowing from the east,4,,9,100%., ,,,-3.0,9.9,,,600-1000,,,30.0,-8.1,No precipitation,6,,,,
26.02.2020 14:00,4.7,488.2,756.9,-1.3,26,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.9,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
26.02.2020 11:00,0.5,489.5,759.3,,37,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,-3.0,9.9,,,,,,8.0,-12.5,No precipitation,6,,,,
26.02.2020 08:00,-2.3,488.4,758.2,0.0,50,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.9,,,1000-1500,,,30.0,-11.3,No precipitation,12,,,,
26.02.2020 05:00,-1.0,488.4,755.2,,47,Wind blowing from the east,2,,9,, ,,,-3.0,9.9,,,,,,30.0,-10.9,No precipitation,6,,,,
26.02.2020 02:00,-0.2,488.6,756.7,0.6,38,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.9,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
25.02.2020 23:00,3.4,488.0,755.6,,32,Wind blowing from the west,2,,9,, ,,,-3.0,9.9,,,,,,30.0,-11.7,No precipitation,6,,,,
25.02.2020 20:00,5.1,486.8,755.8,0.3,30,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.9,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
25.02.2020 17:00,8.8,486.5,752.3,,13,Wind blowing from the west,2,,6,40%., ,,,-3.0,9.0,,,1000-1500,,,30.0,-18.1,No precipitation,6,,,,
25.02.2020 14:00,6.0,488.7,756.1,,22,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.3,,,1000-1500,,,30.0,-14.1,No precipitation,12,,,,
25.02.2020 11:00,2.8,490.5,759.4,,36,Wind blowing from the east-northeast,1,,7,10%  or less  but not 0, ,,,-3.0,9.3,,,1000-1500,,,25.0,-11.1,No precipitation,6,,,,
25.02.2020 08:00,-2.5,489.6,760.3,0.6,53,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.3,,,,,,30.0,-10.8,No precipitation,12,,,,
25.02.2020 05:00,-1.0,489.0,757.2,,50,Wind blowing from the east,2,,7,, ,,,-2.2,9.3,,,,,,30.0,-10.1,No precipitation,6,,,,
25.02.2020 02:00,1.0,489.3,756.8,,48,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,9.3,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,12,,,,
24.02.2020 23:00,3.7,488.6,756.3,,26,Wind blowing from the south-southwest,2,,7,, ,,,-1.5,9.3,,,,,,30.0,-14.0,No precipitation,6,,,,
24.02.2020 20:00,5.0,487.1,755.6,0.2,17,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,9.3,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
24.02.2020 17:00,7.1,486.9,753.1,,14,Wind blowing from the south-west,2,,7,90  or more  but not 100%, ,,,-1.5,10.0,,,,,,30.0,-18.6,No precipitation,6,,,,
24.02.2020 14:00,6.5,489.0,755.8,-1.5,19,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.0,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
24.02.2020 11:00,2.9,490.5,759.0,,37,Wind blowing from the south-southeast,1,,6,40%., ,,,-1.5,10.0,,,1000-1500,,,15.0,-10.4,No precipitation,6,,,,
24.02.2020 08:00,-1.3,489.7,758.8,0.5,55,Wind blowing from the east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,10.0,,,2500 or more  or no clouds.,,,9.0,-9.2,No precipitation,12,,,,
24.02.2020 05:00,0.6,489.2,755.0,,51,Wind blowing from the east,2,,7,, ,,,-1.8,10.0,,,,,,30.0,-8.4,No precipitation,6,,,,
24.02.2020 02:00,2.2,489.7,756.4,0.3,37,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,10.0,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
23.02.2020 23:00,4.2,489.4,757.4,,30,Wind blowing from the north-east,1,,7,, ,,,-1.8,10.0,,,,,,30.0,-11.8,No precipitation,6,,,,
23.02.2020 20:00,6.6,488.3,756.7,-0.1,22,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,10.0,,,1000-1500,,,30.0,-13.6,No precipitation,12,,,,
23.02.2020 17:00,9.8,488.4,754.1,,15,Wind blowing from the west-southwest,3,,7,70 – 80%., ,,,-1.8,9.9,,,1000-1500,,,30.0,-15.6,No precipitation,6,,,,
23.02.2020 14:00,7.1,491.1,759.2,-1.7,27,Wind blowing from the west-northwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.5,,,1000-1500,,,30.0,-10.6,Trace of precipitation,12,,,,
23.02.2020 11:00,2.7,492.8,763.9,,57,Wind blowing from the east-southeast,1,,5,40%., ,,,-1.8,,,,1000-1500,,,24.0,-5.0,No precipitation,6,,,,
23.02.2020 08:00,-1.6,491.6,762.0,0.5,77,Wind blowing from the east,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.5,,,1000-1500,,,30.0,-5.1,Trace of precipitation,12,,,,
