Local time in Qionghai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 23:00,22.2,758.8,760.9,,92,Wind blowing from the south-east,0,,6,, ,,,20.4,28.1,,,,,,21.0,20.8,No precipitation,6,,,,
01.03.2020 20:00,23.1,757.9,760.0,0.9,88,Wind blowing from the east-southeast,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.1,,,600-1000,,,22.0,21.0,No precipitation,12,,,,
01.03.2020 17:00,26.0,757.0,759.1,,72,Wind blowing from the south-east,3,,6,50%., ,,,20.4,28.1,,,600-1000,,,29.0,20.6,No precipitation,6,,,,
01.03.2020 14:00,27.6,757.9,760.0,-1.8,64,Wind blowing from the east-southeast,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,28.1,,,600-1000,,,29.0,20.2,No precipitation,12,,,,
01.03.2020 11:00,25.3,759.7,761.8,,77,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%, ,,,20.4,27.8,,,600-1000,,,30.0,21.0,No precipitation,6,,,,
01.03.2020 08:00,20.9,758.8,761.0,1.6,97,Wind blowing from the west-southwest,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,27.8,,,600-1000,,,7.0,20.4,No precipitation,12,,,,
01.03.2020 05:00,20.7,757.2,759.3,,97,Wind blowing from the south,1,,8,,Mist. ,,,20.7,27.8,,,,,,3.0,20.2,No precipitation,6,,,,
01.03.2020 02:00,21.8,758.0,760.1,-0.4,96,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,27.8,,,2500 or more  or no clouds.,,,7.0,21.1,No precipitation,12,,,,
29.02.2020 23:00,22.5,758.4,760.5,,94,Wind blowing from the west,1,,8,, ,,,22.0,27.8,,,,,,14.0,21.5,No precipitation,6,,,,
29.02.2020 20:00,23.4,757.3,759.4,0.7,88,Wind blowing from the south-southeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,27.8,,,600-1000,,,19.0,21.3,No precipitation,12,,,,
29.02.2020 17:00,25.5,756.6,758.7,,78,Wind blowing from the east-southeast,4,,8,70 – 80%., ,,,22.0,27.8,,,600-1000,,,20.0,21.4,No precipitation,6,,,,
29.02.2020 14:00,27.3,757.6,759.7,-2.0,72,Wind blowing from the east-southeast,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,27.8,,,600-1000,,,20.0,21.8,No precipitation,12,,,,
29.02.2020 11:00,26.0,759.6,761.7,,74,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%, ,,,22.0,26.5,,,600-1000,,,18.0,21.0,No precipitation,6,,,,
29.02.2020 08:00,22.6,758.9,761.1,0.9,95,Wind blowing from the east-southeast,1,,,60%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,,,,600-1000,,,5.0,21.8,Trace of precipitation,12,,,,
29.02.2020 05:00,22.3,758.0,760.1,,94,Wind blowing from the east,2,,8,, ,,,20.9,26.5,,,,,,8.0,21.3,No precipitation,6,,,,
29.02.2020 02:00,22.5,758.8,760.9,-1.0,92,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.5,,,2500 or more  or no clouds.,,,11.0,21.1,No precipitation,12,,,,
28.02.2020 23:00,23.0,759.8,761.9,,89,Wind blowing from the east,2,,9,, ,,,20.9,26.5,,,,,,13.0,21.1,No precipitation,6,,,,
28.02.2020 20:00,23.4,759.0,761.2,0.2,88,Wind blowing from the east,3,,9,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,26.5,,,600-1000,,,14.0,21.3,0.3,12,,,,
28.02.2020 17:00,24.8,758.8,760.9,,80,Wind blowing from the east,3,,9,90  or more  but not 100%, ,,,20.9,26.5,,,600-1000,,,21.0,21.1,No precipitation,6,,,,
28.02.2020 14:00,25.6,759.5,761.6,-1.6,75,Wind blowing from the east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.0,,,600-1000,,,22.0,20.8,0.3,12,,,,
28.02.2020 11:00,24.6,761.1,763.3,,81,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.0,,,600-1000,,,18.0,21.1,0.3,6,,,,
28.02.2020 08:00,21.5,760.4,762.6,0.9,93,Wind blowing from the north,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,,,,600-1000,,,10.0,20.3,No precipitation,12,,,,
28.02.2020 05:00,21.2,759.5,761.7,,92,Calm  no wind,0,,,, ,,,21.2,27.0,,,,,,12.0,19.8,No precipitation,6,,,,
28.02.2020 02:00,21.6,760.6,762.7,-1.2,90,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,27.0,,,2500 or more  or no clouds.,,,12.0,19.9,No precipitation,12,,,,
27.02.2020 23:00,22.7,761.8,763.9,,88,Wind blowing from the east,3,,9,, ,,,21.5,27.0,,,,,,13.0,20.6,No precipitation,6,,,,
27.02.2020 20:00,22.8,760.7,762.9,0.8,91,Wind blowing from the east,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,27.0,,,600-1000,,,12.0,21.3,No precipitation,12,,,,
27.02.2020 17:00,25.6,759.9,762.0,,71,Wind blowing from the east,5,,9,70 – 80%., ,,,21.5,27.0,,,600-1000,,,29.0,20.0,No precipitation,6,,,,
27.02.2020 14:00,26.5,760.9,763.0,-1.5,67,Wind blowing from the east,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,27.5,,,600-1000,,,30.0,19.9,No precipitation,12,,,,
27.02.2020 11:00,25.9,762.4,764.6,,71,Wind blowing from the east-northeast,3,,6,70 – 80%., ,,,21.5,27.5,,,600-1000,,,24.0,20.2,No precipitation,6,,,,
27.02.2020 08:00,21.9,761.5,763.6,1.5,93,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,,,,600-1000,,,8.0,20.7,No precipitation,12,,,,
27.02.2020 05:00,21.9,760.0,762.1,,93,Wind blowing from the north,1,,7,, ,,,21.4,27.5,,,,,,8.0,20.7,No precipitation,6,,,,
27.02.2020 02:00,22.6,760.7,762.8,,90,Wind blowing from the north-northeast,1,,8,, ,,,21.4,27.5,,,,,,12.0,20.9,No precipitation,6,,,,
26.02.2020 23:00,22.9,761.2,763.4,,90,Wind blowing from the east-northeast,1,,8,, ,,,21.4,27.5,,,,,,13.0,21.2,No precipitation,6,,,,
26.02.2020 20:00,23.1,760.7,762.9,0.9,88,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.5,,,600-1000,,,13.0,21.0,No precipitation,12,,,,
26.02.2020 17:00,25.6,759.8,762.0,,75,Wind blowing from the east,5,,8,50%., ,,,21.4,27.5,,,600-1000,,,24.0,20.8,No precipitation,6,,,,
26.02.2020 14:00,27.5,760.7,762.8,-1.7,67,Wind blowing from the east,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.6,,,600-1000,,,29.0,20.8,No precipitation,12,,,,
26.02.2020 11:00,24.9,762.4,764.6,,80,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,21.4,27.7,,,600-1000,,,15.0,21.2,No precipitation,6,,,,
26.02.2020 08:00,21.9,761.5,763.7,1.4,95,Wind blowing from the north,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,600-1000,,,4.6,21.1,No precipitation,12,,,,
26.02.2020 05:00,21.5,760.1,762.3,,95,Wind blowing from the north-northeast,2,,7,,Mist. ,,,19.9,,,,,,,6.0,20.7,No precipitation,6,,,,
26.02.2020 02:00,21.7,760.4,762.5,-0.5,94,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.7,,,2500 or more  or no clouds.,,,8.0,20.7,0.1,12,,,,
25.02.2020 23:00,22.5,760.9,763.0,,92,Wind blowing from the north,1,,7,, ,,,19.7,27.7,,,,,,11.0,21.1,0.1,6,,,,
25.02.2020 20:00,23.0,759.9,762.1,,89,Wind blowing from the east-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.7,,,600-1000,,,16.0,21.1,0.1,12,,,,
25.02.2020 14:00,27.6,759.8,761.9,-2.0,61,Wind blowing from the east,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.7,,,600-1000,,,26.0,19.4,No precipitation,12,,,,
25.02.2020 11:00,25.5,761.8,764.0,,73,Wind blowing from the east,1,,2,70 – 80%., ,,,19.7,27.0,,,600-1000,,,22.0,20.3,No precipitation,6,,,,
25.02.2020 08:00,20.4,761.2,763.4,1.1,95,Wind blowing from the south-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,600-1000,,,9.0,19.6,No precipitation,12,,,,
25.02.2020 05:00,20.0,760.1,762.3,,95,Wind blowing from the north-west,1,,6,, ,,,17.8,27.0,,,,,,8.0,19.2,No precipitation,6,,,,
25.02.2020 02:00,20.0,760.5,762.7,-0.7,95,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.0,,,2500 or more  or no clouds.,,,8.0,19.2,No precipitation,12,,,,
24.02.2020 23:00,20.2,761.2,763.3,,95,Wind blowing from the east,0,,7,,Mist. ,,,17.8,27.0,,,,,,5.0,19.4,No precipitation,6,,,,
24.02.2020 20:00,21.5,760.8,763.0,0.5,91,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.0,,,,,,13.0,20.0,Trace of precipitation,12,,,,
24.02.2020 17:00,25.5,760.3,762.5,,63,Wind blowing from the south-east,3,,,20–30%., ,,,17.8,27.0,,,600-1000,,,24.0,17.9,No precipitation,6,,,,
24.02.2020 14:00,25.1,761.5,763.6,-2.0,66,Wind blowing from the east-southeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.7,,,600-1000,,,20.0,18.3,Trace of precipitation,12,,,,
24.02.2020 11:00,23.7,763.5,765.7,,77,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,17.8,26.0,,,600-1000,,,14.0,19.4,No precipitation,6,,,,
24.02.2020 08:00,18.3,763.0,765.2,0.8,96,Wind blowing from the north-northwest,1,,5,20–30%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,26.0,,,600-1000,,,2.6,17.7,Trace of precipitation,12,,,,
24.02.2020 05:00,18.8,762.2,764.4,,94,Wind blowing from the north,0,,7,,Mist. ,,,15.9,26.0,,,,,,4.3,17.8,No precipitation,6,,,,
24.02.2020 02:00,19.8,763.4,765.6,-0.8,92,Wind blowing from the north-northwest,1,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,26.0,,,2500 or more  or no clouds.,,,5.0,18.5,No precipitation,12,,,,
23.02.2020 23:00,20.7,764.2,766.4,,89,Wind blowing from the north-northeast,2,,10,, ,,,15.9,26.0,,,,,,8.0,18.8,No precipitation,6,,,,
23.02.2020 20:00,21.6,763.7,765.9,0.5,86,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,26.0,,,300-600,,,9.0,19.2,Trace of precipitation,12,,,,
23.02.2020 17:00,24.3,763.2,765.4,,68,Wind blowing from the east-northeast,3,,10,70 – 80%., ,,,15.9,26.0,,,600-1000,,,20.0,18.0,No precipitation,6,,,,
23.02.2020 14:00,25.4,764.5,766.7,-2.2,62,Wind blowing from the east-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,26.0,,,600-1000,,,23.0,17.6,0.1,12,,,,
23.02.2020 11:00,23.6,766.7,768.9,,71,Wind blowing from the east-northeast,4,,7,70 – 80%., ,,,15.9,25.5,,,600-1000,,,16.0,18.0,No precipitation,6,,,,
23.02.2020 08:00,17.4,766.1,768.3,1.0,94,Wind blowing from the north,1,,4,50%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,25.5,,,600-1000,,,6.0,16.4,0.1,12,,,,
23.02.2020 05:00,16.4,765.1,767.2,,94,Wind blowing from the west,0,,7,,Mist. ,,,16.4,25.5,,,,,,4.7,15.4,0.1,6,,,,
23.02.2020 02:00,17.9,765.5,767.7,-0.9,90,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,25.5,,,2500 or more  or no clouds.,,,9.0,16.2,No precipitation,12,,,,
22.02.2020 23:00,19.3,766.4,768.6,,83,Wind blowing from the north,2,,9,, ,,,18.5,25.5,,,,,,16.0,16.3,No precipitation,6,,,,
22.02.2020 20:00,20.2,765.8,768.0,0.8,83,Wind blowing from the east,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.5,,,600-1000,,,14.0,17.2,No precipitation,12,,,,
22.02.2020 17:00,24.2,765.0,767.2,,63,Wind blowing from the east,4,,9,20–30%., ,,,18.5,25.5,,,600-1000,,,26.0,16.7,No precipitation,6,,,,
22.02.2020 14:00,25.1,766.3,768.5,-1.8,59,Wind blowing from the east-northeast,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.5,,,600-1000,,,25.0,16.5,No precipitation,12,,,,
22.02.2020 11:00,23.5,768.1,770.3,,69,Wind blowing from the east-northeast,4,,7,70 – 80%., ,,,18.5,24.6,,,600-1000,,,19.0,17.5,No precipitation,6,,,,
22.02.2020 08:00,19.0,767.4,769.6,1.7,94,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,600-1000,,,8.0,18.0,No precipitation,12,,,,
22.02.2020 05:00,19.1,765.7,767.9,,93,Calm  no wind,0,,,, ,,,18.0,24.6,,,,,,8.0,17.9,No precipitation,6,,,,
22.02.2020 02:00,19.1,766.3,768.4,-1.0,94,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.6,,,2500 or more  or no clouds.,,,7.0,18.1,No precipitation,12,,,,
21.02.2020 23:00,20.1,767.3,769.5,,89,Wind blowing from the north,2,,12,, ,,,18.0,24.6,,,,,,9.0,18.2,No precipitation,6,,,,
21.02.2020 20:00,20.9,766.4,768.6,0.8,85,Wind blowing from the east-northeast,2,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.6,,,600-1000,,,11.0,18.3,No precipitation,12,,,,
21.02.2020 17:00,22.8,765.6,767.8,,76,Wind blowing from the east-northeast,5,,12,50%., ,,,18.0,24.6,,,600-1000,,,15.0,18.3,No precipitation,6,,,,
21.02.2020 14:00,24.0,766.3,768.5,-1.8,71,Wind blowing from the east-northeast,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.6,,,600-1000,,,19.0,18.4,No precipitation,12,,,,
21.02.2020 11:00,23.5,768.1,770.3,,71,Wind blowing from the east-northeast,5,,8,70 – 80%., ,,,18.0,24.8,,,600-1000,,,17.0,17.9,No precipitation,6,,,,
21.02.2020 08:00,18.4,766.9,769.1,,94,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.8,,,600-1000,,,8.0,17.4,Trace of precipitation,12,,,,
