Local time in Haikou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 08:00,22.6,756.1,761.8,,92,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,,,,300-600,,,17.0,21.2,No precipitation,12,,,,
04.03.2020 05:00,22.1,754.9,760.5,,93,Wind blowing from the east,3,,11,, ,,,21.9,28.6,,,,,,17.0,20.9,No precipitation,6,,,,
04.03.2020 02:00,22.4,755.6,761.2,-0.5,91,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.6,,,2500 or more  or no clouds.,,,18.0,20.9,No precipitation,12,,,,
03.03.2020 23:00,22.6,756.1,761.7,,89,Wind blowing from the east,3,,11,, ,,,21.8,28.6,,,,,,18.0,20.7,No precipitation,6,,,,
03.03.2020 20:00,24.3,754.5,760.1,0.6,77,Wind blowing from the south-east,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.6,,,300-600,,,24.0,20.0,No precipitation,12,,,,
03.03.2020 17:00,27.2,753.9,759.5,,60,Wind blowing from the east,4,,9,70 – 80%., ,,,21.8,28.6,,,300-600,,,30.0,18.8,No precipitation,6,,,,
03.03.2020 14:00,27.2,755.4,761.0,-2.1,61,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,27.9,,,300-600,,,30.0,19.0,No precipitation,12,,,,
03.03.2020 11:00,25.7,757.5,763.1,,72,Wind blowing from the east-southeast,5,,9,90  or more  but not 100%, ,,,21.8,28.2,,,300-600,,,29.0,20.3,No precipitation,6,,,,
03.03.2020 08:00,22.4,756.7,762.4,1.1,90,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,300-600,,,22.0,20.7,No precipitation,12,,,,
03.03.2020 05:00,22.0,755.6,761.2,,92,Wind blowing from the east,2,,9,, ,,,21.6,28.2,,,,,,25.0,20.6,No precipitation,6,,,,
03.03.2020 02:00,22.1,755.8,761.5,-0.4,91,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,28.2,,,2500 or more  or no clouds.,,,29.0,20.6,No precipitation,12,,,,
02.03.2020 23:00,22.9,756.2,761.8,,85,Wind blowing from the east-southeast,4,,9,, ,,,21.6,28.2,,,,,,30.0,20.2,No precipitation,6,,,,
02.03.2020 20:00,24.0,755.5,761.1,1.5,77,Wind blowing from the east,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,28.2,,,300-600,,,30.0,19.7,No precipitation,12,,,,
02.03.2020 17:00,26.9,754.0,759.6,,62,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%, ,,,21.6,28.2,,,300-600,,,30.0,19.0,No precipitation,6,,,,
02.03.2020 14:00,26.6,754.6,760.2,-2.2,71,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,28.2,,,300-600,,,30.0,20.9,No precipitation,12,,,,
02.03.2020 11:00,26.0,756.8,762.4,,69,Wind blowing from the south-east,5,,8,90  or more  but not 100%, ,,,21.6,28.2,,,300-600,,,30.0,19.9,No precipitation,6,,,,
02.03.2020 08:00,21.9,756.2,761.9,1.6,96,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,,,,300-600,,,12.0,21.2,No precipitation,12,,,,
02.03.2020 05:00,22.0,754.6,760.3,,94,Wind blowing from the east-southeast,2,,8,, ,,,21.6,28.2,,,,,,23.0,21.0,No precipitation,6,,,,
02.03.2020 02:00,22.0,754.6,760.3,-0.6,93,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.2,,,2500 or more  or no clouds.,,,27.0,20.8,No precipitation,12,,,,
01.03.2020 23:00,22.7,755.2,760.8,,90,Wind blowing from the south-east,2,,8,, ,,,21.8,28.2,,,,,,28.0,21.0,No precipitation,6,,,,
01.03.2020 20:00,24.3,754.1,759.7,0.7,81,Wind blowing from the east,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.2,,,300-600,,,30.0,20.8,No precipitation,12,,,,
01.03.2020 17:00,26.4,753.4,759.0,,70,Wind blowing from the east,3,,7,50%., ,,,21.8,28.2,,,300-600,,,30.0,20.5,No precipitation,6,,,,
01.03.2020 14:00,27.2,754.3,759.9,-1.9,68,Wind blowing from the north,3,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.2,,,300-600,,,30.0,20.8,No precipitation,12,,,,
01.03.2020 11:00,24.9,756.2,761.8,,79,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,21.8,28.7,,,300-600,,,29.0,21.0,No precipitation,6,,,,
01.03.2020 08:00,22.1,755.2,760.8,1.5,94,Wind blowing from the south,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,300-600,,,13.0,21.1,No precipitation,12,,,,
01.03.2020 05:00,22.2,753.7,759.4,,95,Wind blowing from the south,1,,7,, ,,,21.6,28.7,,,,,,15.0,21.4,No precipitation,6,,,,
01.03.2020 02:00,22.8,754.1,759.7,-0.7,93,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,28.7,,,2500 or more  or no clouds.,,,15.0,21.6,No precipitation,12,,,,
29.02.2020 23:00,23.3,754.8,760.4,,89,Wind blowing from the south-east,3,,9,, ,,,21.5,28.7,,,,,,16.0,21.4,No precipitation,6,,,,
29.02.2020 20:00,24.6,753.7,759.4,1.2,80,Wind blowing from the east-southeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,28.7,,,300-600,,,20.0,20.9,No precipitation,12,,,,
29.02.2020 17:00,25.5,752.5,758.2,,78,Wind blowing from the east,4,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,28.7,,,300-600,,,19.0,21.4,No precipitation,6,,,,
29.02.2020 14:00,26.5,753.7,759.3,-2.3,74,Wind blowing from the north-east,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,28.7,,,300-600,,,18.0,21.5,No precipitation,12,,,,
29.02.2020 11:00,25.6,756.0,761.6,,76,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,21.3,25.6,,,300-600,,,23.0,21.1,No precipitation,6,,,,
29.02.2020 08:00,22.0,755.6,761.3,0.9,93,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,,,,300-600,,,9.0,20.8,No precipitation,12,,,,
29.02.2020 05:00,21.5,754.7,760.4,,95,Wind blowing from the east,2,,10,, ,,,21.2,,,,,,,7.0,20.7,No precipitation,6,,,,
29.02.2020 02:00,21.7,755.4,761.1,-0.9,94,Wind blowing from the east-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,,,,2500 or more  or no clouds.,,,8.0,20.7,2.0,12,,,,
28.02.2020 23:00,21.7,756.3,762.0,,93,Wind blowing from the east,4,,10,, ,,,21.2,24.7,,,,,,8.0,20.5,2.0,6,,,,
28.02.2020 20:00,21.5,755.7,761.4,0.4,95,Wind blowing from the east,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,24.7,,,300-600,,,7.0,20.7,2.0,12,,,,
28.02.2020 17:00,21.7,755.3,761.0,,92,Wind blowing from the east-northeast,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,24.7,,,300-600,,,9.0,20.3,0.2,6,,,,
28.02.2020 14:00,22.5,756.3,762.0,-1.6,89,Wind blowing from the east-northeast,5,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,26.8,,,300-600,,,8.0,20.6,Trace of precipitation,12,,,,
28.02.2020 11:00,24.4,757.9,763.6,,80,Wind blowing from the north-east,4,,9,90  or more  but not 100%, ,,,21.2,27.2,,,300-600,,,17.0,20.7,No precipitation,6,,,,
28.02.2020 08:00,22.0,757.0,762.7,0.8,89,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,,,,300-600,,,15.0,20.1,No precipitation,12,,,,
28.02.2020 05:00,21.2,756.2,761.9,,91,Wind blowing from the east,2,,9,, ,,,20.7,27.2,,,,,,15.0,19.7,No precipitation,6,,,,
28.02.2020 02:00,21.7,757.0,762.6,-1.1,88,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.2,,,2500 or more  or no clouds.,,,16.0,19.6,No precipitation,12,,,,
27.02.2020 23:00,22.5,758.1,763.8,,88,Wind blowing from the east,5,,10,, ,,,20.7,27.2,,,,,,13.0,20.4,No precipitation,6,,,,
27.02.2020 20:00,22.6,757.3,763.0,1.0,88,Wind blowing from the east-northeast,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.2,,,300-600,,,18.0,20.5,No precipitation,12,,,,
27.02.2020 17:00,24.1,756.3,762.0,,80,Wind blowing from the east,5,,10,60%., ,,,20.7,27.2,,,300-600,,,27.0,20.4,No precipitation,6,,,,
27.02.2020 14:00,26.7,757.2,762.8,-2.0,67,Wind blowing from the east,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,27.2,,,300-600,,,30.0,20.1,No precipitation,12,,,,
27.02.2020 11:00,23.9,759.2,764.9,,79,Wind blowing from the east,3,,6,70 – 80%., ,,,20.7,26.2,,,300-600,,,22.0,20.0,No precipitation,6,,,,
27.02.2020 08:00,21.0,758.1,763.8,1.4,92,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,,,,300-600,,,10.0,19.7,No precipitation,12,,,,
27.02.2020 05:00,21.2,756.7,762.4,,94,Wind blowing from the east-northeast,2,,9,, ,,,21.2,26.2,,,,,,11.0,20.2,No precipitation,6,,,,
27.02.2020 02:00,21.8,757.3,762.9,-0.6,90,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.2,,,2500 or more  or no clouds.,,,17.0,20.1,No precipitation,12,,,,
26.02.2020 23:00,22.0,757.9,763.6,,88,Wind blowing from the east-southeast,3,,9,, ,,,21.3,26.2,,,,,,25.0,19.9,No precipitation,6,,,,
26.02.2020 20:00,21.9,757.2,762.9,0.9,89,Wind blowing from the east,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.2,,,300-600,,,16.0,20.0,No precipitation,12,,,,
26.02.2020 17:00,24.5,756.3,762.0,,75,Wind blowing from the east-northeast,5,,9,10%  or less  but not 0, ,,,21.3,26.2,,,300-600,,,30.0,19.8,No precipitation,6,,,,
26.02.2020 14:00,25.4,757.5,763.2,-1.7,73,Wind blowing from the north-east,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.3,26.0,,,300-600,,,25.0,20.2,No precipitation,12,,,,
26.02.2020 11:00,23.8,759.2,764.9,,80,Wind blowing from the east-northeast,3,,6,60%., ,,,21.3,26.0,,,300-600,,,18.0,20.1,No precipitation,6,,,,
26.02.2020 08:00,21.7,758.2,763.9,1.5,93,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,,,,300-600,,,11.0,20.5,No precipitation,12,,,,
26.02.2020 05:00,21.3,756.7,762.4,,93,Wind blowing from the east,3,,8,, ,,,20.3,26.0,,,,,,9.0,20.1,No precipitation,6,,,,
26.02.2020 02:00,21.6,757.0,762.6,-0.6,93,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.0,,,2500 or more  or no clouds.,,,9.0,20.4,No precipitation,12,,,,
25.02.2020 23:00,21.9,757.6,763.3,,91,Wind blowing from the east-northeast,2,,8,, ,,,20.3,26.0,,,,,,11.0,20.4,No precipitation,6,,,,
25.02.2020 20:00,22.1,756.4,762.1,0.9,89,Wind blowing from the east,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.0,,,300-600,,,10.0,20.2,No precipitation,12,,,,
25.02.2020 17:00,23.3,755.5,761.2,,84,Wind blowing from the east-northeast,5,,8,70 – 80%., ,,,20.3,26.0,,,300-600,,,19.0,20.4,No precipitation,6,,,,
25.02.2020 14:00,25.3,756.6,762.3,-2.0,75,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,25.8,,,300-600,,,17.0,20.6,No precipitation,12,,,,
25.02.2020 11:00,22.7,758.6,764.3,,86,Wind blowing from the north,3,,5,90  or more  but not 100%, ,,,20.3,25.0,,,300-600,,,8.0,20.2,No precipitation,6,,,,
25.02.2020 08:00,20.9,757.8,763.5,1.2,94,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,9.0,19.9,No precipitation,12,,,,
25.02.2020 05:00,20.3,756.6,762.3,,96,Wind blowing from the south-west,1,,7,,Mist. ,,,18.5,25.0,,,,,,2.9,19.6,No precipitation,6,,,,
25.02.2020 02:00,20.8,757.2,762.9,-1.0,95,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.0,,,2500 or more  or no clouds.,,,6.0,20.0,No precipitation,12,,,,
24.02.2020 23:00,20.7,758.2,763.9,,93,Wind blowing from the east-northeast,2,,8,, ,,,18.5,25.0,,,,,,7.0,19.5,No precipitation,6,,,,
24.02.2020 20:00,20.6,757.4,763.1,0.3,91,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.0,,,300-600,,,7.0,19.1,No precipitation,12,,,,
24.02.2020 17:00,22.4,757.1,762.8,,81,Wind blowing from the east,4,,8,90  or more  but not 100%, ,,,18.5,25.0,,,300-600,,,12.0,19.0,No precipitation,6,,,,
24.02.2020 14:00,24.3,758.2,763.9,-1.8,74,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,25.0,,,300-600,,,15.0,19.4,No precipitation,12,,,,
24.02.2020 11:00,24.2,760.0,765.7,,71,Wind blowing from the east,3,,6,70 – 80%., ,,,18.5,24.5,,,300-600,,,15.0,18.6,No precipitation,6,,,,
