Local time in Wuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 20:00,22.2,751.9,762.1,1.4,71,Wind blowing from the east-southeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,26.1,,,1500-2000,,,8.0,16.7,No precipitation,12,,,,
02.03.2020 17:00,23.4,750.5,760.6,,65,Wind blowing from the east-southeast,4,,8,100%., ,,,18.3,27.9,,,1500-2000,,,12.0,16.5,No precipitation,6,,,,
02.03.2020 14:00,25.3,750.8,760.9,,57,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,29.6,,,1000-1500,,,22.0,16.2,No precipitation,12,,,,
02.03.2020 11:00,22.4,753.2,763.4,,62,Wind blowing from the east-northeast,2,,7,50%., ,,,18.3,,,,2000-2500,,,14.0,14.8,No precipitation,6,,,,
02.03.2020 08:00,18.4,752.8,763.0,1.2,72,Wind blowing from the north-east,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,29.6,,,1500-2000,,,11.0,13.3,No precipitation,12,,,,
02.03.2020 05:00,19.4,751.6,761.8,,70,Wind blowing from the north-northeast,3,,8,, ,,,19.1,29.6,,,,,,12.0,13.8,No precipitation,6,,,,
02.03.2020 02:00,20.3,751.7,761.8,0.2,69,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,29.6,,,2500 or more  or no clouds.,,,11.0,14.4,No precipitation,12,,,,
01.03.2020 23:00,21.4,751.5,761.6,,68,Wind blowing from the north-east,4,,8,, ,,,19.1,29.6,,,,,,12.0,15.3,No precipitation,6,,,,
01.03.2020 20:00,23.9,749.8,760.0,0.9,66,Wind blowing from the north-northeast,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,29.6,,,2000-2500,,,12.0,17.2,No precipitation,12,,,,
01.03.2020 17:00,28.0,748.9,758.9,,54,Wind blowing from the north,1,,4,20–30%., ,,,19.1,29.6,,,600-1000,,,17.0,17.8,No precipitation,6,,,,
01.03.2020 14:00,28.5,749.8,759.9,-1.8,55,Wind blowing from the west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,28.6,,,600-1000,,,17.0,18.6,No precipitation,12,,,,
01.03.2020 11:00,24.8,751.6,761.8,,66,Wind blowing from the south-east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,27.4,,,,,,3.9,18.0,No precipitation,6,,,,
01.03.2020 08:00,19.5,751.0,761.2,0.9,94,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,,,,2000-2500,,,3.5,18.5,No precipitation,12,,,,
01.03.2020 05:00,19.7,750.1,760.3,,94,Wind blowing from the north,1,,5,,Mist. ,,,16.8,27.4,,,,,,2.7,18.7,No precipitation,6,,,,
01.03.2020 02:00,20.2,749.9,760.0,0.1,91,Wind blowing from the north-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,27.4,,,2500 or more  or no clouds.,,,5.0,18.7,0.2,12,,,,
29.02.2020 23:00,20.5,749.8,760.0,,92,Wind blowing from the east-southeast,1,,5,,Mist. ,,,16.8,27.4,,,,,,5.0,19.2,0.2,6,,,,
29.02.2020 20:00,22.0,749.0,759.2,0.4,82,Wind blowing from the east-southeast,4,,5,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,27.4,,,,,,8.0,18.8,0.2,12,,,,
29.02.2020 17:00,26.4,748.6,758.8,,57,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,16.8,27.4,,,600-1000,,,16.0,17.2,No precipitation,6,,,,
29.02.2020 14:00,26.3,749.5,759.7,-2.3,56,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,27.2,,,1000-1500,,,26.0,16.8,No precipitation,12,,,,
29.02.2020 11:00,23.9,751.8,761.9,,69,Wind blowing from the east-southeast,2,,4,10%  or less  but not 0, ,,,16.8,25.7,,,1000-1500,,,10.0,17.9,No precipitation,6,,,,
29.02.2020 08:00,17.9,751.6,761.8,0.8,91,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.7,,,,,,5.0,16.4,No precipitation,12,,,,
29.02.2020 05:00,17.5,750.8,761.0,,91,Wind blowing from the north-east,2,,5,,Mist. ,,,17.5,25.7,,,,,,6.0,16.0,No precipitation,6,,,,
29.02.2020 02:00,19.1,751.3,761.5,-0.9,86,Wind blowing from the north-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.7,,,2500 or more  or no clouds.,,,7.0,16.7,No precipitation,12,,,,
28.02.2020 23:00,20.4,752.2,762.4,,81,Wind blowing from the north-northeast,2,,5,, ,,,19.5,25.7,,,,,,7.0,17.0,No precipitation,6,,,,
28.02.2020 20:00,22.4,751.4,761.6,,66,Wind blowing from the east-southeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,25.7,,,2500 or more  or no clouds.,,,12.0,15.7,No precipitation,12,,,,
28.02.2020 17:00,25.3,751.2,761.3,,56,Wind blowing from the south-east,1,,,70 – 80%., ,,,19.5,27.8,,,1000-1500,,,22.0,15.9,No precipitation,6,,,,
28.02.2020 14:00,24.3,752.5,762.7,-2.2,60,Wind blowing from the south-east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,28.7,,,1000-1500,,,23.0,16.0,No precipitation,12,,,,
28.02.2020 11:00,22.6,754.7,764.9,,67,Wind blowing from the east,2,,7,90  or more  but not 100%, ,,,19.5,28.7,,,600-1000,,,14.0,16.2,No precipitation,6,,,,
28.02.2020 08:00,19.9,753.7,763.9,1.6,82,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,28.7,,,2000-2500,,,8.0,16.7,No precipitation,12,,,,
28.02.2020 05:00,19.7,752.1,762.2,,85,Wind blowing from the east-southeast,3,,7,, ,,,17.5,28.7,,,,,,8.0,17.1,No precipitation,6,,,,
28.02.2020 02:00,19.7,752.5,762.6,-0.7,85,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,28.7,,,2500 or more  or no clouds.,,,6.0,17.1,No precipitation,12,,,,
27.02.2020 23:00,22.3,753.2,763.3,,72,Wind blowing from the east-southeast,2,,8,, ,,,17.5,28.7,,,,,,10.0,17.0,No precipitation,6,,,,
27.02.2020 20:00,24.7,752.3,762.5,0.7,61,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,28.7,,,,,,12.0,16.7,No precipitation,12,,,,
27.02.2020 17:00,27.8,751.6,761.8,,51,Wind blowing from the east,2,,8,10%  or less  but not 0, ,,,17.5,28.7,,,600-1000,,,24.0,16.7,No precipitation,6,,,,
27.02.2020 14:00,27.2,752.8,762.9,-2.2,55,Wind blowing from the east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,28.2,,,600-1000,,,21.0,17.4,No precipitation,12,,,,
27.02.2020 11:00,24.3,755.0,765.2,,69,Wind blowing from the east,1,,3,10%  or less  but not 0, ,,,17.5,27.9,,,2500 or more  or no clouds.,,,9.0,18.3,No precipitation,6,,,,
27.02.2020 08:00,17.8,754.3,764.5,1.5,95,Wind blowing from the north-east,2,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,27.9,,,2500 or more  or no clouds.,,,3.1,17.0,No precipitation,12,,,,
27.02.2020 05:00,18.1,752.8,763.0,,94,Wind blowing from the north-east,0,,4,,Mist. ,,,16.7,27.9,,,,,,3.9,17.1,No precipitation,6,,,,
27.02.2020 02:00,19.4,753.1,763.2,-0.6,91,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,27.9,,,2500 or more  or no clouds.,,,4.0,17.9,No precipitation,12,,,,
26.02.2020 23:00,21.4,753.7,763.8,,83,Wind blowing from the north-east,1,,4,,Mist. ,,,16.7,27.9,,,,,,5.0,18.4,No precipitation,6,,,,
26.02.2020 20:00,23.7,752.8,763.0,0.5,69,Wind blowing from the north,1,,4,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,27.9,,,1500-2000,,,5.0,17.7,No precipitation,12,,,,
26.02.2020 17:00,26.1,752.3,762.5,,53,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,16.7,27.9,,,1500-2000,,,14.0,15.8,No precipitation,6,,,,
26.02.2020 14:00,26.9,753.1,763.3,-2.3,55,Wind blowing from the east,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,27.7,,,600-1000,,,19.0,17.1,No precipitation,12,,,,
26.02.2020 11:00,23.9,755.4,765.6,,68,Wind blowing from the north-east,1,,,no clouds, ,,,16.7,27.1,,,,,,9.0,17.6,No precipitation,6,,,,
26.02.2020 08:00,17.1,754.6,764.9,1.7,95,Wind blowing from the south-southeast,1,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,27.1,,,2500 or more  or no clouds.,,,3.4,16.3,No precipitation,12,,,,
26.02.2020 05:00,17.2,752.9,763.1,,93,Wind blowing from the north-east,2,,,,Mist. ,,,15.9,27.1,,,,,,4.2,16.1,No precipitation,6,,,,
26.02.2020 02:00,18.1,752.8,763.0,-0.2,91,Wind blowing from the north-east,3,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,27.1,,,2500 or more  or no clouds.,,,4.6,16.6,No precipitation,12,,,,
25.02.2020 23:00,19.5,753.0,763.2,,85,Wind blowing from the north-northeast,3,,3,,Mist. ,,,15.9,27.1,,,,,,5.0,16.9,No precipitation,6,,,,
25.02.2020 20:00,22.8,752.2,762.4,0.6,66,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,27.1,,,2000-2500,,,10.0,16.1,No precipitation,12,,,,
25.02.2020 17:00,25.6,751.6,761.8,,54,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,15.9,27.1,,,2000-2500,,,13.0,15.6,No precipitation,6,,,,
25.02.2020 14:00,26.1,752.5,762.6,,57,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,26.8,,,600-1000,,,15.0,16.9,No precipitation,12,,,,
25.02.2020 11:00,22.2,754.7,764.9,,73,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,15.9,26.8,,,600-1000,,,9.0,17.1,No precipitation,6,,,,
25.02.2020 08:00,16.6,754.0,764.3,1.8,93,Wind blowing from the east-northeast,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,26.8,,,2000-2500,,,4.0,15.5,No precipitation,12,,,,
25.02.2020 05:00,16.8,752.2,762.4,,93,Wind blowing from the east-southeast,2,,5,,Mist. ,,,15.0,26.8,,,,,,4.6,15.7,No precipitation,6,,,,
25.02.2020 02:00,18.7,752.8,763.0,-0.5,83,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,26.8,,,2500 or more  or no clouds.,,,7.0,15.8,No precipitation,12,,,,
24.02.2020 23:00,20.8,753.3,763.5,,73,Wind blowing from the east-southeast,2,,5,, ,,,15.0,26.8,,,,,,9.0,15.8,No precipitation,6,,,,
24.02.2020 20:00,22.9,752.5,762.8,,62,Wind blowing from the east-southeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,26.8,,,2500 or more  or no clouds.,,,11.0,15.2,No precipitation,12,,,,
24.02.2020 17:00,26.3,751.9,762.1,,49,Wind blowing from the east-southeast,2,,5,20–30%., ,,,15.0,26.8,,,1000-1500,,,29.0,14.7,No precipitation,6,,,,
24.02.2020 14:00,24.6,753.7,763.9,-2.2,51,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,26.6,,,1000-1500,,,17.0,13.8,No precipitation,12,,,,
24.02.2020 11:00,21.7,755.9,766.2,,62,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%, ,,,15.0,26.6,,,2500 or more  or no clouds.,,,11.0,14.1,No precipitation,6,,,,
24.02.2020 08:00,15.2,755.5,765.8,0.9,93,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,26.6,,,2000-2500,,,3.5,14.1,No precipitation,12,,,,
24.02.2020 05:00,15.8,754.6,764.9,,91,Wind blowing from the east,1,,6,,Mist. ,,,14.3,26.6,,,,,,4.5,14.3,No precipitation,6,,,,
24.02.2020 02:00,17.0,755.3,765.6,-0.6,87,Wind blowing from the north,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.6,,,2500 or more  or no clouds.,,,5.0,14.8,No precipitation,12,,,,
23.02.2020 23:00,18.8,755.9,766.2,,76,Wind blowing from the east-southeast,2,,7,, ,,,14.3,26.6,,,,,,7.0,14.5,No precipitation,6,,,,
23.02.2020 20:00,22.1,755.5,765.8,0.3,60,Wind blowing from the east-southeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.6,,,600-1000,,,9.0,14.0,No precipitation,12,,,,
23.02.2020 17:00,25.7,755.2,765.5,,47,Wind blowing from the east,3,,7,40%., ,,,14.3,26.6,,,600-1000,,,16.0,13.6,No precipitation,6,,,,
23.02.2020 14:00,24.9,757.1,767.4,,51,Wind blowing from the east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.1,,,600-1000,,,14.0,14.1,No precipitation,12,,,,
23.02.2020 11:00,20.2,760.1,770.5,,70,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,14.3,26.1,,,2000-2500,,,7.0,14.6,No precipitation,6,,,,
23.02.2020 08:00,14.6,759.0,769.4,1.2,91,Wind blowing from the east-northeast,2,,,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.1,,,2500 or more  or no clouds.,,,4.3,13.1,No precipitation,12,,,,
23.02.2020 05:00,14.9,757.8,768.1,,93,Wind blowing from the north-northeast,2,,4,,Mist. ,,,13.0,26.1,,,,,,3.3,13.8,No precipitation,6,,,,
23.02.2020 02:00,16.8,758.2,768.4,-0.6,86,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.1,,,2500 or more  or no clouds.,,,5.0,14.4,No precipitation,12,,,,
22.02.2020 23:00,18.2,758.8,769.1,,82,Wind blowing from the north-east,3,,4,,Mist. ,,,13.0,26.1,,,,,,5.0,15.1,No precipitation,6,,,,
22.02.2020 20:00,21.6,758.0,768.4,,63,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.1,,,,,,9.0,14.3,No precipitation,12,,,,
22.02.2020 17:00,25.8,757.3,767.5,,47,Wind blowing from the north,1,,4,no clouds, ,,,13.0,26.3,,,,,,15.0,13.6,No precipitation,6,,,,
22.02.2020 14:00,24.5,758.9,769.3,-2.6,49,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.5,,,,,,11.0,13.1,No precipitation,12,,,,
22.02.2020 11:00,20.4,761.5,771.8,,59,Wind blowing from the north-northeast,1,,4,no clouds, ,,,13.0,26.5,,,,,,8.0,12.1,No precipitation,6,,,,
22.02.2020 08:00,13.7,761.0,771.4,1.4,85,Wind blowing from the north,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,26.5,,,,,,6.0,11.2,No precipitation,12,,,,
