Local time in Nenjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,-20.6,746.2,770.4,0.3,81,Wind blowing from the west-northwest,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-4.9,,,2500 or more  or no clouds.,,,9.0,-23.0,No precipitation,12,,,,
01.03.2020 23:00,-18.3,745.9,770.2,,85,Wind blowing from the east,1,,,, ,,,-22.4,-4.9,,,,,,8.0,-20.2,No precipitation,6,,,,
01.03.2020 20:00,-14.9,745.4,769.9,0.7,83,Wind blowing from the west-northwest,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-4.9,,,2500 or more  or no clouds.,,,4.4,-17.1,No precipitation,12,,,,
01.03.2020 17:00,-6.5,744.7,768.7,,61,Wind blowing from the west,0,,2,40%., ,,,-22.4,-3.9,,,2500 or more  or no clouds.,,,7.0,-12.8,No precipitation,6,,,,
01.03.2020 14:00,-5.3,744.4,768.4,-0.6,56,Wind blowing from the south-southwest,1,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-2.8,,,2500 or more  or no clouds.,,,25.0,-12.9,No precipitation,12,,,,
01.03.2020 11:00,-11.8,745.0,769.2,,66,Wind blowing from the south-southwest,1,,2,70 – 80%., ,,,-22.4,-2.8,,,2500 or more  or no clouds.,,,10.0,-17.0,No precipitation,6,,,,
01.03.2020 08:00,-18.0,745.1,769.6,0.3,82,Wind blowing from the south-west,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,,,,2500 or more  or no clouds.,,,3.5,-20.3,No precipitation,12,,,,
01.03.2020 05:00,-19.0,744.8,768.7,,82,Wind blowing from the west,1,,4,, ,,,-20.2,-2.8,,,,,,22.0,-21.3,No precipitation,6,,,,
01.03.2020 02:00,-20.1,745.0,769.0,0.3,79,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-2.8,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
29.02.2020 23:00,-17.1,744.7,768.7,,83,Wind blowing from the east-southeast,2,,,, ,,,-17.8,-2.8,,,,,,23.0,-19.3,No precipitation,6,,,,
29.02.2020 20:00,-16.0,744.7,768.7,0.6,77,Wind blowing from the east-southeast,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-2.8,,,,,,6.0,-19.1,No precipitation,12,,,,
29.02.2020 17:00,-3.9,744.1,767.6,,48,Wind blowing from the north-northwest,3,,7,, ,,,-11.6,-2.8,,,,,,30.0,-13.3,No precipitation,6,,,,
29.02.2020 14:00,-3.7,744.1,767.6,,56,Wind blowing from the north,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-3.6,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
29.02.2020 11:00,-6.3,744.3,767.9,,61,Wind blowing from the north,5,,7,70 – 80%., ,,,-11.6,-4.9,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,6,,,,
29.02.2020 08:00,-10.0,744.1,767.8,0.9,69,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-4.9,,,2500 or more  or no clouds.,,,19.0,-14.6,No precipitation,12,,,,
29.02.2020 05:00,-10.0,743.2,766.8,,71,Wind blowing from the north-northeast,3,,7,, ,,,-17.3,-4.9,,,,,,30.0,-14.4,No precipitation,6,,,,
29.02.2020 02:00,-11.1,742.4,766.0,0.7,71,Wind blowing from the north-northeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-4.9,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
28.02.2020 23:00,-9.0,741.7,765.4,,67,Wind blowing from the north,4,,,, ,,,,-4.9,,,,,,30.0,-14.0,No precipitation,6,,,,
28.02.2020 20:00,-7.4,741.8,765.6,,75,Wind blowing from the north-northeast,3,,6,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-4.9,,,2500 or more  or no clouds.,,,14.0,-11.2,Trace of precipitation,12,,,,
28.02.2020 17:00,-5.4,741.4,765.1,,71,Wind blowing from the east-northeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-4.9,,,2500 or more  or no clouds.,,,20.0,-9.8,No precipitation,6,,,,
28.02.2020 14:00,-6.1,741.0,764.8,-0.9,68,Wind blowing from the north-northeast,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-5.3,,,2500 or more  or no clouds.,,,24.0,-11.2,No precipitation,12,,,,
28.02.2020 11:00,-8.7,741.9,765.8,,70,Wind blowing from the north-east,3,,5,90  or more  but not 100%, ,,,-18.4,-5.3,,,,,,16.0,-13.2,No precipitation,6,,,,
28.02.2020 08:00,-13.5,742.1,766.3,,77,Wind blowing from the north-northeast,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,,,,2500 or more  or no clouds.,,,7.0,-16.7,No precipitation,12,,,,
28.02.2020 02:00,-16.1,743.8,767.7,-1.2,74,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-5.3,,,2500 or more  or no clouds.,,,15.0,-19.7,No precipitation,12,,,,
27.02.2020 23:00,-15.8,745.0,769.2,,73,Wind blowing from the south-southeast,1,,,, ,,,-25.9,-5.3,,,,,,21.0,-19.5,No precipitation,6,,,,
27.02.2020 20:00,-16.0,745.7,770.3,-0.3,73,Wind blowing from the south-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-5.3,,,2500 or more  or no clouds.,,,6.0,-19.7,No precipitation,12,,,,
27.02.2020 17:00,-9.9,746.0,770.4,,57,Wind blowing from the south-southeast,1,,2,no clouds, ,,,-25.9,-5.3,,,,,,30.0,-17.0,No precipitation,6,,,,
27.02.2020 14:00,-5.7,747.1,771.3,,53,Wind blowing from the south-east,2,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-5.5,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
27.02.2020 11:00,-10.9,748.9,773.1,,64,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-25.9,-6.0,,,,,,8.0,-16.4,No precipitation,6,,,,
27.02.2020 08:00,-20.1,749.7,774.4,-0.1,81,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-6.0,,,,,,4.1,-22.5,No precipitation,12,,,,
27.02.2020 05:00,-21.6,749.8,774.4,,82,Wind blowing from the north-west,1,,3,, ,,,-24.5,-6.0,,,,,,12.0,-23.8,No precipitation,6,,,,
27.02.2020 02:00,-20.0,749.9,774.2,0.3,85,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-6.0,,,2500 or more  or no clouds.,,,11.0,-21.9,No precipitation,12,,,,
26.02.2020 23:00,-15.6,749.6,774.0,,80,Wind blowing from the south,1,,,, ,,,-24.5,-6.0,,,,,,26.0,-18.3,No precipitation,6,,,,
26.02.2020 20:00,-15.2,750.1,774.7,0.1,77,Wind blowing from the south-west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-6.0,,,,,,7.0,-18.3,No precipitation,12,,,,
26.02.2020 17:00,-10.2,750.0,774.6,,60,Wind blowing from the south-southeast,1,,2,no clouds, ,,,-24.5,-6.0,,,,,,12.0,-16.5,No precipitation,6,,,,
26.02.2020 14:00,-6.6,750.6,775.0,-1.0,53,Wind blowing from the south-southeast,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.7,,,,,,26.0,-14.6,No precipitation,12,,,,
26.02.2020 11:00,-12.1,751.6,776.2,,66,Wind blowing from the south,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-5.1,,,,,,7.0,-17.2,No precipitation,6,,,,
26.02.2020 08:00,-19.5,751.6,776.5,0.7,83,Wind blowing from the east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,,,,,,,5.0,-21.7,No precipitation,12,,,,
26.02.2020 05:00,-22.0,750.9,775.5,,82,Wind blowing from the north-northwest,0,,2,, ,,,-24.0,-5.1,,,,,,22.0,-24.2,No precipitation,6,,,,
26.02.2020 02:00,-20.4,750.4,774.7,0.2,83,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.1,,,2500 or more  or no clouds.,,,16.0,-22.5,No precipitation,12,,,,
25.02.2020 23:00,-18.0,750.2,774.6,,83,Wind blowing from the north,1,,,, ,,,-24.3,-5.1,,,,,,9.0,-20.2,No precipitation,6,,,,
25.02.2020 20:00,-17.1,749.8,774.6,0.4,77,Wind blowing from the north,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.1,,,,,,5.0,-20.2,No precipitation,12,,,,
25.02.2020 17:00,-9.9,749.4,773.9,,64,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-24.3,-5.1,,,,,,15.0,-15.4,No precipitation,6,,,,
25.02.2020 14:00,-6.1,749.5,773.7,,58,Wind blowing from the south-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-4.0,,,,,,25.0,-13.2,No precipitation,12,,,,
25.02.2020 11:00,-10.6,750.8,775.2,,65,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-4.0,,,,,,6.0,-15.9,No precipitation,6,,,,
25.02.2020 08:00,-20.3,750.7,775.6,1.0,80,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,,,,,,,4.7,-22.9,No precipitation,12,,,,
25.02.2020 05:00,-21.7,749.7,774.0,,83,Calm  no wind,0,,,, ,,,-24.3,-4.0,,,,,,23.0,-23.8,No precipitation,6,,,,
25.02.2020 02:00,-19.5,749.1,773.2,0.7,83,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-4.0,,,2500 or more  or no clouds.,,,25.0,-21.7,No precipitation,12,,,,
24.02.2020 23:00,-16.6,748.4,772.5,,84,Calm  no wind,0,,,, ,,,-19.2,-4.0,,,,,,20.0,-18.7,No precipitation,6,,,,
24.02.2020 20:00,-16.3,747.1,771.4,,82,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-4.0,,,,,,5.0,-18.7,No precipitation,12,,,,
24.02.2020 17:00,-5.1,745.7,769.6,,56,Calm  no wind,0,,,no clouds, ,,,-18.8,-4.0,,,,,,11.0,-12.7,No precipitation,6,,,,
24.02.2020 14:00,-4.7,744.7,768.5,0.9,57,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-4.7,,,,,,30.0,-12.1,No precipitation,12,,,,
24.02.2020 11:00,-6.8,743.8,767.6,,71,Calm  no wind,0,,,20–30%., ,,,-18.8,-6.8,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,6,,,,
24.02.2020 08:00,-13.9,742.4,766.4,1.9,85,Wind blowing from the north-northeast,0,,3,40%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-8.8,,,2500 or more  or no clouds.,,,3.4,-15.9,No precipitation,12,,,,
24.02.2020 05:00,-14.4,740.5,764.4,,86,Wind blowing from the south-west,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.7,-8.8,,,,,,13.0,-16.2,No precipitation,6,,,,
24.02.2020 02:00,-15.9,738.8,762.7,1.1,86,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-8.8,,,2500 or more  or no clouds.,,,7.0,-17.7,1.0,12,,,,
23.02.2020 23:00,-12.1,737.7,761.5,,88,Wind blowing from the north-west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-8.8,,,,,,6.0,-13.7,0.8,6,,,,
23.02.2020 20:00,-10.9,737.0,761.1,0.8,89,Wind blowing from the north,0,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-8.8,,,2500 or more  or no clouds.,,,4.9,-12.4,1.0,12,,,,
23.02.2020 17:00,-9.2,736.2,760.3,,86,Wind blowing from the north-northeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-8.8,,,2500 or more  or no clouds.,,,2.3,-11.1,0.5,6,,,,
23.02.2020 14:00,-9.1,736.4,760.4,,70,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-8.9,,,2500 or more  or no clouds.,,,12.0,-13.7,No precipitation,12,,,,
23.02.2020 11:00,-11.3,738.3,762.4,,69,Wind blowing from the east,1,,3,90  or more  but not 100%, ,,,-23.2,-8.9,,,,,,9.0,-15.9,No precipitation,6,,,,
23.02.2020 08:00,-20.1,739.4,763.9,-0.2,79,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,,,,2500 or more  or no clouds.,,,7.0,-22.8,No precipitation,12,,,,
23.02.2020 05:00,-22.8,739.6,764.0,,79,Wind blowing from the south-southeast,1,,3,, ,,,-23.2,-8.9,,,,,,16.0,-25.4,No precipitation,6,,,,
23.02.2020 02:00,-20.7,740.7,764.8,-0.7,82,Wind blowing from the south-southeast,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-8.9,,,2500 or more  or no clouds.,,,25.0,-23.0,No precipitation,12,,,,
22.02.2020 23:00,-18.8,741.4,765.7,,74,Wind blowing from the south,2,,,, ,,,-22.7,-8.9,,,,,,30.0,-22.3,No precipitation,6,,,,
22.02.2020 20:00,-17.8,741.9,766.4,,72,Wind blowing from the west-southwest,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-8.9,,,2500 or more  or no clouds.,,,9.0,-21.6,No precipitation,12,,,,
22.02.2020 17:00,-13.0,741.4,765.7,,61,Wind blowing from the south-east,1,,3,60%., ,,,-22.7,-8.9,,,2500 or more  or no clouds.,,,25.0,-19.1,No precipitation,6,,,,
22.02.2020 14:00,-9.2,741.4,765.4,-1.2,53,Wind blowing from the south-southeast,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-8.4,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
22.02.2020 11:00,-13.1,742.6,766.8,,58,Wind blowing from the south,1,,4,40%., ,,,-22.7,-8.4,,,2500 or more  or no clouds.,,,15.0,-19.6,No precipitation,6,,,,
22.02.2020 08:00,-19.1,743.1,767.5,0.2,68,Wind blowing from the east-southeast,1,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-8.4,,,2500 or more  or no clouds.,,,6.0,-23.5,No precipitation,12,,,,
22.02.2020 05:00,-19.2,742.9,767.1,,73,Wind blowing from the north-east,1,,4,, ,,,-21.8,-8.4,,,,,,30.0,-22.8,No precipitation,6,,,,
22.02.2020 02:00,-17.1,743.6,767.7,-0.8,62,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-8.4,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
21.02.2020 23:00,-16.2,744.4,768.6,,64,Wind blowing from the north-east,3,,,, ,,,-22.3,-8.4,,,,,,20.0,-21.4,No precipitation,6,,,,
