Local time in Sanya (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 23:00,20.1,725.5,761.6,,100,Wind blowing from the east,7,,11,,Mist. ,,,19.4,23.6,,,,,,6.0,20.1,No precipitation,6,,,,
03.03.2020 20:00,20.0,724.6,760.9,,100,Wind blowing from the east,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,23.6,,,2500 or more  or no clouds.,,,8.0,20.0,No precipitation,12,,,,
03.03.2020 17:00,21.4,723.8,760.0,,95,Wind blowing from the east,8,,12,60%., ,,,19.4,23.6,,,300-600,,,17.0,20.6,No precipitation,6,,,,
03.03.2020 14:00,22.9,725.1,761.2,-1.9,86,Wind blowing from the east,7,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.3,,,300-600,,,22.0,20.4,No precipitation,12,,,,
03.03.2020 11:00,22.2,727.0,763.3,,89,Wind blowing from the east,7,,12,60%., ,,,19.4,25.1,,,300-600,,,26.0,20.3,No precipitation,6,,,,
03.03.2020 08:00,19.8,726.1,762.4,1.6,100,Wind blowing from the east,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,200-300,,,20.0,19.8,No precipitation,12,,,,
03.03.2020 05:00,19.6,724.5,760.7,,100,Wind blowing from the east,7,,11,,Fog or ice fog. ,,,19.4,,,,,,,3.9,19.6,No precipitation,6,,,,
03.03.2020 02:00,20.0,725.2,761.3,-0.7,100,Wind blowing from the east-northeast,6,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.1,,,2500 or more  or no clouds.,,,3.7,20.0,No precipitation,12,,,,
02.03.2020 23:00,20.0,725.9,762.0,,100,Wind blowing from the east-northeast,6,,10,, ,,,19.4,25.1,,,,,,11.0,20.0,No precipitation,6,,,,
02.03.2020 20:00,20.3,725.0,761.3,1.0,100,Wind blowing from the east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.1,,,200-300,,,20.0,20.3,No precipitation,12,,,,
02.03.2020 17:00,21.6,724.0,760.2,,99,Wind blowing from the east,5,,10,70 – 80%., ,,,19.4,25.1,,,300-600,,,22.0,21.4,No precipitation,6,,,,
02.03.2020 14:00,24.2,724.6,760.6,,82,Wind blowing from the east,6,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,25.1,,,300-600,,,30.0,20.9,0.1,12,,,,
02.03.2020 11:00,23.8,726.4,762.5,,83,Wind blowing from the east,4,,11,70 – 80%., ,,,19.4,25.2,,,300-600,,,30.0,20.7,0.1,6,,,,
02.03.2020 08:00,19.9,725.7,762.0,1.7,100,Wind blowing from the east,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,,,,15.0,19.9,0.1,12,,,,
02.03.2020 05:00,19.6,724.0,760.2,,100,Wind blowing from the east-northeast,6,,11,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,19.1,,,,,,,0.4,19.6,No precipitation,6,,,,
02.03.2020 02:00,20.0,724.2,760.2,-0.7,100,Wind blowing from the east,7,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.2,,,2500 or more  or no clouds.,,,0.1,20.0,No precipitation,12,,,,
01.03.2020 23:00,20.2,724.9,760.9,,100,Wind blowing from the east,4,,7,,Fog or ice fog. ,,,19.1,25.2,,,,,,0.7,20.2,No precipitation,6,,,,
01.03.2020 20:00,20.8,724.0,760.2,0.6,100,Wind blowing from the east,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.2,,,200-300,,,15.0,20.8,No precipitation,12,,,,
01.03.2020 17:00,21.6,723.4,759.5,,97,Wind blowing from the south-east,4,,6,70 – 80%., ,,,19.1,25.2,,,200-300,,,20.0,21.1,No precipitation,6,,,,
01.03.2020 14:00,24.1,724.3,760.4,-1.8,77,Wind blowing from the south-east,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.2,,,300-600,,,30.0,19.8,0.2,12,,,,
01.03.2020 11:00,25.0,726.1,762.1,,74,Wind blowing from the east,2,,6,70 – 80%., ,,,19.1,25.0,,,300-600,,,30.0,20.0,0.1,6,,,,
01.03.2020 08:00,19.7,724.9,761.2,1.2,100,Wind blowing from the east,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,2500 or more  or no clouds.,,,0.1,19.7,0.2,12,,,,
01.03.2020 05:00,19.1,723.7,759.8,,100,Wind blowing from the east,3,,7,, ,,,19.1,24.6,,,,,,18.0,19.1,0.1,6,,,,
01.03.2020 02:00,19.5,724.3,760.4,-0.2,100,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.6,,,2500 or more  or no clouds.,,,5.0,19.5,No precipitation,12,,,,
29.02.2020 23:00,19.6,724.5,760.6,,100,Wind blowing from the east,5,,9,,Fog or ice fog. ,,,19.4,24.6,,,,,,11.0,19.6,No precipitation,6,,,,
29.02.2020 20:00,20.4,724.0,760.2,0.9,100,Wind blowing from the east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.6,,,100-200,,,15.0,20.4,No precipitation,12,,,,
29.02.2020 17:00,22.1,723.1,759.1,,99,Wind blowing from the east-southeast,4,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.6,,,,,,3.6,21.9,No precipitation,6,,,,
29.02.2020 14:00,23.7,724.0,760.0,-1.6,92,Wind blowing from the east-southeast,5,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.6,,,300-600,,,11.0,22.3,No precipitation,12,,,,
29.02.2020 11:00,23.0,725.6,761.8,,90,Wind blowing from the east-northeast,6,,14,70 – 80%., ,,,19.4,24.5,,,300-600,,,19.0,21.3,No precipitation,6,,,,
29.02.2020 08:00,19.7,724.9,761.2,0.9,100,Wind blowing from the east-northeast,6,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,,,,2500 or more  or no clouds.,,,2.9,19.7,0.6,12,,,,
29.02.2020 05:00,19.6,724.0,760.1,,100,Wind blowing from the east-northeast,6,,14,,Fog or ice fog. ,,,19.0,,,,,,,2.3,19.6,0.6,6,,,,
29.02.2020 02:00,20.0,724.6,760.7,-1.1,100,Wind blowing from the east-northeast,5,,14,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.5,,,2500 or more  or no clouds.,,,0.1,20.0,0.6,12,,,,
28.02.2020 23:00,20.3,725.7,761.8,,100,Wind blowing from the east-northeast,5,,14,, ,,,18.9,24.5,,,,,,10.0,20.3,No precipitation,6,,,,
28.02.2020 20:00,20.3,724.9,761.2,,100,Wind blowing from the east-northeast,7,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.5,,,200-300,,,20.0,20.3,No precipitation,12,,,,
28.02.2020 17:00,21.6,724.3,760.5,,95,Wind blowing from the east,9,,15,, ,,,18.9,24.5,,,,,,18.0,20.8,No precipitation,6,,,,
28.02.2020 14:00,23.9,725.4,761.5,-1.3,83,Wind blowing from the east,7,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.5,,,300-600,,,20.0,20.8,No precipitation,12,,,,
28.02.2020 11:00,22.7,726.7,762.9,,86,Wind blowing from the east-northeast,8,,15,70 – 80%., ,,,18.9,24.4,,,300-600,,,23.0,20.2,No precipitation,6,,,,
28.02.2020 08:00,20.1,725.8,762.2,0.6,98,Wind blowing from the north-east,10,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,2500 or more  or no clouds.,,,17.0,19.8,No precipitation,12,,,,
28.02.2020 05:00,19.3,725.2,761.4,,98,Wind blowing from the east-northeast,8,,14,, ,,,18.9,24.4,,,,,,19.0,19.0,No precipitation,6,,,,
28.02.2020 02:00,19.5,726.1,762.3,-1.2,100,Wind blowing from the east-northeast,8,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.4,,,2500 or more  or no clouds.,,,13.0,19.5,No precipitation,12,,,,
27.02.2020 23:00,20.1,727.3,763.5,,100,Wind blowing from the east-northeast,8,,14,, ,,,19.3,24.4,,,,,,14.0,20.1,No precipitation,6,,,,
27.02.2020 20:00,20.0,726.3,762.7,0.8,98,Wind blowing from the east,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.4,,,2500 or more  or no clouds.,,,19.0,19.7,No precipitation,12,,,,
27.02.2020 17:00,22.1,725.5,761.7,,81,Wind blowing from the east,7,,14,70 – 80%., ,,,19.3,24.4,,,300-600,,,30.0,18.7,No precipitation,6,,,,
27.02.2020 14:00,23.4,726.4,762.6,-1.6,75,Wind blowing from the east-northeast,7,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.4,,,300-600,,,30.0,18.7,No precipitation,12,,,,
27.02.2020 11:00,22.6,728.0,764.3,,80,Wind blowing from the east-northeast,7,,14,, ,,,19.3,25.1,,,,,,30.0,19.0,No precipitation,6,,,,
27.02.2020 08:00,20.2,726.7,763.1,1.3,94,Wind blowing from the east-northeast,8,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,2500 or more  or no clouds.,,,24.0,19.2,No precipitation,12,,,,
27.02.2020 05:00,19.5,725.4,761.6,,100,Wind blowing from the east-northeast,8,,12,, ,,,19.1,25.1,,,,,,14.0,19.5,No precipitation,6,,,,
27.02.2020 02:00,19.9,726.3,762.4,-0.8,100,Wind blowing from the east-northeast,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.1,,,2500 or more  or no clouds.,,,8.0,19.9,No precipitation,12,,,,
26.02.2020 23:00,20.1,727.1,763.3,,100,Wind blowing from the east-northeast,6,,11,,Mist. ,,,19.1,25.1,,,,,,6.0,20.1,No precipitation,6,,,,
26.02.2020 20:00,20.3,726.4,762.7,0.5,100,Wind blowing from the east,8,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.1,,,2500 or more  or no clouds.,,,20.0,20.3,No precipitation,12,,,,
26.02.2020 17:00,21.9,725.9,762.1,,97,Wind blowing from the east,7,,10,, ,,,19.1,25.1,,,,,,17.0,21.4,No precipitation,6,,,,
26.02.2020 14:00,23.9,726.7,763.0,-1.4,84,Wind blowing from the east-southeast,6,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,25.1,,,300-600,,,24.0,21.0,No precipitation,12,,,,
26.02.2020 11:00,24.5,728.1,764.3,,78,Wind blowing from the east,6,,11,20–30%., ,,,19.1,24.9,,,300-600,,,28.0,20.4,No precipitation,6,,,,
26.02.2020 08:00,20.9,727.3,763.6,1.5,95,Wind blowing from the east-northeast,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,2500 or more  or no clouds.,,,20.0,20.1,No precipitation,12,,,,
26.02.2020 05:00,19.5,725.8,762.1,,100,Wind blowing from the east-northeast,7,,11,, ,,,,,,,,,,17.0,19.5,No precipitation,6,,,,
26.02.2020 02:00,19.3,726.1,762.4,-0.6,100,Wind blowing from the east-northeast,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,24.9,,,2500 or more  or no clouds.,,,14.0,19.3,No precipitation,12,,,,
25.02.2020 23:00,19.6,726.7,762.8,,100,Wind blowing from the east-northeast,6,,10,, ,,,17.9,24.9,,,,,,10.0,19.6,No precipitation,6,,,,
25.02.2020 20:00,19.7,725.7,762.1,,100,Wind blowing from the east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,24.9,,,2500 or more  or no clouds.,,,20.0,19.7,No precipitation,12,,,,
25.02.2020 14:00,23.4,726.1,762.4,,76,Wind blowing from the east,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,24.9,,,300-600,,,23.0,18.9,No precipitation,12,,,,
25.02.2020 11:00,24.4,727.8,764.1,,73,Wind blowing from the east,4,,8,20–30%., ,,,17.9,24.5,,,300-600,,,27.0,19.2,No precipitation,6,,,,
25.02.2020 08:00,19.7,726.8,763.3,1.0,96,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,,,,2500 or more  or no clouds.,,,21.0,19.0,No precipitation,12,,,,
25.02.2020 05:00,18.0,725.8,762.3,,100,Wind blowing from the north-east,6,,11,, ,,,17.7,,,,,,,7.0,18.0,No precipitation,6,,,,
25.02.2020 02:00,17.9,726.4,762.7,-0.6,100,Wind blowing from the north-east,4,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,24.5,,,2500 or more  or no clouds.,,,5.0,17.9,No precipitation,12,,,,
24.02.2020 23:00,18.3,727.0,763.4,,100,Wind blowing from the east-northeast,5,,11,, ,,,17.7,24.5,,,,,,8.0,18.3,No precipitation,6,,,,
24.02.2020 20:00,18.6,726.5,763.0,,100,Wind blowing from the east-northeast,5,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,24.5,,,300-600,,,13.0,18.6,No precipitation,12,,,,
24.02.2020 17:00,20.4,726.0,762.4,,92,Wind blowing from the east-southeast,8,,11,70 – 80%., ,,,17.7,24.5,,,300-600,,,16.0,19.1,No precipitation,6,,,,
24.02.2020 14:00,23.2,727.3,763.7,-2.0,76,Wind blowing from the east-southeast,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,24.5,,,300-600,,,17.0,18.7,No precipitation,12,,,,
24.02.2020 11:00,22.0,729.3,765.8,,74,Wind blowing from the north-east,3,,12,60%., ,,,17.7,24.5,,,300-600,,,21.0,17.2,No precipitation,6,,,,
24.02.2020 08:00,18.7,728.5,765.1,0.9,98,Wind blowing from the north-east,6,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,300-600,,,10.0,18.4,No precipitation,12,,,,
24.02.2020 05:00,17.8,727.6,764.0,,100,Wind blowing from the north-east,7,,12,, ,,,16.5,24.5,,,,,,11.0,17.8,No precipitation,6,,,,
24.02.2020 02:00,18.1,728.7,765.1,-1.0,100,Wind blowing from the north-east,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.5,,,2500 or more  or no clouds.,,,9.0,18.1,No precipitation,12,,,,
