Local time in Xinyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 08:00,6.3,759.2,769.9,0.2,92,Wind blowing from the north-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,11.7,,,2500 or more  or no clouds.,,,5.0,5.1,No precipitation,12,,,,
02.03.2020 05:00,6.7,759.0,769.6,,90,Wind blowing from the north-east,2,,,, ,,,,,,,,,,7.0,5.2,,,,,,
02.03.2020 02:00,8.2,759.7,770.3,0.0,82,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,11.7,,,2500 or more  or no clouds.,,,10.0,5.3,No precipitation,12,,,,
01.03.2020 23:00,9.0,759.7,770.4,,79,Wind blowing from the east,2,,8,, ,,,6.3,11.7,,,,,,10.0,5.6,No precipitation,6,,,,
01.03.2020 20:00,9.8,758.8,769.5,1.2,80,Wind blowing from the east-northeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.7,,,2500 or more  or no clouds.,,,8.0,6.5,No precipitation,12,,,,
01.03.2020 17:00,11.1,757.6,768.3,,67,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,10.0,5.2,,,,,,
01.03.2020 14:00,11.0,757.7,768.4,-0.7,75,Wind blowing from the north-east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.8,,,2500 or more  or no clouds.,,,7.0,6.7,No precipitation,12,,,,
01.03.2020 11:00,10.3,758.4,769.0,,77,Wind blowing from the north-east,3,,6,100%., ,,,6.3,14.8,,,2500 or more  or no clouds.,,,10.0,6.4,No precipitation,6,,,,
01.03.2020 08:00,8.1,757.1,767.8,1.5,86,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,,,,2500 or more  or no clouds.,,,8.0,5.9,No precipitation,12,,,,
01.03.2020 05:00,7.2,755.6,766.2,,94,Wind blowing from the west-northwest,1,,6,,Mist. ,,,3.6,14.8,,,,,,5.0,6.3,No precipitation,6,,,,
01.03.2020 02:00,6.8,755.0,765.6,0.7,96,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,14.8,,,2500 or more  or no clouds.,,,5.0,6.2,No precipitation,12,,,,
29.02.2020 23:00,8.0,754.3,764.9,,88,Wind blowing from the east-northeast,2,,6,, ,,,3.6,14.8,,,,,,9.0,6.1,No precipitation,6,,,,
29.02.2020 20:00,10.0,752.8,763.5,1.5,82,Wind blowing from the east,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,14.8,,,,,,12.0,7.1,No precipitation,12,,,,
29.02.2020 17:00,13.6,751.3,761.9,,63,Wind blowing from the east-northeast,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,18.0,6.7,,,,,,
29.02.2020 14:00,13.9,751.9,762.4,,62,Wind blowing from the east-northeast,2,,,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.9,,,2500 or more  or no clouds.,,,20.0,6.7,No precipitation,12,,,,
29.02.2020 11:00,8.9,753.7,764.3,,84,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,8.9,,,2500 or more  or no clouds.,,,13.0,6.3,No precipitation,6,,,,
29.02.2020 08:00,4.2,753.4,764.2,0.8,98,Wind blowing from the west-northwest,1,,3,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,3.1,8.5,,,2500 or more  or no clouds.,,,0.1,3.9,0.3,12,,,,
29.02.2020 05:00,5.2,752.6,763.3,,98,Wind blowing from the south-east,1,,4,,Mist. ,,,2.6,8.5,,,,,,4.9,4.9,0.1,6,,,,
29.02.2020 02:00,6.1,752.9,763.6,-1.1,96,Wind blowing from the south-east,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.5,,,2500 or more  or no clouds.,,,6.0,5.5,0.3,12,,,,
28.02.2020 23:00,6.6,754.0,764.7,,89,Wind blowing from the south,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.5,8.5,,,,,,9.0,4.9,0.2,6,,,,
28.02.2020 20:00,6.9,753.6,764.3,,82,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,8.5,,,2500 or more  or no clouds.,,,14.0,4.0,Trace of precipitation,12,,,,
28.02.2020 17:00,7.7,754.0,764.7,,73,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,,,,,,,,20.0,3.2,,,,,,
28.02.2020 14:00,7.1,754.8,765.6,-1.5,74,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,7.2,,,2500 or more  or no clouds.,,,18.0,2.8,7.0,12,,,,
28.02.2020 11:00,5.2,756.3,767.1,,91,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,5.2,,,1000-1500,,,18.0,3.9,4.0,6,,,,
28.02.2020 08:00,3.2,756.1,766.9,,98,Wind blowing from the north,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,2.5,6.6,,,300-600,,,10.0,2.9,8.0,12,,,,
28.02.2020 02:00,2.7,757.0,767.8,-0.2,98,Wind blowing from the north-west,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,,,,2500 or more  or no clouds.,,,4.2,2.4,27.0,12,,,,
27.02.2020 23:00,4.1,757.2,768.0,,98,Wind blowing from the north,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.1,,,,,,,2.8,3.8,18.0,6,,,,
27.02.2020 20:00,4.8,757.6,768.4,0.6,98,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.5,,,,300-600,,,3.1,4.5,28.0,12,,,,
27.02.2020 17:00,4.9,757.0,767.8,,98,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,4.5,11.6,,,300-600,,,2.8,4.6,8.0,6,,,,
27.02.2020 14:00,4.6,758.3,769.0,,92,Wind blowing from the north-east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.3,,,1500-2000,,,7.0,3.4,3.0,12,,,,
27.02.2020 11:00,5.1,760.7,771.4,,86,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,12.3,,,1500-2000,,,12.0,3.0,3.0,6,,,,
27.02.2020 08:00,6.6,760.1,770.8,0.6,87,Wind blowing from the east-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.3,,,2500 or more  or no clouds.,,,6.0,4.6,0.1,12,,,,
27.02.2020 05:00,8.6,759.5,770.2,,74,Wind blowing from the north-east,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.6,12.3,,,,,,8.0,4.2,No precipitation,6,,,,
27.02.2020 02:00,9.8,760.3,771.0,-0.6,73,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.3,,,2500 or more  or no clouds.,,,8.0,5.2,No precipitation,12,,,,
26.02.2020 23:00,10.4,760.9,771.5,,74,Wind blowing from the east-northeast,4,,9,, ,,,9.0,12.3,,,,,,10.0,6.0,No precipitation,6,,,,
26.02.2020 20:00,11.0,760.4,771.1,1.3,78,Wind blowing from the east-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.3,,,2500 or more  or no clouds.,,,10.0,7.3,No precipitation,12,,,,
26.02.2020 17:00,11.5,759.1,769.8,,76,Wind blowing from the east-northeast,4,,9,100%., ,,,9.0,12.3,,,2500 or more  or no clouds.,,,13.0,7.4,No precipitation,6,,,,
26.02.2020 14:00,11.9,759.1,769.6,-0.8,76,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.3,,,2500 or more  or no clouds.,,,11.0,7.8,No precipitation,12,,,,
26.02.2020 11:00,10.2,759.9,770.5,,91,Wind blowing from the north-east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,2500 or more  or no clouds.,,,3.3,8.8,No precipitation,6,,,,
26.02.2020 08:00,9.4,758.8,769.5,1.2,93,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,,,,2500 or more  or no clouds.,,,2.9,8.3,No precipitation,12,,,,
26.02.2020 05:00,9.1,757.6,768.1,,97,Wind blowing from the north-east,2,,6,,Mist. ,,,8.1,14.3,,,,,,1.9,8.6,No precipitation,6,,,,
26.02.2020 02:00,10.1,757.5,768.1,0.6,86,Wind blowing from the north-northeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.3,,,2500 or more  or no clouds.,,,4.7,7.9,No precipitation,12,,,,
25.02.2020 23:00,10.3,756.9,767.5,,83,Wind blowing from the north-east,2,,7,,Mist. ,,,8.1,17.6,,,,,,5.0,7.5,No precipitation,6,,,,
25.02.2020 20:00,10.5,756.1,766.7,1.3,83,Wind blowing from the north-east,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.0,,,2500 or more  or no clouds.,,,4.2,7.7,No precipitation,12,,,,
25.02.2020 17:00,11.9,754.8,765.3,,76,Wind blowing from the north-east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.7,,,2500 or more  or no clouds.,,,4.8,7.8,No precipitation,6,,,,
25.02.2020 14:00,13.5,754.4,764.8,,68,Wind blowing from the north-northeast,3,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.9,,,1000-1500,,,5.0,7.7,No precipitation,12,,,,
25.02.2020 11:00,9.2,755.8,766.3,,88,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,20.6,,,1500-2000,,,3.6,7.3,No precipitation,6,,,,
25.02.2020 08:00,9.6,754.5,764.9,2.3,82,Wind blowing from the north-east,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,20.7,,,2500 or more  or no clouds.,,,3.5,6.7,Trace of precipitation,12,,,,
25.02.2020 05:00,11.8,752.2,762.5,,79,Wind blowing from the north-east,2,,8,,Mist. ,,,11.8,20.7,,,,,,4.3,8.3,No precipitation,6,,,,
25.02.2020 02:00,14.2,751.4,761.7,0.5,79,Wind blowing from the north-east,2,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,20.7,,,2500 or more  or no clouds.,,,4.4,10.6,No precipitation,12,,,,
24.02.2020 23:00,17.6,750.9,761.1,,75,Wind blowing from the west-northwest,2,,,,Rain (not freezing) not falling as shower(s). ,,,15.7,20.7,,,,,,11.0,13.1,No precipitation,6,,,,
24.02.2020 20:00,19.0,749.8,760.0,,67,Wind blowing from the west,2,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,20.7,,,2500 or more  or no clouds.,,,13.0,12.7,No precipitation,12,,,,
24.02.2020 17:00,19.7,748.5,758.7,,63,Wind blowing from the south-southwest,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,15.0,12.5,,,,,,
24.02.2020 14:00,19.7,748.6,758.8,-1.7,61,Wind blowing from the south,4,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,20.7,,,2500 or more  or no clouds.,,,19.0,12.0,No precipitation,12,,,,
24.02.2020 11:00,20.6,750.3,760.5,,54,Wind blowing from the south-west,5,,14,70 – 80%., ,,,14.7,20.7,,,2500 or more  or no clouds.,,,19.0,11.0,No precipitation,6,,,,
24.02.2020 08:00,16.1,750.2,760.5,0.1,60,Wind blowing from the east,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,19.0,8.3,No precipitation,12,,,,
24.02.2020 05:00,17.3,750.1,760.3,,53,Wind blowing from the south,3,,,, ,,,,,,,,,,21.0,7.6,,,,,,
24.02.2020 02:00,16.8,751.9,762.1,-1.5,49,Wind blowing from the south,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,19.7,,,2500 or more  or no clouds.,,,22.0,6.0,No precipitation,12,,,,
23.02.2020 23:00,16.0,753.4,763.7,,57,Wind blowing from the south,3,,,, ,,,,,,,,,,13.0,7.5,,,,,,
23.02.2020 20:00,16.0,754.0,764.5,-0.1,59,Wind blowing from the south-southwest,2,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,19.7,,,2500 or more  or no clouds.,,,14.0,8.0,No precipitation,12,,,,
23.02.2020 17:00,18.3,754.1,764.5,,48,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,16.0,7.1,,,,,,
23.02.2020 14:00,18.5,755.5,766.0,,40,Wind blowing from the south-southwest,6,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,19.5,,,2500 or more  or no clouds.,,,20.0,4.7,No precipitation,12,,,,
23.02.2020 11:00,16.9,758.3,768.7,,38,Wind blowing from the south,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,19.0,2.5,,,,,,
23.02.2020 08:00,10.4,759.0,769.6,-0.4,72,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.7,,,2500 or more  or no clouds.,,,12.0,5.6,No precipitation,12,,,,
23.02.2020 05:00,9.5,759.4,769.9,,73,Calm  no wind,0,,,, ,,,,,,,,,,13.0,4.9,,,,,,
23.02.2020 02:00,9.6,760.7,771.3,-1.1,68,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.7,,,2500 or more  or no clouds.,,,14.0,4.0,No precipitation,12,,,,
22.02.2020 23:00,12.7,761.8,772.3,,47,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,15.0,1.7,,,,,,
22.02.2020 20:00,14.0,761.8,772.5,,43,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.7,,,2500 or more  or no clouds.,,,13.0,1.6,No precipitation,12,,,,
22.02.2020 17:00,16.8,761.2,771.8,,41,Wind blowing from the east,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,10.0,3.5,,,,,,
22.02.2020 14:00,16.5,762.6,773.2,-2.3,44,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.6,,,,,,15.0,4.2,No precipitation,12,,,,
22.02.2020 11:00,13.8,764.9,775.6,,54,Wind blowing from the north-east,1,,5,no clouds, ,,,5.4,17.6,,,,,,12.0,4.7,No precipitation,6,,,,
22.02.2020 08:00,6.0,764.3,775.0,1.3,95,Wind blowing from the north-west,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.6,,,,,,6.0,5.3,No precipitation,12,,,,
22.02.2020 05:00,6.9,763.0,773.6,,87,Calm  no wind,0,,,, ,,,,,,,,,,10.0,4.9,,,,,,
22.02.2020 02:00,8.1,763.5,774.1,0.2,77,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,17.6,,,2500 or more  or no clouds.,,,12.0,4.3,No precipitation,12,,,,
21.02.2020 23:00,9.5,763.3,774.0,,67,Wind blowing from the west,2,,8,, ,,,8.7,17.6,,,,,,14.0,3.7,No precipitation,6,,,,
