Local time in Yong'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 14:00,20.2,740.4,763.3,,60,Wind blowing from the west-northwest,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,27.0,,,1000-1500,,,13.0,12.2,No precipitation,12,,,,
02.03.2020 11:00,15.3,743.1,766.1,,74,Wind blowing from the south-west,1,,5,100%., ,,,13.6,,,,300-600,,,12.0,10.7,No precipitation,6,,,,
02.03.2020 08:00,13.8,743.4,766.4,1.4,80,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,1000-1500,,,16.0,10.4,No precipitation,12,,,,
02.03.2020 05:00,13.7,742.0,764.8,,78,Wind blowing from the east-northeast,2,,10,, ,,,13.7,27.0,,,,,,20.0,9.9,No precipitation,6,,,,
02.03.2020 02:00,14.2,741.8,764.5,-0.1,81,Wind blowing from the north-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,27.0,,,2500 or more  or no clouds.,,,18.0,11.0,No precipitation,12,,,,
01.03.2020 23:00,16.3,741.9,764.8,,70,Wind blowing from the north-northeast,1,,10,, ,,,16.3,27.0,,,,,,30.0,10.8,No precipitation,6,,,,
01.03.2020 20:00,18.5,740.4,763.2,2.4,62,Wind blowing from the north-west,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,27.0,,,1000-1500,,,30.0,11.1,0.3,12,,,,
01.03.2020 17:00,25.2,738.0,760.4,,43,Wind blowing from the west-northwest,4,,7,40%., ,,,17.3,28.6,,,1000-1500,,,30.0,11.7,No precipitation,6,,,,
01.03.2020 14:00,24.1,738.4,760.8,-1.6,57,Wind blowing from the east-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,29.5,,,1000-1500,,,25.0,15.1,0.9,12,,,,
01.03.2020 11:00,19.0,740.0,762.7,,88,Wind blowing from the east,1,,7,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,,,,7.0,17.0,0.9,6,,,,
01.03.2020 08:00,17.4,739.0,761.5,1.4,96,Wind blowing from the south,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,29.5,,,300-600,,,5.0,16.8,0.6,12,,,,
01.03.2020 05:00,18.7,737.6,759.9,,80,Wind blowing from the north-east,3,,7,,Rain (not freezing) not falling as shower(s). ,,,13.5,29.5,,,,,,13.0,15.2,No precipitation,6,,,,
01.03.2020 02:00,20.6,736.8,759.0,-0.2,67,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,29.5,,,2500 or more  or no clouds.,,,22.0,14.3,No precipitation,12,,,,
29.02.2020 23:00,20.6,737.0,759.4,,64,Wind blowing from the south-southeast,2,,7,, ,,,13.5,29.5,,,,,,23.0,13.6,No precipitation,6,,,,
29.02.2020 20:00,22.2,736.5,759.1,0.8,59,Wind blowing from the south,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,29.5,,,2500 or more  or no clouds.,,,22.0,13.8,No precipitation,12,,,,
29.02.2020 17:00,28.7,735.7,758.0,,36,Wind blowing from the west-northwest,2,,7,20–30%., ,,,13.5,29.5,,,1000-1500,,,30.0,12.2,No precipitation,6,,,,
29.02.2020 14:00,28.5,736.3,758.7,-2.7,37,Wind blowing from the north-west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,29.0,,,1000-1500,,,30.0,12.4,No precipitation,12,,,,
29.02.2020 11:00,23.3,739.0,761.5,,61,Wind blowing from the north-northwest,1,,4,20–30%., ,,,13.5,25.9,,,1000-1500,,,10.0,15.4,No precipitation,6,,,,
29.02.2020 08:00,14.4,739.9,762.7,0.9,97,Wind blowing from the north,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,25.9,,,2500 or more  or no clouds.,,,7.0,13.9,No precipitation,12,,,,
29.02.2020 05:00,14.6,739.0,761.7,,95,Wind blowing from the south,1,,4,,Mist. ,,,12.6,25.9,,,,,,6.0,13.8,No precipitation,6,,,,
29.02.2020 02:00,15.5,739.3,761.8,-0.8,93,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,2500 or more  or no clouds.,,,8.0,14.4,No precipitation,12,,,,
28.02.2020 23:00,17.4,740.1,762.7,,84,Wind blowing from the south-southeast,1,,7,, ,,,12.6,25.9,,,,,,12.0,14.7,No precipitation,6,,,,
28.02.2020 20:00,20.4,739.9,762.7,,71,Wind blowing from the east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,25.9,,,2500 or more  or no clouds.,,,14.0,15.0,No precipitation,12,,,,
28.02.2020 17:00,24.1,739.0,761.6,,55,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,12.6,25.9,,,,,,16.0,14.5,No precipitation,6,,,,
28.02.2020 14:00,24.4,739.9,762.5,-2.4,51,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,26.4,,,2500 or more  or no clouds.,,,20.0,13.6,No precipitation,12,,,,
28.02.2020 11:00,22.6,742.3,,,57,Wind blowing from the south,3,,5,, ,,,12.9,22.6,,,,,,16.0,13.7,No precipitation,6,,,,
28.02.2020 08:00,14.2,742.6,765.6,1.4,96,Wind blowing from the east,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,26.4,,,2500 or more  or no clouds.,,,7.0,13.6,No precipitation,12,,,,
28.02.2020 05:00,13.9,741.2,763.9,,93,Wind blowing from the south-west,1,,7,, ,,,13.7,26.4,,,,,,9.0,12.8,No precipitation,6,,,,
28.02.2020 02:00,15.6,742.0,764.6,-0.6,82,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,26.4,,,2500 or more  or no clouds.,,,13.0,12.5,No precipitation,12,,,,
27.02.2020 23:00,16.3,742.6,765.4,,88,Wind blowing from the east-northeast,2,,7,, ,,,14.4,26.4,,,,,,11.0,14.3,No precipitation,6,,,,
27.02.2020 20:00,19.9,742.1,765.0,1.2,68,Wind blowing from the south-west,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,26.4,,,2500 or more  or no clouds.,,,16.0,13.8,No precipitation,12,,,,
27.02.2020 17:00,23.7,740.9,763.6,,56,Wind blowing from the south,4,,6,70 – 80%., ,,,14.4,26.8,,,1000-1500,,,19.0,14.4,No precipitation,6,,,,
27.02.2020 14:00,25.2,741.7,764.2,-1.7,53,Wind blowing from the north-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,28.3,,,1000-1500,,,14.0,14.9,No precipitation,12,,,,
27.02.2020 11:00,23.6,743.4,766.0,,59,Wind blowing from the north-east,2,,4,60%., ,,,14.4,28.3,,,2500 or more  or no clouds.,,,10.0,15.1,No precipitation,6,,,,
27.02.2020 08:00,16.0,743.8,766.6,1.7,90,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,28.3,,,2500 or more  or no clouds.,,,13.0,14.4,No precipitation,12,,,,
27.02.2020 05:00,15.6,742.1,764.7,,91,Wind blowing from the south,1,,4,, ,,,12.8,28.3,,,,,,14.0,14.1,No precipitation,6,,,,
27.02.2020 02:00,17.0,741.9,764.4,-0.1,85,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.3,,,2500 or more  or no clouds.,,,16.0,14.5,No precipitation,12,,,,
26.02.2020 23:00,18.4,742.0,764.7,,77,Wind blowing from the south-southeast,1,,5,, ,,,12.8,28.3,,,,,,17.0,14.3,No precipitation,6,,,,
26.02.2020 20:00,22.3,741.1,763.9,0.8,59,Wind blowing from the south-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.3,,,2500 or more  or no clouds.,,,20.0,13.9,No precipitation,12,,,,
26.02.2020 17:00,26.8,740.3,763.0,,42,Wind blowing from the north-east,2,,5,70 – 80%., ,,,12.8,28.3,,,1000-1500,,,30.0,12.8,No precipitation,6,,,,
26.02.2020 14:00,27.4,740.3,762.9,-2.2,42,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,2500 or more  or no clouds.,,,30.0,13.4,No precipitation,12,,,,
26.02.2020 11:00,23.3,742.5,765.1,,57,Wind blowing from the north,1,,3,10%  or less  but not 0, ,,,12.8,28.4,,,1000-1500,,,18.0,14.3,No precipitation,6,,,,
26.02.2020 08:00,14.6,742.9,765.7,1.4,89,Wind blowing from the south,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,1000-1500,,,18.0,12.8,No precipitation,12,,,,
26.02.2020 05:00,13.7,741.5,764.2,,92,Wind blowing from the south,1,,3,, ,,,12.8,28.4,,,,,,17.0,12.4,No precipitation,6,,,,
26.02.2020 02:00,15.0,741.1,763.8,0.0,87,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,2500 or more  or no clouds.,,,19.0,12.9,No precipitation,12,,,,
25.02.2020 23:00,17.3,741.1,763.6,,78,Wind blowing from the south,1,,,, ,,,12.8,28.4,,,,,,22.0,13.4,No precipitation,6,,,,
25.02.2020 20:00,20.6,740.3,763.1,1.1,65,Wind blowing from the south-southeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,1000-1500,,,25.0,13.8,No precipitation,12,,,,
25.02.2020 17:00,26.7,739.2,761.8,,40,Wind blowing from the east-northeast,1,,9,70 – 80%., ,,,12.8,28.4,,,1000-1500,,,30.0,12.0,No precipitation,6,,,,
25.02.2020 14:00,26.2,739.9,762.4,,42,Wind blowing from the north-east,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,1000-1500,,,30.0,12.3,No precipitation,12,,,,
25.02.2020 11:00,25.9,741.9,764.4,,46,Wind blowing from the south,2,,5,60%., ,,,12.8,28.4,,,1000-1500,,,22.0,13.4,No precipitation,6,,,,
25.02.2020 08:00,15.1,742.4,765.2,1.3,87,Wind blowing from the south-southwest,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,28.4,,,2500 or more  or no clouds.,,,14.0,13.0,No precipitation,12,,,,
25.02.2020 05:00,14.4,741.1,763.6,,90,Wind blowing from the east-northeast,1,,6,, ,,,11.3,28.4,,,,,,17.0,12.8,No precipitation,6,,,,
25.02.2020 02:00,17.9,741.1,763.6,-0.1,73,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,28.4,,,2500 or more  or no clouds.,,,23.0,13.0,No precipitation,12,,,,
24.02.2020 23:00,19.8,741.2,763.9,,61,Wind blowing from the south-southwest,3,,7,, ,,,11.2,28.4,,,,,,23.0,12.1,No precipitation,6,,,,
24.02.2020 20:00,23.0,740.5,763.3,,47,Wind blowing from the south,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,28.4,,,1000-1500,,,25.0,11.1,No precipitation,12,,,,
24.02.2020 17:00,26.9,739.5,762.1,,34,Wind blowing from the south,3,,7,60%., ,,,11.2,28.4,,,1000-1500,,,26.0,9.7,No precipitation,6,,,,
24.02.2020 14:00,24.8,741.1,763.8,-3.5,40,Wind blowing from the north-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,27.1,,,1000-1500,,,18.0,10.3,No precipitation,12,,,,
24.02.2020 11:00,18.7,744.6,767.5,,55,Wind blowing from the north,2,,3,90  or more  but not 100%, ,,,11.2,27.1,,,,,,11.0,9.5,No precipitation,6,,,,
24.02.2020 08:00,12.8,744.8,767.9,1.4,87,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,27.1,,,2500 or more  or no clouds.,,,12.0,10.7,No precipitation,12,,,,
24.02.2020 05:00,11.3,743.4,766.3,,92,Wind blowing from the east-northeast,2,,5,, ,,,11.2,27.1,,,,,,11.0,10.0,No precipitation,6,,,,
24.02.2020 02:00,13.1,743.9,766.7,-0.5,85,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,27.1,,,2500 or more  or no clouds.,,,15.0,10.6,No precipitation,12,,,,
23.02.2020 23:00,15.9,744.4,767.4,,77,Wind blowing from the south-southeast,1,,5,, ,,,11.8,27.1,,,,,,17.0,11.9,No precipitation,6,,,,
23.02.2020 20:00,19.3,744.1,767.1,0.7,64,Wind blowing from the south,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,27.1,,,1000-1500,,,17.0,12.3,No precipitation,12,,,,
23.02.2020 17:00,25.1,743.4,766.3,,39,Wind blowing from the north-northeast,2,,5,10%  or less  but not 0, ,,,11.8,27.1,,,1000-1500,,,24.0,10.2,No precipitation,6,,,,
23.02.2020 14:00,24.8,744.7,767.5,,42,Wind blowing from the west-southwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,26.1,,,1000-1500,,,23.0,11.0,No precipitation,12,,,,
23.02.2020 11:00,20.2,748.0,771.1,,54,Wind blowing from the north-east,2,,4,no clouds, ,,,11.8,26.1,,,,,,14.0,10.6,No precipitation,6,,,,
23.02.2020 08:00,13.3,748.4,771.6,1.1,91,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,26.1,,,1000-1500,,,11.0,11.9,No precipitation,12,,,,
23.02.2020 05:00,12.0,747.3,770.2,,93,Wind blowing from the east,1,,4,, ,,,10.5,26.1,,,,,,8.0,10.9,No precipitation,6,,,,
23.02.2020 02:00,14.4,747.4,770.2,-0.6,86,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,26.1,,,2500 or more  or no clouds.,,,12.0,12.1,No precipitation,12,,,,
22.02.2020 23:00,16.2,748.0,771.0,,77,Wind blowing from the south-southeast,2,,5,, ,,,10.5,26.1,,,,,,15.0,12.2,No precipitation,6,,,,
22.02.2020 20:00,19.4,746.5,769.7,,61,Wind blowing from the north-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,26.1,,,1000-1500,,,16.0,11.7,No precipitation,12,,,,
22.02.2020 17:00,24.9,745.2,768.1,,37,Wind blowing from the north,2,,5,20–30%., ,,,10.5,26.1,,,1000-1500,,,23.0,9.2,No precipitation,6,,,,
22.02.2020 14:00,25.1,746.2,769.1,-2.7,40,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,25.7,,,1000-1500,,,21.0,10.6,No precipitation,12,,,,
22.02.2020 11:00,19.2,748.9,772.0,,54,Wind blowing from the north-west,1,,3,10%  or less  but not 0, ,,,10.5,25.7,,,1000-1500,,,18.0,9.7,No precipitation,6,,,,
22.02.2020 08:00,11.5,749.5,772.8,1.3,92,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,25.7,,,2500 or more  or no clouds.,,,9.0,10.2,No precipitation,12,,,,
