Local time in Tailai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 14:00,-3.6,754.0,767.5,0.2,61,Wind blowing from the north-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.5,,,,,,27.0,-10.2,No precipitation,12,,,,
29.02.2020 11:00,-5.1,753.8,767.3,,63,Wind blowing from the north-northwest,5,,8,no clouds, ,,,-8.8,-2.1,,,,,,23.0,-11.2,No precipitation,6,,,,
29.02.2020 08:00,-8.1,753.2,766.8,1.3,72,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.1,,,2500 or more  or no clouds.,,,14.0,-12.3,No precipitation,12,,,,
29.02.2020 05:00,-7.1,751.9,765.4,,80,Wind blowing from the north,5,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.1,-2.1,,,,,,14.0,-10.0,No precipitation,6,,,,
29.02.2020 02:00,-5.5,751.1,764.5,,84,Wind blowing from the north-northwest,5,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-2.1,,,2500 or more  or no clouds.,,,4.6,-7.8,No precipitation,12,,,,
28.02.2020 20:00,-6.0,749.8,763.2,,85,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-2.1,,,2500 or more  or no clouds.,,,3.2,-8.1,0.7,12,,,,
28.02.2020 17:00,-3.9,748.3,761.7,,79,Wind blowing from the north-northwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,,,,4.6,-7.0,0.1,6,,,,
28.02.2020 14:00,-2.8,747.4,760.6,-0.5,81,Wind blowing from the north-northwest,3,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,2500 or more  or no clouds.,,,4.4,-5.6,2.0,12,,,,
28.02.2020 11:00,-3.1,747.9,761.2,,82,Wind blowing from the north-west,2,,,90  or more  but not 100%,Rain or drizzle and snow  slight. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,,,,3.6,-5.7,2.0,6,,,,
28.02.2020 08:00,-4.6,748.7,762.1,-0.5,88,Wind blowing from the south-east,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.2,-6.3,1.0,12,,,,
28.02.2020 05:00,-3.6,749.2,762.4,,66,Wind blowing from the south-west,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,,3.2,,,,,,8.0,-9.2,No precipitation,6,,,,
28.02.2020 02:00,-3.3,751.0,764.2,,60,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.2,,,2500 or more  or no clouds.,,,17.0,-10.0,No precipitation,12,,,,
27.02.2020 20:00,-2.8,754.7,768.3,-0.6,66,Wind blowing from the south-southeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.2,,,2500 or more  or no clouds.,,,14.0,-8.3,No precipitation,12,,,,
27.02.2020 17:00,0.6,755.3,769.0,,44,Wind blowing from the south-west,3,,6,20–30%., ,,,-17.2,3.2,,,2500 or more  or no clouds.,,,29.0,-10.5,No precipitation,6,,,,
27.02.2020 14:00,2.3,757.0,770.6,-2.7,28,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,2.4,,,,,,30.0,-14.3,No precipitation,12,,,,
27.02.2020 11:00,-1.2,759.7,773.5,,32,Wind blowing from the west-southwest,1,,4,no clouds, ,,,-17.2,0.9,,,,,,30.0,-15.8,No precipitation,6,,,,
27.02.2020 08:00,-9.2,760.9,774.8,-0.2,74,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,0.9,,,,,,8.0,-13.0,No precipitation,12,,,,
27.02.2020 05:00,-14.4,761.1,774.9,,80,Wind blowing from the south,1,,3,, ,,,-17.3,0.9,,,,,,14.0,-17.1,No precipitation,6,,,,
27.02.2020 02:00,-13.2,761.5,775.2,,78,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,0.9,,,2500 or more  or no clouds.,,,8.0,-16.2,No precipitation,12,,,,
26.02.2020 20:00,-8.9,761.5,775.4,0.1,69,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,0.9,,,,,,30.0,-13.7,No precipitation,12,,,,
26.02.2020 17:00,-0.7,761.4,775.2,,40,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-17.3,0.9,,,,,,30.0,-12.9,No precipitation,6,,,,
26.02.2020 14:00,0.6,761.2,775.0,-0.9,37,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,0.9,,,,,,30.0,-12.4,No precipitation,12,,,,
26.02.2020 11:00,-2.6,762.1,775.9,,44,Wind blowing from the north-northwest,3,,4,no clouds, ,,,-17.3,0.1,,,,,,22.0,-13.2,No precipitation,6,,,,
26.02.2020 08:00,-11.5,762.4,776.3,1.2,81,Wind blowing from the west-northwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,0.1,,,,,,3.2,-14.1,No precipitation,12,,,,
26.02.2020 05:00,-16.3,761.2,775.0,,81,Calm  no wind,0,,,, ,,,-16.7,0.1,,,,,,9.0,-18.9,No precipitation,6,,,,
26.02.2020 02:00,-15.3,760.9,774.7,,77,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.1,,,2500 or more  or no clouds.,,,13.0,-18.4,No precipitation,12,,,,
25.02.2020 20:00,-8.4,760.3,774.2,0.4,68,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.1,,,,,,26.0,-13.4,No precipitation,12,,,,
25.02.2020 17:00,-2.9,759.9,773.7,,50,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-15.7,0.1,,,,,,30.0,-12.1,No precipitation,6,,,,
25.02.2020 14:00,-0.4,759.7,773.4,,44,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,2.1,,,,,,29.0,-11.4,No precipitation,12,,,,
25.02.2020 11:00,-3.2,760.8,774.5,,49,Wind blowing from the north-west,3,,5,no clouds, ,,,-15.7,2.1,,,,,,30.0,-12.6,No precipitation,6,,,,
25.02.2020 08:00,-10.8,760.7,774.5,1.0,78,Wind blowing from the north-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,2.1,,,,,,9.0,-13.9,No precipitation,12,,,,
25.02.2020 05:00,-15.5,759.7,773.5,,81,Wind blowing from the north-northeast,2,,4,, ,,,-15.7,2.1,,,,,,12.0,-18.0,No precipitation,6,,,,
25.02.2020 02:00,-14.6,759.7,773.3,,79,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,2.1,,,2500 or more  or no clouds.,,,14.0,-17.4,No precipitation,12,,,,
24.02.2020 20:00,-5.6,757.7,771.4,,63,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.1,,,,,,30.0,-11.7,No precipitation,12,,,,
24.02.2020 17:00,-0.9,756.1,769.6,,43,Wind blowing from the west-northwest,3,,10,no clouds, ,,,-12.3,2.1,,,,,,30.0,-11.9,No precipitation,6,,,,
24.02.2020 14:00,1.7,755.4,768.9,0.2,34,Wind blowing from the north,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.0,,,,,,30.0,-12.5,No precipitation,12,,,,
24.02.2020 11:00,0.7,755.2,768.7,,43,Wind blowing from the north-west,6,,10,no clouds, ,,,-12.3,1.0,,,,,,30.0,-10.7,No precipitation,6,,,,
24.02.2020 08:00,-7.0,754.6,768.2,2.1,63,Wind blowing from the north-west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.0,,,2500 or more  or no clouds.,,,8.0,-13.0,No precipitation,12,,,,
24.02.2020 05:00,-10.1,752.5,766.0,,72,Wind blowing from the west-northwest,2,,6,, ,,,-14.4,1.0,,,,,,30.0,-14.2,No precipitation,6,,,,
24.02.2020 02:00,-11.2,751.3,764.8,,80,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,1.0,,,2500 or more  or no clouds.,,,8.0,-14.0,No precipitation,12,,,,
23.02.2020 20:00,-6.9,747.2,760.8,2.3,71,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,1.0,,,,,,16.0,-11.3,No precipitation,12,,,,
23.02.2020 17:00,-0.1,744.9,758.3,,50,Wind blowing from the west-southwest,1,,8,no clouds, ,,,-15.0,1.0,,,,,,29.0,-9.3,No precipitation,6,,,,
23.02.2020 14:00,-1.5,744.6,758.1,-2.1,54,Wind blowing from the south-west,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-1.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
23.02.2020 11:00,-3.6,746.7,760.2,,56,Wind blowing from the south-southwest,4,,6,100%., ,,,-15.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,6,,,,
23.02.2020 08:00,-10.5,749.8,763.4,-0.4,73,Wind blowing from the south-southwest,3,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.1,,,2500 or more  or no clouds.,,,28.0,-14.4,No precipitation,12,,,,
23.02.2020 05:00,-14.4,750.2,763.9,,82,Wind blowing from the south,1,,4,, ,,,-15.0,-3.1,,,,,,26.0,-16.9,No precipitation,6,,,,
23.02.2020 02:00,-13.9,752.0,765.7,,78,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.1,,,2500 or more  or no clouds.,,,13.0,-16.9,No precipitation,12,,,,
22.02.2020 20:00,-8.5,753.3,767.0,,73,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-3.1,,,,,,13.0,-12.6,No precipitation,12,,,,
22.02.2020 17:00,-3.9,752.8,766.3,,52,Wind blowing from the west,1,,11,no clouds, ,,,-9.4,-2.5,,,,,,9.0,-12.5,No precipitation,6,,,,
22.02.2020 14:00,-4.5,752.8,766.4,-0.6,54,Wind blowing from the north-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-1.1,,,,,,26.0,-12.4,0.8,12,,,,
22.02.2020 11:00,-6.5,753.4,767.0,,53,Wind blowing from the north,5,,11,20–30%., ,,,-9.4,,,,2500 or more  or no clouds.,,,28.0,-14.7,0.2,6,,,,
22.02.2020 08:00,-9.2,752.8,766.5,1.5,77,Wind blowing from the north,6,,11,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,,,,2500 or more  or no clouds.,,,6.0,-12.6,0.9,12,,,,
22.02.2020 05:00,-8.5,751.3,764.8,,83,Wind blowing from the north,6,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.8,-1.1,,,,,,2.2,-10.9,0.6,6,,,,
22.02.2020 02:00,-7.9,751.5,764.9,,84,Wind blowing from the north-northwest,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.1,,,2500 or more  or no clouds.,,,6.0,-10.1,0.1,12,,,,
21.02.2020 20:00,-6.9,752.3,765.9,0.1,82,Wind blowing from the north,4,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.1,,,2500 or more  or no clouds.,,,6.0,-9.5,No precipitation,12,,,,
21.02.2020 17:00,-2.5,752.2,765.7,,77,Wind blowing from the north-northwest,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-1.1,,,,,,3.9,-6.0,No precipitation,6,,,,
21.02.2020 14:00,-1.3,752.5,765.9,-1.5,71,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-0.5,,,2500 or more  or no clouds.,,,5.0,-5.9,Trace of precipitation,12,,,,
21.02.2020 11:00,-3.3,754.0,767.5,,78,Wind blowing from the west,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-0.5,,,,,,5.0,-6.7,Trace of precipitation,6,,,,
21.02.2020 08:00,-8.3,755.2,768.9,-0.3,88,Wind blowing from the north-northeast,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.7,-9.9,Trace of precipitation,12,,,,
21.02.2020 05:00,-6.8,755.5,769.0,,87,Wind blowing from the east,2,,,,Mist. ,,,,-0.5,,,,,,5.0,-8.7,No precipitation,6,,,,
21.02.2020 02:00,-6.9,757.0,770.5,,85,Wind blowing from the east,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,2500 or more  or no clouds.,,,4.1,-9.0,No precipitation,12,,,,
20.02.2020 20:00,-6.1,759.1,773.0,,59,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-0.5,,,2500 or more  or no clouds.,,,21.0,-13.0,No precipitation,12,,,,
20.02.2020 17:00,-2.8,759.4,773.3,,48,Wind blowing from the south-east,3,,5,90  or more  but not 100%, ,,,-19.2,-0.5,,,,,,30.0,-12.3,No precipitation,6,,,,
20.02.2020 14:00,-1.4,760.0,773.8,-0.9,34,Wind blowing from the south-west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-0.5,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
20.02.2020 11:00,-4.2,760.9,774.6,,42,Wind blowing from the west-northwest,3,,4,no clouds, ,,,-19.2,-1.2,,,,,,30.0,-15.2,No precipitation,6,,,,
20.02.2020 08:00,-13.6,761.0,775.0,0.8,81,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-1.2,,,,,,5.0,-16.2,No precipitation,12,,,,
20.02.2020 05:00,-17.7,760.2,774.1,,76,Wind blowing from the north-northwest,1,,3,, ,,,-17.7,-1.2,,,,,,18.0,-20.9,No precipitation,6,,,,
