Local time in Xingtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 08:00,5.7,752.8,769.8,0.0,74,Wind blowing from the south,5,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,12.2,,,2500 or more  or no clouds.,,,5.0,1.4,No precipitation,12,,,,
02.03.2020 05:00,6.5,752.8,769.7,,68,Wind blowing from the south,5,,8,,Mist. ,,,3.8,12.2,,,,,,6.0,1.0,No precipitation,6,,,,
02.03.2020 02:00,5.9,753.4,770.4,0.0,59,Wind blowing from the south,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,12.2,,,2500 or more  or no clouds.,,,11.0,-1.5,No precipitation,12,,,,
01.03.2020 23:00,6.5,753.4,770.5,,50,Wind blowing from the west-northwest,3,,8,, ,,,3.8,12.2,,,,,,16.0,-3.4,No precipitation,6,,,,
01.03.2020 20:00,9.0,753.1,770.2,1.6,32,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,12.2,,,,,,25.0,-6.8,No precipitation,12,,,,
01.03.2020 17:00,11.2,751.5,768.5,,28,Wind blowing from the east-southeast,4,,8,50%., ,,,3.8,12.2,,,2500 or more  or no clouds.,,,21.0,-6.6,No precipitation,6,,,,
01.03.2020 14:00,10.7,751.3,768.4,-1.6,46,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,11.1,,,2500 or more  or no clouds.,,,10.0,-0.7,No precipitation,12,,,,
01.03.2020 11:00,9.0,752.9,770.0,,58,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,3.6,9.2,,,2500 or more  or no clouds.,,,7.0,1.2,No precipitation,6,,,,
01.03.2020 08:00,4.5,752.5,769.8,1.4,99,Wind blowing from the north,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.7,,,2500 or more  or no clouds.,,,2.6,4.4,No precipitation,12,,,,
01.03.2020 05:00,4.2,751.1,768.3,,99,Wind blowing from the north,2,,7,,Mist. ,,,,,,,,,,2.3,4.1,No precipitation,6,,,,
01.03.2020 02:00,4.3,750.3,767.5,0.8,99,Wind blowing from the north,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.7,,,2500 or more  or no clouds.,,,2.3,4.2,No precipitation,12,,,,
29.02.2020 23:00,4.3,749.5,766.6,,99,Wind blowing from the north,2,,7,,Mist. ,,,3.0,4.7,,,,,,3.0,4.2,No precipitation,6,,,,
29.02.2020 20:00,4.2,748.6,765.7,2.1,99,Wind blowing from the north,4,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,4.7,,,2500 or more  or no clouds.,,,2.0,4.1,0.3,12,,,,
29.02.2020 17:00,4.3,746.5,763.6,,99,Wind blowing from the north-northeast,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,4.7,,,2500 or more  or no clouds.,,,1.3,4.2,0.2,6,,,,
29.02.2020 14:00,4.6,745.9,763.0,-0.7,99,Wind blowing from the north,3,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,3.0,4.7,,,2500 or more  or no clouds.,,,2.3,4.5,0.8,12,,,,
29.02.2020 11:00,3.6,746.6,763.8,,99,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,4.4,,,2500 or more  or no clouds.,,,0.6,3.5,0.4,6,,,,
29.02.2020 08:00,3.3,746.5,763.7,1.0,99,Wind blowing from the south-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,0.1,3.2,0.5,12,,,,
29.02.2020 05:00,3.1,745.5,762.6,,99,Wind blowing from the south-southeast,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,,4.4,,,,,,0.1,3.0,0.2,6,,,,
29.02.2020 02:00,3.1,746.5,763.6,-0.8,99,Wind blowing from the south,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.4,,,2500 or more  or no clouds.,,,0.2,3.0,No precipitation,12,,,,
28.02.2020 23:00,3.1,747.3,764.5,,99,Wind blowing from the south-southeast,2,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-0.3,4.4,,,,,,0.3,3.0,No precipitation,6,,,,
28.02.2020 20:00,3.4,747.0,764.2,1.4,99,Wind blowing from the south,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.4,,,2500 or more  or no clouds.,,,1.7,3.3,No precipitation,12,,,,
28.02.2020 17:00,4.4,745.6,762.8,,96,Wind blowing from the south,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.4,,,2500 or more  or no clouds.,,,2.1,3.8,No precipitation,6,,,,
28.02.2020 14:00,3.4,746.3,763.6,-1.8,99,Wind blowing from the south,4,,7,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,3.9,,,2500 or more  or no clouds.,,,1.1,3.3,No precipitation,12,,,,
28.02.2020 11:00,0.9,748.1,765.5,,99,Wind blowing from the south,3,,5,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,2500 or more  or no clouds.,,,1.2,0.8,No precipitation,6,,,,
28.02.2020 08:00,0.3,749.0,766.4,0.4,99,Wind blowing from the south,1,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,-0.3,,,,2500 or more  or no clouds.,,,0.4,0.2,3.0,12,,,,
28.02.2020 05:00,0.0,748.6,766.0,,99,Wind blowing from the south,1,,4,,Mist. ,,,-0.3,,,,,,,1.4,-0.1,1.0,6,,,,
28.02.2020 02:00,-0.3,750.3,767.6,-2.2,99,Wind blowing from the south-east,1,,,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,4.8,,,2500 or more  or no clouds.,,,0.8,-0.4,6.0,12,,,,
27.02.2020 23:00,0.0,752.5,769.9,,99,Calm  no wind,0,,,,Intermittent fall of snowflakes  moderate at time of observation. ,,,-0.1,5.0,,,,,,0.5,-0.1,4.0,6,,,,
27.02.2020 20:00,0.0,753.5,770.9,-0.7,99,Wind blowing from the south-east,1,,,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,0.0,5.0,,,2500 or more  or no clouds.,,,0.2,-0.1,3.0,12,,,,
27.02.2020 17:00,0.4,754.2,771.6,,97,Wind blowing from the north,4,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.2,,,2500 or more  or no clouds.,,,1.6,0.0,0.5,6,,,,
27.02.2020 14:00,3.8,754.9,772.1,-2.1,40,Wind blowing from the east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,5.5,,,2500 or more  or no clouds.,,,28.0,-8.6,No precipitation,12,,,,
27.02.2020 11:00,4.1,757.0,774.3,,42,Wind blowing from the north-northeast,2,,5,100%., ,,,3.2,5.5,,,2500 or more  or no clouds.,,,28.0,-7.7,No precipitation,6,,,,
27.02.2020 08:00,3.3,757.2,774.5,0.4,60,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,3.2,5.5,,,2500 or more  or no clouds.,,,13.0,-3.7,Trace of precipitation,12,,,,
27.02.2020 05:00,3.4,756.8,774.1,,71,Wind blowing from the south-east,1,,4,, ,,,3.4,5.5,,,,,,11.0,-1.4,No precipitation,6,,,,
27.02.2020 02:00,4.8,757.9,775.2,0.1,58,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.5,,,2500 or more  or no clouds.,,,11.0,-2.8,No precipitation,12,,,,
26.02.2020 23:00,4.5,757.8,775.1,,69,Wind blowing from the west-northwest,2,,8,, ,,,3.8,6.2,,,,,,8.0,-0.7,No precipitation,6,,,,
26.02.2020 20:00,4.7,758.2,775.5,1.0,64,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,7.0,,,2500 or more  or no clouds.,,,11.0,-1.7,No precipitation,12,,,,
26.02.2020 17:00,5.2,757.2,774.5,,63,Wind blowing from the north-northeast,3,,8,100%., ,,,3.8,7.9,,,2500 or more  or no clouds.,,,10.0,-1.3,No precipitation,6,,,,
26.02.2020 14:00,5.3,757.0,774.4,-0.7,71,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,,,,2500 or more  or no clouds.,,,6.0,0.5,No precipitation,12,,,,
26.02.2020 11:00,4.7,757.7,775.0,,82,Wind blowing from the north-northeast,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,9.3,,,2500 or more  or no clouds.,,,6.0,1.9,No precipitation,6,,,,
26.02.2020 08:00,3.9,756.5,773.8,1.9,93,Wind blowing from the north-northeast,4,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,9.3,,,2500 or more  or no clouds.,,,4.4,2.9,No precipitation,12,,,,
26.02.2020 05:00,4.1,754.6,771.8,,95,Wind blowing from the north,2,,5,,Mist. ,,,4.0,9.3,,,,,,4.0,3.4,No precipitation,6,,,,
26.02.2020 02:00,4.3,754.1,771.2,1.1,94,Wind blowing from the north-east,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,9.3,,,2500 or more  or no clouds.,,,4.0,3.4,No precipitation,12,,,,
25.02.2020 23:00,6.2,753.0,770.1,,83,Wind blowing from the east,3,,9,,Mist. ,,,4.7,9.3,,,,,,3.4,3.5,No precipitation,6,,,,
25.02.2020 20:00,7.0,751.9,769.0,1.5,78,Wind blowing from the north-northeast,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.3,,,2500 or more  or no clouds.,,,3.2,3.4,No precipitation,12,,,,
25.02.2020 17:00,7.9,750.4,767.5,,72,Wind blowing from the east,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.3,,,2500 or more  or no clouds.,,,4.0,3.2,No precipitation,6,,,,
25.02.2020 14:00,9.2,750.1,767.0,-0.9,66,Wind blowing from the north-east,5,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.3,,,2500 or more  or no clouds.,,,4.2,3.2,No precipitation,12,,,,
25.02.2020 11:00,6.8,751.0,768.1,,79,Wind blowing from the north-northeast,4,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.8,,,2500 or more  or no clouds.,,,3.2,3.4,No precipitation,6,,,,
25.02.2020 08:00,4.7,750.0,767.1,1.9,90,Wind blowing from the north-northeast,4,,12,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,2.5,3.2,No precipitation,12,,,,
25.02.2020 05:00,4.9,748.1,765.2,,86,Wind blowing from the north-northeast,3,,12,,Mist. ,,,4.9,,,,,,,3.5,2.8,No precipitation,6,,,,
25.02.2020 02:00,5.7,748.0,764.9,0.4,83,Wind blowing from the north,5,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,2500 or more  or no clouds.,,,3.5,3.0,0.3,12,,,,
24.02.2020 23:00,6.1,747.6,764.5,,91,Wind blowing from the north,6,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.4,10.8,,,,,,2.2,4.7,0.3,6,,,,
24.02.2020 20:00,5.5,746.7,763.6,1.6,96,Wind blowing from the north,7,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.5,,,2500 or more  or no clouds.,,,1.9,4.9,0.9,12,,,,
24.02.2020 17:00,5.6,745.1,762.0,,89,Wind blowing from the north,2,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,,,,2500 or more  or no clouds.,,,3.1,3.9,0.6,6,,,,
24.02.2020 14:00,7.2,745.0,761.8,-1.2,72,Wind blowing from the north-northeast,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,2500 or more  or no clouds.,,,6.0,2.5,0.6,12,,,,
24.02.2020 11:00,9.5,746.2,762.9,,37,Wind blowing from the north-northeast,3,,11,100%., ,,,6.2,,,,2500 or more  or no clouds.,,,9.0,-4.5,No precipitation,6,,,,
24.02.2020 08:00,7.7,746.1,762.8,1.1,41,Wind blowing from the north,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,19.0,,,2500 or more  or no clouds.,,,10.0,-4.7,No precipitation,12,,,,
24.02.2020 05:00,8.1,745.0,761.5,,38,Wind blowing from the north,5,,9,, ,,,1.0,19.0,,,,,,10.0,-5.4,No precipitation,6,,,,
24.02.2020 02:00,8.9,746.2,762.7,0.0,38,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.0,,,2500 or more  or no clouds.,,,9.0,-4.6,No precipitation,12,,,,
23.02.2020 23:00,10.2,746.2,762.9,,42,Wind blowing from the north,5,,11,, ,,,1.0,19.0,,,,,,9.0,-2.1,No precipitation,6,,,,
23.02.2020 20:00,13.6,745.3,762.2,0.9,45,Wind blowing from the south-east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,19.0,,,,,,10.0,1.9,No precipitation,12,,,,
23.02.2020 17:00,18.1,744.4,761.1,,33,Wind blowing from the south-east,5,,11,no clouds, ,,,1.0,19.0,,,,,,12.0,1.6,No precipitation,6,,,,
23.02.2020 14:00,16.1,745.6,762.3,-3.6,28,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,16.1,,,,,,10.0,-2.4,No precipitation,12,,,,
23.02.2020 11:00,10.6,749.2,766.0,,25,Wind blowing from the east-southeast,2,,4,no clouds, ,,,1.0,12.7,,,,,,17.0,-8.6,No precipitation,6,,,,
23.02.2020 08:00,1.9,750.4,767.5,-0.6,42,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.7,,,,,,21.0,-9.7,No precipitation,12,,,,
23.02.2020 05:00,1.8,751.0,768.1,,43,Wind blowing from the west-northwest,3,,8,, ,,,1.6,12.7,,,,,,23.0,-9.7,No precipitation,6,,,,
23.02.2020 02:00,3.8,752.7,769.7,-1.5,39,Wind blowing from the west-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.7,,,2500 or more  or no clouds.,,,20.0,-8.9,No precipitation,12,,,,
22.02.2020 23:00,7.0,754.2,771.2,,33,Wind blowing from the south-southeast,3,,11,, ,,,1.6,12.7,,,,,,14.0,-8.2,No precipitation,6,,,,
22.02.2020 20:00,8.6,754.9,772.1,0.5,26,Wind blowing from the south,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,12.7,,,,,,23.0,-9.8,No precipitation,12,,,,
22.02.2020 17:00,11.6,754.4,771.5,,17,Wind blowing from the south-east,5,,11,90  or more  but not 100%, ,,,1.6,13.1,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,6,,,,
22.02.2020 14:00,12.0,755.3,772.3,-2.8,14,Wind blowing from the south-east,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.3,,,2500 or more  or no clouds.,,,28.0,-14.7,No precipitation,12,,,,
22.02.2020 11:00,9.0,758.1,775.2,,18,Wind blowing from the south-east,5,,8,70 – 80%., ,,,1.6,14.5,,,2500 or more  or no clouds.,,,29.0,-14.1,No precipitation,6,,,,
22.02.2020 08:00,4.5,758.5,775.6,1.2,22,Wind blowing from the east,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,14.5,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
