Local time in Bijie,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 08:00,4.3,636.2,764.2,0.5,90,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,300-600,,,9.0,2.8,No precipitation,12,,,,
22.01.2020 05:00,4.6,635.7,763.2,,89,Wind blowing from the south-east,1,,,, ,,,,,,,,,,17.0,2.9,,,,,,
22.01.2020 02:00,4.9,636.4,762.5,,87,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.1,,,2500 or more  or no clouds.,,,17.0,2.9,No precipitation,12,,,,
21.01.2020 20:00,5.4,634.9,762.9,1.3,90,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.1,,,600-1000,,,6.0,3.9,No precipitation,12,,,,
21.01.2020 17:00,6.7,633.6,761.0,,84,Wind blowing from the north-northeast,2,,6,70 – 80%., ,,,3.3,15.1,,,1000-1500,,,9.0,4.2,No precipitation,6,,,,
21.01.2020 14:00,12.7,633.5,759.4,-3.5,64,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,12.8,,,2500 or more  or no clouds.,,,9.0,6.1,No precipitation,12,,,,
21.01.2020 11:00,5.6,637.0,765.3,,86,Wind blowing from the east-northeast,1,,2,100%., ,,,3.3,5.9,,,300-600,,,8.0,3.4,No precipitation,6,,,,
21.01.2020 08:00,3.3,636.7,765.3,1.1,95,Wind blowing from the east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.9,,,300-600,,,4.5,2.6,No precipitation,12,,,,
21.01.2020 05:00,3.4,635.6,763.6,,93,Wind blowing from the east,1,,,, ,,,,,,,,,,7.0,2.4,,,,,,
21.01.2020 02:00,3.6,636.3,764.5,,94,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.9,,,2500 or more  or no clouds.,,,4.6,2.7,No precipitation,12,,,,
20.01.2020 20:00,4.8,635.8,764.5,1.2,92,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.9,,,300-600,,,3.7,3.6,Trace of precipitation,12,,,,
20.01.2020 17:00,5.9,634.6,762.7,,89,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.9,,,300-600,,,4.8,4.2,No precipitation,6,,,,
20.01.2020 14:00,5.3,635.9,764.2,-3.0,85,Wind blowing from the east-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,5.4,,,300-600,,,8.0,3.0,0.2,12,,,,
20.01.2020 11:00,3.5,638.9,768.3,,90,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,4.0,,,300-600,,,11.0,2.0,0.1,6,,,,
20.01.2020 08:00,2.3,638.3,767.8,0.8,94,Wind blowing from the north-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,4.0,,,300-600,,,3.9,1.4,0.7,12,,,,
20.01.2020 05:00,2.6,637.5,766.6,,94,Wind blowing from the north-northeast,1,,4,,Mist. ,,,1.9,4.0,,,,,,3.9,1.7,0.4,6,,,,
20.01.2020 02:00,2.9,637.9,767.2,,95,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.0,,,2500 or more  or no clouds.,,,4.2,2.2,0.5,12,,,,
19.01.2020 20:00,3.0,637.7,767.2,0.7,93,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,4.0,,,300-600,,,2.8,2.0,Trace of precipitation,12,,,,
19.01.2020 17:00,3.7,637.0,766.1,,81,Wind blowing from the south-east,2,,,100%., ,,,,,,,300-600,,,14.0,0.7,,,,,,
19.01.2020 14:00,3.5,638.7,768.2,-2.6,82,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,3.6,,,600-1000,,,15.0,0.6,No precipitation,12,,,,
19.01.2020 11:00,2.6,641.3,771.6,,82,Wind blowing from the south-west,1,,3,100%., ,,,1.9,3.4,,,600-1000,,,21.0,-0.2,No precipitation,6,,,,
19.01.2020 08:00,2.0,640.6,770.8,0.4,83,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,1.3,3.4,,,600-1000,,,30.0,-0.6,0.4,12,,,,
19.01.2020 05:00,2.0,640.2,770.2,,86,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,27.0,-0.1,,,,,,
19.01.2020 02:00,2.2,640.9,770.8,,88,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,3.4,,,2500 or more  or no clouds.,,,23.0,0.4,0.4,12,,,,
18.01.2020 20:00,2.6,639.4,769.5,2.1,89,Wind blowing from the north,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,3.4,,,300-600,,,9.0,1.0,0.1,12,,,,
18.01.2020 17:00,3.0,637.3,766.9,,86,Wind blowing from the north,1,,4,100%., ,,,1.2,3.4,,,300-600,,,12.0,0.9,0.1,6,,,,
18.01.2020 14:00,3.4,637.0,766.5,-1.2,83,Wind blowing from the north,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,1.2,4.1,,,300-600,,,10.0,0.8,0.1,12,,,,
18.01.2020 11:00,2.1,638.2,768.1,,91,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.2,,,,300-600,,,3.9,0.8,No precipitation,6,,,,
18.01.2020 08:00,1.3,637.0,766.6,0.4,93,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.1,,,300-600,,,4.2,0.3,0.1,12,,,,
18.01.2020 05:00,1.4,636.6,766.0,,94,Wind blowing from the east-northeast,1,,3,,Mist. ,,,1.3,4.1,,,,,,5.0,0.5,No precipitation,6,,,,
18.01.2020 02:00,1.4,638.1,767.7,,94,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,4.1,,,2500 or more  or no clouds.,,,3.1,0.5,0.5,12,,,,
17.01.2020 20:00,2.4,638.2,767.8,1.2,93,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,5.1,,,300-600,,,5.0,1.4,0.6,12,,,,
17.01.2020 17:00,2.9,637.0,766.2,,93,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,300-600,,,1.8,1.9,No precipitation,6,,,,
17.01.2020 14:00,3.6,637.7,766.7,,90,Wind blowing from the north-east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,300-600,,,4.9,2.1,1.0,12,,,,
17.01.2020 11:00,2.9,639.8,769.2,,93,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.8,,,,300-600,,,4.1,1.9,0.7,6,,,,
17.01.2020 08:00,2.8,639.2,768.3,0.4,94,Wind blowing from the east-southeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,6.7,,,300-600,,,3.9,1.9,0.9,12,,,,
17.01.2020 05:00,3.0,638.8,767.4,,95,Wind blowing from the east,1,,4,,Mist. ,,,2.8,6.7,,,,,,2.4,2.3,0.4,6,,,,
17.01.2020 02:00,3.3,639.7,768.7,,94,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,6.7,,,2500 or more  or no clouds.,,,3.3,2.4,0.1,12,,,,
16.01.2020 20:00,5.1,638.8,767.7,0.7,77,Wind blowing from the east,0,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,6.7,,,600-1000,,,12.0,1.4,No precipitation,12,,,,
16.01.2020 17:00,6.3,638.1,766.6,,72,Wind blowing from the east-southeast,2,,,100%., ,,,,,,,300-600,,,14.0,1.6,,,,,,
16.01.2020 14:00,5.7,638.7,767.5,-2.1,71,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,5.7,,,600-1000,,,15.0,0.7,No precipitation,12,,,,
16.01.2020 11:00,3.7,640.8,770.5,,80,Wind blowing from the north-northwest,1,,3,100%., ,,,2.5,3.7,,,300-600,,,17.0,0.6,No precipitation,6,,,,
16.01.2020 08:00,3.0,639.7,769.3,0.9,85,Wind blowing from the north-east,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,26.0,0.7,No precipitation,12,,,,
16.01.2020 05:00,2.8,638.8,768.3,,87,Wind blowing from the north-east,1,,,, ,,,,,,,,,,22.0,0.9,,,,,,
16.01.2020 02:00,3.0,639.1,768.4,,88,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.7,,,2500 or more  or no clouds.,,,19.0,1.2,No precipitation,12,,,,
15.01.2020 20:00,2.9,636.4,765.9,2.5,91,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.1,3.7,,,300-600,,,7.0,1.6,0.2,12,,,,
15.01.2020 17:00,3.3,633.9,762.7,,88,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.1,3.7,,,300-600,,,7.0,1.5,No precipitation,6,,,,
15.01.2020 14:00,3.5,633.8,762.5,-2.0,91,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.1,4.0,,,300-600,,,7.0,2.2,0.7,12,,,,
15.01.2020 11:00,2.5,635.8,764.9,,91,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.1,4.0,,,300-600,,,11.0,1.2,0.4,6,,,,
15.01.2020 08:00,1.4,634.7,763.7,0.6,96,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,1.1,4.0,,,300-600,,,3.1,0.8,2.0,12,,,,
15.01.2020 05:00,1.2,634.1,763.1,,95,Wind blowing from the east-northeast,1,,,,Mist. ,,,1.2,4.0,,,,,,3.3,0.5,1.0,6,,,,
15.01.2020 02:00,1.5,634.4,763.2,,95,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,4.0,,,2500 or more  or no clouds.,,,2.8,0.8,2.0,12,,,,
14.01.2020 20:00,3.1,634.0,762.4,0.8,95,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,5.1,,,300-600,,,2.5,2.4,0.5,12,,,,
14.01.2020 17:00,2.9,633.2,761.5,,94,Wind blowing from the east-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,300-600,,,2.8,2.0,No precipitation,6,,,,
14.01.2020 14:00,3.6,634.3,762.5,-3.0,86,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,300-600,,,10.0,1.5,Trace of precipitation,12,,,,
14.01.2020 11:00,3.8,637.3,765.8,,84,Wind blowing from the south-east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,3.3,,,,300-600,,,13.0,1.3,No precipitation,6,,,,
14.01.2020 08:00,3.5,637.6,766.2,-0.1,90,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,300-600,,,17.0,2.0,0.2,12,,,,
14.01.2020 05:00,3.4,637.7,766.0,,90,Wind blowing from the north,1,,4,, ,,,3.4,,,,,,,9.0,1.9,0.1,6,,,,
14.01.2020 02:00,3.6,637.6,765.1,,90,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.2,,,2500 or more  or no clouds.,,,9.0,2.1,,,,,,
13.01.2020 20:00,5.1,635.8,763.4,1.9,87,Wind blowing from the north-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,12.2,,,300-600,,,5.0,3.1,No precipitation,12,,,,
13.01.2020 17:00,6.2,633.9,760.9,,86,Wind blowing from the north-east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,600-1000,,,5.0,4.0,No precipitation,6,,,,
13.01.2020 14:00,9.5,633.3,759.2,-1.7,70,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,600-1000,,,7.0,4.3,No precipitation,12,,,,
13.01.2020 11:00,8.2,635.0,761.6,,78,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,300-600,,,4.9,4.6,No precipitation,6,,,,
13.01.2020 08:00,6.0,634.2,760.4,0.1,89,Wind blowing from the north,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,300-600,,,3.2,4.3,No precipitation,12,,,,
13.01.2020 05:00,5.8,634.1,758.7,,90,Wind blowing from the south-east,1,,4,,Mist. ,,,2.9,16.9,,,,,,3.1,4.3,No precipitation,6,,,,
13.01.2020 02:00,6.2,635.3,760.7,,88,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.9,,,2500 or more  or no clouds.,,,4.2,4.4,No precipitation,12,,,,
12.01.2020 20:00,9.4,634.4,761.4,1.3,73,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.9,,,,,,7.0,4.8,No precipitation,12,,,,
12.01.2020 17:00,16.3,633.1,758.1,,40,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,13.0,2.7,,,,,,
12.01.2020 14:00,13.6,634.6,760.2,-3.2,53,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,13.7,,,,,,9.0,4.2,No precipitation,12,,,,
12.01.2020 11:00,6.9,637.8,765.7,,76,Wind blowing from the south,2,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.0,,,600-1000,,,6.0,3.0,No precipitation,6,,,,
12.01.2020 08:00,3.0,637.4,766.1,0.0,92,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,300-600,,,3.2,1.8,No precipitation,12,,,,
12.01.2020 05:00,3.2,637.4,764.6,,90,Wind blowing from the east-southeast,1,,4,,Mist. ,,,2.2,12.0,,,,,,6.0,1.7,No precipitation,6,,,,
12.01.2020 02:00,4.6,638.5,765.7,,84,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,12.0,,,2500 or more  or no clouds.,,,8.0,2.1,No precipitation,12,,,,
11.01.2020 20:00,5.0,638.0,767.0,0.9,82,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,12.0,,,,,,9.0,2.2,No precipitation,12,,,,
11.01.2020 17:00,10.7,637.1,764.5,,57,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,23.0,2.5,,,,,,
11.01.2020 14:00,10.5,638.0,765.4,-2.8,50,Wind blowing from the east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,10.5,,,600-1000,,,27.0,0.5,0.4,12,,,,
11.01.2020 11:00,5.8,640.8,769.9,,72,Wind blowing from the north-east,1,,4,20–30%., ,,,2.2,5.8,,,600-1000,,,29.0,1.0,0.1,6,,,,
11.01.2020 08:00,2.2,640.3,770.2,1.0,86,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,4.9,,,600-1000,,,28.0,0.1,0.4,12,,,,
11.01.2020 05:00,2.3,639.3,768.7,,90,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.3,4.9,,,,,,9.0,0.8,0.3,6,,,,
11.01.2020 02:00,3.0,638.5,767.5,,87,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,4.9,,,2500 or more  or no clouds.,,,7.0,1.1,No precipitation,12,,,,
10.01.2020 20:00,3.7,636.6,765.2,1.7,93,Wind blowing from the north-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,4.9,,,300-600,,,3.7,2.7,Trace of precipitation,12,,,,
10.01.2020 17:00,4.1,634.9,763.1,,90,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,300-600,,,5.0,2.6,No precipitation,6,,,,
10.01.2020 14:00,4.6,634.7,762.7,-2.2,86,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,300-600,,,11.0,2.5,Trace of precipitation,12,,,,
10.01.2020 11:00,4.4,636.9,765.3,,87,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,300-600,,,13.0,2.4,No precipitation,6,,,,
10.01.2020 08:00,3.9,635.8,764.0,0.9,91,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,300-600,,,7.0,2.6,No precipitation,12,,,,
10.01.2020 05:00,4.0,634.9,762.4,,92,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,7.0,2.8,,,,,,
10.01.2020 02:00,4.2,635.6,763.4,,89,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.7,,,2500 or more  or no clouds.,,,12.0,2.6,No precipitation,12,,,,
09.01.2020 20:00,4.8,634.9,763.1,1.2,93,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.7,,,300-600,,,3.1,3.8,No precipitation,12,,,,
09.01.2020 17:00,6.6,633.7,761.2,,81,Wind blowing from the north-east,1,,,100%., ,,,,,,,300-600,,,8.0,3.6,,,,,,
09.01.2020 14:00,5.9,634.9,762.6,-2.4,82,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,7.4,,,300-600,,,9.0,3.1,0.1,12,,,,
09.01.2020 11:00,4.1,637.3,765.9,,92,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,300-600,,,6.0,2.9,No precipitation,6,,,,
09.01.2020 08:00,3.2,636.1,764.5,0.4,93,Wind blowing from the east,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,300-600,,,4.0,2.2,0.1,12,,,,
09.01.2020 05:00,3.5,635.7,763.9,,91,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,12.0,2.2,,,,,,
09.01.2020 02:00,3.9,635.8,763.3,,93,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,9.1,,,2500 or more  or no clouds.,,,3.8,2.9,No precipitation,12,,,,
08.01.2020 20:00,4.8,635.2,763.1,1.3,86,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,9.1,,,300-600,,,11.0,2.7,No precipitation,12,,,,
08.01.2020 17:00,5.0,633.9,761.3,,87,Wind blowing from the north-northeast,1,,5,100%., ,,,4.8,,,,300-600,,,9.0,3.0,No precipitation,6,,,,
08.01.2020 14:00,7.5,633.8,760.7,-2.6,81,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,,,,300-600,,,9.0,4.5,No precipitation,12,,,,
08.01.2020 11:00,6.2,636.4,763.6,,92,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,,,,300-600,,,3.7,5.0,No precipitation,6,,,,
08.01.2020 08:00,4.8,636.5,763.6,0.1,94,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,300-600,,,2.4,3.9,No precipitation,12,,,,
08.01.2020 05:00,5.2,636.4,761.3,,91,Wind blowing from the north-east,1,,5,,Mist. ,,,2.7,17.9,,,,,,4.1,3.9,No precipitation,6,,,,
08.01.2020 02:00,4.9,637.3,763.1,,88,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,17.9,,,2500 or more  or no clouds.,,,6.0,3.1,No precipitation,12,,,,
07.01.2020 20:00,9.2,636.2,763.6,1.0,69,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,17.9,,,,,,13.0,3.8,No precipitation,12,,,,
07.01.2020 17:00,17.8,635.2,760.2,,21,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,16.0,-4.8,,,,,,
07.01.2020 14:00,14.6,636.6,762.5,-2.5,45,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,14.6,,,,,,14.0,2.8,No precipitation,12,,,,
07.01.2020 11:00,7.0,639.1,767.2,,68,Wind blowing from the east-northeast,1,,7,60%., ,,,2.7,8.9,,,600-1000,,,14.0,1.5,No precipitation,6,,,,
07.01.2020 08:00,2.9,638.8,767.8,0.2,83,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,8.9,,,2500 or more  or no clouds.,,,14.0,0.3,Trace of precipitation,12,,,,
07.01.2020 05:00,3.7,638.6,766.9,,79,Wind blowing from the west-southwest,0,,7,, ,,,3.6,8.9,,,,,,16.0,0.4,No precipitation,6,,,,
07.01.2020 02:00,4.1,638.2,766.1,,77,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,9.4,,,2500 or more  or no clouds.,,,12.0,0.4,No precipitation,12,,,,
06.01.2020 20:00,5.2,635.0,762.3,2.6,86,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,300-600,,,11.0,3.1,1.0,12,,,,
06.01.2020 17:00,6.7,632.4,758.4,,86,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,13.0,4.5,0.5,6,,,,
