Local time in Nanchong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 23:00,14.1,731.8,762.7,,89,Wind blowing from the north,2,,5,, ,,,10.6,18.2,,,,,,13.0,12.3,No precipitation,6,,,,
01.03.2020 20:00,15.5,731.1,761.9,0.5,80,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,18.2,,,2000-2500,,,16.0,12.1,No precipitation,12,,,,
01.03.2020 17:00,16.8,730.6,761.4,,74,Wind blowing from the north,2,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.5,,,600-1000,,,16.0,12.1,No precipitation,6,,,,
01.03.2020 14:00,17.6,732.0,762.7,-1.3,64,Wind blowing from the west-southwest,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.5,,,2500 or more  or no clouds.,,,22.0,10.7,No precipitation,12,,,,
01.03.2020 11:00,12.9,733.3,764.2,,88,Wind blowing from the north-northeast,2,,5,100%., ,,,10.6,,,,1500-2000,,,18.0,11.0,No precipitation,6,,,,
01.03.2020 08:00,12.0,732.4,763.1,,90,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,22.5,,,1500-2000,,,20.0,10.4,No precipitation,12,,,,
01.03.2020 05:00,11.4,731.2,761.7,,93,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,20.0,10.3,,,,,,
01.03.2020 02:00,12.5,731.5,762.0,0.6,82,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,22.5,,,2500 or more  or no clouds.,,,25.0,9.5,No precipitation,12,,,,
29.02.2020 23:00,15.7,730.9,761.4,,62,Wind blowing from the east-southeast,0,,7,, ,,,9.0,22.5,,,,,,30.0,8.4,No precipitation,6,,,,
29.02.2020 20:00,17.5,729.1,759.8,1.2,55,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,22.5,,,,,,30.0,8.4,No precipitation,12,,,,
29.02.2020 17:00,22.0,727.9,758.4,,37,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,30.0,6.7,,,,,,
29.02.2020 14:00,21.2,729.2,759.7,,44,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,21.5,,,2500 or more  or no clouds.,,,30.0,8.5,No precipitation,12,,,,
29.02.2020 11:00,17.3,731.0,761.6,,64,Wind blowing from the west,2,,7,20–30%., ,,,9.0,21.5,,,2500 or more  or no clouds.,,,30.0,10.4,No precipitation,6,,,,
29.02.2020 08:00,10.2,729.8,760.6,,94,Wind blowing from the north-east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,21.5,,,,,,29.0,9.3,No precipitation,12,,,,
29.02.2020 05:00,9.7,729.6,760.2,,93,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,8.6,,,,,,
29.02.2020 02:00,11.2,730.5,761.2,-0.6,85,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.5,,,2500 or more  or no clouds.,,,30.0,8.8,No precipitation,12,,,,
28.02.2020 23:00,14.0,731.1,761.8,,65,Wind blowing from the south,2,,5,, ,,,10.2,21.5,,,,,,30.0,7.5,No precipitation,6,,,,
28.02.2020 20:00,16.4,730.0,760.8,0.6,53,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.5,,,,,,30.0,6.8,No precipitation,12,,,,
28.02.2020 17:00,20.9,729.4,760.0,,33,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,30.0,4.0,,,,,,
28.02.2020 14:00,18.9,730.7,761.4,-2.2,41,Wind blowing from the north-west,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.2,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,12,,,,
28.02.2020 11:00,15.8,732.9,763.7,,56,Wind blowing from the west-northwest,1,,8,20–30%., ,,,10.2,16.3,,,2500 or more  or no clouds.,,,30.0,7.1,No precipitation,6,,,,
28.02.2020 08:00,10.6,731.7,762.7,,95,Wind blowing from the north,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,14.8,,,600-1000,,,30.0,9.8,0.3,12,,,,
28.02.2020 05:00,11.6,731.0,761.9,,89,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,30.0,9.9,,,,,,
28.02.2020 02:00,12.0,731.2,762.1,-0.4,92,Wind blowing from the north,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,14.8,,,2500 or more  or no clouds.,,,30.0,10.7,0.3,12,,,,
27.02.2020 23:00,12.7,731.6,762.6,,96,Wind blowing from the north,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.0,14.8,,,,,,9.0,12.1,0.1,6,,,,
27.02.2020 20:00,13.5,730.3,761.2,,100,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,14.8,,,1500-2000,,,6.0,13.5,No precipitation,12,,,,
27.02.2020 17:00,14.2,729.4,760.3,,95,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.3,,,1500-2000,,,6.0,13.4,No precipitation,6,,,,
27.02.2020 14:00,14.5,730.2,761.0,-1.9,92,Wind blowing from the east-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.8,,,1500-2000,,,7.0,13.2,0.2,12,,,,
27.02.2020 11:00,12.9,732.1,763.0,,98,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,1500-2000,,,5.0,12.6,0.1,6,,,,
27.02.2020 08:00,12.0,731.6,762.5,0.5,100,Wind blowing from the south-southwest,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.8,,,300-600,,,3.7,12.0,0.2,12,,,,
27.02.2020 05:00,12.3,731.1,761.8,,99,Wind blowing from the south,1,,7,,Rain (not freezing) not falling as shower(s). ,,,9.6,17.8,,,,,,3.2,12.1,0.1,6,,,,
27.02.2020 02:00,13.0,732.3,763.1,-0.7,93,Wind blowing from the east,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.8,,,2500 or more  or no clouds.,,,9.0,11.9,No precipitation,12,,,,
26.02.2020 23:00,13.8,733.0,763.9,,88,Wind blowing from the north-northeast,1,,7,, ,,,9.6,17.8,,,,,,12.0,11.8,No precipitation,6,,,,
26.02.2020 20:00,14.5,732.2,763.3,0.7,85,Wind blowing from the north-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.8,,,2000-2500,,,13.0,12.0,No precipitation,12,,,,
26.02.2020 17:00,17.4,731.5,762.3,,69,Wind blowing from the east,3,,,60%., ,,,,,,,600-1000,,,15.0,11.7,,,,,,
26.02.2020 14:00,16.4,733.0,763.9,-1.5,72,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,16.7,,,2500 or more  or no clouds.,,,13.0,11.3,No precipitation,12,,,,
26.02.2020 11:00,13.9,734.5,765.7,,89,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,15.4,,,2500 or more  or no clouds.,,,5.0,12.1,No precipitation,6,,,,
26.02.2020 08:00,9.9,733.9,765.1,1.0,100,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.4,,,2500 or more  or no clouds.,,,2.2,9.9,No precipitation,12,,,,
26.02.2020 05:00,10.1,732.9,763.9,,99,Wind blowing from the east,1,,4,,Mist. ,,,7.8,15.4,,,,,,2.6,9.9,No precipitation,6,,,,
26.02.2020 02:00,10.6,733.6,764.8,0.6,97,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.4,,,2500 or more  or no clouds.,,,4.5,10.1,No precipitation,12,,,,
25.02.2020 23:00,11.3,733.0,764.2,,96,Wind blowing from the east,1,,3,,Mist. ,,,7.8,15.4,,,,,,5.0,10.7,No precipitation,6,,,,
25.02.2020 20:00,13.0,732.3,763.5,0.8,89,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.4,,,1500-2000,,,7.0,11.2,No precipitation,12,,,,
25.02.2020 17:00,15.0,731.5,762.5,,76,Wind blowing from the south-southwest,2,,,100%., ,,,,,,,1500-2000,,,9.0,10.8,,,,,,
25.02.2020 14:00,14.2,732.4,763.5,,78,Wind blowing from the south-southwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,16.6,,,1500-2000,,,9.0,10.4,No precipitation,12,,,,
25.02.2020 11:00,11.2,734.1,765.4,,98,Wind blowing from the north-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,16.6,,,1500-2000,,,3.7,10.9,No precipitation,6,,,,
25.02.2020 08:00,8.6,733.1,764.4,1.0,100,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,16.6,,,1500-2000,,,2.1,8.6,No precipitation,12,,,,
25.02.2020 05:00,8.4,732.1,763.2,,99,Wind blowing from the south-southeast,1,,5,,Mist. ,,,8.0,16.6,,,,,,1.7,8.3,No precipitation,6,,,,
25.02.2020 02:00,8.6,732.9,764.1,,99,Wind blowing from the south-southeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,16.6,,,2500 or more  or no clouds.,,,2.4,8.5,No precipitation,12,,,,
24.02.2020 23:00,11.1,732.9,764.1,,91,Wind blowing from the south-southeast,1,,6,,Mist. ,,,9.7,16.6,,,,,,6.0,9.7,No precipitation,6,,,,
24.02.2020 20:00,13.1,731.5,762.6,1.8,74,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,16.6,,,,,,7.0,8.6,No precipitation,12,,,,
24.02.2020 17:00,16.3,729.7,760.6,,54,Wind blowing from the south-southwest,3,,,50%., ,,,,,,,2500 or more  or no clouds.,,,15.0,7.0,,,,,,
24.02.2020 14:00,13.9,730.6,761.5,-1.5,75,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,13.9,,,2500 or more  or no clouds.,,,8.0,9.5,No precipitation,12,,,,
24.02.2020 11:00,11.1,732.1,763.3,,94,Wind blowing from the south-southwest,2,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,13.2,,,2000-2500,,,4.3,10.2,No precipitation,6,,,,
24.02.2020 08:00,9.7,731.2,762.4,1.0,98,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,13.2,,,2000-2500,,,2.3,9.4,No precipitation,12,,,,
24.02.2020 05:00,9.8,730.2,761.3,,97,Wind blowing from the south,1,,2,,Mist. ,,,9.8,13.2,,,,,,3.7,9.3,No precipitation,6,,,,
24.02.2020 02:00,10.4,731.8,763.0,-0.9,95,Wind blowing from the south,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.2,,,2500 or more  or no clouds.,,,5.0,9.6,No precipitation,12,,,,
23.02.2020 23:00,10.9,732.7,763.9,,92,Wind blowing from the north,1,,2,,Mist. ,,,9.8,13.2,,,,,,7.0,9.7,No precipitation,6,,,,
23.02.2020 20:00,11.4,732.7,764.0,0.1,89,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.2,,,1500-2000,,,7.0,9.7,Trace of precipitation,12,,,,
23.02.2020 17:00,12.5,732.6,763.7,,81,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.0,,,1500-2000,,,9.0,9.3,No precipitation,6,,,,
23.02.2020 14:00,11.9,735.1,766.3,,85,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.6,,,2000-2500,,,8.0,9.5,Trace of precipitation,12,,,,
23.02.2020 11:00,11.1,737.8,769.1,,86,Wind blowing from the south-west,1,,2,100%., ,,,9.8,,,,1500-2000,,,10.0,8.8,No precipitation,6,,,,
23.02.2020 08:00,9.9,737.7,769.1,0.0,92,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,15.6,,,2500 or more  or no clouds.,,,13.0,8.7,No precipitation,12,,,,
23.02.2020 05:00,10.4,737.7,768.9,,85,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,16.0,8.0,,,,,,
23.02.2020 02:00,11.6,739.5,770.7,-1.2,68,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.6,,,2500 or more  or no clouds.,,,18.0,5.9,No precipitation,12,,,,
22.02.2020 23:00,11.7,740.7,772.2,,71,Wind blowing from the east,1,,4,, ,,,7.1,15.6,,,,,,20.0,6.6,No precipitation,6,,,,
22.02.2020 20:00,12.7,739.9,771.5,0.9,64,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.6,,,2000-2500,,,16.0,6.1,No precipitation,12,,,,
22.02.2020 17:00,15.0,739.0,770.4,,49,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,1500-2000,,,25.0,4.4,,,,,,
22.02.2020 14:00,15.6,740.2,771.7,,53,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.6,,,2500 or more  or no clouds.,,,21.0,6.1,No precipitation,12,,,,
22.02.2020 11:00,10.6,742.4,774.2,,92,Wind blowing from the east,1,,,100%., ,,,7.1,12.6,,,1500-2000,,,11.0,9.4,No precipitation,6,,,,
22.02.2020 08:00,7.4,742.0,773.8,,100,Wind blowing from the north-northeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,12.6,,,2500 or more  or no clouds.,,,2.8,7.4,No precipitation,12,,,,
22.02.2020 05:00,7.4,741.4,773.2,,100,Calm  no wind,0,,,,Mist. ,,,7.1,12.6,,,,,,3.9,7.4,No precipitation,6,,,,
22.02.2020 02:00,7.6,742.6,774.4,-0.7,100,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.6,,,2500 or more  or no clouds.,,,8.0,7.6,No precipitation,12,,,,
21.02.2020 23:00,7.8,743.3,775.3,,100,Wind blowing from the north-northeast,1,,4,, ,,,7.5,12.6,,,,,,8.0,7.8,No precipitation,6,,,,
21.02.2020 20:00,9.7,742.0,773.8,,89,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.6,,,1500-2000,,,16.0,8.0,No precipitation,12,,,,
