Local time in Hohhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 20:00,-3.0,667.2,771.7,2.6,39,Wind blowing from the north-northwest,4,,18,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-8.9,5.0,,,,,,30.0,-15.0,Trace of precipitation,12,,,,
02.03.2020 17:00,1.1,664.6,768.0,,26,Wind blowing from the north-northwest,7,,18,40%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-8.9,5.0,,,600-1000,,,30.0,-16.3,No precipitation,6,,,,
02.03.2020 14:00,3.7,661.6,763.9,-1.6,30,Wind blowing from the north-northwest,9,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.0,,,2500 or more  or no clouds.,,,22.0,-12.3,No precipitation,12,,,,
02.03.2020 11:00,0.8,663.2,766.0,,27,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,-8.9,4.3,,,,,,22.0,-16.1,No precipitation,6,,,,
02.03.2020 08:00,-6.8,665.2,768.8,-0.9,50,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.3,,,,,,20.0,-15.7,No precipitation,12,,,,
02.03.2020 05:00,-7.5,666.1,769.2,,54,Wind blowing from the north-west,3,,9,, ,,,-8.6,4.3,,,,,,30.0,-15.2,No precipitation,6,,,,
02.03.2020 02:00,-7.2,667.4,770.8,-0.7,53,Wind blowing from the north-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,4.3,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
01.03.2020 23:00,-5.4,668.1,771.9,,45,Wind blowing from the north-northwest,2,,13,, ,,,-6.1,4.3,,,,,,30.0,-15.5,No precipitation,6,,,,
01.03.2020 20:00,-0.3,668.4,772.0,0.7,32,Wind blowing from the north-west,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,4.3,,,,,,30.0,-15.0,No precipitation,12,,,,
01.03.2020 17:00,3.6,667.7,770.5,,21,Wind blowing from the south-southwest,6,,13,, ,,,-6.1,7.1,,,,,,30.0,-16.7,No precipitation,6,,,,
01.03.2020 14:00,2.8,668.8,771.7,-1.4,14,Wind blowing from the north-west,6,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.5,,,600-1000,,,30.0,-22.1,No precipitation,12,,,,
01.03.2020 11:00,-0.4,670.2,773.5,,32,Wind blowing from the north-northwest,6,,14,20–30%., ,,,-6.1,,,,600-1000,,,30.0,-15.1,No precipitation,6,,,,
01.03.2020 08:00,-4.5,670.1,773.8,0.9,51,Wind blowing from the north-northeast,1,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
01.03.2020 05:00,-4.8,669.2,771.6,,49,Wind blowing from the north,3,,16,, ,,,-4.9,10.5,,,,,,30.0,-13.9,No precipitation,6,,,,
01.03.2020 02:00,-3.1,668.8,770.5,0.8,41,Wind blowing from the north,5,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,10.5,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
29.02.2020 23:00,-1.4,668.0,770.0,,37,Wind blowing from the north-northwest,5,,,, ,,,-1.6,10.5,,,,,,30.0,-14.5,No precipitation,6,,,,
29.02.2020 20:00,1.0,666.3,768.7,2.6,44,Wind blowing from the north,3,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.5,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
29.02.2020 17:00,7.2,663.7,764.4,,21,Wind blowing from the north-northwest,9,,,70 – 80%., ,,,-1.6,10.5,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,6,,,,
29.02.2020 14:00,8.1,662.0,762.1,-0.3,50,Wind blowing from the south,4,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.2,,,2500 or more  or no clouds.,,,6.0,-1.7,No precipitation,12,,,,
29.02.2020 11:00,4.7,662.3,762.8,,60,Wind blowing from the east-southeast,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.2,,,2500 or more  or no clouds.,,,4.9,-2.4,No precipitation,6,,,,
29.02.2020 08:00,-1.5,661.1,762.5,0.9,85,Wind blowing from the north-west,3,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.2,,,2500 or more  or no clouds.,,,2.7,-3.7,No precipitation,12,,,,
29.02.2020 05:00,-1.0,660.2,760.1,,82,Wind blowing from the north-west,3,,7,,Mist. ,,,-1.5,9.2,,,,,,3.1,-3.7,No precipitation,6,,,,
29.02.2020 02:00,0.3,660.6,760.8,-0.3,75,Wind blowing from the north-west,2,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,9.2,,,2500 or more  or no clouds.,,,4.3,-3.6,No precipitation,12,,,,
28.02.2020 23:00,1.9,660.9,761.5,,66,Wind blowing from the north-west,3,,9,,Haze. ,,,1.4,9.2,,,,,,7.0,-3.8,No precipitation,6,,,,
28.02.2020 20:00,2.4,660.8,761.5,0.1,63,Wind blowing from the north-west,4,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,9.2,,,,,,6.0,-3.9,No precipitation,12,,,,
28.02.2020 17:00,9.0,660.7,760.1,,45,Wind blowing from the south,4,,,40%., ,,,1.6,9.2,,,2500 or more  or no clouds.,,,8.0,-2.3,No precipitation,6,,,,
28.02.2020 14:00,6.5,662.2,762.1,-1.5,57,Wind blowing from the south,4,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.2,,,2500 or more  or no clouds.,,,5.0,-1.6,No precipitation,12,,,,
28.02.2020 11:00,2.7,663.7,764.5,,81,Wind blowing from the south,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,2.6,-0.2,No precipitation,6,,,,
28.02.2020 08:00,1.7,663.3,763.9,0.5,88,Wind blowing from the south-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,8.2,,,2500 or more  or no clouds.,,,2.2,-0.1,No precipitation,12,,,,
28.02.2020 05:00,2.2,662.8,762.7,,86,Wind blowing from the south,3,,,,Mist. ,,,1.9,8.2,,,,,,2.7,0.1,No precipitation,6,,,,
28.02.2020 02:00,2.5,663.9,763.9,-1.1,87,Wind blowing from the south,3,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,8.2,,,2500 or more  or no clouds.,,,2.3,0.6,No precipitation,12,,,,
27.02.2020 23:00,3.4,665.0,765.3,,82,Wind blowing from the south,4,,10,,Mist. ,,,1.9,8.2,,,,,,2.9,0.6,No precipitation,6,,,,
27.02.2020 20:00,5.1,665.1,765.8,0.2,75,Wind blowing from the south-southwest,4,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,8.2,,,,,,3.5,1.0,No precipitation,12,,,,
27.02.2020 17:00,7.5,664.9,765.1,,66,Wind blowing from the south-southwest,4,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.5,,,,,,3.4,1.4,No precipitation,6,,,,
27.02.2020 14:00,7.6,665.8,766.1,-1.5,62,Wind blowing from the south,5,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,10.3,,,2500 or more  or no clouds.,,,3.8,0.6,No precipitation,12,,,,
27.02.2020 11:00,6.4,667.3,767.9,,44,Wind blowing from the south-southeast,3,,5,70 – 80%., ,,,1.9,10.3,,,2500 or more  or no clouds.,,,10.0,-5.0,No precipitation,6,,,,
27.02.2020 08:00,2.5,667.9,769.0,0.0,43,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,13.0,-8.8,No precipitation,12,,,,
27.02.2020 05:00,2.1,667.9,768.3,,45,Wind blowing from the north-northwest,1,,4,, ,,,-3.0,10.3,,,,,,16.0,-8.6,No precipitation,6,,,,
27.02.2020 02:00,2.3,668.3,768.7,-0.5,38,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,10.3,,,2500 or more  or no clouds.,,,22.0,-10.6,No precipitation,12,,,,
26.02.2020 23:00,3.7,668.8,769.4,,32,Wind blowing from the north-northwest,3,,6,, ,,,-3.0,10.3,,,,,,30.0,-11.5,No precipitation,6,,,,
26.02.2020 20:00,5.0,668.7,770.8,0.5,27,Wind blowing from the north-west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,10.3,,,2500 or more  or no clouds.,,,17.0,-12.4,No precipitation,12,,,,
26.02.2020 17:00,9.5,668.2,769.0,,22,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,-3.0,10.3,,,,,,30.0,-11.2,No precipitation,6,,,,
26.02.2020 14:00,9.8,668.8,769.3,-1.3,23,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.8,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
26.02.2020 11:00,7.1,670.1,771.2,,31,Wind blowing from the east-southeast,2,,9,no clouds, ,,,-3.0,9.6,,,,,,30.0,-8.9,No precipitation,6,,,,
26.02.2020 08:00,-2.1,670.0,772.5,1.3,54,Wind blowing from the west-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,9.6,,,,,,30.0,-10.2,No precipitation,12,,,,
26.02.2020 05:00,0.2,668.7,769.6,,50,Wind blowing from the north,4,,12,, ,,,-3.3,9.6,,,,,,30.0,-9.0,No precipitation,6,,,,
26.02.2020 02:00,1.6,668.5,769.3,0.6,49,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.6,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
25.02.2020 23:00,2.3,667.9,769.1,,47,Wind blowing from the north,5,,12,, ,,,-3.3,9.6,,,,,,30.0,-8.1,No precipitation,6,,,,
25.02.2020 20:00,4.7,667.1,769.3,,34,Wind blowing from the north-northwest,7,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.6,,,,,,30.0,-9.8,No precipitation,12,,,,
25.02.2020 14:00,8.8,665.3,765.4,-0.7,32,Wind blowing from the south-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Drizzle.,-3.3,13.3,,,,,,11.0,-7.0,No precipitation,12,,,,
25.02.2020 11:00,4.7,666.0,766.3,,41,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-3.3,13.3,,,,,,11.0,-7.7,No precipitation,6,,,,
25.02.2020 08:00,-3.2,665.2,766.4,1.3,57,Wind blowing from the north-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,13.3,,,,,,10.0,-10.5,No precipitation,12,,,,
25.02.2020 05:00,-0.2,663.9,763.7,,48,Wind blowing from the east-northeast,1,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.3,13.3,,,,,,14.0,-10.1,No precipitation,6,,,,
25.02.2020 02:00,2.5,663.7,762.8,0.9,37,Wind blowing from the south-west,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Drizzle.,-0.3,13.3,,,2500 or more  or no clouds.,,,17.0,-10.7,No precipitation,12,,,,
24.02.2020 23:00,5.4,662.8,761.8,,30,Wind blowing from the north,5,,9,,Rain or drizzle and snow  slight. ,,,-1.5,13.3,,,,,,16.0,-10.8,No precipitation,6,,,,
24.02.2020 20:00,7.9,661.6,761.6,1.3,26,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.3,,,,,,23.0,-10.4,No precipitation,12,,,,
24.02.2020 17:00,11.4,660.3,759.6,,25,Wind blowing from the south,4,,6,20–30%., ,,,-1.5,13.3,,,2500 or more  or no clouds.,,,17.0,-7.9,No precipitation,6,,,,
24.02.2020 14:00,12.0,660.4,759.6,-1.3,21,Wind blowing from the south-southeast,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,12.1,,,2500 or more  or no clouds.,,,20.0,-9.6,No precipitation,12,,,,
24.02.2020 11:00,9.9,661.7,761.6,,21,Wind blowing from the east-southeast,2,,,20–30%., ,,,-1.5,9.9,,,2500 or more  or no clouds.,,,19.0,-11.4,No precipitation,6,,,,
24.02.2020 08:00,0.9,661.9,763.3,-0.3,36,Wind blowing from the north-west,4,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,22.0,-12.5,No precipitation,12,,,,
24.02.2020 05:00,-0.1,662.2,762.5,,39,Wind blowing from the north,2,,6,, ,,,-7.5,7.3,,,,,,28.0,-12.4,No precipitation,6,,,,
24.02.2020 02:00,-0.2,663.1,763.8,-0.6,38,Wind blowing from the north-west,5,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.3,,,2500 or more  or no clouds.,,,29.0,-13.1,No precipitation,12,,,,
23.02.2020 23:00,-0.8,663.7,765.4,,39,Wind blowing from the north-west,5,,6,, ,,,-7.7,7.3,,,,,,25.0,-13.0,No precipitation,6,,,,
23.02.2020 20:00,0.1,663.9,767.1,0.3,39,Wind blowing from the north-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.3,,,,,,20.0,-12.2,No precipitation,12,,,,
23.02.2020 17:00,7.1,663.6,765.6,,23,Wind blowing from the east-southeast,1,,,40%., ,,,-7.7,7.3,,,2500 or more  or no clouds.,,,22.0,-12.6,No precipitation,6,,,,
23.02.2020 14:00,6.1,664.0,766.2,-1.3,22,Wind blowing from the south,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,6.1,,,2500 or more  or no clouds.,,,23.0,-14.0,No precipitation,12,,,,
23.02.2020 11:00,2.7,665.3,768.2,,24,Wind blowing from the south-east,2,,5,60%., ,,,-7.7,2.7,,,2500 or more  or no clouds.,,,26.0,-15.9,No precipitation,6,,,,
23.02.2020 08:00,-6.1,664.9,769.3,-0.3,44,Wind blowing from the north-west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,,,,2500 or more  or no clouds.,,,22.0,-16.6,No precipitation,12,,,,
23.02.2020 05:00,-7.4,665.2,768.7,,47,Wind blowing from the north-west,3,,6,, ,,,-13.5,1.1,,,,,,30.0,-17.0,No precipitation,6,,,,
23.02.2020 02:00,-6.5,667.0,770.8,-1.4,42,Wind blowing from the north-west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,1.1,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
22.02.2020 23:00,-6.1,668.4,773.2,,44,Wind blowing from the north-west,3,,11,, ,,,-13.5,1.1,,,,,,30.0,-16.6,No precipitation,6,,,,
22.02.2020 20:00,-4.5,669.0,775.0,0.0,37,Wind blowing from the north-west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,1.1,,,,,,30.0,-17.0,No precipitation,12,,,,
