Local time in Heyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 02:00,18.8,758.1,764.5,-0.7,91,Wind blowing from the north-west,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,20.6,,,2500 or more  or no clouds.,,,23.0,17.3,No precipitation,12,,,,
02.03.2020 23:00,19.0,758.8,765.2,,81,Wind blowing from the west,1,,4,, ,,,16.2,20.6,,,,,,30.0,15.6,No precipitation,6,,,,
02.03.2020 20:00,19.5,757.9,764.3,1.2,79,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,21.5,,,600-1000,,,30.0,15.7,No precipitation,12,,,,
02.03.2020 17:00,20.3,756.7,763.0,,70,Wind blowing from the west,1,,7,100%., ,,,16.2,23.9,,,1000-1500,,,30.0,14.6,No precipitation,6,,,,
02.03.2020 14:00,20.1,757.0,763.3,,66,Wind blowing from the north-west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.2,,,1000-1500,,,30.0,13.5,No precipitation,12,,,,
02.03.2020 11:00,18.3,759.0,765.4,,72,Wind blowing from the north-east,2,,7,100%., ,,,16.2,24.2,,,1000-1500,,,30.0,13.1,No precipitation,6,,,,
02.03.2020 08:00,16.6,758.9,765.3,1.6,82,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.2,,,600-1000,,,30.0,13.5,No precipitation,12,,,,
02.03.2020 05:00,16.8,757.3,763.7,,80,Wind blowing from the east-northeast,3,,7,, ,,,16.2,24.2,,,,,,30.0,13.3,No precipitation,6,,,,
02.03.2020 02:00,18.3,757.0,763.3,0.1,74,Wind blowing from the north-east,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.2,,,2500 or more  or no clouds.,,,30.0,13.5,0.1,12,,,,
01.03.2020 23:00,20.0,756.9,763.3,,71,Wind blowing from the north-east,2,,7,, ,,,19.2,24.2,,,,,,30.0,14.5,No precipitation,6,,,,
01.03.2020 20:00,21.2,755.4,761.8,1.0,84,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,25.7,,,,,,30.0,18.3,3.0,12,,,,
01.03.2020 17:00,23.8,754.4,760.7,,69,Wind blowing from the east-northeast,2,,5,70 – 80%., ,,,19.2,28.2,,,1000-1500,,,30.0,17.7,2.0,6,,,,
01.03.2020 14:00,21.6,755.0,761.3,-1.7,89,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,,,,2500 or more  or no clouds.,,,30.0,19.7,3.0,12,,,,
01.03.2020 11:00,20.5,756.7,763.0,,95,Wind blowing from the north-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,28.9,,,600-1000,,,12.0,19.6,1.0,6,,,,
01.03.2020 08:00,20.0,755.2,761.5,1.4,97,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,28.9,,,2500 or more  or no clouds.,,,30.0,19.5,No precipitation,12,,,,
01.03.2020 05:00,19.8,753.8,760.0,,96,Wind blowing from the east,1,,6,, ,,,17.4,28.9,,,,,,30.0,19.1,No precipitation,6,,,,
01.03.2020 02:00,21.0,754.0,760.3,-0.3,88,Wind blowing from the north-northeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,28.9,,,2500 or more  or no clouds.,,,30.0,18.9,No precipitation,12,,,,
29.02.2020 23:00,23.5,754.3,760.6,,71,Wind blowing from the south-west,2,,7,, ,,,17.4,28.9,,,,,,30.0,17.9,No precipitation,6,,,,
29.02.2020 20:00,25.6,753.5,759.8,1.0,60,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,28.9,,,,,,30.0,17.2,No precipitation,12,,,,
29.02.2020 17:00,28.0,752.5,758.8,,50,Wind blowing from the south-west,2,,7,10%  or less  but not 0, ,,,17.4,28.9,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,16.6,No precipitation,6,,,,
29.02.2020 14:00,28.1,753.4,759.7,-2.8,49,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,28.2,,,600-1000,,,30.0,16.3,No precipitation,12,,,,
29.02.2020 11:00,23.4,756.2,762.5,,72,Wind blowing from the west-southwest,2,,4,70 – 80%., ,,,17.4,26.9,,,1000-1500,,,30.0,18.0,No precipitation,6,,,,
29.02.2020 08:00,17.9,756.2,762.6,1.0,97,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.9,,,1500-2000,,,17.0,17.4,No precipitation,12,,,,
29.02.2020 05:00,17.8,755.2,761.5,,98,Calm  no wind,0,,,, ,,,17.5,26.9,,,,,,25.0,17.4,No precipitation,6,,,,
29.02.2020 02:00,18.7,755.9,762.2,-0.8,96,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,26.9,,,2500 or more  or no clouds.,,,23.0,18.0,No precipitation,12,,,,
28.02.2020 23:00,20.9,756.7,763.0,,84,Wind blowing from the east,1,,7,, ,,,17.5,26.9,,,,,,29.0,18.0,No precipitation,6,,,,
28.02.2020 20:00,23.7,756.1,762.4,,62,Wind blowing from the south-west,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,26.9,,,2500 or more  or no clouds.,,,30.0,15.9,No precipitation,12,,,,
28.02.2020 17:00,26.0,755.2,761.5,,52,Wind blowing from the south-west,3,,6,90  or more  but not 100%, ,,,17.5,27.4,,,,,,30.0,15.3,No precipitation,6,,,,
28.02.2020 14:00,25.8,756.5,762.8,-2.3,56,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,27.7,,,600-1000,,,30.0,16.3,No precipitation,12,,,,
28.02.2020 11:00,22.4,758.8,765.1,,68,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,17.5,27.7,,Sky obscured by fog and/or other meteorological phenomena.,,,,24.0,16.2,No precipitation,6,,,,
28.02.2020 08:00,18.2,758.5,764.9,0.8,95,Wind blowing from the south,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,27.7,,,1500-2000,,,15.0,17.3,No precipitation,12,,,,
28.02.2020 05:00,17.7,757.7,764.0,,97,Wind blowing from the west,1,,6,, ,,,17.5,27.7,,,,,,16.0,17.2,No precipitation,6,,,,
28.02.2020 02:00,19.2,758.1,764.4,-0.4,88,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,27.7,,,2500 or more  or no clouds.,,,25.0,17.1,No precipitation,12,,,,
27.02.2020 23:00,21.5,758.5,764.8,,76,Wind blowing from the south-west,2,,6,, ,,,17.5,27.7,,,,,,30.0,17.0,No precipitation,6,,,,
27.02.2020 20:00,24.4,757.2,763.6,0.9,69,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,27.7,,,,,,30.0,18.3,No precipitation,12,,,,
27.02.2020 17:00,27.3,756.3,762.6,,55,Wind blowing from the south-west,2,,6,70 – 80%., ,,,17.5,29.9,,,1500-2000,,,30.0,17.4,No precipitation,6,,,,
27.02.2020 14:00,26.3,757.4,763.7,-2.3,63,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,30.5,,,2500 or more  or no clouds.,,,30.0,18.6,No precipitation,12,,,,
27.02.2020 11:00,23.1,759.7,766.1,,78,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,17.5,30.5,,,,,,30.0,19.0,No precipitation,6,,,,
27.02.2020 08:00,18.5,759.2,765.6,1.8,91,Wind blowing from the north-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,30.5,,,2500 or more  or no clouds.,,,30.0,17.0,No precipitation,12,,,,
27.02.2020 05:00,18.3,757.4,763.7,,95,Wind blowing from the east-northeast,1,,2,, ,,,18.3,30.5,,,,,,30.0,17.4,No precipitation,6,,,,
27.02.2020 02:00,19.4,757.2,763.5,-0.3,89,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,30.5,,,2500 or more  or no clouds.,,,30.0,17.5,No precipitation,12,,,,
26.02.2020 23:00,21.4,757.5,763.8,,80,Wind blowing from the south-east,1,,5,, ,,,18.2,30.5,,,,,,30.0,17.8,No precipitation,6,,,,
26.02.2020 20:00,24.4,756.5,762.8,0.7,60,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,30.5,,,,,,28.0,16.1,No precipitation,12,,,,
26.02.2020 17:00,29.8,755.8,762.1,,38,Wind blowing from the east-southeast,1,,5,no clouds, ,,,18.2,30.5,,,,,,30.0,13.9,No precipitation,6,,,,
26.02.2020 14:00,29.8,756.4,762.7,-2.6,41,Wind blowing from the north,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,29.8,,,600-1000,,,30.0,15.1,No precipitation,12,,,,
26.02.2020 11:00,25.6,759.0,765.3,,64,Wind blowing from the east-southeast,2,,3,no clouds, ,,,18.2,28.9,,,,,,29.0,18.2,No precipitation,6,,,,
26.02.2020 08:00,19.0,759.1,765.4,1.8,97,Wind blowing from the east-northeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,28.9,,,600-1000,,,30.0,18.5,No precipitation,12,,,,
26.02.2020 05:00,18.4,757.3,763.6,,99,Wind blowing from the south-southeast,1,,3,, ,,,18.0,28.9,,,,,,24.0,18.2,No precipitation,6,,,,
26.02.2020 02:00,19.4,757.0,763.3,-0.3,96,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,28.9,,,2500 or more  or no clouds.,,,30.0,18.7,No precipitation,12,,,,
25.02.2020 23:00,20.7,757.3,763.6,,87,Wind blowing from the east-northeast,1,,5,, ,,,18.0,28.9,,,,,,30.0,18.4,No precipitation,6,,,,
25.02.2020 20:00,23.1,756.2,762.6,,71,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,28.9,,,,,,30.0,17.5,No precipitation,12,,,,
25.02.2020 14:00,27.1,756.5,762.8,,54,Wind blowing from the west,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.3,,,600-1000,,,30.0,17.0,No precipitation,12,,,,
25.02.2020 11:00,24.2,758.9,765.2,,66,Wind blowing from the east,1,,,40%., ,,,18.0,27.1,,,600-1000,,,30.0,17.4,No precipitation,6,,,,
25.02.2020 08:00,18.7,758.8,765.1,1.8,95,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.1,,,2500 or more  or no clouds.,,,26.0,17.8,No precipitation,12,,,,
25.02.2020 05:00,18.6,757.0,763.3,,95,Wind blowing from the east,2,,7,, ,,,17.8,27.1,,,,,,23.0,17.7,No precipitation,6,,,,
25.02.2020 02:00,20.3,757.7,764.0,-0.6,85,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.1,,,2500 or more  or no clouds.,,,30.0,17.6,No precipitation,12,,,,
24.02.2020 23:00,21.9,758.3,764.6,,76,Wind blowing from the south-southwest,2,,7,, ,,,17.8,27.1,,,,,,30.0,17.4,No precipitation,6,,,,
24.02.2020 20:00,23.9,757.6,763.9,,64,Wind blowing from the south-west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.1,,,1500-2000,,,30.0,16.6,No precipitation,12,,,,
24.02.2020 17:00,26.8,756.7,763.0,,52,Wind blowing from the west-southwest,2,,7,no clouds, ,,,17.8,27.1,,,,,,30.0,16.1,No precipitation,6,,,,
24.02.2020 14:00,25.7,757.9,764.2,-2.8,49,Wind blowing from the west-southwest,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,28.1,,,,,,30.0,14.1,No precipitation,12,,,,
24.02.2020 11:00,22.0,760.7,767.1,,57,Wind blowing from the south-west,1,,5,70 – 80%., ,,,17.8,,,,1500-2000,,,28.0,13.1,No precipitation,6,,,,
24.02.2020 08:00,18.1,760.7,767.1,1.6,74,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,28.1,,,600-1000,,,27.0,13.4,No precipitation,12,,,,
24.02.2020 05:00,18.4,759.1,765.4,,70,Wind blowing from the west-southwest,1,,5,, ,,,14.2,28.1,,,,,,30.0,12.8,No precipitation,6,,,,
24.02.2020 02:00,19.2,759.7,766.0,-0.9,67,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,28.1,,,2500 or more  or no clouds.,,,30.0,12.9,No precipitation,12,,,,
23.02.2020 23:00,19.8,760.6,766.9,,83,Wind blowing from the east-northeast,1,,,, ,,,14.2,28.1,,,,,,24.0,16.8,No precipitation,6,,,,
23.02.2020 20:00,22.3,759.7,766.2,0.2,67,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,28.1,,,,,,26.0,15.8,No precipitation,12,,,,
23.02.2020 17:00,26.8,759.5,765.9,,44,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,14.2,28.1,,,600-1000,,,30.0,13.5,No precipitation,6,,,,
23.02.2020 14:00,25.9,760.9,767.3,,46,Wind blowing from the north-east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,26.9,,,600-1000,,,30.0,13.4,No precipitation,12,,,,
23.02.2020 11:00,21.5,764.3,770.8,,58,Wind blowing from the east,2,,3,no clouds, ,,,14.2,26.9,,,,,,30.0,12.9,No precipitation,6,,,,
23.02.2020 08:00,15.0,764.2,770.6,1.3,96,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,26.9,,,,,,21.0,14.3,No precipitation,12,,,,
23.02.2020 05:00,14.7,762.9,769.3,,97,Wind blowing from the south-east,0,,2,, ,,,13.8,26.9,,,,,,21.0,14.2,No precipitation,6,,,,
23.02.2020 02:00,16.4,762.8,769.2,-0.5,90,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,26.9,,,2500 or more  or no clouds.,,,28.0,14.7,No precipitation,12,,,,
22.02.2020 23:00,17.8,763.3,769.8,,84,Wind blowing from the north,1,,4,, ,,,13.8,26.9,,,,,,27.0,15.0,No precipitation,6,,,,
