Local time in Suifenhe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 05:00,-10.2,714.5,768.6,,90,Wind blowing from the north-northwest,1,,5,, ,,,-13.4,-3.6,,,,,,10.0,-11.5,No precipitation,6,,,,
02.03.2020 02:00,-9.6,714.1,767.9,,91,Wind blowing from the north,0,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.6,,,2500 or more  or no clouds.,,,15.0,-10.8,0.1,12,,,,
01.03.2020 20:00,-8.4,714.3,768.7,0.6,90,Wind blowing from the east,3,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.6,,,2500 or more  or no clouds.,,,12.0,-9.7,Trace of precipitation,12,,,,
01.03.2020 17:00,-6.1,713.7,767.9,,78,Wind blowing from the east-southeast,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-3.5,,,,,,18.0,-9.3,Trace of precipitation,6,,,,
01.03.2020 14:00,-4.5,713.5,767.4,-0.7,74,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.4,,,2500 or more  or no clouds.,,,5.0,-8.4,Trace of precipitation,12,,,,
01.03.2020 11:00,-5.1,714.2,768.1,,68,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,-13.4,-2.4,,,,,,16.0,-10.1,No precipitation,6,,,,
01.03.2020 08:00,-11.5,714.7,768.9,0.7,88,Wind blowing from the west-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.4,,,,,,8.0,-13.1,No precipitation,12,,,,
01.03.2020 05:00,-12.6,714.0,768.0,,89,Wind blowing from the north-west,2,,,, ,,,,,,,,,,7.0,-14.0,,,,,,
01.03.2020 02:00,-10.7,714.0,767.7,,90,Wind blowing from the west-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-2.4,,,2500 or more  or no clouds.,,,7.0,-12.0,Trace of precipitation,12,,,,
29.02.2020 20:00,-6.5,713.1,766.6,1.2,77,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-2.4,,,2500 or more  or no clouds.,,,18.0,-9.9,0.2,12,,,,
29.02.2020 17:00,-3.5,711.9,765.1,,61,Wind blowing from the west-northwest,3,,,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-2.4,,,,,,22.0,-10.1,0.2,6,,,,
29.02.2020 14:00,-2.7,711.1,764.1,0.0,63,Wind blowing from the west-northwest,3,,7,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-1.1,,,600-1000,,,22.0,-8.8,0.3,12,,,,
29.02.2020 11:00,-3.5,711.1,764.2,,74,Wind blowing from the west,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,-0.2,,,,,,12.0,-7.5,Trace of precipitation,6,,,,
29.02.2020 08:00,-5.3,710.5,763.7,,82,Wind blowing from the west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,14.0,-7.9,3.0,12,,,,
29.02.2020 05:00,-5.8,709.9,763.0,,89,Wind blowing from the west,4,,6,, ,,,,-0.2,,,,,,18.0,-7.3,1.0,6,,,,
29.02.2020 02:00,-6.0,709.5,762.2,,94,Wind blowing from the west-northwest,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.2,,,2500 or more  or no clouds.,,,5.0,-6.8,3.0,12,,,,
28.02.2020 20:00,-5.4,710.6,764.2,-0.4,94,Wind blowing from the east-southeast,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.2,,,2500 or more  or no clouds.,,,4.0,-6.2,0.5,12,,,,
28.02.2020 17:00,-3.8,711.0,764.8,,72,Wind blowing from the east,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.2,,,2500 or more  or no clouds.,,,9.0,-8.1,Trace of precipitation,6,,,,
28.02.2020 14:00,-1.1,711.8,765.2,-1.4,39,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.2,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
28.02.2020 11:00,-1.3,713.2,766.4,,36,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,-12.5,-1.0,,,,,,30.0,-14.5,No precipitation,6,,,,
28.02.2020 08:00,-8.6,714.5,768.4,,59,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.5,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
28.02.2020 05:00,-12.2,714.9,768.9,,71,Wind blowing from the west,3,,5,, ,,,-12.2,-1.5,,,,,,30.0,-16.4,No precipitation,6,,,,
28.02.2020 02:00,-11.0,715.9,769.7,,66,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-1.5,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
27.02.2020 20:00,-6.4,716.9,771.0,0.1,53,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-1.5,,,,,,30.0,-14.4,No precipitation,12,,,,
27.02.2020 17:00,-3.5,716.8,770.8,,41,Wind blowing from the west-northwest,4,,,no clouds, ,,,,,,,,,,30.0,-14.9,,,,,,
27.02.2020 14:00,-1.9,716.8,770.5,-1.1,37,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-1.5,,,,,,30.0,-14.7,No precipitation,12,,,,
27.02.2020 11:00,-3.0,717.9,771.7,,39,Wind blowing from the west,4,,10,no clouds, ,,,-10.5,-1.7,,,,,,30.0,-15.0,No precipitation,6,,,,
27.02.2020 08:00,-8.4,718.6,772.9,0.3,61,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,,,,,,,29.0,-14.6,No precipitation,12,,,,
27.02.2020 05:00,-10.3,718.3,772.5,,65,Wind blowing from the west,3,,6,, ,,,-14.9,-1.7,,,,,,30.0,-15.6,No precipitation,6,,,,
27.02.2020 02:00,-9.4,717.9,771.7,,63,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.7,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
26.02.2020 20:00,-7.2,717.9,772.6,0.4,50,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.7,,,,,,30.0,-15.9,No precipitation,12,,,,
26.02.2020 17:00,-4.1,717.5,772.0,,38,Wind blowing from the north-northwest,2,,10,no clouds, ,,,-14.9,-1.7,,,,,,30.0,-16.3,No precipitation,6,,,,
26.02.2020 14:00,-2.1,716.6,770.6,-0.5,32,Wind blowing from the west-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.7,,,,,,30.0,-16.6,No precipitation,12,,,,
26.02.2020 11:00,-3.1,717.1,771.1,,41,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-14.9,-1.9,,,,,,30.0,-14.5,No precipitation,6,,,,
26.02.2020 08:00,-12.2,717.7,772.5,0.5,83,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.9,,,,,,21.0,-14.6,No precipitation,12,,,,
26.02.2020 05:00,-14.1,717.2,771.8,,88,Wind blowing from the north-west,2,,3,, ,,,-14.4,-1.9,,,,,,16.0,-15.7,No precipitation,6,,,,
26.02.2020 02:00,-11.9,717.1,771.1,,81,Wind blowing from the west-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-1.9,,,2500 or more  or no clouds.,,,29.0,-14.5,No precipitation,12,,,,
25.02.2020 20:00,-8.3,717.1,771.5,0.5,77,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.9,,,,,,30.0,-11.6,No precipitation,12,,,,
25.02.2020 17:00,-5.4,716.6,770.8,,64,Wind blowing from the east,3,,,no clouds, ,,,-11.6,-1.9,,,,,,30.0,-11.3,No precipitation,6,,,,
25.02.2020 14:00,-2.1,716.2,769.9,-0.9,47,Wind blowing from the east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.3,,,600-1000,,,30.0,-11.9,No precipitation,12,,,,
25.02.2020 11:00,-4.5,717.1,771.0,,57,Wind blowing from the west,2,,7,no clouds, ,,,-11.6,-1.1,,,,,,30.0,-11.9,No precipitation,6,,,,
25.02.2020 08:00,-9.6,717.7,771.9,0.9,74,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.1,,,,,,23.0,-13.4,No precipitation,12,,,,
25.02.2020 05:00,-10.9,716.8,770.9,,79,Wind blowing from the west,3,,12,, ,,,-10.9,-1.1,,,,,,26.0,-13.8,No precipitation,6,,,,
25.02.2020 02:00,-9.3,716.5,770.2,,74,Wind blowing from the west,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-1.1,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
24.02.2020 20:00,-6.2,715.1,768.4,1.3,61,Wind blowing from the west-northwest,6,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-1.1,,,,,,30.0,-12.5,No precipitation,12,,,,
24.02.2020 17:00,-4.3,713.8,766.9,,50,Wind blowing from the west-northwest,6,,19,10%  or less  but not 0, ,,,-4.3,-1.1,,,1000-1500,,,30.0,-13.2,No precipitation,6,,,,
24.02.2020 14:00,-1.3,711.4,763.9,0.9,45,Wind blowing from the west,7,,19,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,-1.1,,,600-1000,,,30.0,-11.7,No precipitation,12,,,,
24.02.2020 11:00,-2.0,710.5,763.2,,49,Wind blowing from the west-northwest,8,,17,20–30%., ,,,-5.0,-1.5,,,600-1000,,,30.0,-11.3,No precipitation,6,,,,
24.02.2020 08:00,-2.3,709.6,762.2,1.2,63,Wind blowing from the west,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.5,,,600-1000,,,24.0,-8.4,No precipitation,12,,,,
24.02.2020 05:00,-3.2,708.4,761.1,,74,Wind blowing from the west,4,,9,, ,,,,-1.5,,,,,,30.0,-7.2,No precipitation,6,,,,
24.02.2020 02:00,-2.1,707.8,760.1,,56,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.5,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
23.02.2020 20:00,-2.9,710.4,763.8,-0.1,57,Wind blowing from the west,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.5,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
23.02.2020 17:00,-3.7,710.5,764.1,,48,Wind blowing from the west-southwest,1,,15,90  or more  but not 100%, ,,,-11.5,-1.5,,,,,,28.0,-13.1,No precipitation,6,,,,
23.02.2020 14:00,-2.5,710.5,763.9,-1.1,43,Wind blowing from the west-northwest,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.1,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
23.02.2020 11:00,-5.0,711.6,765.1,,54,Wind blowing from the west,6,,16,20–30%., ,,,-11.5,-2.8,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
23.02.2020 08:00,-9.7,711.1,765.1,1.5,69,Wind blowing from the west,8,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.8,,,600-1000,,,30.0,-14.3,No precipitation,12,,,,
23.02.2020 05:00,-11.3,709.6,763.4,,67,Wind blowing from the west,9,,16,, ,,,-11.3,-2.8,,,,,,30.0,-16.2,No precipitation,6,,,,
23.02.2020 02:00,-10.5,708.9,762.3,,61,Wind blowing from the west,9,,16,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-2.8,,,2500 or more  or no clouds.,,,15.0,-16.6,Trace of precipitation,12,,,,
22.02.2020 20:00,-7.3,707.8,761.1,1.2,71,Wind blowing from the west-northwest,6,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,-2.8,,,2500 or more  or no clouds.,,,14.0,-11.7,0.4,12,,,,
22.02.2020 17:00,-5.6,706.6,759.4,,74,Wind blowing from the west-northwest,6,,16,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-2.8,,,,,,13.0,-9.5,0.3,6,,,,
22.02.2020 14:00,-3.5,705.4,757.9,-0.7,74,Wind blowing from the west-northwest,8,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-2.8,,,2500 or more  or no clouds.,,,9.0,-7.6,3.0,12,,,,
22.02.2020 11:00,-3.4,706.1,758.9,,76,Wind blowing from the west,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-3.2,,,,,,24.0,-7.0,0.8,6,,,,
22.02.2020 08:00,-5.7,707.0,760.1,-0.1,93,Wind blowing from the west,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-3.2,,,1000-1500,,,5.0,-6.6,4.0,12,,,,
22.02.2020 05:00,-4.1,707.1,760.0,,95,Wind blowing from the north-west,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.1,-3.2,,,,,,2.4,-4.8,2.0,6,,,,
22.02.2020 02:00,-4.9,709.0,762.1,,94,Wind blowing from the north-northwest,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.6,,,2500 or more  or no clouds.,,,11.0,-5.7,4.0,12,,,,
21.02.2020 20:00,-6.8,713.7,767.6,-1.3,93,Wind blowing from the east,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-4.6,,,300-600,,,4.0,-7.7,4.0,12,,,,
