Local time in Shaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.02.2020 17:00,11.6,735.0,763.0,,95,Wind blowing from the east-northeast,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.2,,,1500-2000,,,6.0,10.8,No precipitation,6,,,,
28.02.2020 14:00,12.1,735.7,763.8,-1.9,99,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.3,,,1500-2000,,,6.0,11.9,No precipitation,12,,,,
28.02.2020 11:00,10.9,737.6,765.7,,100,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,1000-1500,,,4.7,10.9,No precipitation,6,,,,
28.02.2020 08:00,10.3,736.6,764.7,1.2,100,Wind blowing from the east,3,,6,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.3,,,1500-2000,,,1.2,10.3,No precipitation,12,,,,
28.02.2020 05:00,10.9,735.4,763.3,,100,Wind blowing from the east-northeast,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,10.9,14.3,,,,,,0.2,10.9,No precipitation,6,,,,
28.02.2020 02:00,11.2,735.9,763.9,,100,Wind blowing from the north-east,3,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,14.3,,,2500 or more  or no clouds.,,,0.4,11.2,No precipitation,12,,,,
27.02.2020 20:00,12.7,737.2,765.1,0.5,91,Wind blowing from the east-northeast,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.9,,,1500-2000,,,4.2,11.3,Trace of precipitation,12,,,,
27.02.2020 17:00,14.2,736.7,764.6,,83,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,1500-2000,,,4.6,11.4,No precipitation,6,,,,
27.02.2020 14:00,13.5,737.8,765.8,-2.4,94,Wind blowing from the north-east,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,1500-2000,,,4.3,12.6,Trace of precipitation,12,,,,
27.02.2020 11:00,12.3,740.2,768.2,,100,Wind blowing from the east,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,,,,1500-2000,,,2.1,12.3,No precipitation,6,,,,
27.02.2020 08:00,12.1,739.5,767.4,1.0,98,Wind blowing from the east-northeast,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,18.7,,,1500-2000,,,3.3,11.8,No precipitation,12,,,,
27.02.2020 05:00,12.3,738.5,766.3,,90,Wind blowing from the east-northeast,2,,8,,Mist. ,,,12.3,18.7,,,,,,3.5,10.7,No precipitation,6,,,,
27.02.2020 02:00,12.8,739.0,766.7,,87,Wind blowing from the east-northeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,18.7,,,,,,3.6,10.7,No precipitation,6,,,,
26.02.2020 20:00,16.9,737.8,765.5,0.9,81,Wind blowing from the east-northeast,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,20.7,,,1500-2000,,,3.0,13.6,No precipitation,12,,,,
26.02.2020 17:00,18.1,736.9,764.5,,79,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.3,,,1500-2000,,,3.2,14.4,No precipitation,6,,,,
26.02.2020 14:00,18.1,737.7,765.2,-1.3,78,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.8,,,1500-2000,,,2.8,14.2,No precipitation,12,,,,
26.02.2020 11:00,17.0,739.0,766.6,,93,Wind blowing from the east-northeast,4,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,1500-2000,,,2.7,15.9,No precipitation,6,,,,
26.02.2020 08:00,14.6,737.8,765.4,1.5,100,Wind blowing from the east-northeast,3,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.8,,,2500 or more  or no clouds.,,,2.6,14.6,No precipitation,12,,,,
26.02.2020 05:00,15.0,736.3,763.6,,100,Wind blowing from the east-northeast,2,,5,,Mist. ,,,15.0,23.8,,,,,,4.0,15.0,No precipitation,6,,,,
26.02.2020 02:00,16.5,736.0,763.3,,86,Wind blowing from the north-east,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.8,,,2500 or more  or no clouds.,,,5.0,14.2,No precipitation,12,,,,
25.02.2020 20:00,20.7,734.7,762.0,1.1,65,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.8,,,2500 or more  or no clouds.,,,7.0,13.9,No precipitation,12,,,,
25.02.2020 17:00,23.3,733.6,760.7,,57,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,8.0,14.3,,,,,,
25.02.2020 14:00,21.3,734.6,761.8,-1.3,64,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,26.6,,,1500-2000,,,6.0,14.2,No precipitation,12,,,,
25.02.2020 11:00,18.4,735.9,763.2,,73,Wind blowing from the south-southeast,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,1500-2000,,,6.0,13.5,No precipitation,6,,,,
25.02.2020 08:00,16.1,735.5,762.8,1.3,78,Wind blowing from the north-east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,26.6,,,1500-2000,,,8.0,12.3,No precipitation,12,,,,
25.02.2020 05:00,17.4,734.2,761.3,,71,Wind blowing from the east,1,,,, ,,,,,,,,,,8.0,12.1,,,,,,
25.02.2020 02:00,18.4,734.6,761.5,,66,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.6,,,2500 or more  or no clouds.,,,9.0,11.9,No precipitation,12,,,,
24.02.2020 20:00,21.5,733.5,760.8,1.4,53,Wind blowing from the south-southwest,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.6,,,1500-2000,,,9.0,11.5,No precipitation,12,,,,
24.02.2020 17:00,24.5,732.1,759.3,,43,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,,,,,1500-2000,,,10.0,11.1,,,,,,
24.02.2020 14:00,26.1,732.9,760.0,-2.3,40,Wind blowing from the south,5,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,26.4,,,1000-1500,,,10.0,11.5,No precipitation,12,,,,
24.02.2020 11:00,23.2,735.2,762.4,,51,Wind blowing from the south,4,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,8.0,12.5,,,,,,
24.02.2020 08:00,15.5,735.5,763.0,0.5,80,Wind blowing from the east-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,22.6,,,,,,5.0,12.1,No precipitation,12,,,,
24.02.2020 05:00,14.2,735.0,762.4,,86,Wind blowing from the north-east,2,,6,,Mist. ,,,9.9,22.6,,,,,,5.0,11.9,No precipitation,6,,,,
24.02.2020 02:00,15.2,736.3,763.6,,81,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.6,,,2500 or more  or no clouds.,,,5.0,12.0,No precipitation,12,,,,
23.02.2020 20:00,18.4,737.2,765.1,0.1,67,Wind blowing from the east-southeast,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.6,,,2500 or more  or no clouds.,,,6.0,12.2,No precipitation,12,,,,
23.02.2020 17:00,21.7,737.1,764.7,,55,Wind blowing from the east-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,22.6,,,,,,7.0,12.3,No precipitation,6,,,,
23.02.2020 14:00,21.5,739.3,766.9,-3.1,54,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,21.5,,,,,,7.0,11.8,No precipitation,12,,,,
23.02.2020 11:00,16.2,742.4,770.5,,67,Wind blowing from the north-northeast,2,,4,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,16.2,,,2500 or more  or no clouds.,,,5.0,10.1,No precipitation,6,,,,
23.02.2020 08:00,10.1,742.3,770.5,0.0,100,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.6,,,2500 or more  or no clouds.,,,3.0,10.1,No precipitation,12,,,,
23.02.2020 05:00,10.9,742.3,770.4,,86,Wind blowing from the east,1,,,,Mist. ,,,7.7,15.6,,,,,,4.2,8.7,No precipitation,6,,,,
23.02.2020 02:00,11.1,743.7,771.9,,84,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.6,,,2500 or more  or no clouds.,,,4.4,8.5,No precipitation,12,,,,
22.02.2020 20:00,13.6,743.8,772.2,0.7,69,Wind blowing from the north-east,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.6,,,2500 or more  or no clouds.,,,7.0,8.0,0.3,12,,,,
22.02.2020 17:00,15.2,743.1,771.4,,58,Wind blowing from the north-east,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,7.0,7.0,,,,,,
22.02.2020 14:00,14.5,744.3,772.6,-2.2,64,Wind blowing from the north-northeast,2,,5,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,14.5,,,1500-2000,,,6.0,7.8,0.3,12,,,,
22.02.2020 11:00,11.7,746.5,775.0,,89,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,11.7,,,,,,5.0,9.9,0.3,6,,,,
22.02.2020 08:00,8.2,745.9,774.6,0.6,100,Wind blowing from the north,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,10.3,,,2500 or more  or no clouds.,,,0.1,8.2,No precipitation,12,,,,
22.02.2020 05:00,8.5,745.3,773.9,,100,Wind blowing from the south-southeast,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,8.4,,,,,,,0.4,8.5,No precipitation,6,,,,
22.02.2020 02:00,8.8,746.2,774.8,,100,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,1.9,8.8,0.4,12,,,,
21.02.2020 20:00,9.1,746.4,775.0,1.1,100,Wind blowing from the east-southeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.1,,,,300-600,,,2.0,9.1,3.0,12,,,,
21.02.2020 17:00,9.6,745.3,773.8,,100,Wind blowing from the north-east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.6,,,,300-600,,,4.5,9.6,0.7,6,,,,
21.02.2020 14:00,9.8,745.3,773.8,-0.9,100,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.6,,,,300-600,,,1.9,9.8,4.0,12,,,,
21.02.2020 11:00,10.3,746.2,774.7,,100,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.6,,,,300-600,,,2.3,10.3,3.0,6,,,,
21.02.2020 08:00,10.1,744.5,772.9,,100,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.1,,,300-600,,,3.2,10.1,0.8,12,,,,
21.02.2020 05:00,10.6,742.1,770.2,,88,Wind blowing from the west-northwest,1,,4,,Rain (not freezing) not falling as shower(s). ,,,3.0,16.1,,,,,,5.0,8.7,0.3,6,,,,
21.02.2020 02:00,12.0,742.2,770.2,,67,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.1,,,2500 or more  or no clouds.,,,6.0,6.1,No precipitation,12,,,,
20.02.2020 20:00,13.7,741.1,769.6,0.8,55,Wind blowing from the north-east,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,16.1,,,1500-2000,,,7.0,4.8,No precipitation,12,,,,
20.02.2020 17:00,15.0,740.3,768.7,,49,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,,,,,,,,7.0,4.4,,,,,,
20.02.2020 14:00,16.1,740.8,769.1,-2.5,46,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,16.1,,,,,,7.0,4.5,0.3,12,,,,
20.02.2020 11:00,12.0,743.3,771.8,,53,Wind blowing from the east-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.1,,,,,,7.0,2.5,,,,,,
20.02.2020 08:00,3.9,742.7,771.5,1.4,100,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,11.3,,,2500 or more  or no clouds.,,,2.9,3.9,No precipitation,12,,,,
20.02.2020 05:00,4.2,741.3,769.9,,100,Wind blowing from the west,1,,3,,Mist. ,,,3.8,11.3,,,,,,4.7,4.2,No precipitation,6,,,,
20.02.2020 02:00,5.4,741.4,770.0,,89,Wind blowing from the north-northeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.3,,,2500 or more  or no clouds.,,,5.0,3.7,No precipitation,12,,,,
19.02.2020 20:00,8.7,740.3,768.9,0.6,70,Wind blowing from the north-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.3,,,,,,6.0,3.5,No precipitation,12,,,,
19.02.2020 17:00,11.1,739.7,768.2,,60,Wind blowing from the north-northeast,1,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.7,,,2500 or more  or no clouds.,,,6.0,3.6,No precipitation,6,,,,
19.02.2020 14:00,9.9,740.7,769.2,-1.6,65,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,12.5,,,1500-2000,,,7.0,3.6,0.9,12,,,,
19.02.2020 11:00,8.6,742.3,770.9,,81,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,12.5,,,1500-2000,,,7.0,5.5,No precipitation,6,,,,
19.02.2020 08:00,6.7,741.6,770.2,0.8,95,Wind blowing from the north-west,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,12.5,,,1500-2000,,,6.0,6.0,0.8,12,,,,
19.02.2020 05:00,6.1,740.8,769.3,,97,Wind blowing from the west,1,,5,,Mist. ,,,3.6,12.5,,,,,,6.0,5.7,0.8,6,,,,
19.02.2020 02:00,7.5,741.5,770.0,,70,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.5,,,2500 or more  or no clouds.,,,7.0,2.4,0.1,12,,,,
18.02.2020 20:00,10.2,741.4,770.0,0.1,40,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.5,,,2500 or more  or no clouds.,,,9.0,-2.8,No precipitation,12,,,,
