Local time in Lenghu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 05:00,-14.6,546.6,772.6,,52,Wind blowing from the south-southeast,1,,13,, ,,,-14.6,2.3,,,,,,30.0,-22.3,No precipitation,6,,,,
03.03.2020 02:00,-9.1,546.9,770.8,0.1,43,Wind blowing from the west-southwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,2.3,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
02.03.2020 23:00,-6.7,546.8,771.9,,37,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,30.0,-19.0,,,,,,
02.03.2020 20:00,-2.7,545.7,772.1,0.8,28,Wind blowing from the west-northwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,2.3,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
02.03.2020 17:00,2.0,544.9,768.1,,20,Wind blowing from the north-west,5,,11,, ,,,-12.5,2.7,,,,,,30.0,-18.6,No precipitation,6,,,,
02.03.2020 14:00,1.1,545.8,769.0,-0.9,15,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,3.1,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
02.03.2020 11:00,-4.1,546.7,771.7,,30,Wind blowing from the north,2,,,, ,,,,,,,,,,30.0,-19.1,,,,,,
02.03.2020 08:00,-11.8,546.0,772.8,0.4,55,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,3.1,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
02.03.2020 05:00,-10.2,545.6,768.7,,59,Wind blowing from the north-west,4,,14,, ,,,-11.6,3.1,,,,,,29.0,-16.7,No precipitation,6,,,,
02.03.2020 02:00,-8.6,546.0,768.7,0.1,55,Wind blowing from the north-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,3.1,,,2500 or more  or no clouds.,,,27.0,-16.2,No precipitation,12,,,,
01.03.2020 23:00,-6.5,545.9,770.0,,54,Wind blowing from the north-west,3,,,, ,,,,,,,,,,26.0,-14.3,,,,,,
01.03.2020 20:00,-3.0,545.1,770.1,0.7,45,Wind blowing from the west-northwest,7,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,3.1,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
01.03.2020 17:00,2.6,544.4,766.5,,20,Wind blowing from the west-northwest,6,,12,, ,,,-11.1,4.4,,,,,,30.0,-18.1,No precipitation,6,,,,
01.03.2020 14:00,2.2,545.3,767.1,-0.5,16,Wind blowing from the west-northwest,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,5.5,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
01.03.2020 11:00,-2.9,545.8,769.3,,29,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-18.5,,,,,,
01.03.2020 08:00,-9.0,545.0,769.0,0.1,52,Wind blowing from the north-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,5.5,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
01.03.2020 05:00,-9.1,544.9,766.3,,54,Wind blowing from the west-northwest,1,,15,, ,,,-9.1,5.5,,,,,,26.0,-16.7,No precipitation,6,,,,
01.03.2020 02:00,-7.3,545.8,767.2,-0.2,56,Wind blowing from the north,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,5.5,,,2500 or more  or no clouds.,,,29.0,-14.6,No precipitation,12,,,,
29.02.2020 23:00,-5.4,546.0,768.6,,53,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,22.0,-13.5,,,,,,
29.02.2020 20:00,-0.9,545.1,768.1,0.5,27,Wind blowing from the west-northwest,6,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,5.5,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
29.02.2020 17:00,4.4,544.6,763.8,,24,Wind blowing from the west-northwest,8,,,, ,,,-7.4,6.6,,,,,,28.0,-14.4,No precipitation,6,,,,
29.02.2020 14:00,3.5,545.1,763.9,,31,Wind blowing from the west-northwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,6.9,,,2500 or more  or no clouds.,,,27.0,-12.0,No precipitation,12,,,,
29.02.2020 11:00,-0.8,545.4,765.0,,40,Wind blowing from the north,5,,,, ,,,,,,,,,,30.0,-12.7,,,,,,
29.02.2020 08:00,-7.0,543.9,765.6,0.3,52,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,6.9,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
29.02.2020 05:00,-4.4,543.6,761.6,,46,Calm  no wind,0,,,, ,,,-13.5,6.9,,,,,,30.0,-14.5,No precipitation,6,,,,
29.02.2020 02:00,-2.4,544.0,761.8,0.1,40,Wind blowing from the north,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
28.02.2020 23:00,0.4,543.9,763.9,,13,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,30.0,-24.9,,,,,,
28.02.2020 20:00,1.0,543.3,767.5,0.2,21,Wind blowing from the west,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,6.9,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
28.02.2020 17:00,6.1,543.1,764.5,,5,Wind blowing from the west-northwest,2,,7,, ,,,-13.5,6.9,,,,,,17.0,-30.8,No precipitation,6,,,,
28.02.2020 14:00,4.9,544.4,765.8,-1.0,6,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,5.8,,,2500 or more  or no clouds.,,,30.0,-29.8,No precipitation,12,,,,
28.02.2020 11:00,-2.9,545.4,769.8,,19,Wind blowing from the north-west,2,,,, ,,,,,,,,,,8.0,-23.3,,,,,,
28.02.2020 08:00,-12.8,545.1,770.1,,39,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,5.2,,,2500 or more  or no clouds.,,,17.0,-23.9,No precipitation,12,,,,
28.02.2020 02:00,-10.0,546.2,769.8,-0.4,18,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,5.2,,,2500 or more  or no clouds.,,,30.0,-29.9,No precipitation,12,,,,
27.02.2020 23:00,-7.4,546.6,772.4,,16,Wind blowing from the west,1,,7,, ,,,-13.0,5.2,,,,,,30.0,-29.0,No precipitation,6,,,,
27.02.2020 20:00,0.8,546.7,771.7,-0.3,8,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,5.2,,,2500 or more  or no clouds.,,,30.0,-29.8,No precipitation,12,,,,
27.02.2020 17:00,4.2,547.0,769.2,,9,Wind blowing from the south-southwest,2,,7,, ,,,-13.0,4.8,,,,,,30.0,-25.9,No precipitation,6,,,,
27.02.2020 14:00,1.8,548.4,770.9,,16,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,5.8,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
27.02.2020 11:00,-5.0,548.8,774.1,,36,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,30.0,-17.8,,,,,,
27.02.2020 08:00,-11.5,547.8,774.1,0.4,47,Wind blowing from the east-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,5.8,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
27.02.2020 05:00,-8.7,547.4,769.5,,37,Wind blowing from the north-east,1,,14,, ,,,-8.7,5.8,,,,,,30.0,-20.8,No precipitation,6,,,,
27.02.2020 02:00,-5.6,547.7,768.3,-0.3,39,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,5.8,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
26.02.2020 23:00,-4.5,548.0,770.4,,31,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,-19.1,,,,,,
26.02.2020 20:00,-0.7,547.1,770.0,1.0,23,Wind blowing from the west-northwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,5.8,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
26.02.2020 17:00,4.8,546.1,765.7,,13,Wind blowing from the west-northwest,8,,13,, ,,,-8.6,7.0,,,,,,30.0,-21.3,No precipitation,6,,,,
26.02.2020 14:00,5.1,546.6,764.9,-0.3,12,Wind blowing from the west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,7.1,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
26.02.2020 11:00,0.4,546.9,766.8,,17,Wind blowing from the north,3,,,, ,,,,,,,,,,30.0,-21.8,,,,,,
26.02.2020 08:00,-5.3,545.6,766.4,1.0,23,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,7.1,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
26.02.2020 05:00,-4.4,544.6,762.7,,22,Wind blowing from the north-northwest,2,,9,, ,,,-11.8,7.1,,,,,,30.0,-22.9,No precipitation,6,,,,
26.02.2020 02:00,-1.4,544.7,762.2,0.5,18,Wind blowing from the north-west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,7.1,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
25.02.2020 23:00,-0.1,544.2,765.2,,15,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,30.0,-23.7,,,,,,
25.02.2020 20:00,2.5,543.0,765.6,0.2,11,Wind blowing from the west-northwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,7.1,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
25.02.2020 17:00,6.8,542.8,762.8,,8,Wind blowing from the north-west,3,,7,, ,,,-11.8,7.3,,,,,,30.0,-25.2,No precipitation,6,,,,
25.02.2020 14:00,5.0,544.1,764.5,,10,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,7.5,,,2500 or more  or no clouds.,,,28.0,-24.1,No precipitation,12,,,,
25.02.2020 11:00,-4.4,545.0,768.3,,25,Wind blowing from the north,2,,,, ,,,,,,,,,,16.0,-21.5,,,,,,
25.02.2020 08:00,-11.2,544.3,768.1,0.4,45,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,7.5,,,2500 or more  or no clouds.,,,19.0,-20.8,No precipitation,12,,,,
25.02.2020 05:00,-10.2,543.9,764.0,,47,Wind blowing from the west-northwest,2,,6,, ,,,-15.9,7.5,,,,,,30.0,-19.4,No precipitation,6,,,,
25.02.2020 02:00,-8.3,544.4,765.4,0.2,24,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.5,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
24.02.2020 23:00,-4.2,544.2,767.9,,20,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,28.0,-23.8,,,,,,
24.02.2020 20:00,1.1,543.9,768.3,,13,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,7.5,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
24.02.2020 17:00,7.3,543.9,763.3,,9,Wind blowing from the north-northwest,2,,6,, ,,,-15.9,7.5,,,,,,30.0,-23.5,No precipitation,6,,,,
24.02.2020 14:00,4.2,545.5,764.8,-1.0,11,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,7.1,,,2500 or more  or no clouds.,,,30.0,-23.7,No precipitation,12,,,,
24.02.2020 11:00,-5.8,546.5,769.3,,25,Wind blowing from the south-southwest,0,,,, ,,,,,,,,,,29.0,-22.7,,,,,,
24.02.2020 08:00,-13.0,545.5,770.2,0.1,32,Wind blowing from the south-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,7.1,,,2500 or more  or no clouds.,,,24.0,-26.2,No precipitation,12,,,,
24.02.2020 05:00,-8.5,545.4,766.2,,29,Wind blowing from the east,2,,18,, ,,,-14.0,7.1,,,,,,23.0,-23.4,No precipitation,6,,,,
24.02.2020 02:00,-3.8,545.9,765.1,0.4,23,Wind blowing from the west,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.1,,,2500 or more  or no clouds.,,,25.0,-21.9,No precipitation,12,,,,
23.02.2020 23:00,-0.5,545.5,767.1,,16,Wind blowing from the north-west,8,,,, ,,,,,,,,,,28.0,-23.3,,,,,,
23.02.2020 20:00,1.9,544.7,768.5,0.6,9,Wind blowing from the west-northwest,6,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,7.1,,,2500 or more  or no clouds.,,,30.0,-27.7,No precipitation,12,,,,
23.02.2020 17:00,5.8,544.1,765.2,,9,Wind blowing from the west-southwest,5,,8,, ,,,-14.0,7.1,,,,,,24.0,-24.7,No precipitation,6,,,,
23.02.2020 14:00,4.8,545.0,767.4,,12,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,6.1,,,2500 or more  or no clouds.,,,22.0,-22.2,No precipitation,12,,,,
23.02.2020 11:00,-4.0,545.5,769.9,,26,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,17.0,-20.7,,,,,,
23.02.2020 08:00,-11.7,545.4,770.5,-0.3,47,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,6.1,,,2500 or more  or no clouds.,,,12.0,-20.8,No precipitation,12,,,,
23.02.2020 05:00,-10.5,545.7,767.5,,43,Wind blowing from the north-west,2,,4,, ,,,-15.4,6.1,,,,,,27.0,-20.7,No precipitation,6,,,,
23.02.2020 02:00,-11.5,546.9,770.7,-0.6,33,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,6.1,,,2500 or more  or no clouds.,,,21.0,-24.6,No precipitation,12,,,,
22.02.2020 23:00,-6.4,547.5,774.6,,25,Wind blowing from the west-northwest,2,,5,, ,,,-15.4,6.1,,,,,,23.0,-23.2,No precipitation,6,,,,
22.02.2020 20:00,-0.4,547.8,775.3,,18,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,6.1,,,2500 or more  or no clouds.,,,20.0,-21.8,No precipitation,12,,,,
