Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 02:00,-2.6,745.0,776.2,,81,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,8.0,,,2500 or more  or no clouds.,,,30.0,-5.4,No precipitation,12,,,,
28.02.2020 20:00,5.6,744.4,775.3,0.3,54,Wind blowing from the north-northeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,8.0,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
28.02.2020 17:00,7.7,744.1,774.9,,47,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,-0.2,8.0,,,1500-2000,,,30.0,-2.9,No precipitation,6,,,,
28.02.2020 14:00,5.5,745.3,776.2,-0.4,54,Wind blowing from the east-northeast,2,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,5.8,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,12,,,,
28.02.2020 11:00,2.2,745.7,776.8,,63,Wind blowing from the east,5,,12,40%., ,,,-0.2,5.8,,,1500-2000,,,21.0,-4.3,No precipitation,6,,,,
28.02.2020 08:00,0.0,743.6,774.6,,73,Wind blowing from the east-southeast,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.8,,,1500-2000,,,30.0,-4.3,No precipitation,12,,,,
28.02.2020 05:00,1.8,741.7,772.6,,61,Wind blowing from the east-northeast,3,,12,, ,,,-1.0,5.8,,,,,,29.0,-4.9,No precipitation,6,,,,
28.02.2020 02:00,2.1,740.1,770.9,,70,Wind blowing from the north-east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,5.8,,,2500 or more  or no clouds.,,,30.0,-2.8,No precipitation,12,,,,
27.02.2020 20:00,4.9,736.6,767.4,1.2,65,Wind blowing from the north-east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,5.8,,,1500-2000,,,30.0,-1.3,No precipitation,12,,,,
27.02.2020 17:00,4.2,735.4,766.1,,59,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,-1.0,4.2,,,1500-2000,,,29.0,-3.3,No precipitation,6,,,,
27.02.2020 14:00,3.0,734.8,765.6,0.1,62,Wind blowing from the south-west,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,3.0,,,1500-2000,,,24.0,-3.6,No precipitation,12,,,,
27.02.2020 11:00,0.2,734.7,765.6,,87,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.2,,,1500-2000,,,6.0,-1.7,No precipitation,6,,,,
27.02.2020 08:00,-0.7,735.1,766.0,-0.5,91,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.2,,,1500-2000,,,3.7,-2.0,No precipitation,12,,,,
27.02.2020 05:00,-0.9,735.6,766.5,,91,Wind blowing from the north-east,1,,,,Mist. ,,,,1.2,,,,,,3.5,-2.2,No precipitation,6,,,,
27.02.2020 02:00,-0.8,736.3,767.4,,90,Wind blowing from the south-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.2,,,2500 or more  or no clouds.,,,4.1,-2.2,No precipitation,12,,,,
26.02.2020 20:00,0.7,738.6,769.9,-0.4,79,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,3.7,,,1500-2000,,,5.0,-2.5,No precipitation,12,,,,
26.02.2020 17:00,1.2,739.0,770.3,,80,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.7,,,1500-2000,,,5.0,-1.9,No precipitation,6,,,,
26.02.2020 14:00,-0.9,741.1,772.5,-0.7,91,Wind blowing from the south,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,,,,1500-2000,,,3.5,-2.2,No precipitation,12,,,,
26.02.2020 11:00,-3.4,741.8,773.3,,93,Wind blowing from the west,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,,,,1500-2000,,,0.7,-4.4,No precipitation,6,,,,
26.02.2020 08:00,-4.7,740.7,771.9,0.5,91,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,4.7,,,1500-2000,,,4.0,-5.9,No precipitation,12,,,,
26.02.2020 05:00,-4.1,740.2,771.3,,91,Wind blowing from the south-southwest,3,,4,,Mist. ,,,-5.5,4.7,,,,,,4.6,-5.3,No precipitation,6,,,,
26.02.2020 02:00,-2.8,740.7,771.9,,86,Wind blowing from the south-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.7,,,2500 or more  or no clouds.,,,6.0,-4.8,No precipitation,12,,,,
25.02.2020 20:00,3.7,739.8,770.7,,64,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,4.7,,,2500 or more  or no clouds.,,,8.0,-2.5,No precipitation,12,,,,
25.02.2020 14:00,1.3,739.9,771.0,0.0,80,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.3,,,1500-2000,,,6.0,-1.8,No precipitation,12,,,,
25.02.2020 11:00,0.2,739.9,771.1,,84,Wind blowing from the west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,1500-2000,,,5.0,-2.3,No precipitation,6,,,,
25.02.2020 08:00,-0.6,738.8,769.9,0.2,87,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,2.3,,,1500-2000,,,5.0,-2.6,No precipitation,12,,,,
25.02.2020 05:00,-0.6,738.6,769.6,,88,Wind blowing from the south,1,,3,,Mist. ,,,-1.3,2.3,,,,,,5.0,-2.3,No precipitation,6,,,,
25.02.2020 02:00,-0.4,739.0,770.1,,84,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,2.3,,,2500 or more  or no clouds.,,,5.0,-2.8,No precipitation,12,,,,
24.02.2020 20:00,1.3,739.0,770.1,0.1,76,Wind blowing from the north,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,3.1,,,1500-2000,,,7.0,-2.6,No precipitation,12,,,,
24.02.2020 17:00,2.2,738.9,769.9,,71,Wind blowing from the north,2,,4,90  or more  but not 100%, ,,,-1.3,6.4,,,1500-2000,,,8.0,-2.5,No precipitation,6,,,,
24.02.2020 14:00,0.3,739.8,770.9,0.0,73,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,1500-2000,,,11.0,-4.0,No precipitation,12,,,,
24.02.2020 11:00,-1.0,739.8,770.9,,86,Wind blowing from the north,1,,6,90  or more  but not 100%, ,,,-2.6,,,,1500-2000,,,17.0,-3.0,No precipitation,6,,,,
24.02.2020 08:00,-1.3,739.0,769.9,0.0,86,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,6.6,,,1500-2000,,,26.0,-3.3,No precipitation,12,,,,
24.02.2020 05:00,-0.5,739.0,769.7,,83,Wind blowing from the north,2,,12,, ,,,-4.1,6.6,,,,,,26.0,-3.0,No precipitation,6,,,,
24.02.2020 02:00,0.1,739.9,770.8,,78,Wind blowing from the east-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.6,,,2500 or more  or no clouds.,,,24.0,-3.4,No precipitation,12,,,,
23.02.2020 20:00,3.1,738.5,769.6,0.6,68,Wind blowing from the east-northeast,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.6,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
23.02.2020 17:00,6.2,737.9,768.7,,54,Wind blowing from the north-east,4,,9,10%  or less  but not 0, ,,,-4.1,6.6,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,6,,,,
23.02.2020 14:00,3.7,738.6,769.6,0.5,64,Wind blowing from the east-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.2,,,1500-2000,,,28.0,-2.5,No precipitation,12,,,,
23.02.2020 11:00,-2.6,738.1,769.4,,78,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,,,,,1500-2000,,,10.0,-5.9,No precipitation,6,,,,
23.02.2020 08:00,-2.7,737.1,768.1,0.5,78,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.2,,,1500-2000,,,12.0,-6.0,No precipitation,12,,,,
23.02.2020 05:00,-2.1,736.6,767.5,,76,Wind blowing from the north,1,,5,, ,,,-8.3,5.2,,,,,,15.0,-5.8,No precipitation,6,,,,
23.02.2020 02:00,-2.1,737.1,768.1,,77,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.2,,,2500 or more  or no clouds.,,,14.0,-5.6,No precipitation,12,,,,
22.02.2020 20:00,1.3,737.1,768.5,0.5,57,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.2,,,2500 or more  or no clouds.,,,16.0,-6.3,No precipitation,12,,,,
22.02.2020 17:00,4.3,736.6,767.8,,40,Wind blowing from the west,2,,4,, ,,,-8.3,4.4,,,,,,27.0,-8.4,No precipitation,6,,,,
22.02.2020 14:00,0.9,738.0,769.3,-0.7,56,Wind blowing from the east-southeast,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.9,,,2500 or more  or no clouds.,,,16.0,-7.1,No precipitation,12,,,,
22.02.2020 11:00,-5.4,738.7,770.3,,80,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%, ,,,-8.3,0.0,,,1500-2000,,,10.0,-8.3,No precipitation,6,,,,
22.02.2020 08:00,-8.2,738.1,769.6,0.1,84,Wind blowing from the north,0,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.0,,,1500-2000,,,10.0,-10.4,No precipitation,12,,,,
22.02.2020 05:00,-6.6,738.0,769.4,,85,Wind blowing from the south-southwest,2,,3,, ,,,-6.6,0.0,,,,,,9.0,-8.8,No precipitation,6,,,,
22.02.2020 02:00,-5.2,739.0,770.6,,88,Wind blowing from the east-southeast,3,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,0.0,,,2500 or more  or no clouds.,,,9.0,-6.9,No precipitation,12,,,,
21.02.2020 20:00,-1.1,740.5,772.0,-0.6,68,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,0.0,,,1500-2000,,,12.0,-6.4,Trace of precipitation,12,,,,
21.02.2020 17:00,-0.2,741.1,772.5,,65,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,-6.5,3.6,,,1500-2000,,,11.0,-6.0,No precipitation,6,,,,
21.02.2020 14:00,-3.1,743.2,775.0,-1.5,83,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-6.5,,,,1500-2000,,,7.0,-5.6,Trace of precipitation,12,,,,
21.02.2020 11:00,-4.9,744.7,776.6,,90,Wind blowing from the north,1,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,,,,1500-2000,,,4.0,-6.3,No precipitation,6,,,,
21.02.2020 08:00,-4.9,744.9,776.5,-0.7,92,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.6,,,1500-2000,,,3.8,-6.0,Trace of precipitation,12,,,,
21.02.2020 05:00,-4.5,745.6,777.1,,91,Wind blowing from the south-southwest,2,,8,,Mist. ,,,-9.5,3.6,,,,,,6.0,-5.7,No precipitation,6,,,,
21.02.2020 02:00,-5.7,747.0,778.6,,93,Wind blowing from the west-southwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.6,,,2500 or more  or no clouds.,,,3.9,-6.6,No precipitation,12,,,,
20.02.2020 20:00,-1.0,746.6,778.6,-0.3,72,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.6,,,,,,13.0,-5.4,No precipitation,12,,,,
20.02.2020 17:00,3.2,746.9,778.5,,41,Wind blowing from the east-northeast,3,,,no clouds, ,,,-9.5,3.5,,,,,,30.0,-8.8,No precipitation,6,,,,
20.02.2020 14:00,1.3,748.7,780.4,-0.8,57,Wind blowing from the east-southeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,2.4,,,,,,26.0,-6.3,No precipitation,12,,,,
20.02.2020 11:00,-4.4,749.5,781.4,,76,Wind blowing from the south,1,,,no clouds, ,,,-9.5,,,,,,,25.0,-8.0,No precipitation,6,,,,
20.02.2020 08:00,-8.1,749.6,781.6,0.0,84,Wind blowing from the south-southwest,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,2.4,,,1500-2000,,,26.0,-10.3,No precipitation,12,,,,
20.02.2020 05:00,-6.4,749.6,781.4,,82,Wind blowing from the south,3,,,, ,,,-7.4,2.4,,,,,,30.0,-9.0,No precipitation,6,,,,
20.02.2020 02:00,-5.8,750.4,782.2,,80,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.4,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
19.02.2020 20:00,0.4,749.8,781.5,0.4,64,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.4,,,1500-2000,,,30.0,-5.6,No precipitation,12,,,,
19.02.2020 17:00,1.8,749.4,781.0,,66,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,-4.4,2.4,,,1500-2000,,,23.0,-3.9,No precipitation,6,,,,
