Local time in Dengqen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 05:00,-7.9,474.9,761.8,,81,Wind blowing from the west-northwest,2,,17,, ,,,-9.1,4.3,,,,,,30.0,-10.7,No precipitation,6,,,,
03.03.2020 02:00,-5.0,475.2,759.9,0.1,86,Wind blowing from the north,0,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.3,,,2500 or more  or no clouds.,,,30.0,-7.0,1.0,12,,,,
02.03.2020 23:00,-3.6,475.1,763.4,,84,Wind blowing from the west-southwest,0,,17,,Rain  not freezing  intermittent  slight at time of observation. ,,,-9.1,4.3,,,,,,7.0,-5.9,1.0,6,,,,
02.03.2020 20:00,-3.3,473.8,764.8,1.5,81,Wind blowing from the east-northeast,1,,17,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.3,,,1000-1500,,,18.0,-6.1,1.0,12,,,,
02.03.2020 17:00,2.7,472.3,757.9,,32,Wind blowing from the south-west,2,,9,100%., ,,,-9.1,4.3,,,1000-1500,,,30.0,-12.3,No precipitation,6,,,,
02.03.2020 14:00,3.4,472.9,757.8,-2.3,29,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,5.5,,,2500 or more  or no clouds.,,,25.0,-13.0,No precipitation,12,,,,
02.03.2020 11:00,-3.7,475.2,764.9,,61,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-9.1,,,,1000-1500,,,19.0,-10.3,No precipitation,6,,,,
02.03.2020 08:00,-9.1,475.0,766.1,-0.3,77,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.5,,,1000-1500,,,30.0,-12.4,No precipitation,12,,,,
02.03.2020 05:00,-8.2,475.3,762.2,,77,Wind blowing from the west-southwest,1,,13,, ,,,-9.8,5.5,,,,,,30.0,-11.5,No precipitation,6,,,,
02.03.2020 02:00,-7.3,476.1,762.9,0.0,78,Wind blowing from the north-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.5,,,2500 or more  or no clouds.,,,27.0,-10.6,No precipitation,12,,,,
01.03.2020 23:00,-5.7,476.1,764.9,,75,Wind blowing from the west,1,,,, ,,,-9.8,5.5,,,,,,17.0,-9.4,No precipitation,6,,,,
01.03.2020 20:00,-2.5,475.3,767.0,1.3,70,Wind blowing from the east-northeast,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.5,,,1000-1500,,,15.0,-7.2,No precipitation,12,,,,
01.03.2020 17:00,3.4,474.0,760.3,,23,Wind blowing from the west-southwest,3,,9,90  or more  but not 100%, ,,,-9.8,6.2,,,,,,30.0,-15.8,No precipitation,6,,,,
01.03.2020 14:00,3.5,475.7,762.2,-1.3,27,Wind blowing from the west-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,6.2,,,1000-1500,,,21.0,-13.7,No precipitation,12,,,,
01.03.2020 11:00,-1.3,477.0,765.4,,24,Wind blowing from the south,1,,4,, ,,,-9.8,6.2,,,,,,12.0,-19.3,No precipitation,6,,,,
01.03.2020 08:00,-9.7,476.8,767.2,0.3,47,Wind blowing from the north-west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,6.2,,,1000-1500,,,26.0,-18.9,No precipitation,12,,,,
01.03.2020 05:00,-8.6,476.5,762.8,,44,Wind blowing from the north-west,2,,9,, ,,,-12.6,6.2,,,,,,30.0,-18.9,No precipitation,6,,,,
01.03.2020 02:00,-7.4,477.1,765.4,,40,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,6.2,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
29.02.2020 20:00,1.0,475.5,766.8,0.5,13,Wind blowing from the west-northwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,6.2,,,1000-1500,,,10.0,-24.4,No precipitation,12,,,,
29.02.2020 17:00,5.9,475.0,761.4,,8,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-12.6,6.1,,,,,,30.0,-25.9,No precipitation,6,,,,
29.02.2020 14:00,2.1,477.0,765.8,-1.8,14,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,3.3,,,,,,30.0,-22.7,No precipitation,12,,,,
29.02.2020 11:00,-4.6,478.8,771.0,,29,Wind blowing from the west,1,,4,no clouds, ,,,-12.6,3.3,,,,,,18.0,-19.9,No precipitation,6,,,,
29.02.2020 08:00,-12.3,478.2,772.6,0.3,56,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,3.3,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
29.02.2020 05:00,-10.2,477.9,768.2,,45,Wind blowing from the west,1,,9,, ,,,-10.4,3.3,,,,,,30.0,-19.9,No precipitation,6,,,,
29.02.2020 02:00,-8.2,478.5,769.0,0.0,38,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.3,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
28.02.2020 23:00,-5.0,478.5,769.7,,28,Wind blowing from the north-west,1,,12,, ,,,-10.2,3.3,,,,,,26.0,-20.7,No precipitation,6,,,,
28.02.2020 20:00,-1.2,477.5,769.8,0.3,19,Wind blowing from the west-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.3,,,,,,14.0,-21.9,No precipitation,12,,,,
28.02.2020 17:00,2.6,477.2,765.3,,9,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-10.2,3.3,,,,,,30.0,-27.2,No precipitation,6,,,,
28.02.2020 14:00,0.6,478.8,768.1,-0.8,12,Wind blowing from the west-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.5,,,,,,30.0,-25.6,No precipitation,12,,,,
28.02.2020 11:00,-3.6,479.6,770.5,,21,Wind blowing from the north-west,5,,10,no clouds, ,,,-10.2,3.5,,,,,,19.0,-22.8,No precipitation,6,,,,
28.02.2020 08:00,-9.9,478.6,771.4,0.8,49,Wind blowing from the south,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,3.5,,,,,,24.0,-18.8,No precipitation,12,,,,
28.02.2020 05:00,-7.5,477.8,766.0,,42,Wind blowing from the south,1,,11,, ,,,-8.0,3.5,,,,,,30.0,-18.2,No precipitation,6,,,,
28.02.2020 02:00,-5.8,478.0,766.3,0.0,36,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,3.5,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
27.02.2020 23:00,-3.5,478.0,766.3,,32,Wind blowing from the west-northwest,3,,11,, ,,,-8.0,3.5,,,,,,24.0,-17.8,No precipitation,6,,,,
27.02.2020 20:00,-0.9,476.5,766.5,1.2,28,Wind blowing from the west-northwest,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,3.5,,,1000-1500,,,15.0,-17.1,No precipitation,12,,,,
27.02.2020 17:00,2.9,475.3,760.9,,24,Wind blowing from the south-east,3,,9,90  or more  but not 100%, ,,,-8.0,3.9,,,,,,30.0,-15.7,No precipitation,6,,,,
27.02.2020 14:00,1.3,476.3,762.1,-0.7,30,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.8,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
27.02.2020 11:00,-1.0,477.0,764.1,,36,Wind blowing from the south-southeast,1,,4,, ,,,-8.0,4.8,,,,,,19.0,-14.2,No precipitation,6,,,,
27.02.2020 08:00,-7.5,475.8,764.8,0.7,64,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.8,,,,,,30.0,-13.3,No precipitation,12,,,,
27.02.2020 05:00,-5.6,475.1,759.9,,64,Wind blowing from the north-west,1,,7,, ,,,-7.2,4.8,,,,,,30.0,-11.5,No precipitation,6,,,,
27.02.2020 02:00,-3.6,475.3,759.1,0.0,57,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.8,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
26.02.2020 23:00,-2.6,475.3,761.5,,60,Wind blowing from the north-west,2,,10,, ,,,-7.2,4.8,,,,,,24.0,-9.3,No precipitation,6,,,,
26.02.2020 20:00,-0.2,474.5,762.4,0.5,54,Wind blowing from the north-west,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.8,,,1000-1500,,,13.0,-8.6,No precipitation,12,,,,
26.02.2020 17:00,3.9,474.0,759.1,,31,Wind blowing from the north-west,2,,10,90  or more  but not 100%, ,,,-7.2,4.8,,,1000-1500,,,30.0,-11.7,No precipitation,6,,,,
26.02.2020 14:00,3.7,475.7,761.0,-1.9,26,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.7,,,1000-1500,,,30.0,-14.0,No precipitation,12,,,,
26.02.2020 11:00,-1.0,477.6,766.0,,38,Wind blowing from the west,1,,3,, ,,,-7.2,3.0,,,,,,7.0,-13.5,No precipitation,6,,,,
26.02.2020 08:00,-6.9,477.1,766.9,0.7,62,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,3.0,,,1000-1500,,,18.0,-13.0,No precipitation,12,,,,
26.02.2020 05:00,-7.1,476.4,764.4,,63,Wind blowing from the west,1,,7,, ,,,-13.3,3.0,,,,,,30.0,-13.1,No precipitation,6,,,,
26.02.2020 02:00,-5.7,476.5,764.0,0.1,59,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,3.0,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
25.02.2020 23:00,-4.2,476.4,767.9,,65,Wind blowing from the west-northwest,1,,7,, ,,,-13.3,3.0,,,,,,13.0,-9.8,No precipitation,6,,,,
25.02.2020 20:00,-0.6,475.2,767.6,0.4,51,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,3.0,,,2500 or more  or no clouds.,,,9.0,-9.5,No precipitation,12,,,,
25.02.2020 17:00,1.5,474.8,763.9,,37,Wind blowing from the west,3,,7,90  or more  but not 100%, ,,,-13.3,3.0,,,,,,30.0,-11.6,No precipitation,6,,,,
25.02.2020 14:00,1.1,476.5,765.1,-1.7,40,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.1,,,1000-1500,,,30.0,-11.0,No precipitation,12,,,,
25.02.2020 11:00,-6.6,478.2,770.5,,59,Wind blowing from the west,1,,3,, ,,,-13.3,2.1,,,,,,15.0,-13.3,No precipitation,6,,,,
25.02.2020 08:00,-12.9,477.3,771.4,0.7,77,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.1,,,,,,30.0,-16.2,3.0,12,,,,
25.02.2020 05:00,-10.2,476.6,767.5,,77,Wind blowing from the north-west,1,,8,, ,,,-11.8,2.1,,,,,,30.0,-13.5,No precipitation,6,,,,
25.02.2020 02:00,-7.4,476.9,766.0,0.2,83,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.1,,,2500 or more  or no clouds.,,,30.0,-9.9,3.0,12,,,,
24.02.2020 23:00,-3.9,476.7,767.5,,86,Wind blowing from the west-southwest,1,,9,,Rain (not freezing) not falling as shower(s). ,,,-11.8,2.1,,,,,,6.0,-5.9,3.0,6,,,,
24.02.2020 20:00,-1.0,475.5,767.4,0.6,56,Wind blowing from the north-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.1,,,2500 or more  or no clouds.,,,13.0,-8.7,No precipitation,12,,,,
24.02.2020 17:00,0.3,474.9,763.8,,43,Wind blowing from the west-northwest,5,,9,100%., ,,,-11.8,2.1,,,1000-1500,,,30.0,-10.8,No precipitation,6,,,,
24.02.2020 14:00,0.6,476.7,765.4,-1.8,36,Wind blowing from the south-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.7,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
24.02.2020 11:00,-5.7,478.5,770.8,,62,Wind blowing from the west-southwest,1,,,40%., ,,,-11.8,4.7,,,1000-1500,,,6.0,-12.0,No precipitation,6,,,,
24.02.2020 08:00,-11.4,477.6,772.8,0.2,82,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,4.7,,,2500 or more  or no clouds.,,,10.0,-13.9,2.0,12,,,,
24.02.2020 05:00,-8.5,477.4,768.3,,71,Wind blowing from the west,1,,10,, ,,,-8.5,4.7,,,,,,30.0,-12.8,No precipitation,6,,,,
24.02.2020 02:00,-6.9,478.0,765.4,-0.2,87,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,4.7,,,2500 or more  or no clouds.,,,14.0,-8.7,3.0,12,,,,
23.02.2020 23:00,-4.3,478.2,766.0,,88,Wind blowing from the east,1,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,-4.3,4.7,,,,,,5.0,-6.0,3.0,6,,,,
23.02.2020 20:00,-4.0,477.6,767.4,0.8,84,Wind blowing from the west-southwest,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,4.7,,,600-1000,,,1.0,-6.3,1.0,12,,,,
23.02.2020 17:00,-0.5,476.8,763.3,,54,Wind blowing from the west-northwest,3,,12,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.2,,,2500 or more  or no clouds.,,,19.0,-8.7,Trace of precipitation,6,,,,
23.02.2020 14:00,3.8,477.3,760.9,-1.2,25,Wind blowing from the south,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,5.6,,,1000-1500,,,27.0,-14.4,No precipitation,12,,,,
23.02.2020 11:00,0.6,478.5,763.5,,38,Wind blowing from the east-southeast,2,,5,70 – 80%., ,,,-4.1,5.6,,,1000-1500,,,28.0,-12.1,No precipitation,6,,,,
23.02.2020 08:00,-3.2,477.7,763.1,0.4,62,Wind blowing from the south-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,5.6,,,1000-1500,,,30.0,-9.6,No precipitation,12,,,,
23.02.2020 05:00,-2.2,477.3,760.8,,53,Wind blowing from the north-northwest,2,,8,, ,,,-6.6,5.6,,,,,,30.0,-10.7,No precipitation,6,,,,
23.02.2020 02:00,-1.5,478.0,762.4,0.1,48,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,5.6,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
22.02.2020 23:00,0.7,477.9,763.9,,34,Wind blowing from the north-west,1,,8,, ,,,-6.6,5.6,,,,,,23.0,-13.4,No precipitation,6,,,,
