Local time in Hoboksar,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 08:00,-6.8,653.8,771.4,-0.6,64,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.8,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
02.03.2020 05:00,-5.3,654.4,770.6,,57,Calm  no wind,0,,,, ,,,-10.8,5.8,,,,,,30.0,-12.5,No precipitation,6,,,,
02.03.2020 02:00,-5.6,655.3,772.0,-0.7,73,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.8,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
01.03.2020 23:00,-4.3,656.0,774.4,,76,Calm  no wind,0,,,, ,,,-10.8,5.8,,,,,,30.0,-7.9,No precipitation,6,,,,
01.03.2020 20:00,0.5,656.1,774.7,-0.1,58,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,5.8,,,,,,30.0,-7.0,No precipitation,12,,,,
01.03.2020 17:00,5.6,656.2,773.2,,30,Wind blowing from the east-southeast,3,,,20–30%., ,,,-10.8,5.8,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,6,,,,
01.03.2020 14:00,4.5,656.9,773.8,-0.3,26,Wind blowing from the south-east,1,,8,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,4.5,,,,,,30.0,-13.3,No precipitation,12,,,,
01.03.2020 11:00,-3.3,657.2,775.7,,53,Wind blowing from the west,3,,,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,0.5,,,,,,30.0,-11.7,No precipitation,6,,,,
01.03.2020 08:00,-9.0,656.9,776.6,0.4,71,Wind blowing from the north-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,0.5,,,,,,30.0,-13.3,No precipitation,12,,,,
01.03.2020 05:00,-7.2,656.5,774.9,,69,Wind blowing from the north-northwest,1,,,, ,,,-10.6,0.5,,,,,,30.0,-11.9,No precipitation,6,,,,
01.03.2020 02:00,-5.1,657.4,775.9,-0.3,89,Wind blowing from the west,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,0.5,,,2500 or more  or no clouds.,,,23.0,-6.6,No precipitation,12,,,,
29.02.2020 23:00,-4.0,657.7,777.0,,91,Wind blowing from the east-southeast,1,,,, ,,,-10.6,0.5,,,,,,13.0,-5.2,No precipitation,6,,,,
29.02.2020 20:00,-3.6,657.4,777.4,-0.2,88,Wind blowing from the east,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,0.5,,,1500-2000,,,20.0,-5.4,No precipitation,12,,,,
29.02.2020 17:00,-0.1,657.6,775.9,,60,Wind blowing from the east-southeast,3,,,20–30%., ,,,-10.6,0.1,,,1500-2000,,,30.0,-7.1,No precipitation,6,,,,
29.02.2020 14:00,-2.1,658.6,777.5,,65,Wind blowing from the south-southwest,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.4,,,1500-2000,,,30.0,-7.8,No precipitation,12,,,,
29.02.2020 11:00,-6.1,659.0,779.0,,78,Wind blowing from the north-northeast,1,,,70 – 80%., ,,,-10.6,-1.4,,,1500-2000,,,30.0,-9.3,No precipitation,6,,,,
29.02.2020 08:00,-9.9,658.4,778.8,0.3,82,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-1.4,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
29.02.2020 05:00,-6.3,658.1,777.2,,90,Wind blowing from the north,2,,5,,Fog or ice fog. ,,,-6.7,-1.4,,,,,,29.0,-7.7,No precipitation,6,,,,
29.02.2020 02:00,-5.6,658.3,776.9,0.1,92,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-1.4,,,2500 or more  or no clouds.,,,17.0,-6.7,No precipitation,12,,,,
28.02.2020 23:00,-6.0,658.2,777.5,,89,Wind blowing from the south,1,,,, ,,,-6.7,-0.4,,,,,,15.0,-7.5,No precipitation,6,,,,
28.02.2020 20:00,-4.3,658.2,777.4,0.4,80,Wind blowing from the south-southeast,3,,12,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.7,,,1500-2000,,,30.0,-7.2,No precipitation,12,,,,
28.02.2020 17:00,-2.8,657.8,776.5,,65,Wind blowing from the south-east,4,,12,90  or more  but not 100%, ,,,-6.7,3.6,,,1500-2000,,,30.0,-8.5,No precipitation,6,,,,
28.02.2020 14:00,-1.5,657.5,775.5,0.9,48,Wind blowing from the south-southwest,2,,19,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,3.8,,,1500-2000,,,30.0,-11.3,Trace of precipitation,12,,,,
28.02.2020 11:00,-4.1,656.6,774.4,,63,Wind blowing from the north,2,,23,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,3.8,,,1500-2000,,,30.0,-10.1,Trace of precipitation,6,,,,
28.02.2020 08:00,-5.1,655.5,773.0,,79,Wind blowing from the west,3,,23,20–30%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.8,,,2500 or more  or no clouds.,,,17.0,-8.3,Trace of precipitation,12,,,,
28.02.2020 02:00,-3.4,651.3,767.2,1.0,54,Wind blowing from the west-northwest,14,,23,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,3.8,,,2500 or more  or no clouds.,,,27.0,-11.4,No precipitation,12,,,,
27.02.2020 23:00,-0.4,650.3,766.2,,56,Wind blowing from the west-southwest,13,,,, ,,,-7.5,3.8,,,,,,28.0,-8.3,No precipitation,6,,,,
27.02.2020 20:00,0.6,649.3,766.0,0.6,65,Wind blowing from the west,8,,15,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,3.8,,,1500-2000,,,26.0,-5.2,Trace of precipitation,12,,,,
27.02.2020 17:00,3.5,648.7,764.4,,68,Wind blowing from the north-west,2,,,90  or more  but not 100%, ,,,-7.5,3.8,,,1500-2000,,,30.0,-2.0,No precipitation,6,,,,
27.02.2020 14:00,2.6,648.7,764.8,,56,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,3.4,,,1500-2000,,,30.0,-5.3,No precipitation,12,,,,
27.02.2020 11:00,-1.0,649.2,766.2,,67,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,-7.5,0.5,,,1500-2000,,,30.0,-6.5,No precipitation,6,,,,
27.02.2020 08:00,-6.2,649.3,766.8,-0.3,75,Wind blowing from the north-northwest,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.5,,,1500-2000,,,30.0,-9.9,No precipitation,12,,,,
27.02.2020 05:00,-5.3,649.6,766.2,,74,Wind blowing from the north-northwest,4,,,, ,,,-11.7,0.5,,,,,,30.0,-9.2,No precipitation,6,,,,
27.02.2020 02:00,-6.1,650.7,767.8,-1.3,78,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,0.5,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
26.02.2020 23:00,-5.9,652.0,770.2,,84,Calm  no wind,0,,,, ,,,-11.7,0.5,,,,,,23.0,-8.2,No precipitation,6,,,,
26.02.2020 20:00,-2.9,652.3,771.4,-0.6,82,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,0.5,,,2500 or more  or no clouds.,,,13.0,-5.5,No precipitation,12,,,,
26.02.2020 17:00,0.2,652.9,771.0,,55,Wind blowing from the east,3,,,no clouds, ,,,-11.7,0.5,,,,,,30.0,-7.8,No precipitation,6,,,,
26.02.2020 14:00,-0.6,654.4,773.0,-0.6,45,Wind blowing from the south-southeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-0.5,,,1500-2000,,,30.0,-11.3,No precipitation,12,,,,
26.02.2020 11:00,-4.4,655.0,773.7,,59,Wind blowing from the south-southeast,1,,,20–30%., ,,,-11.7,-1.1,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,6,,,,
26.02.2020 08:00,-11.1,654.1,774.1,0.0,70,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-1.1,,,,,,30.0,-15.5,No precipitation,12,,,,
26.02.2020 05:00,-8.8,654.1,772.7,,71,Wind blowing from the east,2,,,, ,,,-10.6,-1.1,,,,,,30.0,-13.1,No precipitation,6,,,,
26.02.2020 02:00,-9.4,653.9,773.2,-0.1,82,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.1,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
25.02.2020 23:00,-5.7,654.0,773.3,,91,Wind blowing from the north,2,,,, ,,,-10.6,-1.1,,,,,,8.0,-6.9,No precipitation,6,,,,
25.02.2020 20:00,-4.7,653.0,772.6,1.1,89,Wind blowing from the east,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.1,,,1500-2000,,,9.0,-6.2,No precipitation,12,,,,
25.02.2020 17:00,-1.6,651.9,770.5,,71,Wind blowing from the east,4,,,70 – 80%., ,,,-10.6,-1.1,,,1500-2000,,,23.0,-6.2,No precipitation,6,,,,
25.02.2020 14:00,-3.5,652.3,770.6,,71,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-3.4,,,1500-2000,,,24.0,-8.0,No precipitation,12,,,,
25.02.2020 11:00,-7.4,652.3,771.4,,86,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,-10.6,-3.4,,,1500-2000,,,16.0,-9.3,No precipitation,6,,,,
25.02.2020 08:00,-10.5,651.7,771.2,0.3,73,Wind blowing from the north-east,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-3.4,,,1500-2000,,,30.0,-14.4,No precipitation,12,,,,
25.02.2020 05:00,-10.3,651.4,770.5,,78,Wind blowing from the west,2,,,, ,,,-10.3,-3.4,,,,,,30.0,-13.4,No precipitation,6,,,,
25.02.2020 02:00,-6.8,651.9,770.7,-0.4,80,Wind blowing from the west-northwest,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-3.4,,,2500 or more  or no clouds.,,,19.0,-9.7,No precipitation,12,,,,
24.02.2020 23:00,-6.1,652.3,771.4,,87,Wind blowing from the north-east,2,,,, ,,,-8.5,-3.4,,,,,,16.0,-7.9,No precipitation,6,,,,
24.02.2020 20:00,-5.3,652.0,770.7,,85,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-2.4,,,1500-2000,,,13.0,-7.4,No precipitation,12,,,,
24.02.2020 17:00,-3.9,651.8,770.5,,70,Wind blowing from the east-northeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,-0.6,,,1500-2000,,,30.0,-8.6,No precipitation,6,,,,
24.02.2020 14:00,-5.8,652.9,772.0,0.0,81,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,,,,1500-2000,,,21.0,-8.5,No precipitation,12,,,,
24.02.2020 11:00,-7.5,652.9,772.0,,86,Wind blowing from the north,4,,,90  or more  but not 100%, ,,,-8.5,,,,1500-2000,,,23.0,-9.4,No precipitation,6,,,,
24.02.2020 08:00,-6.9,652.5,770.6,-0.1,87,Wind blowing from the west-northwest,2,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,1.5,,,2500 or more  or no clouds.,,,18.0,-8.7,No precipitation,12,,,,
24.02.2020 05:00,-8.0,652.6,770.6,,91,Calm  no wind,0,,,, ,,,-8.5,1.5,,,,,,19.0,-9.2,No precipitation,6,,,,
24.02.2020 02:00,-7.4,653.0,770.5,0.5,90,Wind blowing from the north,2,,19,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,3.2,,,2500 or more  or no clouds.,,,5.0,-8.8,No precipitation,12,,,,
23.02.2020 23:00,-5.6,652.5,770.2,,89,Wind blowing from the north-east,5,,19,, ,,,-5.9,3.2,,,,,,11.0,-7.1,No precipitation,6,,,,
23.02.2020 20:00,-2.5,650.8,767.7,0.7,59,Wind blowing from the west,10,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,3.2,,,1500-2000,,,30.0,-9.4,Trace of precipitation,12,,,,
23.02.2020 17:00,-0.6,650.1,766.0,,57,Wind blowing from the west,11,,19,90  or more  but not 100%, ,,,-3.5,3.2,,,1500-2000,,,30.0,-8.1,No precipitation,6,,,,
23.02.2020 14:00,1.1,650.7,766.9,,54,Wind blowing from the west,14,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,3.2,,,1500-2000,,,30.0,-7.2,Trace of precipitation,12,,,,
23.02.2020 11:00,-2.2,651.4,768.2,,76,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,,,,1500-2000,,,9.0,-5.9,Trace of precipitation,6,,,,
23.02.2020 08:00,-3.0,650.6,767.5,0.5,67,Wind blowing from the east-northeast,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,23.0,-8.3,No precipitation,12,,,,
23.02.2020 05:00,-0.8,650.1,765.4,,58,Wind blowing from the east,3,,,, ,,,-9.0,3.2,,,,,,30.0,-8.2,No precipitation,6,,,,
23.02.2020 02:00,-3.4,650.2,766.2,-0.2,68,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,2.2,,,2500 or more  or no clouds.,,,25.0,-8.5,No precipitation,12,,,,
22.02.2020 23:00,-2.5,650.4,767.3,,65,Wind blowing from the west-northwest,2,,,, ,,,-9.0,2.2,,,,,,27.0,-8.2,No precipitation,6,,,,
22.02.2020 20:00,-2.3,650.7,768.7,,60,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,2.2,,,1500-2000,,,27.0,-9.0,No precipitation,12,,,,
22.02.2020 17:00,1.6,650.3,767.4,,39,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,-9.0,2.2,,,1500-2000,,,26.0,-10.9,No precipitation,6,,,,
22.02.2020 14:00,1.4,651.1,768.3,-0.1,38,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,1.4,,,1500-2000,,,28.0,-11.4,No precipitation,12,,,,
22.02.2020 11:00,-3.3,651.2,769.3,,53,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,-9.0,0.2,,,1500-2000,,,24.0,-11.7,No precipitation,6,,,,
