Local time in Changbai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 11:00,-4.1,693.9,765.9,,81,Wind blowing from the south-southwest,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.2,1.8,,,600-1000,,,2.8,-6.9,2.0,6,,,,
01.03.2020 08:00,-7.6,694.8,766.9,-0.1,88,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,1.8,,,600-1000,,,6.0,-9.3,0.7,12,,,,
01.03.2020 05:00,-8.8,694.9,766.5,,80,Wind blowing from the north-east,1,,5,, ,,,-12.3,1.8,,,,,,25.0,-11.7,No precipitation,6,,,,
01.03.2020 02:00,-9.0,695.1,766.6,,76,Wind blowing from the north-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.8,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
29.02.2020 20:00,-4.6,694.2,766.6,1.1,68,Wind blowing from the south,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.8,,,,,,30.0,-9.7,No precipitation,12,,,,
29.02.2020 17:00,0.1,693.1,764.7,,42,Wind blowing from the south-west,2,,10,no clouds, ,,,-12.3,1.8,,,,,,30.0,-11.5,No precipitation,6,,,,
29.02.2020 14:00,1.1,692.8,763.9,-1.4,36,Wind blowing from the west-southwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.1,,,600-1000,,,30.0,-12.6,No precipitation,12,,,,
29.02.2020 11:00,-2.4,694.2,765.7,,64,Wind blowing from the south,1,,3,60%., ,,,-12.3,-2.4,,,600-1000,,,12.0,-8.4,No precipitation,6,,,,
29.02.2020 08:00,-10.1,694.6,767.0,,85,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-4.6,,,,,,30.0,-12.2,0.2,12,,,,
29.02.2020 05:00,-10.4,693.6,766.0,,93,Wind blowing from the north-northeast,2,,,, ,,,-18.4,-4.6,,,,,,30.0,-11.3,No precipitation,6,,,,
29.02.2020 02:00,-7.7,692.9,765.1,,95,Wind blowing from the north-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.6,,,2500 or more  or no clouds.,,,5.0,-8.4,2.0,12,,,,
28.02.2020 20:00,-5.3,692.8,765.9,0.2,95,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-4.6,,,600-1000,,,2.4,-6.0,2.0,12,,,,
28.02.2020 17:00,-4.9,692.6,766.0,,86,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-3.8,,,600-1000,,,6.0,-6.9,0.4,6,,,,
28.02.2020 14:00,-6.5,693.3,766.7,-2.2,82,Wind blowing from the east-southeast,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-1.0,,,600-1000,,,4.2,-9.1,0.3,12,,,,
28.02.2020 11:00,-9.3,695.5,769.0,,57,Wind blowing from the south,1,,4,70 – 80%., ,,,-18.4,-1.0,,,600-1000,,,29.0,-16.4,No precipitation,6,,,,
28.02.2020 08:00,-15.8,697.6,771.9,,70,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-1.0,,,600-1000,,,30.0,-20.1,No precipitation,12,,,,
28.02.2020 05:00,-17.8,698.1,771.8,,79,Wind blowing from the north-east,1,,4,, ,,,-19.4,-1.0,,,,,,30.0,-20.6,No precipitation,6,,,,
28.02.2020 02:00,-16.2,698.8,772.3,,77,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.0,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
27.02.2020 20:00,-10.3,699.9,774.6,0.8,68,Wind blowing from the north-east,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.0,,,,,,30.0,-15.2,No precipitation,12,,,,
27.02.2020 17:00,-3.7,699.1,773.0,,43,Wind blowing from the north-northeast,1,,5,no clouds, ,,,-19.4,-1.0,,,,,,30.0,-14.7,No precipitation,6,,,,
27.02.2020 14:00,-2.7,700.1,773.5,-2.3,41,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,0.3,,,,,,30.0,-14.4,No precipitation,12,,,,
27.02.2020 11:00,-8.8,702.4,776.5,,55,Wind blowing from the south,1,,5,no clouds, ,,,-19.4,0.3,,,,,,30.0,-16.3,No precipitation,6,,,,
27.02.2020 08:00,-16.4,703.7,778.0,0.9,65,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,0.3,,,,,,30.0,-21.5,No precipitation,12,,,,
27.02.2020 05:00,-18.2,702.8,776.8,,82,Wind blowing from the north-east,2,,6,, ,,,-18.2,0.3,,,,,,30.0,-20.6,No precipitation,6,,,,
27.02.2020 02:00,-15.3,702.1,775.3,,78,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,0.3,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
26.02.2020 20:00,-4.9,700.3,772.6,2.0,38,Wind blowing from the north,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,0.3,,,600-1000,,,30.0,-17.3,No precipitation,12,,,,
26.02.2020 17:00,-1.5,698.3,770.0,,59,Calm  no wind,0,,,20–30%., ,,,-6.6,0.5,,,600-1000,,,30.0,-8.6,No precipitation,6,,,,
26.02.2020 14:00,0.3,697.5,768.8,-0.9,51,Wind blowing from the east-southeast,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,1.3,,,600-1000,,,30.0,-8.8,2.0,12,,,,
26.02.2020 11:00,-2.0,698.4,769.9,,64,Wind blowing from the south-southeast,2,,,20–30%., ,,,,,,,600-1000,,,30.0,-8.0,,,,,,
26.02.2020 08:00,-5.1,698.4,769.9,1.2,88,Wind blowing from the north,0,,6,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,1.3,,,600-1000,,,30.0,-6.8,5.0,12,,,,
26.02.2020 05:00,-5.7,697.2,768.5,,95,Wind blowing from the east-northeast,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,-9.4,1.3,,,,,,4.5,-6.4,4.0,6,,,,
26.02.2020 02:00,-5.2,696.5,767.7,,93,Wind blowing from the east-northeast,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.3,,,2500 or more  or no clouds.,,,2.8,-6.1,3.0,12,,,,
25.02.2020 20:00,-0.9,695.5,767.1,0.6,68,Wind blowing from the north-east,4,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.3,,,600-1000,,,29.0,-6.2,Trace of precipitation,12,,,,
25.02.2020 17:00,0.5,694.9,766.3,,69,Calm  no wind,0,,,100%., ,,,,,,,600-1000,,,20.0,-4.6,,,,,,
25.02.2020 14:00,0.8,694.9,766.1,-1.4,55,Wind blowing from the south-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,4.4,,,600-1000,,,14.0,-7.4,No precipitation,12,,,,
25.02.2020 11:00,-3.8,696.3,768.1,,60,Wind blowing from the west-southwest,2,,4,70 – 80%., ,,,-9.4,,,,600-1000,,,26.0,-10.6,No precipitation,6,,,,
25.02.2020 08:00,-7.3,697.3,769.3,0.3,73,Wind blowing from the south,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,4.4,,,600-1000,,,4.6,-11.4,No precipitation,12,,,,
25.02.2020 05:00,-8.5,697.0,768.4,,78,Wind blowing from the north-east,1,,4,, ,,,-8.5,4.4,,,,,,30.0,-11.7,No precipitation,6,,,,
25.02.2020 02:00,-7.2,697.1,768.1,,74,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.4,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
24.02.2020 20:00,-2.3,696.6,767.8,0.6,74,Wind blowing from the north-east,2,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.4,,,600-1000,,,28.0,-6.4,No precipitation,12,,,,
24.02.2020 17:00,2.4,696.0,767.1,,54,Wind blowing from the west-southwest,3,,,50%., ,,,-9.6,4.4,,,600-1000,,,30.0,-6.1,No precipitation,6,,,,
24.02.2020 14:00,4.3,695.3,766.3,-1.0,47,Wind blowing from the west-southwest,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.3,,,600-1000,,,30.0,-6.2,No precipitation,12,,,,
24.02.2020 11:00,1.9,696.3,767.5,,58,Wind blowing from the south-west,3,,,60%., ,,,-9.6,1.9,,,600-1000,,,30.0,-5.6,No precipitation,6,,,,
24.02.2020 08:00,-2.3,696.2,767.5,1.1,76,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,0.8,,,600-1000,,,10.0,-6.0,No precipitation,12,,,,
24.02.2020 05:00,-7.0,695.1,766.6,,73,Wind blowing from the east,0,,4,, ,,,-10.4,0.8,,,,,,30.0,-11.1,No precipitation,6,,,,
24.02.2020 02:00,-8.8,694.9,766.6,,72,Wind blowing from the east-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.8,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
23.02.2020 20:00,-3.6,694.6,766.6,0.8,63,Wind blowing from the east,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.8,,,600-1000,,,30.0,-9.7,No precipitation,12,,,,
23.02.2020 17:00,-1.3,693.8,765.5,,52,Wind blowing from the east,1,,7,100%., ,,,-10.4,0.8,,,600-1000,,,30.0,-10.1,No precipitation,6,,,,
23.02.2020 14:00,0.0,694.8,766.3,-2.3,38,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,0.2,,,,,,30.0,-12.6,0.1,12,,,,
23.02.2020 11:00,-3.3,697.1,769.5,,54,Wind blowing from the east-southeast,3,,7,no clouds, ,,,-10.4,-1.7,,,,,,30.0,-11.4,No precipitation,6,,,,
23.02.2020 08:00,-8.3,698.2,771.2,0.9,72,Wind blowing from the south-southeast,0,,7,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,,,,,,,26.0,-12.5,0.5,12,,,,
23.02.2020 05:00,-9.4,697.3,770.2,,89,Wind blowing from the north,1,,9,, ,,,-9.5,,,,,,,30.0,-10.9,0.3,6,,,,
23.02.2020 02:00,-8.5,697.0,769.3,,79,Wind blowing from the west-southwest,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-1.7,,,2500 or more  or no clouds.,,,30.0,-11.5,1.0,12,,,,
22.02.2020 20:00,-8.7,695.6,767.8,2.2,83,Wind blowing from the east,2,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-1.7,,,600-1000,,,30.0,-11.1,1.0,12,,,,
22.02.2020 17:00,-7.1,693.4,765.1,,74,Wind blowing from the south-west,5,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-1.7,,,600-1000,,,29.0,-11.0,0.7,6,,,,
22.02.2020 14:00,-3.4,691.0,762.0,-0.2,63,Wind blowing from the west-southwest,6,,14,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-1.7,,,600-1000,,,30.0,-9.5,1.0,12,,,,
22.02.2020 11:00,-1.9,691.2,762.0,,60,Wind blowing from the west-southwest,5,,14,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-1.8,,,600-1000,,,30.0,-8.8,No precipitation,6,,,,
22.02.2020 08:00,-3.4,691.6,762.7,0.4,80,Wind blowing from the east,2,,6,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.3,,,600-1000,,,25.0,-6.4,0.7,12,,,,
22.02.2020 05:00,-3.9,691.2,762.3,,86,Wind blowing from the west-southwest,1,,3,, ,,,,-3.3,,,,,,30.0,-6.0,0.7,6,,,,
22.02.2020 02:00,-4.1,691.6,762.7,,85,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.3,,,2500 or more  or no clouds.,,,11.0,-6.3,No precipitation,12,,,,
21.02.2020 20:00,-4.6,694.7,767.4,-1.1,78,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.6,,,600-1000,,,21.0,-7.9,No precipitation,12,,,,
21.02.2020 17:00,-4.1,695.8,768.7,,72,Wind blowing from the east,1,,3,100%., ,,,-14.4,-3.6,,,600-1000,,,12.0,-8.5,No precipitation,6,,,,
21.02.2020 14:00,-4.3,697.6,770.7,-3.6,62,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.2,,,600-1000,,,13.0,-10.6,No precipitation,12,,,,
21.02.2020 11:00,-8.4,701.2,775.3,,69,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,-14.4,-3.2,,,600-1000,,,11.0,-13.2,No precipitation,6,,,,
21.02.2020 08:00,-12.3,703.0,777.4,-0.1,82,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,,,,600-1000,,,30.0,-14.8,No precipitation,12,,,,
21.02.2020 05:00,-14.1,703.1,777.1,,87,Calm  no wind,0,,,, ,,,-21.7,-3.2,,,,,,30.0,-15.8,No precipitation,6,,,,
21.02.2020 02:00,-13.4,703.7,777.6,,87,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-3.2,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
20.02.2020 20:00,-10.1,703.6,779.1,1.3,85,Calm  no wind,0,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-3.2,,,600-1000,,,13.0,-12.2,No precipitation,12,,,,
20.02.2020 17:00,-5.8,702.3,777.2,,67,Wind blowing from the north-east,1,,,20–30%., ,,,-21.7,-2.7,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,6,,,,
20.02.2020 14:00,-4.9,702.6,777.0,-1.5,55,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-1.1,,,,,,18.0,-12.7,No precipitation,12,,,,
20.02.2020 11:00,-11.7,704.1,779.2,,60,Wind blowing from the south-southwest,1,,4,20–30%., ,,,-21.7,,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,6,,,,
