Local time in Zhongxiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.02.2020 17:00,7.9,754.4,764.5,,94,Wind blowing from the north-west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.4,,,2500 or more  or no clouds.,,,16.0,7.0,0.1,6,,,,
28.02.2020 14:00,8.2,755.7,765.8,-1.3,90,Wind blowing from the west-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.5,,,2500 or more  or no clouds.,,,25.0,6.7,6.0,12,,,,
28.02.2020 11:00,7.3,757.0,767.2,,99,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.7,,,2500 or more  or no clouds.,,,14.0,7.2,5.0,6,,,,
28.02.2020 08:00,5.1,756.4,766.5,0.9,99,Wind blowing from the north,2,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,10.0,,,2500 or more  or no clouds.,,,5.0,5.0,4.0,12,,,,
28.02.2020 05:00,4.8,755.5,765.7,,99,Wind blowing from the north,3,,11,,Rain (not freezing) not falling as shower(s). ,,,4.7,10.4,,,,,,4.3,4.7,1.0,6,,,,
28.02.2020 02:00,5.5,756.5,766.6,,99,Wind blowing from the north-northwest,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,11.1,,,2500 or more  or no clouds.,,,3.2,5.4,2.0,12,,,,
27.02.2020 20:00,6.9,757.0,767.1,0.4,99,Wind blowing from the north-northwest,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.4,,,2500 or more  or no clouds.,,,3.0,6.8,2.0,12,,,,
27.02.2020 17:00,7.9,756.6,766.6,,99,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.8,,,2500 or more  or no clouds.,,,0.9,7.8,2.0,6,,,,
27.02.2020 14:00,8.5,757.5,767.5,-2.2,99,Wind blowing from the north-northwest,4,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,14.0,,,2500 or more  or no clouds.,,,3.2,8.4,0.9,12,,,,
27.02.2020 11:00,9.7,759.7,769.7,,93,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,2500 or more  or no clouds.,,,3.9,8.6,Trace of precipitation,6,,,,
27.02.2020 08:00,9.6,759.4,769.3,0.6,95,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.0,,,2500 or more  or no clouds.,,,6.0,8.8,0.3,12,,,,
27.02.2020 05:00,10.4,758.8,768.8,,92,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,11.0,9.2,,,,,,
27.02.2020 02:00,11.1,759.6,769.6,,93,Wind blowing from the north-west,1,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,14.0,,,,,,10.0,10.0,0.3,6,,,,
26.02.2020 20:00,12.4,759.1,769.0,0.9,92,Wind blowing from the west-northwest,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,16.6,,,2500 or more  or no clouds.,,,6.0,11.1,No precipitation,12,,,,
26.02.2020 17:00,12.8,758.2,768.1,,94,Wind blowing from the north-west,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,5.0,11.9,No precipitation,6,,,,
26.02.2020 14:00,13.8,758.4,768.3,-0.8,83,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,8.0,11.0,0.4,12,,,,
26.02.2020 11:00,12.2,759.2,769.1,,90,Wind blowing from the north-northwest,5,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,6.0,10.6,No precipitation,6,,,,
26.02.2020 08:00,10.6,758.0,767.9,1.3,99,Wind blowing from the north-northwest,4,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,21.7,,,2500 or more  or no clouds.,,,1.9,10.4,8.0,12,,,,
26.02.2020 05:00,10.7,756.7,766.5,,99,Wind blowing from the north-west,4,,8,,Rain (not freezing) not falling as shower(s). ,,,10.7,21.7,,,,,,1.6,10.5,4.0,6,,,,
26.02.2020 02:00,11.8,756.4,766.2,,99,Wind blowing from the north-west,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,21.7,,,2500 or more  or no clouds.,,,2.1,11.6,8.0,12,,,,
25.02.2020 20:00,16.6,754.1,763.9,1.4,81,Wind blowing from the west-northwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.7,,,2500 or more  or no clouds.,,,5.0,13.3,No precipitation,12,,,,
25.02.2020 17:00,19.9,752.7,762.4,,73,Wind blowing from the west-northwest,3,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.7,,,2500 or more  or no clouds.,,,6.0,14.9,No precipitation,6,,,,
25.02.2020 14:00,21.5,752.8,762.5,-1.5,67,Wind blowing from the north-west,3,,8,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.5,,,2500 or more  or no clouds.,,,6.0,15.1,No precipitation,12,,,,
25.02.2020 11:00,17.3,754.3,764.0,,78,Wind blowing from the north-northwest,4,,8,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.5,,,2500 or more  or no clouds.,,,5.0,13.4,No precipitation,6,,,,
25.02.2020 08:00,13.9,753.3,763.0,1.9,95,Wind blowing from the west-northwest,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.5,,,2500 or more  or no clouds.,,,5.0,13.1,No precipitation,12,,,,
25.02.2020 05:00,14.7,751.4,761.1,,92,Wind blowing from the north-west,3,,5,,Mist. ,,,14.0,20.5,,,,,,7.0,13.4,No precipitation,6,,,,
25.02.2020 02:00,15.7,751.3,760.9,,96,Wind blowing from the north-west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.5,,,2500 or more  or no clouds.,,,4.6,15.1,No precipitation,12,,,,
24.02.2020 20:00,18.5,750.4,760.0,1.2,88,Wind blowing from the west,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.5,,,2500 or more  or no clouds.,,,7.0,16.5,No precipitation,12,,,,
24.02.2020 17:00,19.8,749.2,758.8,,81,Wind blowing from the south-southeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,16.4,,,,,,
24.02.2020 14:00,19.1,749.3,759.0,-1.8,80,Wind blowing from the south,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.2,,,2500 or more  or no clouds.,,,9.0,15.6,No precipitation,12,,,,
24.02.2020 11:00,18.3,751.1,760.8,,82,Wind blowing from the south,6,,10,70 – 80%., ,,,13.9,18.3,,,2500 or more  or no clouds.,,,9.0,15.2,No precipitation,6,,,,
24.02.2020 08:00,16.4,750.7,760.4,-0.2,79,Wind blowing from the south,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,17.9,,,2500 or more  or no clouds.,,,12.0,12.8,No precipitation,12,,,,
24.02.2020 05:00,14.0,750.9,760.6,,94,Wind blowing from the south,6,,7,,Mist. ,,,10.9,17.9,,,,,,5.0,13.1,No precipitation,6,,,,
24.02.2020 02:00,14.5,753.0,762.7,,91,Wind blowing from the south,4,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.9,,,2500 or more  or no clouds.,,,6.0,13.0,No precipitation,12,,,,
23.02.2020 20:00,15.6,754.7,764.5,-0.2,79,Wind blowing from the south-southeast,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.9,,,2500 or more  or no clouds.,,,8.0,12.0,No precipitation,12,,,,
23.02.2020 17:00,16.7,754.9,764.7,,70,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,14.0,11.2,,,,,,
23.02.2020 14:00,17.1,756.7,766.5,-2.7,66,Wind blowing from the south,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,18.8,,,2500 or more  or no clouds.,,,13.0,10.7,No precipitation,12,,,,
23.02.2020 11:00,16.1,759.4,769.3,,64,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,15.0,9.3,,,,,,
23.02.2020 08:00,11.3,759.7,769.6,0.0,87,Wind blowing from the south-east,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,18.8,,,2500 or more  or no clouds.,,,8.0,9.2,No precipitation,12,,,,
23.02.2020 05:00,11.7,759.7,769.6,,84,Wind blowing from the south-east,2,,,, ,,,,,,,,,,9.0,9.1,,,,,,
23.02.2020 02:00,13.0,761.1,771.0,,77,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,18.8,,,2500 or more  or no clouds.,,,10.0,9.1,No precipitation,12,,,,
22.02.2020 20:00,15.2,762.0,772.0,0.7,66,Wind blowing from the south-southeast,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,18.8,,,2500 or more  or no clouds.,,,12.0,8.9,No precipitation,12,,,,
22.02.2020 17:00,17.1,761.3,771.3,,56,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,,,,,,,,18.0,8.3,,,,,,
22.02.2020 14:00,18.2,762.4,772.3,-2.3,55,Wind blowing from the south-southwest,5,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,18.7,,,2500 or more  or no clouds.,,,17.0,9.0,No precipitation,12,,,,
22.02.2020 11:00,15.5,764.7,774.7,,68,Wind blowing from the south,2,,5,20–30%., ,,,7.5,17.3,,,2500 or more  or no clouds.,,,11.0,9.6,No precipitation,6,,,,
22.02.2020 08:00,8.5,764.3,774.4,1.2,98,Wind blowing from the south-southeast,3,,6,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,17.3,,,2500 or more  or no clouds.,,,5.0,8.2,No precipitation,12,,,,
22.02.2020 05:00,8.4,763.1,773.1,,92,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,7.0,7.2,,,,,,
22.02.2020 02:00,9.2,763.9,773.9,,90,Wind blowing from the south-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,17.3,,,2500 or more  or no clouds.,,,8.0,7.6,No precipitation,12,,,,
21.02.2020 20:00,14.2,763.3,773.3,1.1,51,Wind blowing from the south-southwest,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,17.3,,,2500 or more  or no clouds.,,,22.0,4.2,No precipitation,12,,,,
21.02.2020 17:00,17.1,762.2,772.2,,37,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,26.0,2.3,,,,,,
21.02.2020 14:00,16.7,762.9,772.9,-1.8,49,Wind blowing from the north-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.6,,,,,,20.0,5.9,0.8,12,,,,
21.02.2020 11:00,13.8,764.7,774.7,,64,Wind blowing from the north,4,,8,50%., ,,,8.9,18.6,,,2500 or more  or no clouds.,,,12.0,7.1,No precipitation,6,,,,
21.02.2020 08:00,9.3,763.9,774.0,,87,Wind blowing from the north-northwest,4,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,18.6,,,2500 or more  or no clouds.,,,6.0,7.3,1.0,12,,,,
21.02.2020 05:00,9.6,762.1,772.1,,99,Wind blowing from the north-west,2,,6,,Mist. ,,,4.5,18.6,,,,,,4.0,9.5,1.0,6,,,,
21.02.2020 02:00,11.1,762.4,772.3,,87,Wind blowing from the north-west,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.6,,,2500 or more  or no clouds.,,,9.0,9.0,0.4,12,,,,
20.02.2020 20:00,14.7,760.4,770.5,0.8,49,Wind blowing from the north-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,18.6,,,2500 or more  or no clouds.,,,24.0,4.1,No precipitation,12,,,,
20.02.2020 17:00,16.6,759.6,769.6,,46,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,18.0,4.9,,,,,,
20.02.2020 14:00,17.5,759.9,769.9,-2.5,38,Wind blowing from the south-west,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,17.7,,,2500 or more  or no clouds.,,,27.0,3.0,No precipitation,12,,,,
20.02.2020 11:00,14.1,762.4,772.5,,51,Wind blowing from the west,2,,4,40%., ,,,4.5,15.7,,,2500 or more  or no clouds.,,,23.0,4.1,No precipitation,6,,,,
20.02.2020 08:00,5.9,760.9,771.1,0.9,96,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.7,,,2500 or more  or no clouds.,,,9.0,5.3,No precipitation,12,,,,
20.02.2020 05:00,7.2,760.0,769.9,,81,Wind blowing from the south,2,,,, ,,,,,,,,,,17.0,4.2,,,,,,
20.02.2020 02:00,7.2,760.1,770.1,,82,Wind blowing from the east-southeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,15.7,,,2500 or more  or no clouds.,,,15.0,4.3,No precipitation,12,,,,
19.02.2020 20:00,10.9,758.5,768.6,1.5,61,Wind blowing from the south-southeast,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,15.7,,,2500 or more  or no clouds.,,,24.0,3.7,No precipitation,12,,,,
19.02.2020 17:00,15.1,757.0,767.0,,48,Wind blowing from the south,4,,8,50%., ,,,7.9,15.7,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,6,,,,
19.02.2020 14:00,15.0,757.0,767.0,-2.2,45,Wind blowing from the south,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,15.1,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,12,,,,
19.02.2020 11:00,12.1,759.2,769.2,,49,Wind blowing from the south,4,,6,60%., ,,,7.9,14.2,,,2500 or more  or no clouds.,,,24.0,1.7,No precipitation,6,,,,
19.02.2020 08:00,8.7,758.9,769.0,0.8,52,Wind blowing from the south-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,14.2,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,12,,,,
