Local time in Wulate Zhongqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 20:00,-5.4,657.1,773.3,1.6,43,Wind blowing from the north-west,6,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-2.3,,,1000-1500,,,30.0,-16.0,Trace of precipitation,12,,,,
02.03.2020 17:00,-3.2,655.5,771.1,,51,Wind blowing from the north-west,6,,16,70 – 80%., ,,,-8.1,2.1,,,1000-1500,,,25.0,-12.1,No precipitation,6,,,,
02.03.2020 14:00,-3.4,654.4,770.0,,46,Wind blowing from the north-west,9,,16,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,3.3,,,1000-1500,,,30.0,-13.6,Trace of precipitation,12,,,,
02.03.2020 11:00,-3.6,653.4,768.4,,66,Wind blowing from the north-west,7,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,,,,1000-1500,,,30.0,-9.2,No precipitation,6,,,,
02.03.2020 08:00,-6.1,651.8,766.3,-0.2,44,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,3.3,,,2500 or more  or no clouds.,,,9.0,-16.6,No precipitation,12,,,,
02.03.2020 05:00,-6.9,652.0,765.8,,46,Wind blowing from the east-northeast,1,,8,, ,,,-9.8,3.3,,,,,,30.0,-16.6,No precipitation,6,,,,
02.03.2020 02:00,-7.7,653.8,768.2,-1.5,51,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,3.3,,,2500 or more  or no clouds.,,,8.0,-16.1,No precipitation,12,,,,
01.03.2020 23:00,-5.5,655.3,770.5,,42,Wind blowing from the east-southeast,1,,11,, ,,,-9.8,3.3,,,,,,14.0,-16.4,No precipitation,6,,,,
01.03.2020 20:00,-2.3,655.8,771.7,-0.1,35,Wind blowing from the south-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,3.3,,,,,,17.0,-15.7,No precipitation,12,,,,
01.03.2020 17:00,2.1,655.9,770.5,,21,Wind blowing from the south,5,,11,no clouds, ,,,-9.8,3.3,,,,,,30.0,-18.0,No precipitation,6,,,,
01.03.2020 14:00,1.5,657.4,772.2,-2.1,18,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,2.3,,,,,,30.0,-20.3,No precipitation,12,,,,
01.03.2020 11:00,-3.1,659.5,774.9,,40,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-9.8,2.5,,,,,,30.0,-14.8,No precipitation,6,,,,
01.03.2020 08:00,-9.3,659.4,775.9,,65,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,3.2,,,,,,8.0,-14.8,No precipitation,12,,,,
01.03.2020 05:00,-7.5,658.5,773.8,,55,Wind blowing from the west-northwest,3,,16,, ,,,-8.0,3.9,,,,,,30.0,-15.0,No precipitation,6,,,,
01.03.2020 02:00,-6.6,658.6,773.7,0.4,51,Wind blowing from the north-west,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,6.2,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
29.02.2020 23:00,-3.4,658.2,772.2,,44,Wind blowing from the north-northwest,3,,18,, ,,,-3.6,6.7,,,,,,30.0,-13.9,No precipitation,6,,,,
29.02.2020 20:00,-1.9,657.0,770.6,2.3,29,Wind blowing from the north,4,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,8.9,,,2500 or more  or no clouds.,,,21.0,-17.6,No precipitation,12,,,,
29.02.2020 17:00,1.2,654.7,766.8,,24,Wind blowing from the north-west,6,,18,90  or more  but not 100%, ,,,0.5,,,,2500 or more  or no clouds.,,,29.0,-17.1,No precipitation,6,,,,
29.02.2020 14:00,0.9,653.5,764.8,,41,Wind blowing from the north-west,9,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,11.5,,,2500 or more  or no clouds.,,,26.0,-10.9,No precipitation,12,,,,
29.02.2020 11:00,2.2,652.8,763.7,,31,Wind blowing from the north-west,9,,17,90  or more  but not 100%, ,,,1.5,11.5,,,2500 or more  or no clouds.,,,9.0,-13.2,No precipitation,6,,,,
29.02.2020 08:00,1.6,650.6,761.0,1.3,39,Wind blowing from the north,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,11.5,,,1000-1500,,,8.0,-10.9,No precipitation,12,,,,
29.02.2020 05:00,3.9,649.3,758.2,,36,Wind blowing from the north-west,5,,10,,Haze. ,,,-6.2,11.5,,,,,,3.7,-9.8,No precipitation,6,,,,
29.02.2020 02:00,6.2,648.6,757.5,0.0,25,Wind blowing from the north-west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.5,,,2500 or more  or no clouds.,,,10.0,-12.4,No precipitation,12,,,,
28.02.2020 23:00,6.7,648.6,758.5,,23,Wind blowing from the west-northwest,3,,8,, ,,,-6.2,11.5,,,,,,30.0,-13.0,No precipitation,6,,,,
28.02.2020 20:00,8.0,648.5,759.5,,28,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.5,,,,,,15.0,-9.4,No precipitation,12,,,,
28.02.2020 17:00,11.5,648.2,759.0,,20,Wind blowing from the west-southwest,4,,7,no clouds, ,,,-6.2,11.5,,,,,,13.0,-10.7,No precipitation,6,,,,
28.02.2020 14:00,9.0,649.0,759.7,-1.7,32,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.4,,,,,,10.0,-6.8,No precipitation,12,,,,
28.02.2020 11:00,3.5,650.7,762.7,,48,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-6.2,11.4,,,,,,10.0,-6.7,No precipitation,6,,,,
28.02.2020 08:00,-3.1,650.5,762.7,,71,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,11.4,,,,,,3.4,-7.6,No precipitation,12,,,,
28.02.2020 05:00,-5.6,650.2,761.8,,79,Wind blowing from the north-northeast,1,,8,,Haze. ,,,-5.7,11.4,,,,,,4.9,-8.7,No precipitation,6,,,,
28.02.2020 02:00,-2.3,651.1,762.2,-0.9,64,Wind blowing from the south,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,11.4,,,2500 or more  or no clouds.,,,3.4,-8.2,No precipitation,12,,,,
27.02.2020 23:00,-1.2,652.0,763.9,,65,Wind blowing from the north-northwest,1,,9,,Haze. ,,,-2.5,11.4,,,,,,3.8,-7.1,No precipitation,6,,,,
27.02.2020 20:00,4.1,652.3,764.3,0.0,45,Wind blowing from the east-northeast,1,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,11.4,,,2500 or more  or no clouds.,,,7.0,-6.8,No precipitation,12,,,,
27.02.2020 17:00,9.7,652.3,763.3,,26,Wind blowing from the south-west,5,,9,70 – 80%., ,,,-2.5,11.4,,,2500 or more  or no clouds.,,,18.0,-8.9,No precipitation,6,,,,
27.02.2020 14:00,9.1,653.2,764.0,-1.7,45,Wind blowing from the south,4,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,9.2,,,2500 or more  or no clouds.,,,14.0,-2.2,No precipitation,12,,,,
27.02.2020 11:00,5.1,654.9,766.9,,66,Wind blowing from the south,2,,4,60%., ,,,-2.5,8.7,,,2500 or more  or no clouds.,,,10.0,-0.7,No precipitation,6,,,,
27.02.2020 08:00,-1.1,655.3,767.8,0.0,82,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.7,,,2500 or more  or no clouds.,,,6.0,-3.8,No precipitation,12,,,,
27.02.2020 05:00,-2.0,655.3,767.3,,73,Wind blowing from the west-northwest,1,,5,, ,,,-6.8,8.7,,,,,,10.0,-6.2,No precipitation,6,,,,
27.02.2020 02:00,0.7,656.2,767.5,,49,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,8.7,,,2500 or more  or no clouds.,,,20.0,-8.8,No precipitation,12,,,,
26.02.2020 23:00,0.4,656.8,769.0,,46,Wind blowing from the north-east,1,,6,,Haze. ,,,-6.9,8.7,,,,,,5.0,-10.1,No precipitation,6,,,,
26.02.2020 20:00,4.5,656.3,769.9,0.0,29,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,8.7,,,2500 or more  or no clouds.,,,10.0,-12.0,No precipitation,12,,,,
26.02.2020 17:00,7.4,656.3,769.6,,22,Wind blowing from the south-west,3,,6,90  or more  but not 100%, ,,,-6.9,8.7,,,2500 or more  or no clouds.,,,18.0,-12.9,No precipitation,6,,,,
26.02.2020 14:00,8.5,656.7,769.3,-1.1,20,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,8.5,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
26.02.2020 11:00,5.1,657.8,770.5,,34,Wind blowing from the south-southwest,2,,3,90  or more  but not 100%, ,,,-6.9,7.4,,,2500 or more  or no clouds.,,,29.0,-9.5,No precipitation,6,,,,
26.02.2020 08:00,-5.4,657.7,771.9,,67,Wind blowing from the south-southwest,0,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,7.4,,,2500 or more  or no clouds.,,,1.4,-10.6,No precipitation,12,,,,
26.02.2020 05:00,-6.8,657.2,770.7,,72,Wind blowing from the south-southwest,1,,5,, ,,,-6.9,7.4,,,,,,7.0,-11.0,No precipitation,6,,,,
26.02.2020 02:00,-4.4,657.2,770.5,0.4,64,Wind blowing from the north-east,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,7.4,,,2500 or more  or no clouds.,,,5.0,-10.2,No precipitation,12,,,,
25.02.2020 23:00,-0.2,656.8,769.9,,50,Wind blowing from the north-east,2,,9,, ,,,-4.7,7.4,,,,,,30.0,-9.6,No precipitation,6,,,,
25.02.2020 20:00,3.2,655.9,769.3,1.5,39,Wind blowing from the north-northeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,7.4,,,,,,16.0,-9.7,No precipitation,12,,,,
25.02.2020 17:00,7.4,654.4,766.1,,25,Wind blowing from the west-northwest,1,,9,no clouds, ,,,-4.7,8.6,,,,,,30.0,-11.3,No precipitation,6,,,,
25.02.2020 14:00,6.0,654.6,766.7,,29,Wind blowing from the north-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.1,,,,,,29.0,-10.7,No precipitation,12,,,,
25.02.2020 11:00,2.6,655.2,767.4,,37,Wind blowing from the north-northwest,5,,8,no clouds, ,,,-4.7,9.5,,,,,,21.0,-10.6,No precipitation,6,,,,
25.02.2020 08:00,-2.8,654.0,766.6,1.3,54,Wind blowing from the north-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.5,,,,,,8.0,-10.8,No precipitation,12,,,,
25.02.2020 05:00,-0.9,652.7,763.9,,47,Wind blowing from the north-west,2,,8,, ,,,-6.0,9.5,,,,,,18.0,-10.8,No precipitation,6,,,,
25.02.2020 02:00,-1.2,652.3,763.3,0.3,48,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.5,,,2500 or more  or no clouds.,,,10.0,-10.8,No precipitation,12,,,,
24.02.2020 23:00,2.1,652.0,762.7,,37,Wind blowing from the west,2,,10,, ,,,-6.0,9.5,,,,,,7.0,-11.1,No precipitation,6,,,,
24.02.2020 20:00,4.4,651.4,764.3,1.2,30,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.5,,,,,,9.0,-11.7,No precipitation,12,,,,
24.02.2020 17:00,8.5,650.2,761.8,,23,Wind blowing from the west,3,,10,40%., ,,,-6.0,9.5,,,2500 or more  or no clouds.,,,10.0,-11.4,No precipitation,6,,,,
24.02.2020 14:00,9.1,650.1,761.6,-0.7,20,Wind blowing from the west-southwest,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.5,,,2500 or more  or no clouds.,,,14.0,-12.7,No precipitation,12,,,,
24.02.2020 11:00,6.6,650.8,762.7,,22,Wind blowing from the west,3,,5,70 – 80%., ,,,-6.0,6.8,,,2500 or more  or no clouds.,,,11.0,-13.6,No precipitation,6,,,,
24.02.2020 08:00,-5.9,650.3,763.6,,61,Wind blowing from the west-southwest,1,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,6.8,,,2500 or more  or no clouds.,,,1.7,-12.2,No precipitation,12,,,,
24.02.2020 05:00,-5.0,650.0,762.0,,57,Wind blowing from the north,1,,4,, ,,,-9.2,6.8,,,,,,14.0,-12.4,No precipitation,6,,,,
24.02.2020 02:00,-5.3,650.9,763.4,-0.3,62,Wind blowing from the east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.8,,,2500 or more  or no clouds.,,,4.4,-11.6,No precipitation,12,,,,
23.02.2020 23:00,-3.5,651.2,764.2,,57,Wind blowing from the south-west,0,,5,,Haze. ,,,-9.2,6.8,,,,,,1.8,-10.8,No precipitation,6,,,,
23.02.2020 20:00,1.7,651.6,765.3,0.7,37,Wind blowing from the north-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.8,,,,,,4.0,-11.4,No precipitation,12,,,,
23.02.2020 17:00,6.8,650.9,763.9,,23,Wind blowing from the south,2,,5,no clouds, ,,,-9.2,6.8,,,,,,18.0,-12.9,No precipitation,6,,,,
23.02.2020 14:00,5.4,652.0,765.3,,26,Wind blowing from the south,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,5.4,,,2500 or more  or no clouds.,,,18.0,-12.6,No precipitation,12,,,,
23.02.2020 11:00,1.3,653.1,767.1,,32,Wind blowing from the south,2,,4,90  or more  but not 100%, ,,,-9.2,1.3,,,2500 or more  or no clouds.,,,18.0,-13.6,No precipitation,6,,,,
23.02.2020 08:00,-6.4,652.7,767.8,0.6,53,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,1.3,,,2500 or more  or no clouds.,,,15.0,-14.4,No precipitation,12,,,,
23.02.2020 05:00,-8.8,652.1,766.6,,60,Wind blowing from the north-east,1,,5,, ,,,-13.3,1.3,,,,,,8.0,-15.2,No precipitation,6,,,,
23.02.2020 02:00,-8.2,653.6,768.4,-1.1,59,Wind blowing from the south,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.3,,,2500 or more  or no clouds.,,,2.7,-14.8,No precipitation,12,,,,
22.02.2020 23:00,-6.4,654.7,770.4,,50,Wind blowing from the east-northeast,1,,9,,Haze. ,,,-13.3,1.3,,,,,,1.9,-15.1,No precipitation,6,,,,
22.02.2020 20:00,-3.5,655.6,772.6,,40,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.3,,,,,,4.6,-15.2,No precipitation,12,,,,
22.02.2020 17:00,1.0,655.9,771.9,,26,Wind blowing from the south,4,,,20–30%., ,,,-13.3,1.3,,,2500 or more  or no clouds.,,,22.0,-16.4,No precipitation,6,,,,
22.02.2020 14:00,0.2,657.4,773.6,-2.2,26,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.2,,,,,,30.0,-17.1,No precipitation,12,,,,
