Local time in Wanyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 20:00,14.4,701.6,760.5,1.8,70,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.4,,,1000-1500,,,10.0,9.0,No precipitation,12,,,,
29.02.2020 17:00,22.3,699.8,757.7,,37,Wind blowing from the south,2,,,10%  or less  but not 0, ,,,,,,,1000-1500,,,30.0,6.9,,,,,,
29.02.2020 14:00,21.5,700.9,758.9,-2.3,36,Wind blowing from the east,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,21.6,,,1000-1500,,,30.0,5.8,Trace of precipitation,12,,,,
29.02.2020 11:00,16.1,703.2,761.9,,60,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,30.0,8.3,,,,,,
29.02.2020 08:00,8.2,703.4,762.9,0.4,96,Wind blowing from the south-southeast,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,,,,2500 or more  or no clouds.,,,30.0,7.6,Trace of precipitation,12,,,,
29.02.2020 05:00,8.2,703.0,761.7,,94,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,7.3,,,,,,
29.02.2020 02:00,9.6,703.9,762.7,,81,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,18.3,,,2500 or more  or no clouds.,,,30.0,6.5,No precipitation,12,,,,
28.02.2020 20:00,10.9,703.1,762.7,1.0,73,Wind blowing from the north-west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,18.3,,,2000-2500,,,30.0,6.3,No precipitation,12,,,,
28.02.2020 17:00,17.4,702.1,760.8,,46,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,30.0,5.7,,,,,,
28.02.2020 14:00,16.2,703.1,762.0,-2.0,49,Wind blowing from the south-east,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,16.3,,,1000-1500,,,30.0,5.5,3.0,12,,,,
28.02.2020 11:00,12.1,705.1,764.6,,59,Wind blowing from the north,3,,8,50%., ,,,6.3,12.3,,,1000-1500,,,30.0,4.3,0.2,6,,,,
28.02.2020 08:00,6.9,704.9,765.0,0.7,94,Wind blowing from the east-southeast,1,,8,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,8.9,,,2000-2500,,,30.0,6.0,9.0,12,,,,
28.02.2020 05:00,7.3,704.2,764.2,,93,Wind blowing from the east-southeast,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,,,,,,,30.0,6.2,5.0,6,,,,
28.02.2020 02:00,8.1,704.6,764.4,,82,Wind blowing from the north-northwest,4,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2500 or more  or no clouds.,,,16.0,5.2,20.0,12,,,,
27.02.2020 20:00,7.5,704.8,764.8,1.2,86,Wind blowing from the north-northwest,4,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,2500 or more  or no clouds.,,,9.0,5.3,20.0,12,,,,
27.02.2020 17:00,8.0,703.6,763.1,,94,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.1,,,2000-2500,,,6.0,7.1,11.0,6,,,,
27.02.2020 14:00,8.6,704.5,764.1,-1.8,92,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,12.8,,,2000-2500,,,10.0,7.4,10.0,12,,,,
27.02.2020 11:00,8.5,706.3,766.0,,96,Wind blowing from the north-northeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.3,13.4,,,2000-2500,,,12.0,7.9,7.0,6,,,,
27.02.2020 08:00,8.6,705.9,765.4,0.5,93,Wind blowing from the north,0,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,13.6,,,2000-2500,,,8.0,7.5,6.0,12,,,,
27.02.2020 05:00,10.3,705.4,764.6,,78,Wind blowing from the north,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.7,13.6,,,,,,30.0,6.6,0.2,6,,,,
27.02.2020 02:00,9.8,706.4,765.7,,86,Wind blowing from the north-east,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,13.6,,,2500 or more  or no clouds.,,,30.0,7.6,8.0,12,,,,
26.02.2020 20:00,11.4,705.9,765.2,0.6,99,Wind blowing from the north-northeast,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,13.6,,,2500 or more  or no clouds.,,,10.0,11.2,7.0,12,,,,
26.02.2020 17:00,12.1,705.3,764.4,,99,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.5,,,1500-2000,,,4.6,11.9,7.0,6,,,,
26.02.2020 14:00,12.8,705.8,764.9,-1.0,99,Wind blowing from the north-northwest,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,1500-2000,,,2.6,12.6,2.0,12,,,,
26.02.2020 11:00,13.3,706.8,765.9,,91,Calm  no wind,0,,,100%., ,,,10.8,,,,1500-2000,,,10.0,11.9,No precipitation,6,,,,
26.02.2020 08:00,10.9,706.3,765.5,0.9,99,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,1500-2000,,,10.0,10.7,0.9,12,,,,
26.02.2020 05:00,11.3,705.4,764.3,,99,Wind blowing from the north-northwest,1,,5,,Mist. ,,,10.0,17.8,,,,,,7.0,11.1,0.9,6,,,,
26.02.2020 02:00,11.4,705.9,764.6,,99,Wind blowing from the north,0,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,17.8,,,2500 or more  or no clouds.,,,7.0,11.2,0.8,12,,,,
25.02.2020 20:00,12.3,704.3,763.5,0.6,99,Wind blowing from the south-west,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,17.8,,,2500 or more  or no clouds.,,,9.0,12.1,0.8,12,,,,
25.02.2020 17:00,14.5,703.7,762.6,,76,Wind blowing from the south,3,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,17.8,,,2500 or more  or no clouds.,,,21.0,10.3,No precipitation,6,,,,
25.02.2020 14:00,16.3,704.1,762.7,-1.6,64,Wind blowing from the south,1,,3,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,16.4,,,2500 or more  or no clouds.,,,29.0,9.5,No precipitation,12,,,,
25.02.2020 11:00,12.8,705.7,764.8,,81,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%, ,,,9.5,12.9,,,,,,18.0,9.6,No precipitation,6,,,,
25.02.2020 08:00,10.2,705.4,764.8,1.3,99,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.8,,,2500 or more  or no clouds.,,,10.0,10.0,No precipitation,12,,,,
25.02.2020 05:00,10.4,704.1,763.2,,99,Wind blowing from the south,0,,,, ,,,,,,,,,,9.0,10.2,,,,,,
25.02.2020 02:00,10.7,705.0,764.2,,99,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,12.8,,,2500 or more  or no clouds.,,,9.0,10.5,No precipitation,12,,,,
24.02.2020 20:00,11.7,704.1,763.4,2.1,96,Wind blowing from the south-east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,12.8,,,1000-1500,,,13.0,11.1,0.3,12,,,,
24.02.2020 17:00,12.4,702.0,761.1,,88,Wind blowing from the south-east,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,12.8,,,1000-1500,,,23.0,10.5,0.1,6,,,,
24.02.2020 14:00,11.8,702.4,761.5,-1.2,92,Wind blowing from the south-east,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,12.4,,,1000-1500,,,19.0,10.5,2.0,12,,,,
24.02.2020 11:00,9.6,703.6,763.1,,99,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,1000-1500,,,4.9,9.5,2.0,6,,,,
24.02.2020 08:00,8.7,702.9,762.3,1.1,99,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,12.6,,,1000-1500,,,3.0,8.6,2.0,12,,,,
24.02.2020 05:00,8.5,701.8,761.1,,99,Wind blowing from the north-west,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.0,12.6,,,,,,3.2,8.4,0.4,6,,,,
24.02.2020 02:00,8.7,703.6,762.8,,99,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.6,,,2500 or more  or no clouds.,,,8.0,8.6,0.2,12,,,,
23.02.2020 20:00,10.6,705.3,765.1,0.3,71,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.6,,,2000-2500,,,14.0,5.6,No precipitation,12,,,,
23.02.2020 17:00,11.4,705.0,764.6,,65,Wind blowing from the south,2,,,100%., ,,,,,,,2000-2500,,,23.0,5.1,,,,,,
23.02.2020 14:00,12.4,706.9,766.5,-2.7,56,Wind blowing from the south-east,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,14.1,,,2000-2500,,,24.0,3.9,No precipitation,12,,,,
23.02.2020 11:00,11.2,709.6,769.4,,59,Wind blowing from the south-southwest,1,,,90  or more  but not 100%, ,,,,,,,,,,19.0,3.5,,,,,,
23.02.2020 08:00,7.1,710.0,770.1,-0.2,75,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.3,,,2000-2500,,,21.0,3.0,No precipitation,12,,,,
23.02.2020 05:00,7.1,710.2,770.1,,76,Wind blowing from the north,1,,,, ,,,,,,,,,,22.0,3.2,,,,,,
23.02.2020 02:00,7.9,711.9,771.7,,77,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.3,,,2500 or more  or no clouds.,,,18.0,4.1,No precipitation,12,,,,
22.02.2020 20:00,11.6,711.8,772.2,1.0,61,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.3,,,2000-2500,,,14.0,4.3,No precipitation,12,,,,
22.02.2020 17:00,13.3,710.8,770.7,,50,Wind blowing from the south,2,,,100%., ,,,,,,,2000-2500,,,24.0,3.1,,,,,,
22.02.2020 14:00,13.7,711.8,771.7,-2.1,48,Wind blowing from the south-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,15.4,,,2000-2500,,,25.0,2.9,No precipitation,12,,,,
22.02.2020 11:00,12.6,713.9,774.3,,60,Wind blowing from the east-southeast,1,,2,50%., ,,,5.2,15.4,,,1000-1500,,,9.0,5.0,No precipitation,6,,,,
22.02.2020 08:00,5.2,713.8,774.7,0.1,93,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,6.0,4.2,No precipitation,12,,,,
22.02.2020 05:00,7.1,713.7,773.7,,82,Calm  no wind,0,,,, ,,,,,,,,,,12.0,4.2,,,,,,
22.02.2020 02:00,7.3,715.2,775.4,,77,Wind blowing from the north-northwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.4,,,2500 or more  or no clouds.,,,14.0,3.4,No precipitation,12,,,,
21.02.2020 20:00,8.9,713.0,773.7,1.0,65,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,15.4,,,,,,12.0,2.5,No precipitation,12,,,,
21.02.2020 17:00,14.9,712.0,771.9,,42,Wind blowing from the south-east,2,,,20–30%., ,,,,,,,1500-2000,,,30.0,2.1,,,,,,
21.02.2020 14:00,14.0,713.3,773.3,-2.0,42,Wind blowing from the south-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.6,,,1000-1500,,,24.0,1.3,No precipitation,12,,,,
21.02.2020 11:00,9.1,715.3,775.9,,55,Wind blowing from the south-east,1,,6,100%., ,,,6.1,10.6,,,2500 or more  or no clouds.,,,16.0,0.5,No precipitation,6,,,,
21.02.2020 08:00,6.7,714.4,775.0,,70,Wind blowing from the west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.6,,,2000-2500,,,19.0,1.6,No precipitation,12,,,,
21.02.2020 05:00,7.1,713.5,774.1,,66,Wind blowing from the north-northwest,2,,8,, ,,,3.1,10.6,,,,,,25.0,1.2,No precipitation,6,,,,
21.02.2020 02:00,7.8,712.9,773.5,,68,Wind blowing from the north,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.6,,,2500 or more  or no clouds.,,,16.0,2.1,No precipitation,12,,,,
20.02.2020 20:00,10.1,711.1,771.8,1.9,52,Wind blowing from the north-northwest,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.6,,,2000-2500,,,26.0,0.7,No precipitation,12,,,,
20.02.2020 17:00,9.1,709.2,769.9,,61,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,2000-2500,,,8.0,2.0,,,,,,
20.02.2020 14:00,8.2,710.0,770.9,-1.1,64,Wind blowing from the north,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.5,,,2000-2500,,,9.0,1.8,No precipitation,12,,,,
20.02.2020 11:00,6.1,711.1,772.2,,71,Wind blowing from the south-east,0,,2,100%., ,,,2.8,10.5,,,2000-2500,,,10.0,1.2,No precipitation,6,,,,
20.02.2020 08:00,3.9,709.9,770.9,1.3,80,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.5,,,2000-2500,,,11.0,0.8,No precipitation,12,,,,
20.02.2020 05:00,3.1,708.6,769.1,,82,Wind blowing from the north,1,,,, ,,,,,,,,,,11.0,0.3,,,,,,
20.02.2020 02:00,2.9,709.0,769.6,,82,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.5,,,2500 or more  or no clouds.,,,11.0,0.1,No precipitation,12,,,,
19.02.2020 20:00,6.1,708.0,768.9,0.3,64,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,10.5,,,2500 or more  or no clouds.,,,10.0,-0.2,No precipitation,12,,,,
