Local time in Chuxiong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 08:00,8.4,613.1,760.5,0.8,79,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.9,,,,,,30.0,5.0,No precipitation,12,,,,
29.02.2020 05:00,11.2,612.3,757.8,,66,Wind blowing from the west,1,,8,, ,,,10.4,19.9,,,,,,30.0,5.1,No precipitation,6,,,,
29.02.2020 02:00,13.8,613.0,758.0,,52,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.9,,,2500 or more  or no clouds.,,,30.0,4.1,No precipitation,12,,,,
28.02.2020 20:00,15.4,612.4,758.9,0.6,47,Wind blowing from the south-southwest,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.9,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,12,,,,
28.02.2020 17:00,18.6,611.8,757.0,,35,Wind blowing from the south-west,4,,13,90  or more  but not 100%, ,,,10.4,20.5,,,,,,30.0,2.9,No precipitation,6,,,,
28.02.2020 14:00,18.1,613.2,758.8,-1.6,45,Wind blowing from the south-southwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,20.9,,,2500 or more  or no clouds.,,,27.0,6.0,12.0,12,,,,
28.02.2020 11:00,15.0,614.8,760.9,,68,Wind blowing from the east,1,,7,90  or more  but not 100%, ,,,10.4,20.9,,,,,,15.0,9.1,6.0,6,,,,
28.02.2020 08:00,10.7,613.6,759.8,1.1,90,Wind blowing from the south-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,20.9,,,2500 or more  or no clouds.,,,9.0,9.1,13.0,12,,,,
28.02.2020 05:00,11.6,612.5,757.4,,88,Wind blowing from the west-southwest,1,,11,,Rain (not freezing) not falling as shower(s). ,,,11.0,20.9,,,,,,20.0,9.7,7.0,6,,,,
28.02.2020 02:00,12.0,612.9,758.0,,84,Wind blowing from the south,2,,11,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.9,,,2500 or more  or no clouds.,,,10.0,9.4,0.7,12,,,,
27.02.2020 20:00,17.3,613.0,759.0,0.9,53,Wind blowing from the south,2,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,20.9,,,1000-1500,,,19.0,7.6,No precipitation,12,,,,
27.02.2020 17:00,20.4,612.1,756.8,,40,Wind blowing from the south-southwest,5,,11,60%., ,,,11.0,21.8,,,1000-1500,,,21.0,6.4,No precipitation,6,,,,
27.02.2020 14:00,19.6,613.5,758.5,-1.6,45,Wind blowing from the south,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.8,,,2500 or more  or no clouds.,,,20.0,7.4,No precipitation,12,,,,
27.02.2020 11:00,17.1,615.1,760.7,,59,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%, ,,,11.0,21.8,,,,,,13.0,9.0,No precipitation,6,,,,
27.02.2020 08:00,11.0,614.1,760.3,0.8,90,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,21.8,,,2500 or more  or no clouds.,,,9.0,9.4,0.4,12,,,,
27.02.2020 05:00,12.2,613.3,757.9,,89,Calm  no wind,0,,,, ,,,7.6,21.8,,,,,,13.0,10.4,0.4,6,,,,
27.02.2020 02:00,12.9,614.2,759.4,,84,Wind blowing from the south-west,1,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,21.8,,,,,,15.0,10.3,0.4,6,,,,
26.02.2020 20:00,17.9,613.8,760.8,0.5,41,Wind blowing from the south,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,21.8,,,2500 or more  or no clouds.,,,30.0,4.5,No precipitation,12,,,,
26.02.2020 17:00,21.6,613.3,758.7,,27,Wind blowing from the south-southwest,3,,9,70 – 80%., ,,,7.6,21.8,,,1000-1500,,,30.0,1.8,No precipitation,6,,,,
26.02.2020 14:00,19.5,614.8,760.6,-1.8,36,Wind blowing from the south-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,22.8,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
26.02.2020 11:00,15.7,616.6,762.9,,52,Wind blowing from the east,1,,2,90  or more  but not 100%, ,,,7.6,22.8,,,,,,21.0,5.9,No precipitation,6,,,,
26.02.2020 08:00,7.6,615.6,763.0,0.8,73,Wind blowing from the west,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,22.8,,,1000-1500,,,27.0,3.1,No precipitation,12,,,,
26.02.2020 05:00,9.3,614.8,760.5,,67,Wind blowing from the west,1,,10,, ,,,7.3,22.8,,,,,,26.0,3.5,No precipitation,6,,,,
26.02.2020 02:00,11.7,615.0,760.3,,57,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,22.8,,,2500 or more  or no clouds.,,,28.0,3.5,No precipitation,12,,,,
25.02.2020 20:00,18.2,613.3,760.3,0.9,31,Wind blowing from the west-southwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,22.8,,,,,,30.0,0.8,No precipitation,12,,,,
25.02.2020 17:00,21.8,612.4,757.5,,23,Wind blowing from the west-southwest,4,,11,50%., ,,,7.3,22.8,,,1000-1500,,,30.0,-0.2,No precipitation,6,,,,
25.02.2020 14:00,21.1,613.6,758.5,-2.1,24,Wind blowing from the south-west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,21.3,,,,,,30.0,-0.2,No precipitation,12,,,,
25.02.2020 11:00,16.5,615.7,762.1,,48,Wind blowing from the east-southeast,1,,7,no clouds, ,,,7.3,18.7,,,,,,20.0,5.5,No precipitation,6,,,,
25.02.2020 08:00,7.4,614.8,762.8,0.9,75,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.7,,,,,,20.0,3.3,No precipitation,12,,,,
25.02.2020 05:00,9.3,613.9,760.5,,68,Wind blowing from the west,1,,11,, ,,,8.1,18.7,,,,,,30.0,3.7,No precipitation,6,,,,
25.02.2020 02:00,12.3,614.8,760.7,,57,Wind blowing from the south-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.7,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
24.02.2020 20:00,15.4,613.3,760.6,0.3,39,Wind blowing from the south-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.7,,,,,,30.0,1.5,No precipitation,12,,,,
24.02.2020 17:00,18.0,613.0,759.6,,38,Wind blowing from the south-west,6,,9,70 – 80%., ,,,8.1,18.7,,,1000-1500,,,30.0,3.5,No precipitation,6,,,,
24.02.2020 14:00,17.8,614.2,760.8,-1.8,46,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.7,,,2500 or more  or no clouds.,,,30.0,6.0,No precipitation,12,,,,
24.02.2020 11:00,14.2,616.0,763.5,,70,Wind blowing from the south-east,2,,5,, ,,,8.1,19.6,,,,,,22.0,8.8,No precipitation,6,,,,
24.02.2020 08:00,8.9,615.4,763.1,0.6,89,Wind blowing from the north-northwest,0,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,19.6,,,1000-1500,,,20.0,7.2,1.0,12,,,,
24.02.2020 05:00,8.5,614.8,761.7,,88,Wind blowing from the north,1,,11,, ,,,8.5,19.6,,,,,,21.0,6.6,No precipitation,6,,,,
24.02.2020 02:00,9.9,616.0,762.7,,83,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,19.6,,,2500 or more  or no clouds.,,,30.0,7.2,1.0,12,,,,
23.02.2020 20:00,15.3,615.1,762.4,0.8,63,Wind blowing from the south,4,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,19.6,,,1000-1500,,,23.0,8.3,No precipitation,12,,,,
23.02.2020 17:00,18.5,614.3,760.2,,51,Wind blowing from the south,6,,10,90  or more  but not 100%, ,,,10.3,20.4,,,,,,25.0,8.2,No precipitation,6,,,,
23.02.2020 14:00,18.4,616.3,762.4,-2.2,53,Wind blowing from the south,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,21.2,,,2500 or more  or no clouds.,,,25.0,8.7,No precipitation,12,,,,
23.02.2020 11:00,14.7,618.5,765.7,,70,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,10.3,21.2,,,,,,19.0,9.3,No precipitation,6,,,,
23.02.2020 08:00,10.3,617.7,765.2,0.5,92,Wind blowing from the east-southeast,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,21.2,,,1000-1500,,,11.0,9.1,No precipitation,12,,,,
23.02.2020 05:00,11.5,617.2,763.3,,86,Wind blowing from the east,1,,8,, ,,,11.1,21.2,,,,,,17.0,9.2,No precipitation,6,,,,
23.02.2020 02:00,12.6,617.9,764.0,,82,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.2,,,2500 or more  or no clouds.,,,19.0,9.6,No precipitation,12,,,,
22.02.2020 20:00,16.7,616.9,763.9,0.8,61,Wind blowing from the south,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.2,,,1000-1500,,,28.0,9.2,No precipitation,12,,,,
22.02.2020 17:00,20.4,616.1,761.8,,43,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,11.1,21.2,,,,,,29.0,7.4,No precipitation,6,,,,
22.02.2020 14:00,19.7,618.1,764.4,-2.0,45,Wind blowing from the south,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,20.9,,,1000-1500,,,29.0,7.4,No precipitation,12,,,,
22.02.2020 11:00,15.8,620.1,767.5,,62,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,11.1,20.9,,,,,,19.0,8.5,No precipitation,6,,,,
22.02.2020 08:00,11.5,619.3,767.2,0.9,89,Wind blowing from the south,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.9,,,2500 or more  or no clouds.,,,11.0,9.8,No precipitation,12,,,,
22.02.2020 05:00,12.1,618.4,764.8,,87,Wind blowing from the south,2,,,, ,,,5.6,20.9,,,,,,13.0,10.0,No precipitation,6,,,,
22.02.2020 02:00,12.3,619.1,765.5,,84,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.9,,,2500 or more  or no clouds.,,,16.0,9.7,No precipitation,12,,,,
21.02.2020 20:00,16.0,617.5,766.5,0.9,59,Wind blowing from the south,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.9,,,2500 or more  or no clouds.,,,25.0,8.0,No precipitation,12,,,,
21.02.2020 17:00,20.0,616.6,763.8,,41,Wind blowing from the south,4,,10,no clouds, ,,,5.6,20.9,,,,,,29.0,6.4,No precipitation,6,,,,
21.02.2020 14:00,19.9,618.1,765.1,-1.7,33,Wind blowing from the south,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.5,,,,,,30.0,3.2,No precipitation,12,,,,
21.02.2020 11:00,13.1,619.8,768.2,,53,Wind blowing from the east-northeast,1,,2,no clouds, ,,,5.6,20.5,,,,,,23.0,3.7,No precipitation,6,,,,
21.02.2020 08:00,5.6,618.4,767.5,,74,Wind blowing from the west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,20.5,,,2500 or more  or no clouds.,,,28.0,1.3,No precipitation,12,,,,
21.02.2020 05:00,7.5,617.0,764.2,,70,Wind blowing from the west-northwest,1,,11,, ,,,6.0,20.5,,,,,,26.0,2.4,No precipitation,6,,,,
21.02.2020 02:00,9.6,616.9,763.9,,63,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.5,,,2500 or more  or no clouds.,,,29.0,2.9,No precipitation,12,,,,
20.02.2020 20:00,16.6,615.0,763.1,1.1,34,Wind blowing from the south,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,20.5,,,,,,30.0,0.7,No precipitation,12,,,,
20.02.2020 17:00,20.1,613.9,760.2,,25,Wind blowing from the south-southwest,5,,11,no clouds, ,,,6.0,20.5,,,,,,30.0,-0.5,No precipitation,6,,,,
20.02.2020 14:00,18.7,615.3,761.9,-1.8,35,Wind blowing from the south-southwest,4,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,19.5,,,1000-1500,,,30.0,2.9,No precipitation,12,,,,
20.02.2020 11:00,14.0,617.1,764.8,,58,Wind blowing from the south-southeast,2,,4,no clouds, ,,,6.0,19.5,,,,,,13.0,5.9,No precipitation,6,,,,
20.02.2020 08:00,6.1,616.1,765.0,1.0,85,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.5,,,,,,16.0,3.8,No precipitation,12,,,,
20.02.2020 05:00,7.9,615.1,762.1,,83,Wind blowing from the west,1,,8,, ,,,7.2,19.5,,,,,,15.0,5.2,No precipitation,6,,,,
20.02.2020 02:00,9.6,615.6,762.3,,78,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,19.5,,,2500 or more  or no clouds.,,,20.0,6.0,No precipitation,12,,,,
19.02.2020 20:00,14.9,614.2,762.3,0.9,53,Wind blowing from the south,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,19.5,,,1000-1500,,,26.0,5.4,No precipitation,12,,,,
19.02.2020 17:00,19.1,613.3,759.8,,33,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,7.2,19.4,,,1000-1500,,,30.0,2.5,No precipitation,6,,,,
